species1,gene1,species2,gene2,cluster_id
S. cerevisiae,gene-YAL033W,C. albicans,orf19.275,Cluster1361
S. cerevisiae,gene-YIL035C,C. albicans,orf19.7652,Cluster1367
S. cerevisiae,gene-YPL204W,C. albicans,orf19.3476,Cluster1368
S. cerevisiae,gene-YHR205W,C. albicans,orf19.829,Cluster1369
S. cerevisiae,gene-YPL089C,C. albicans,orf19.4662,Cluster137
S. cerevisiae,gene-YBR182C,C. albicans,orf19.4662,Cluster137
S. cerevisiae,gene-YLL026W,C. albicans,orf19.6387,Cluster1370
C. albicans,orf19.5825,S. cerevisiae,gene-YDR397C,Cluster1372
C. albicans,orf19.2088,S. cerevisiae,gene-YDR121W,Cluster1373
S. cerevisiae,gene-YML058W,C. albicans,orf19.5642,Cluster1378
C. albicans,orf19.7326,S. cerevisiae,gene-YPL208W,Cluster1379
C. albicans,orf19.587,S. cerevisiae,gene-YNL253W,Cluster138
C. albicans,orf19.2672,S. cerevisiae,gene-YHR042W,Cluster1386
C. albicans,orf19.6933,S. cerevisiae,gene-YPL152W,Cluster1387
S. cerevisiae,gene-YDR538W,C. albicans,orf19.5731,Cluster1389
C. albicans,orf19.4293,S. cerevisiae,gene-YDR267C,Cluster140
C. albicans,orf19.5383,S. cerevisiae,gene-YGL008C,Cluster1407
C. albicans,orf19.3242,S. cerevisiae,gene-YDR167W,Cluster1410
C. albicans,orf19.4245,S. cerevisiae,gene-YBR129C,Cluster1419
C. albicans,orf19.386,S. cerevisiae,gene-YPL273W,Cluster1421
C. albicans,orf19.6834.10,S. cerevisiae,gene-YLR154W-C,Cluster1423
C. albicans,orf19.5617,S. cerevisiae,gene-YPL181W,Cluster1425
S. cerevisiae,gene-YKL005C,C. albicans,orf19.4278,Cluster1426
S. cerevisiae,gene-YNL097C,C. albicans,orf19.1759,Cluster1427
C. albicans,orf19.3625,S. cerevisiae,gene-YOR064C,Cluster1428
C. albicans,orf19.878,S. cerevisiae,gene-YHR090C,Cluster1429
S. cerevisiae,gene-YEL056W,C. albicans,orf19.2146,Cluster143
C. albicans,orf19.2476,S. cerevisiae,gene-YMR176W,Cluster1430
C. albicans,orf19.3018,S. cerevisiae,gene-YPL138C,Cluster1431
C. albicans,orf19.7221,S. cerevisiae,gene-YKR029C,Cluster1432
C. albicans,orf19.4240,S. cerevisiae,gene-YCR044C,Cluster1433
C. albicans,orf19.555,S. cerevisiae,gene-YKL163W,Cluster1434
C. albicans,orf19.555,S. cerevisiae,gene-YJL160C,Cluster1434
C. albicans,orf19.654,S. cerevisiae,gene-YKL163W,Cluster1434
C. albicans,orf19.654,S. cerevisiae,gene-YJL160C,Cluster1434
S. cerevisiae,gene-YHR056C,C. albicans,orf19.4573,Cluster1438
S. cerevisiae,gene-YNL119W,C. albicans,orf19.4399,Cluster1439
S. cerevisiae,gene-YHR034C,C. albicans,orf19.7646,Cluster144
C. albicans,orf19.2172,S. cerevisiae,gene-YBR149W,Cluster1440
C. albicans,orf19.6018,S. cerevisiae,gene-YNR008W,Cluster1443
S. cerevisiae,gene-YIL130W,C. albicans,orf19.166,Cluster1444
S. cerevisiae,gene-YJL206C,C. albicans,orf19.166,Cluster1444
S. cerevisiae,gene-YLR256W,C. albicans,orf19.6182,Cluster1446
C. albicans,orf19.6758,S. cerevisiae,gene-YDR368W,Cluster1447
C. albicans,orf19.6758,S. cerevisiae,gene-YOR120W,Cluster1447
C. albicans,orf19.6757,S. cerevisiae,gene-YDR368W,Cluster1447
C. albicans,orf19.6757,S. cerevisiae,gene-YOR120W,Cluster1447
C. albicans,orf19.5768,S. cerevisiae,gene-YGL115W,Cluster145
S. cerevisiae,gene-YBL005W,C. albicans,orf19.4767,Cluster1463
C. albicans,orf19.316,S. cerevisiae,gene-YLR208W,Cluster1465
C. albicans,orf19.268,S. cerevisiae,gene-YDR030C,Cluster1466
S. cerevisiae,gene-YNL011C,C. albicans,orf19.6905,Cluster1467
C. albicans,orf19.4778,S. cerevisiae,gene-YDR034C,Cluster1468
S. cerevisiae,gene-YAR003W,C. albicans,orf19.5388,Cluster1469
S. cerevisiae,gene-YNL025C,C. albicans,orf19.7355,Cluster1471
C. albicans,orf19.109,S. cerevisiae,gene-YPL097W,Cluster1472
S. cerevisiae,gene-YOR067C,C. albicans,orf19.1659,Cluster1473
C. albicans,orf19.2745,S. cerevisiae,gene-YDR207C,Cluster1476
S. cerevisiae,gene-YBR240C,C. albicans,orf19.7381,Cluster1480
S. cerevisiae,gene-YNL178W,C. albicans,orf19.6312,Cluster1495
C. albicans,orf19.6246,S. cerevisiae,gene-YPR131C,Cluster1509
C. albicans,orf19.6585,S. cerevisiae,gene-YAL046C,Cluster1525
C. albicans,orf19.5104,S. cerevisiae,gene-YPR073C,Cluster1528
S. cerevisiae,gene-YFR028C,C. albicans,orf19.4192,Cluster1529
S. cerevisiae,gene-YFL004W,C. albicans,orf19.4381,Cluster1530
S. cerevisiae,gene-YPL019C,C. albicans,orf19.4381,Cluster1530
C. albicans,orf19.6132,S. cerevisiae,gene-YBR262C,Cluster1531
C. albicans,orf19.808,S. cerevisiae,gene-YAL013W,Cluster1532
C. albicans,orf19.7665,S. cerevisiae,gene-YJL003W,Cluster1533
C. albicans,orf19.1237,S. cerevisiae,gene-YHR137W,Cluster1534
S. cerevisiae,gene-YOR126C,C. albicans,orf19.7667,Cluster1535
C. albicans,orf19.7664,S. cerevisiae,gene-YCR087C-A,Cluster1536
S. cerevisiae,gene-YKL074C,C. albicans,orf19.5828,Cluster1537
C. albicans,orf19.5321,S. cerevisiae,gene-YPL023C,Cluster1549
S. cerevisiae,gene-YMR224C,C. albicans,orf19.6915,Cluster1550
C. albicans,orf19.6220.3,S. cerevisiae,gene-YER057C,Cluster1551
S. cerevisiae,gene-YEL058W,C. albicans,orf19.5013,Cluster1553
C. albicans,orf19.6155,S. cerevisiae,gene-YDL164C,Cluster1554
C. albicans,orf19.2417,S. cerevisiae,gene-YOL034W,Cluster156
S. cerevisiae,gene-YML059C,C. albicans,orf19.6396,Cluster1561
C. albicans,orf19.4378,S. cerevisiae,gene-YDR075W,Cluster1562
S. cerevisiae,gene-YDL047W,C. albicans,orf19.5200,Cluster1563
S. cerevisiae,gene-YOL033W,C. albicans,orf19.2415,Cluster157
C. albicans,orf19.603,S. cerevisiae,gene-YNL075W,Cluster1574
S. cerevisiae,gene-YFL003C,C. albicans,orf19.2579,Cluster158
S. cerevisiae,gene-YDR208W,C. albicans,orf19.3153,Cluster159
S. cerevisiae,gene-YKR067W,C. albicans,orf19.5815,Cluster1597
C. albicans,orf19.4056,S. cerevisiae,gene-YMR136W,Cluster1598
S. cerevisiae,gene-YIR013C,C. albicans,orf19.1577,Cluster1599
C. albicans,orf19.1150,S. cerevisiae,gene-YLR013W,Cluster1600
S. cerevisiae,gene-YOL072W,C. albicans,orf19.5276,Cluster1601
C. albicans,orf19.3409,S. cerevisiae,gene-YCR067C,Cluster1603
S. cerevisiae,gene-YBL011W,C. albicans,orf19.1289,Cluster1604
S. cerevisiae,gene-YPL021W,C. albicans,orf19.4869,Cluster1605
S. cerevisiae,gene-YCR018C,C. albicans,orf19.4869,Cluster1605
C. albicans,orf19.1275,S. cerevisiae,gene-YFL021W,Cluster1606
C. albicans,orf19.1382,S. cerevisiae,gene-YEL004W,Cluster161
C. albicans,orf19.2404,S. cerevisiae,gene-YNL221C,Cluster1613
S. cerevisiae,gene-YDR009W,C. albicans,orf19.3670,Cluster1614
S. cerevisiae,gene-YBR020W,C. albicans,orf19.3670,Cluster1614
C. albicans,orf19.2391,S. cerevisiae,gene-YKR023W,Cluster1615
C. albicans,orf19.2973,S. cerevisiae,gene-YOR359W,Cluster1616
S. cerevisiae,gene-YKL007W,C. albicans,orf19.3235,Cluster1617
S. cerevisiae,gene-YLR205C,C. albicans,orf19.6073,Cluster1618
C. albicans,orf19.6744,S. cerevisiae,gene-YMR262W,Cluster1619
S. cerevisiae,gene-YLL046C,C. albicans,orf19.5854,Cluster162
C. albicans,orf19.1448,S. cerevisiae,gene-YDR441C,Cluster1620
C. albicans,orf19.1448,S. cerevisiae,gene-YML022W,Cluster1620
S. cerevisiae,gene-YDR379C-A,C. albicans,orf19.4593.1,Cluster1621
C. albicans,orf19.7425,S. cerevisiae,gene-YML021C,Cluster1622
S. cerevisiae,gene-YMR227C,C. albicans,orf19.1574,Cluster1623
C. albicans,orf19.5257,S. cerevisiae,gene-YLR260W,Cluster163
S. cerevisiae,gene-YHL036W,C. albicans,orf19.321,Cluster1631
S. cerevisiae,gene-YDL014W,C. albicans,orf19.3138,Cluster1635
C. albicans,orf19.59,S. cerevisiae,gene-YBR267W,Cluster1636
C. albicans,orf19.6197,S. cerevisiae,gene-YDL160C,Cluster1637
C. albicans,orf19.2111,S. cerevisiae,gene-YGR005C,Cluster1638
S. cerevisiae,gene-YKL027W,C. albicans,orf19.2115,Cluster164
C. albicans,orf19.672,S. cerevisiae,gene-YDR243C,Cluster1640
S. cerevisiae,gene-YLL008W,C. albicans,orf19.7635,Cluster1641
S. cerevisiae,gene-YBR237W,C. albicans,orf19.6831,Cluster1642
C. albicans,orf19.6652,S. cerevisiae,gene-YHR169W,Cluster1643
S. cerevisiae,gene-YGL078C,C. albicans,orf19.4870,Cluster1644
C. albicans,orf19.3962,S. cerevisiae,gene-YMR290C,Cluster1645
S. cerevisiae,gene-YNL112W,C. albicans,orf19.171,Cluster1646
S. cerevisiae,gene-YOR065W,C. albicans,orf19.3527,Cluster1648
C. albicans,orf19.4676,S. cerevisiae,gene-YKL053C-A,Cluster1650
C. albicans,orf19.7388,S. cerevisiae,gene-YJL128C,Cluster1651
C. albicans,orf19.4723,S. cerevisiae,gene-YDL045C,Cluster1652
C. albicans,orf19.5024,S. cerevisiae,gene-YHR183W,Cluster166
S. cerevisiae,gene-YBR096W,C. albicans,orf19.5777,Cluster1668
C. albicans,orf19.285,S. cerevisiae,gene-YNL157W,Cluster167
C. albicans,orf19.285,S. cerevisiae,gene-YHR132W-A,Cluster167
S. cerevisiae,gene-YNL072W,C. albicans,orf19.6562,Cluster1675
S. cerevisiae,gene-YLR351C,C. albicans,orf19.2351,Cluster1676
C. albicans,orf19.1354,S. cerevisiae,gene-YIL057C,Cluster1677
S. cerevisiae,gene-YOR307C,C. albicans,orf19.4199,Cluster1678
S. cerevisiae,gene-YMR119W,C. albicans,orf19.6440,Cluster1679
C. albicans,orf19.5058,S. cerevisiae,gene-YGR229C,Cluster168
C. albicans,orf19.6972,S. cerevisiae,gene-YGR229C,Cluster168
S. cerevisiae,gene-YIL109C,C. albicans,orf19.4732,Cluster1680
S. cerevisiae,gene-YCL008C,C. albicans,orf19.2343,Cluster1681
C. albicans,orf19.1635,S. cerevisiae,gene-YEL054C,Cluster1682
C. albicans,orf19.1635,S. cerevisiae,gene-YDR418W,Cluster1682
S. cerevisiae,gene-YPL037C,C. albicans,orf19.1154,Cluster1683
S. cerevisiae,gene-YDR252W,C. albicans,orf19.1154,Cluster1683
S. cerevisiae,gene-YOL051W,C. albicans,orf19.5105,Cluster1684
C. albicans,orf19.2478.1,S. cerevisiae,gene-YGL076C,Cluster169
S. cerevisiae,gene-YER047C,C. albicans,orf19.7558,Cluster1695
S. cerevisiae,gene-YDR363W,C. albicans,orf19.2326,Cluster1696
S. cerevisiae,gene-YMR137C,C. albicans,orf19.2926,Cluster1698
S. cerevisiae,gene-YMR166C,C. albicans,orf19.4159,Cluster17
C. albicans,orf19.3231,S. cerevisiae,gene-YBL084C,Cluster1700
S. cerevisiae,gene-YGR238C,C. albicans,orf19.6092,Cluster1702
C. albicans,orf19.6092,S. cerevisiae,gene-YHR158C,Cluster1702
C. albicans,orf19.1721,S. cerevisiae,gene-YNL036W,Cluster1703
C. albicans,orf19.3203,S. cerevisiae,gene-YJL204C,Cluster1704
S. cerevisiae,gene-YBR173C,C. albicans,orf19.3140.1,Cluster1705
C. albicans,orf19.3058,S. cerevisiae,gene-YGR255C,Cluster1706
S. cerevisiae,gene-YGL127C,C. albicans,orf19.1429,Cluster1708
S. cerevisiae,gene-YLR175W,C. albicans,orf19.1833,Cluster1709
S. cerevisiae,gene-YDR321W,C. albicans,orf19.7593,Cluster171
S. cerevisiae,gene-YPL170W,C. albicans,orf19.489,Cluster1710
S. cerevisiae,gene-YNL194C,C. albicans,orf19.6489,Cluster1711
S. cerevisiae,gene-YDL222C,C. albicans,orf19.6489,Cluster1711
C. albicans,orf19.3414,S. cerevisiae,gene-YML052W,Cluster1712
C. albicans,orf19.2365,S. cerevisiae,gene-YNL262W,Cluster1724
S. cerevisiae,gene-YJR066W,C. albicans,orf19.2290,Cluster1727
S. cerevisiae,gene-YKL203C,C. albicans,orf19.2290,Cluster1727
S. cerevisiae,gene-YFR027W,C. albicans,orf19.5053,Cluster1728
S. cerevisiae,gene-YDR104C,C. albicans,orf19.2129,Cluster1729
S. cerevisiae,gene-YOR122C,C. albicans,orf19.5076,Cluster1730
C. albicans,orf19.3181.1,S. cerevisiae,gene-YJL205C,Cluster1731
S. cerevisiae,gene-YDL040C,C. albicans,orf19.3185,Cluster1732
C. albicans,orf19.3182,S. cerevisiae,gene-YNL255C,Cluster1734
C. albicans,orf19.319,S. cerevisiae,gene-YDR286C,Cluster1735
S. cerevisiae,gene-YGR203W,C. albicans,orf19.4185,Cluster1736
S. cerevisiae,gene-YOL111C,C. albicans,orf19.3183,Cluster1737
S. cerevisiae,gene-YOR368W,C. albicans,orf19.366,Cluster1747
S. cerevisiae,gene-YGR002C,C. albicans,orf19.7492,Cluster1758
S. cerevisiae,gene-YGR270W,C. albicans,orf19.3949,Cluster176
S. cerevisiae,gene-YLR005W,C. albicans,orf19.1457,Cluster1761
C. albicans,orf19.4894,S. cerevisiae,gene-YER010C,Cluster1763
S. cerevisiae,gene-YER080W,C. albicans,orf19.3312,Cluster1764
S. cerevisiae,gene-YMR194C-B,C. albicans,orf19.3577.1,Cluster1765
C. albicans,orf19.1617,S. cerevisiae,gene-YDR282C,Cluster1766
S. cerevisiae,gene-YMR150C,C. albicans,orf19.3061,Cluster1767
C. albicans,orf19.2209,S. cerevisiae,gene-YOR087W,Cluster1768
C. albicans,orf19.7413,S. cerevisiae,gene-YEL019C,Cluster177
S. cerevisiae,gene-YER119C,C. albicans,orf19.1210,Cluster1775
S. cerevisiae,gene-YJR124C,C. albicans,orf19.3218,Cluster1777
C. albicans,orf19.4909.1,S. cerevisiae,gene-YHR141C,Cluster1778
C. albicans,orf19.4909.1,S. cerevisiae,gene-YNL162W,Cluster1778
C. albicans,orf19.2458,S. cerevisiae,gene-YMR140W,Cluster1779
C. albicans,orf19.2185,S. cerevisiae,gene-YGL111W,Cluster1780
C. albicans,orf19.5420,S. cerevisiae,gene-YEL050C,Cluster1781
C. albicans,orf19.905,S. cerevisiae,gene-YBL089W,Cluster1782
C. albicans,orf19.729.1,S. cerevisiae,gene-YFL047W,Cluster1784
S. cerevisiae,gene-YGR024C,C. albicans,orf19.7063,Cluster1785
S. cerevisiae,gene-YBL086C,C. albicans,orf19.6457,Cluster1786
C. albicans,orf19.794,S. cerevisiae,gene-YPL042C,Cluster1787
S. cerevisiae,gene-YER155C,C. albicans,orf19.2771,Cluster1788
C. albicans,orf19.2771,S. cerevisiae,gene-YPL115C,Cluster1788
S. cerevisiae,gene-YBL104C,C. albicans,orf19.5897,Cluster1789
C. albicans,orf19.7499,S. cerevisiae,gene-YLR328W,Cluster179
C. albicans,orf19.7499,S. cerevisiae,gene-YGR010W,Cluster179
C. albicans,orf19.4593,S. cerevisiae,gene-YOR134W,Cluster1795
C. albicans,orf19.4593,S. cerevisiae,gene-YDR379W,Cluster1795
C. albicans,orf19.6936,S. cerevisiae,gene-YPL153C,Cluster1798
C. albicans,orf19.4985,S. cerevisiae,gene-YPL189W,Cluster180
C. albicans,orf19.4985,S. cerevisiae,gene-YGL084C,Cluster180
C. albicans,orf19.5996.1,S. cerevisiae,gene-YNL302C,Cluster1801
C. albicans,orf19.5996.1,S. cerevisiae,gene-YOL121C,Cluster1801
S. cerevisiae,gene-YGL009C,C. albicans,orf19.7498,Cluster1803
C. albicans,orf19.7387,S. cerevisiae,gene-YPL086C,Cluster1804
C. albicans,orf19.4882,S. cerevisiae,gene-YKR062W,Cluster1805
C. albicans,orf19.4879.2,S. cerevisiae,gene-YER009W,Cluster1807
S. cerevisiae,gene-YDL087C,C. albicans,orf19.3116,Cluster1809
C. albicans,orf19.1214,S. cerevisiae,gene-YBL091C,Cluster1811
C. albicans,orf19.6659,S. cerevisiae,gene-YGR191W,Cluster1813
