species1,gene1,species2,gene2,cluster_id
S. cerevisiae,gene-YDR432W,K. lactis,gene:KLLA0_B00979g,Cluster1059
K. lactis,gene:KLLA0_A08448g,S. cerevisiae,gene-YHR020W,Cluster1060
K. lactis,gene:KLLA0_D11792g,S. cerevisiae,gene-YPL043W,Cluster1062
S. cerevisiae,gene-YPL190C,K. lactis,gene:KLLA0_E19229g,Cluster1063
S. cerevisiae,gene-YOR039W,K. lactis,gene:KLLA0_E21869g,Cluster1064
S. cerevisiae,gene-YPL104W,K. lactis,gene:KLLA0_E24465g,Cluster1065
K. lactis,gene:KLLA0_D16368g,S. cerevisiae,gene-YDR145W,Cluster1066
S. cerevisiae,gene-YLR054C,K. lactis,gene:KLLA0_F25212g,Cluster1076
K. lactis,gene:KLLA0_E23585g,S. cerevisiae,gene-YBR194W,Cluster1079
S. cerevisiae,gene-YBR270C,K. lactis,gene:KLLA0_F01529g,Cluster1081
K. lactis,gene:KLLA0_F01078g,S. cerevisiae,gene-YOR207C,Cluster1084
K. lactis,gene:KLLA0_C15565g,S. cerevisiae,gene-YGR081C,Cluster1103
K. lactis,gene:KLLA0_D03608g,S. cerevisiae,gene-YBR025C,Cluster1110
S. cerevisiae,gene-YLR228C,K. lactis,gene:KLLA0_A04169g,Cluster1111
K. lactis,gene:KLLA0_A04169g,S. cerevisiae,gene-YDR213W,Cluster1111
S. cerevisiae,gene-YDL028C,K. lactis,gene:KLLA0_C03828g,Cluster1112
K. lactis,gene:KLLA0_E16743g,S. cerevisiae,gene-YDR263C,Cluster1113
K. lactis,gene:KLLA0_E16743g,S. cerevisiae,gene-YOR033C,Cluster1113
S. cerevisiae,gene-YLR098C,K. lactis,gene:KLLA0_F19602g,Cluster1117
K. lactis,gene:KLLA0_C09262g,S. cerevisiae,gene-YER082C,Cluster1121
K. lactis,gene:KLLA0_E02531g,S. cerevisiae,gene-YDR376W,Cluster1131
K. lactis,gene:KLLA0_E12607g,S. cerevisiae,gene-YDR057W,Cluster1134
K. lactis,gene:KLLA0_D12034g,S. cerevisiae,gene-YPL029W,Cluster1135
K. lactis,gene:KLLA0_B12848g,S. cerevisiae,gene-YMR101C,Cluster1136
K. lactis,gene:KLLA0_E18987g,S. cerevisiae,gene-YGL091C,Cluster1137
S. cerevisiae,gene-YOL077C,K. lactis,gene:KLLA0_E17799g,Cluster1138
S. cerevisiae,gene-YGL135W,K. lactis,gene:KLLA0_B02002g,Cluster1139
K. lactis,gene:KLLA0_B02002g,S. cerevisiae,gene-YPL220W,Cluster1139
S. cerevisiae,gene-YLL032C,K. lactis,gene:KLLA0_E00881g,Cluster1140
K. lactis,gene:KLLA0_F01925g,S. cerevisiae,gene-YBR279W,Cluster1141
S. cerevisiae,gene-YBL023C,K. lactis,gene:KLLA0_F12584g,Cluster1142
S. cerevisiae,gene-YLR164W,K. lactis,gene:KLLA0_D18117g,Cluster1143
K. lactis,gene:KLLA0_E17205g,S. cerevisiae,gene-YBR002C,Cluster1144
K. lactis,gene:KLLA0_F20229g,S. cerevisiae,gene-YLR270W,Cluster1146
S. cerevisiae,gene-YMR020W,K. lactis,gene:KLLA0_E07789g,Cluster1148
K. lactis,gene:KLLA0_F05588g,S. cerevisiae,gene-YDL129W,Cluster1153
K. lactis,gene:KLLA0_F15554g,S. cerevisiae,gene-YLR021W,Cluster116
K. lactis,gene:KLLA0_F19404g,S. cerevisiae,gene-YDR120C,Cluster1160
K. lactis,gene:KLLA0_F19646g,S. cerevisiae,gene-YLR099W-A,Cluster1161
K. lactis,gene:KLLA0_F18436g,S. cerevisiae,gene-YDR041W,Cluster1162
S. cerevisiae,gene-YJL031C,K. lactis,gene:KLLA0_D09460g,Cluster1163
S. cerevisiae,gene-YKL067W,K. lactis,gene:KLLA0_D03696g,Cluster1164
K. lactis,gene:KLLA0_D09625g,S. cerevisiae,gene-YGR195W,Cluster1165
K. lactis,gene:KLLA0_F19888g,S. cerevisiae,gene-YLR106C,Cluster1166
S. cerevisiae,gene-YNL139C,K. lactis,gene:KLLA0_A11594g,Cluster1168
K. lactis,gene:KLLA0_C18722g,S. cerevisiae,gene-YNR049C,Cluster1169
S. cerevisiae,gene-YKL209C,K. lactis,gene:KLLA0_B14256g,Cluster117
K. lactis,gene:KLLA0_D06831g,S. cerevisiae,gene-YPL129W,Cluster1170
K. lactis,gene:KLLA0_F05181g,S. cerevisiae,gene-YDL194W,Cluster1176
S. cerevisiae,gene-YGL104C,K. lactis,gene:KLLA0_F06853g,Cluster1179
K. lactis,gene:KLLA0_C18744g,S. cerevisiae,gene-YNR050C,Cluster118
S. cerevisiae,gene-YDR017C,K. lactis,gene:KLLA0_B06952g,Cluster1185
K. lactis,gene:KLLA0_F08767g,S. cerevisiae,gene-YMR244C-A,Cluster1187
S. cerevisiae,gene-YLR139C,K. lactis,gene:KLLA0_D16918g,Cluster1188
S. cerevisiae,gene-YCR047C,K. lactis,gene:KLLA0_F05962g,Cluster1189
S. cerevisiae,gene-YBR166C,K. lactis,gene:KLLA0_E24729g,Cluster119
K. lactis,gene:KLLA0_F20746g,S. cerevisiae,gene-YDR205W,Cluster1190
K. lactis,gene:KLLA0_A05885g,S. cerevisiae,gene-YJL145W,Cluster1191
S. cerevisiae,gene-YOR197W,K. lactis,gene:KLLA0_F00880g,Cluster1194
K. lactis,gene:KLLA0_C06996g,S. cerevisiae,gene-YMR222C,Cluster120
K. lactis,gene:KLLA0_F22605g,S. cerevisiae,gene-YGR188C,Cluster1205
K. lactis,gene:KLLA0_C15895g,S. cerevisiae,gene-YPL235W,Cluster1207
S. cerevisiae,gene-YNL137C,K. lactis,gene:KLLA0_A11660g,Cluster1208
K. lactis,gene:KLLA0_E03543g,S. cerevisiae,gene-YDR468C,Cluster1209
K. lactis,gene:KLLA0_A00594g,S. cerevisiae,gene-YKR095W,Cluster121
S. cerevisiae,gene-YMR160W,K. lactis,gene:KLLA0_E01563g,Cluster1211
K. lactis,gene:KLLA0_C03564g,S. cerevisiae,gene-YCR033W,Cluster1212
K. lactis,gene:KLLA0_B00693g,S. cerevisiae,gene-YER032W,Cluster1215
S. cerevisiae,gene-YOR348C,K. lactis,gene:KLLA0_F23419g,Cluster1217
S. cerevisiae,gene-YNL074C,K. lactis,gene:KLLA0_E07811g,Cluster1219
S. cerevisiae,gene-YGL167C,K. lactis,gene:KLLA0_A03157g,Cluster1223
S. cerevisiae,gene-YIL021W,K. lactis,gene:KLLA0_D16170g,Cluster1224
S. cerevisiae,gene-YLR287C-A,K. lactis,gene:KLLA0_C04809g,Cluster1229
S. cerevisiae,gene-YOR182C,K. lactis,gene:KLLA0_C04809g,Cluster1229
S. cerevisiae,gene-YNL279W,K. lactis,gene:KLLA0_C01936g,Cluster1232
K. lactis,gene:KLLA0_D14135g,S. cerevisiae,gene-YIL007C,Cluster1234
S. cerevisiae,gene-YLR287C,K. lactis,gene:KLLA0_C04796g,Cluster1235
S. cerevisiae,gene-YDR168W,K. lactis,gene:KLLA0_D17226g,Cluster1237
S. cerevisiae,gene-YIL085C,K. lactis,gene:KLLA0_E08669g,Cluster1243
K. lactis,gene:KLLA0_C02607g,S. cerevisiae,gene-YNL261W,Cluster1249
K. lactis,gene:KLLA0_F17567g,S. cerevisiae,gene-YMR123W,Cluster1250
K. lactis,gene:KLLA0_C17468g,S. cerevisiae,gene-YHL016C,Cluster1251
K. lactis,gene:KLLA0_B11000g,S. cerevisiae,gene-YPR139C,Cluster1252
S. cerevisiae,gene-YMR250W,K. lactis,gene:KLLA0_C14432g,Cluster1253
K. lactis,gene:KLLA0_C08041g,S. cerevisiae,gene-YER068W,Cluster1255
K. lactis,gene:KLLA0_F05027g,S. cerevisiae,gene-YDL142C,Cluster1256
K. lactis,gene:KLLA0_F26653g,S. cerevisiae,gene-YMR049C,Cluster1257
K. lactis,gene:KLLA0_B02222g,S. cerevisiae,gene-YGL129C,Cluster1258
S. cerevisiae,gene-YNL015W,K. lactis,gene:KLLA0_E08867g,Cluster1260
S. cerevisiae,gene-YPL061W,K. lactis,gene:KLLA0_E23057g,Cluster1261
S. cerevisiae,gene-YER073W,K. lactis,gene:KLLA0_C07777g,Cluster1263
K. lactis,gene:KLLA0_D09999g,S. cerevisiae,gene-YMR170C,Cluster1268
K. lactis,gene:KLLA0_F15642g,S. cerevisiae,gene-YLR018C,Cluster1271
S. cerevisiae,gene-YOR304C-A,K. lactis,gene:KLLA0_F08492g,Cluster1275
S. cerevisiae,gene-YDL120W,K. lactis,gene:KLLA0_E08845g,Cluster1281
K. lactis,gene:KLLA0_D08811g,S. cerevisiae,gene-YJL218W,Cluster1282
S. cerevisiae,gene-YNL054W,K. lactis,gene:KLLA0_F03575g,Cluster1283
K. lactis,gene:KLLA0_E24157g,S. cerevisiae,gene-YPL094C,Cluster1284
S. cerevisiae,gene-YOL137W,K. lactis,gene:KLLA0_E07063g,Cluster1285
S. cerevisiae,gene-YOR365C,K. lactis,gene:KLLA0_A03355g,Cluster1287
K. lactis,gene:KLLA0_F09185g,S. cerevisiae,gene-YER136W,Cluster1289
K. lactis,gene:KLLA0_B02629g,S. cerevisiae,gene-YKL186C,Cluster1291
K. lactis,gene:KLLA0_F15015g,S. cerevisiae,gene-YGR172C,Cluster1292
K. lactis,gene:KLLA0_A05324g,S. cerevisiae,gene-YHR164C,Cluster1293
K. lactis,gene:KLLA0_A06259g,S. cerevisiae,gene-YJL180C,Cluster1294
S. cerevisiae,gene-YMR059W,K. lactis,gene:KLLA0_F26334g,Cluster1295
S. cerevisiae,gene-YER113C,K. lactis,gene:KLLA0_E20835g,Cluster1296
K. lactis,gene:KLLA0_C12815g,S. cerevisiae,gene-YKL058W,Cluster1297
S. cerevisiae,gene-YDR446W,K. lactis,gene:KLLA0_B01452g,Cluster1298
K. lactis,gene:KLLA0_B07733g,S. cerevisiae,gene-YOL097C,Cluster1299
K. lactis,gene:KLLA0_F21934g,S. cerevisiae,gene-YJR014W,Cluster1300
S. cerevisiae,gene-YBR157C,K. lactis,gene:KLLA0_B09900g,Cluster1318
S. cerevisiae,gene-YNR053C,K. lactis,gene:KLLA0_C18843g,Cluster1324
S. cerevisiae,gene-YCL055W,K. lactis,gene:KLLA0_C00693g,Cluster1325
K. lactis,gene:KLLA0_A01364g,S. cerevisiae,gene-YGL225W,Cluster1331
K. lactis,gene:KLLA0_A01364g,S. cerevisiae,gene-YER039C,Cluster1331
S. cerevisiae,gene-YNL271C,K. lactis,gene:KLLA0_C02321g,Cluster1332
K. lactis,gene:KLLA0_F06006g,S. cerevisiae,gene-YNR018W,Cluster1334
S. cerevisiae,gene-YDR161W,K. lactis,gene:KLLA0_D16852g,Cluster1335
S. cerevisiae,gene-YER162C,K. lactis,gene:KLLA0_F14465g,Cluster1337
K. lactis,gene:KLLA0_D08349g,S. cerevisiae,gene-YNL181W,Cluster1338
K. lactis,gene:KLLA0_F10912g,S. cerevisiae,gene-YIL159W,Cluster1339
S. cerevisiae,gene-YIL004C,K. lactis,gene:KLLA0_D13992g,Cluster1340
S. cerevisiae,gene-YER077C,K. lactis,gene:KLLA0_C07689g,Cluster1344
S. cerevisiae,gene-YGR278W,K. lactis,gene:KLLA0_C14025g,Cluster1345
S. cerevisiae,gene-YGL197W,K. lactis,gene:KLLA0_F12452g,Cluster1346
K. lactis,gene:KLLA0_F12452g,S. cerevisiae,gene-YER132C,Cluster1346
K. lactis,gene:KLLA0_F06831g,S. cerevisiae,gene-YGL103W,Cluster1347
K. lactis,gene:KLLA0_F12188g,S. cerevisiae,gene-YLR248W,Cluster1348
K. lactis,gene:KLLA0_D09328g,S. cerevisiae,gene-YER129W,Cluster1349
S. cerevisiae,gene-YOR349W,K. lactis,gene:KLLA0_F23463g,Cluster1350
K. lactis,gene:KLLA0_F13552g,S. cerevisiae,gene-YKL101W,Cluster1353
S. cerevisiae,gene-YGR249W,K. lactis,gene:KLLA0_A05368g,Cluster1354
K. lactis,gene:KLLA0_F16401g,S. cerevisiae,gene-YKR074W,Cluster1359
S. cerevisiae,gene-YIL001W,K. lactis,gene:KLLA0_D13838g,Cluster1360
K. lactis,gene:KLLA0_F02453g,S. cerevisiae,gene-YAL033W,Cluster1361
S. cerevisiae,gene-YLR448W,K. lactis,gene:KLLA0_B04686g,Cluster1365
S. cerevisiae,gene-YIL035C,K. lactis,gene:KLLA0_E04247g,Cluster1367
K. lactis,gene:KLLA0_D03168g,S. cerevisiae,gene-YPL204W,Cluster1368
S. cerevisiae,gene-YHR205W,K. lactis,gene:KLLA0_B03586g,Cluster1369
S. cerevisiae,gene-YPL089C,K. lactis,gene:KLLA0_E24025g,Cluster137
S. cerevisiae,gene-YBR182C,K. lactis,gene:KLLA0_E24025g,Cluster137
S. cerevisiae,gene-YLL026W,K. lactis,gene:KLLA0_F18194g,Cluster1370
K. lactis,gene:KLLA0_C06611g,S. cerevisiae,gene-YDR397C,Cluster1372
S. cerevisiae,gene-YDR121W,K. lactis,gene:KLLA0_F19426g,Cluster1373
S. cerevisiae,gene-YML058W,K. lactis,gene:KLLA0_B05423g,Cluster1378
S. cerevisiae,gene-YPL208W,K. lactis,gene:KLLA0_B02354g,Cluster1379
K. lactis,gene:KLLA0_C02849g,S. cerevisiae,gene-YNL253W,Cluster138
K. lactis,gene:KLLA0_E10495g,S. cerevisiae,gene-YBL018C,Cluster1383
S. cerevisiae,gene-YPL039W,K. lactis,gene:KLLA0_D11880g,Cluster1384
S. cerevisiae,gene-YDR391C,K. lactis,gene:KLLA0_C16511g,Cluster1385
K. lactis,gene:KLLA0_D08712g,S. cerevisiae,gene-YHR042W,Cluster1386
K. lactis,gene:KLLA0_F11187g,S. cerevisiae,gene-YPL152W,Cluster1387
K. lactis,gene:KLLA0_D15631g,S. cerevisiae,gene-YPR122W,Cluster139
K. lactis,gene:KLLA0_E21781g,S. cerevisiae,gene-YDR267C,Cluster140
S. cerevisiae,gene-YGL008C,K. lactis,gene:KLLA0_A09031g,Cluster1407
K. lactis,gene:KLLA0_D17204g,S. cerevisiae,gene-YDR167W,Cluster1410
S. cerevisiae,gene-YBR129C,K. lactis,gene:KLLA0_D09064g,Cluster1419
K. lactis,gene:KLLA0_D17864g,S. cerevisiae,gene-YNCL0010C,Cluster1420
K. lactis,gene:KLLA0_D01551g,S. cerevisiae,gene-YPL273W,Cluster1421
K. lactis,gene:KLLA0_E18811g,S. cerevisiae,gene-YPL181W,Cluster1425
S. cerevisiae,gene-YNL097C,K. lactis,gene:KLLA0_C13409g,Cluster1427
S. cerevisiae,gene-YOR064C,K. lactis,gene:KLLA0_F16533g,Cluster1428
S. cerevisiae,gene-YHR090C,K. lactis,gene:KLLA0_A06974g,Cluster1429
S. cerevisiae,gene-YEL056W,K. lactis,gene:KLLA0_D00814g,Cluster143
K. lactis,gene:KLLA0_C16203g,S. cerevisiae,gene-YMR176W,Cluster1430
S. cerevisiae,gene-YPL138C,K. lactis,gene:KLLA0_D07260g,Cluster1431
K. lactis,gene:KLLA0_F02882g,S. cerevisiae,gene-YKR029C,Cluster1432
K. lactis,gene:KLLA0_C02101g,S. cerevisiae,gene-YCR044C,Cluster1433
S. cerevisiae,gene-YKL163W,K. lactis,gene:KLLA0_B07447g,Cluster1434
K. lactis,gene:KLLA0_B07447g,S. cerevisiae,gene-YJL160C,Cluster1434
S. cerevisiae,gene-YHR056C,K. lactis,gene:KLLA0_C18953g,Cluster1438
S. cerevisiae,gene-YNL119W,K. lactis,gene:KLLA0_F24002g,Cluster1439
K. lactis,gene:KLLA0_C10318g,S. cerevisiae,gene-YHR034C,Cluster144
K. lactis,gene:KLLA0_F02728g,S. cerevisiae,gene-YBR149W,Cluster1440
S. cerevisiae,gene-YML079W,K. lactis,gene:KLLA0_B04521g,Cluster1442
K. lactis,gene:KLLA0_F06380g,S. cerevisiae,gene-YNR008W,Cluster1443
K. lactis,gene:KLLA0_F04609g,S. cerevisiae,gene-YIL130W,Cluster1444
K. lactis,gene:KLLA0_F04609g,S. cerevisiae,gene-YJL206C,Cluster1444
S. cerevisiae,gene-YIL130W,K. lactis,gene:KLLA0_C03201g,Cluster1444
S. cerevisiae,gene-YJL206C,K. lactis,gene:KLLA0_C03201g,Cluster1444
K. lactis,gene:KLLA0_F22990g,S. cerevisiae,gene-YLR256W,Cluster1446
K. lactis,gene:KLLA0_B14707g,S. cerevisiae,gene-YDR368W,Cluster1447
K. lactis,gene:KLLA0_B14707g,S. cerevisiae,gene-YOR120W,Cluster1447
S. cerevisiae,gene-YDR368W,K. lactis,gene:KLLA0_D10109g,Cluster1447
S. cerevisiae,gene-YOR120W,K. lactis,gene:KLLA0_D10109g,Cluster1447
S. cerevisiae,gene-YGL252C,K. lactis,gene:KLLA0_D11484g,Cluster1448
K. lactis,gene:KLLA0_F10769g,S. cerevisiae,gene-YGL115W,Cluster145
S. cerevisiae,gene-YNL024C,K. lactis,gene:KLLA0_E08295g,Cluster1455
K. lactis,gene:KLLA0_A09119g,S. cerevisiae,gene-YBL005W,Cluster1463
S. cerevisiae,gene-YLR208W,K. lactis,gene:KLLA0_C16643g,Cluster1465
K. lactis,gene:KLLA0_F12276g,S. cerevisiae,gene-YNL011C,Cluster1467
K. lactis,gene:KLLA0_F04213g,S. cerevisiae,gene-YDR034C,Cluster1468
K. lactis,gene:KLLA0_A08800g,S. cerevisiae,gene-YAR003W,Cluster1469
S. cerevisiae,gene-YPL097W,K. lactis,gene:KLLA0_E24267g,Cluster1472
K. lactis,gene:KLLA0_F16621g,S. cerevisiae,gene-YOR067C,Cluster1473
K. lactis,gene:KLLA0_F20680g,S. cerevisiae,gene-YDR207C,Cluster1476
K. lactis,gene:KLLA0_D16654g,S. cerevisiae,gene-YDR153C,Cluster1479
S. cerevisiae,gene-YBR240C,K. lactis,gene:KLLA0_F10373g,Cluster1480
K. lactis,gene:KLLA0_D03949g,S. cerevisiae,gene-YLL038C,Cluster1481
S. cerevisiae,gene-YOL042W,K. lactis,gene:KLLA0_F07733g,Cluster1483
S. cerevisiae,gene-YNL199C,K. lactis,gene:KLLA0_F20790g,Cluster149
K. lactis,gene:KLLA0_D08305g,S. cerevisiae,gene-YNL178W,Cluster1495
K. lactis,gene:KLLA0_A01782g,S. cerevisiae,gene-YML006C,Cluster1508
K. lactis,gene:KLLA0_B11275g,S. cerevisiae,gene-YPR131C,Cluster1509
K. lactis,gene:KLLA0_B13497g,S. cerevisiae,gene-YHL003C,Cluster1511
S. cerevisiae,gene-YGL226W,K. lactis,gene:KLLA0_A01297g,Cluster1514
S. cerevisiae,gene-YAL046C,K. lactis,gene:KLLA0_A03553g,Cluster1525
K. lactis,gene:KLLA0_B09174g,S. cerevisiae,gene-YPR073C,Cluster1528
K. lactis,gene:KLLA0_B06622g,S. cerevisiae,gene-YFR028C,Cluster1529
S. cerevisiae,gene-YFL004W,K. lactis,gene:KLLA0_E12101g,Cluster1530
S. cerevisiae,gene-YPL019C,K. lactis,gene:KLLA0_E12101g,Cluster1530
S. cerevisiae,gene-YBR262C,K. lactis,gene:KLLA0_F02079g,Cluster1531
S. cerevisiae,gene-YAL013W,K. lactis,gene:KLLA0_F07821g,Cluster1532
K. lactis,gene:KLLA0_F13024g,S. cerevisiae,gene-YJL003W,Cluster1533
K. lactis,gene:KLLA0_D11110g,S. cerevisiae,gene-YHR137W,Cluster1534
K. lactis,gene:KLLA0_E02509g,S. cerevisiae,gene-YOR126C,Cluster1535
K. lactis,gene:KLLA0_F10219g,S. cerevisiae,gene-YCR087C-A,Cluster1536
S. cerevisiae,gene-YKL074C,K. lactis,gene:KLLA0_F26433g,Cluster1537
S. cerevisiae,gene-YGL210W,K. lactis,gene:KLLA0_B00671g,Cluster1538
S. cerevisiae,gene-YKR003W,K. lactis,gene:KLLA0_A02827g,Cluster1540
S. cerevisiae,gene-YKR018C,K. lactis,gene:KLLA0_D02244g,Cluster1541
S. cerevisiae,gene-YPL075W,K. lactis,gene:KLLA0_E23431g,Cluster1544
K. lactis,gene:KLLA0_A09977g,S. cerevisiae,gene-YBR139W,Cluster1545
K. lactis,gene:KLLA0_D12188g,S. cerevisiae,gene-YPL023C,Cluster1549
S. cerevisiae,gene-YMR224C,K. lactis,gene:KLLA0_C06930g,Cluster1550
S. cerevisiae,gene-YEL058W,K. lactis,gene:KLLA0_D00858g,Cluster1553
K. lactis,gene:KLLA0_F04433g,S. cerevisiae,gene-YNL066W,Cluster1557
K. lactis,gene:KLLA0_F04433g,S. cerevisiae,gene-YIL123W,Cluster1557
K. lactis,gene:KLLA0_F07997g,S. cerevisiae,gene-YOL034W,Cluster156
K. lactis,gene:KLLA0_B05225g,S. cerevisiae,gene-YML059C,Cluster1561
K. lactis,gene:KLLA0_E10055g,S. cerevisiae,gene-YDR075W,Cluster1562
K. lactis,gene:KLLA0_D03652g,S. cerevisiae,gene-YDL047W,Cluster1563
S. cerevisiae,gene-YOL033W,K. lactis,gene:KLLA0_F07975g,Cluster157
K. lactis,gene:KLLA0_F19371g,S. cerevisiae,gene-YDR119W-A,Cluster1570
K. lactis,gene:KLLA0_F19382g,S. cerevisiae,gene-YDR119W-A,Cluster1570
S. cerevisiae,gene-YDR349C,K. lactis,gene:KLLA0_F22088g,Cluster1573
S. cerevisiae,gene-YNL075W,K. lactis,gene:KLLA0_E07833g,Cluster1574
K. lactis,gene:KLLA0_F11022g,S. cerevisiae,gene-YFL003C,Cluster158
S. cerevisiae,gene-YCR039C,K. lactis,gene:KLLA0_C00374g,Cluster1583
K. lactis,gene:KLLA0_B02871g,S. cerevisiae,gene-YLR408C,Cluster1587
S. cerevisiae,gene-YDR113C,K. lactis,gene:KLLA0_F19206g,Cluster1588
S. cerevisiae,gene-YIR010W,K. lactis,gene:KLLA0_D15741g,Cluster1589
S. cerevisiae,gene-YDR208W,K. lactis,gene:KLLA0_A04301g,Cluster159
S. cerevisiae,gene-YLR227C,K. lactis,gene:KLLA0_F13090g,Cluster1591
S. cerevisiae,gene-YPR002W,K. lactis,gene:KLLA0_E14213g,Cluster1593
S. cerevisiae,gene-YKR067W,K. lactis,gene:KLLA0_F16104g,Cluster1597
K. lactis,gene:KLLA0_F17116g,S. cerevisiae,gene-YIR013C,Cluster1599
K. lactis,gene:KLLA0_D03674g,S. cerevisiae,gene-YOL072W,Cluster1601
S. cerevisiae,gene-YBL011W,K. lactis,gene:KLLA0_B10538g,Cluster1604
K. lactis,gene:KLLA0_F09757g,S. cerevisiae,gene-YPL021W,Cluster1605
K. lactis,gene:KLLA0_F09757g,S. cerevisiae,gene-YCR018C,Cluster1605
K. lactis,gene:KLLA0_A01342g,S. cerevisiae,gene-YFL021W,Cluster1606
S. cerevisiae,gene-YIL113W,K. lactis,gene:KLLA0_F03597g,Cluster1607
S. cerevisiae,gene-YEL004W,K. lactis,gene:KLLA0_D13926g,Cluster161
S. cerevisiae,gene-YNL221C,K. lactis,gene:KLLA0_D19448g,Cluster1613
K. lactis,gene:KLLA0_F08393g,S. cerevisiae,gene-YDR009W,Cluster1614
K. lactis,gene:KLLA0_F08393g,S. cerevisiae,gene-YBR020W,Cluster1614
K. lactis,gene:KLLA0_F13882g,S. cerevisiae,gene-YKR023W,Cluster1615
S. cerevisiae,gene-YOR359W,K. lactis,gene:KLLA0_A03641g,Cluster1616
K. lactis,gene:KLLA0_B13453g,S. cerevisiae,gene-YKL007W,Cluster1617
K. lactis,gene:KLLA0_D12474g,S. cerevisiae,gene-YLR205C,Cluster1618
S. cerevisiae,gene-YMR262W,K. lactis,gene:KLLA0_E11243g,Cluster1619
S. cerevisiae,gene-YLL046C,K. lactis,gene:KLLA0_E00551g,Cluster162
K. lactis,gene:KLLA0_B01309g,S. cerevisiae,gene-YDR441C,Cluster1620
K. lactis,gene:KLLA0_B01309g,S. cerevisiae,gene-YML022W,Cluster1620
S. cerevisiae,gene-YDR379C-A,K. lactis,gene:KLLA0_E02619g,Cluster1621
S. cerevisiae,gene-YML021C,K. lactis,gene:KLLA0_B01265g,Cluster1622
S. cerevisiae,gene-YMR227C,K. lactis,gene:KLLA0_B08305g,Cluster1623
K. lactis,gene:KLLA0_D00550g,S. cerevisiae,gene-YOR192C,Cluster1624
K. lactis,gene:KLLA0_D00550g,S. cerevisiae,gene-YLR237W,Cluster1624
K. lactis,gene:KLLA0_E00507g,S. cerevisiae,gene-YHL036W,Cluster1631
S. cerevisiae,gene-YJL023C,K. lactis,gene:KLLA0_F14905g,Cluster1632
K. lactis,gene:KLLA0_D08239g,S. cerevisiae,gene-YDL211C,Cluster1634
S. cerevisiae,gene-YDL014W,K. lactis,gene:KLLA0_C04389g,Cluster1635
S. cerevisiae,gene-YBR267W,K. lactis,gene:KLLA0_F01727g,Cluster1636
K. lactis,gene:KLLA0_C16599g,S. cerevisiae,gene-YDL160C,Cluster1637
S. cerevisiae,gene-YGR005C,K. lactis,gene:KLLA0_C18194g,Cluster1638
K. lactis,gene:KLLA0_E18679g,S. cerevisiae,gene-YKL027W,Cluster164
K. lactis,gene:KLLA0_C15433g,S. cerevisiae,gene-YDR243C,Cluster1640
S. cerevisiae,gene-YLL008W,K. lactis,gene:KLLA0_F15752g,Cluster1641
K. lactis,gene:KLLA0_F10505g,S. cerevisiae,gene-YBR237W,Cluster1642
K. lactis,gene:KLLA0_A05203g,S. cerevisiae,gene-YHR169W,Cluster1643
K. lactis,gene:KLLA0_C15499g,S. cerevisiae,gene-YGL078C,Cluster1644
K. lactis,gene:KLLA0_A09669g,S. cerevisiae,gene-YMR290C,Cluster1645
K. lactis,gene:KLLA0_F23716g,S. cerevisiae,gene-YNL112W,Cluster1646
