species1,gene1,species2,gene2,cluster_id
K. lactis,gene:KLLA0_E24597g,S. cerevisiae,gene-YPL106C,Cluster1030
C. glabrata,CAGL0M06083g,S. cerevisiae,gene-YBR169C,Cluster1030
C. glabrata,CAGL0M06083g,S. cerevisiae,gene-YPL106C,Cluster1030
K. lactis,gene:KLLA0_F13178g,S. cerevisiae,gene-YDR221W,Cluster1031
K. lactis,gene:KLLA0_F13178g,C. glabrata,CAGL0E04796g,Cluster1031
K. lactis,gene:KLLA0_F13178g,C. albicans,orf19.3286,Cluster1031
S. cerevisiae,gene-YDR221W,C. glabrata,CAGL0E04796g,Cluster1031
S. cerevisiae,gene-YDR221W,C. albicans,orf19.3286,Cluster1031
C. glabrata,CAGL0E04796g,C. albicans,orf19.3286,Cluster1031
C. albicans,orf19.6061,C. glabrata,CAGL0H05885g,Cluster1032
C. albicans,orf19.6061,S. cerevisiae,gene-YPL103C,Cluster1032
C. albicans,orf19.6061,K. lactis,gene:KLLA0_E24377g,Cluster1032
C. glabrata,CAGL0H05885g,S. cerevisiae,gene-YPL103C,Cluster1032
C. glabrata,CAGL0H05885g,K. lactis,gene:KLLA0_E24377g,Cluster1032
S. cerevisiae,gene-YPL103C,K. lactis,gene:KLLA0_E24377g,Cluster1032
C. albicans,orf19.2443,C. glabrata,CAGL0I09218g,Cluster1033
C. albicans,orf19.2443,S. cerevisiae,gene-YBR260C,Cluster1033
C. albicans,orf19.2443,K. lactis,gene:KLLA0_F02123g,Cluster1033
C. glabrata,CAGL0I09218g,S. cerevisiae,gene-YBR260C,Cluster1033
C. glabrata,CAGL0I09218g,K. lactis,gene:KLLA0_F02123g,Cluster1033
S. cerevisiae,gene-YBR260C,K. lactis,gene:KLLA0_F02123g,Cluster1033
K. lactis,gene:KLLA0_A07865g,S. cerevisiae,gene-YOR073W,Cluster1036
K. lactis,gene:KLLA0_A07865g,C. glabrata,CAGL0K05445g,Cluster1036
S. cerevisiae,gene-YOR073W,C. glabrata,CAGL0K05445g,Cluster1036
S. cerevisiae,gene-YJL098W,C. glabrata,CAGL0L03586g,Cluster1049
S. cerevisiae,gene-YJL098W,K. lactis,gene:KLLA0_F14124g,Cluster1049
S. cerevisiae,gene-YJL098W,C. albicans,orf19.5160,Cluster1049
C. glabrata,CAGL0L03586g,S. cerevisiae,gene-YKR028W,Cluster1049
C. glabrata,CAGL0L03586g,K. lactis,gene:KLLA0_F14124g,Cluster1049
C. glabrata,CAGL0L03586g,C. albicans,orf19.5160,Cluster1049
S. cerevisiae,gene-YKR028W,K. lactis,gene:KLLA0_F14124g,Cluster1049
S. cerevisiae,gene-YKR028W,C. albicans,orf19.5160,Cluster1049
K. lactis,gene:KLLA0_F14124g,C. albicans,orf19.5160,Cluster1049
C. glabrata,CAGL0K09570g,S. cerevisiae,gene-YNL130C,Cluster1050
C. glabrata,CAGL0K09570g,C. albicans,orf19.3695,Cluster1050
S. cerevisiae,gene-YNL130C,C. albicans,orf19.3695,Cluster1050
C. albicans,orf19.4371,C. glabrata,CAGL0K04235g,Cluster1051
C. albicans,orf19.4371,S. cerevisiae,gene-YGR043C,Cluster1051
C. glabrata,CAGL0K04235g,S. cerevisiae,gene-YGR043C,Cluster1051
K. lactis,gene:KLLA0_F27621g,C. glabrata,CAGL0L00847g,Cluster1057
K. lactis,gene:KLLA0_F27621g,S. cerevisiae,gene-YIL043C,Cluster1057
K. lactis,gene:KLLA0_F27621g,C. albicans,orf19.1801,Cluster1057
C. glabrata,CAGL0L00847g,S. cerevisiae,gene-YIL043C,Cluster1057
C. glabrata,CAGL0L00847g,C. albicans,orf19.1801,Cluster1057
S. cerevisiae,gene-YIL043C,C. albicans,orf19.1801,Cluster1057
S. cerevisiae,gene-YPL267W,K. lactis,gene:KLLA0_D00616g,Cluster1058
C. albicans,orf19.7238,C. glabrata,CAGL0H04763g,Cluster1059
C. albicans,orf19.7238,S. cerevisiae,gene-YDR432W,Cluster1059
C. albicans,orf19.7238,K. lactis,gene:KLLA0_B00979g,Cluster1059
C. glabrata,CAGL0H04763g,S. cerevisiae,gene-YDR432W,Cluster1059
C. glabrata,CAGL0H04763g,K. lactis,gene:KLLA0_B00979g,Cluster1059
S. cerevisiae,gene-YDR432W,K. lactis,gene:KLLA0_B00979g,Cluster1059
C. glabrata,CAGL0M07832g,S. cerevisiae,gene-YJR021C,Cluster106
C. albicans,orf19.6701,K. lactis,gene:KLLA0_A08448g,Cluster1060
C. albicans,orf19.6701,S. cerevisiae,gene-YHR020W,Cluster1060
C. albicans,orf19.6701,C. glabrata,CAGL0A02090g,Cluster1060
K. lactis,gene:KLLA0_A08448g,S. cerevisiae,gene-YHR020W,Cluster1060
K. lactis,gene:KLLA0_A08448g,C. glabrata,CAGL0A02090g,Cluster1060
S. cerevisiae,gene-YHR020W,C. glabrata,CAGL0A02090g,Cluster1060
K. lactis,gene:KLLA0_D11792g,C. glabrata,CAGL0L12672g,Cluster1062
K. lactis,gene:KLLA0_D11792g,S. cerevisiae,gene-YPL043W,Cluster1062
K. lactis,gene:KLLA0_D11792g,C. albicans,orf19.5198,Cluster1062
C. glabrata,CAGL0L12672g,S. cerevisiae,gene-YPL043W,Cluster1062
C. glabrata,CAGL0L12672g,C. albicans,orf19.5198,Cluster1062
S. cerevisiae,gene-YPL043W,C. albicans,orf19.5198,Cluster1062
S. cerevisiae,gene-YPL190C,C. glabrata,CAGL0H03267g,Cluster1063
S. cerevisiae,gene-YPL190C,K. lactis,gene:KLLA0_E19229g,Cluster1063
S. cerevisiae,gene-YPL190C,C. albicans,orf19.5530,Cluster1063
C. glabrata,CAGL0H03267g,K. lactis,gene:KLLA0_E19229g,Cluster1063
C. glabrata,CAGL0H03267g,C. albicans,orf19.5530,Cluster1063
K. lactis,gene:KLLA0_E19229g,C. albicans,orf19.5530,Cluster1063
C. albicans,orf19.4297,S. cerevisiae,gene-YOR039W,Cluster1064
C. albicans,orf19.4297,C. glabrata,CAGL0I00946g,Cluster1064
C. albicans,orf19.4297,K. lactis,gene:KLLA0_E21869g,Cluster1064
S. cerevisiae,gene-YOR039W,C. glabrata,CAGL0I00946g,Cluster1064
S. cerevisiae,gene-YOR039W,K. lactis,gene:KLLA0_E21869g,Cluster1064
C. glabrata,CAGL0I00946g,K. lactis,gene:KLLA0_E21869g,Cluster1064
C. glabrata,CAGL0H05907g,S. cerevisiae,gene-YPL104W,Cluster1065
C. glabrata,CAGL0H05907g,K. lactis,gene:KLLA0_E24465g,Cluster1065
C. glabrata,CAGL0H05907g,C. albicans,orf19.4478,Cluster1065
S. cerevisiae,gene-YPL104W,K. lactis,gene:KLLA0_E24465g,Cluster1065
S. cerevisiae,gene-YPL104W,C. albicans,orf19.4478,Cluster1065
K. lactis,gene:KLLA0_E24465g,C. albicans,orf19.4478,Cluster1065
C. albicans,orf19.470,K. lactis,gene:KLLA0_D16368g,Cluster1066
C. albicans,orf19.470,S. cerevisiae,gene-YDR145W,Cluster1066
C. albicans,orf19.470,C. glabrata,CAGL0E01397g,Cluster1066
C. albicans,orf19.6820,K. lactis,gene:KLLA0_D16368g,Cluster1066
C. albicans,orf19.6820,S. cerevisiae,gene-YDR145W,Cluster1066
C. albicans,orf19.6820,C. glabrata,CAGL0E01397g,Cluster1066
K. lactis,gene:KLLA0_D16368g,S. cerevisiae,gene-YDR145W,Cluster1066
K. lactis,gene:KLLA0_D16368g,C. glabrata,CAGL0E01397g,Cluster1066
S. cerevisiae,gene-YDR145W,C. glabrata,CAGL0E01397g,Cluster1066
C. glabrata,CAGL0F01859g,S. cerevisiae,gene-YLR054C,Cluster1076
C. glabrata,CAGL0F01859g,K. lactis,gene:KLLA0_F25212g,Cluster1076
S. cerevisiae,gene-YLR054C,K. lactis,gene:KLLA0_F25212g,Cluster1076
K. lactis,gene:KLLA0_E23585g,S. cerevisiae,gene-YBR194W,Cluster1079
K. lactis,gene:KLLA0_E23585g,C. glabrata,CAGL0M05269g,Cluster1079
S. cerevisiae,gene-YBR194W,C. glabrata,CAGL0M05269g,Cluster1079
S. cerevisiae,gene-YBR270C,C. glabrata,CAGL0I09416g,Cluster1081
S. cerevisiae,gene-YBR270C,K. lactis,gene:KLLA0_F01529g,Cluster1081
C. glabrata,CAGL0I09416g,K. lactis,gene:KLLA0_F01529g,Cluster1081
C. albicans,orf19.5847,K. lactis,gene:KLLA0_F01078g,Cluster1084
C. albicans,orf19.5847,C. glabrata,CAGL0L02849g,Cluster1084
C. albicans,orf19.5847,S. cerevisiae,gene-YOR207C,Cluster1084
K. lactis,gene:KLLA0_F01078g,C. glabrata,CAGL0L02849g,Cluster1084
K. lactis,gene:KLLA0_F01078g,S. cerevisiae,gene-YOR207C,Cluster1084
C. glabrata,CAGL0L02849g,S. cerevisiae,gene-YOR207C,Cluster1084
C. glabrata,CAGL0D02662g,S. cerevisiae,gene-YFL011W,Cluster1087
C. glabrata,CAGL0D02662g,S. cerevisiae,gene-YMR011W,Cluster1087
S. cerevisiae,gene-YFL011W,C. glabrata,CAGL0D02640g,Cluster1087
C. glabrata,CAGL0D02640g,S. cerevisiae,gene-YMR011W,Cluster1087
S. cerevisiae,gene-YEL017C-A,C. glabrata,CAGL0L08008g,Cluster1101
S. cerevisiae,gene-YEL017C-A,C. glabrata,CAGL0M03305g,Cluster1101
C. glabrata,CAGL0L08008g,S. cerevisiae,gene-YCR024C-A,Cluster1101
C. glabrata,CAGL0M03305g,S. cerevisiae,gene-YCR024C-A,Cluster1101
K. lactis,gene:KLLA0_C15565g,C. glabrata,CAGL0K01089g,Cluster1103
K. lactis,gene:KLLA0_C15565g,S. cerevisiae,gene-YGR081C,Cluster1103
C. glabrata,CAGL0K01089g,S. cerevisiae,gene-YGR081C,Cluster1103
C. albicans,orf19.754,K. lactis,gene:KLLA0_D03608g,Cluster1110
C. albicans,orf19.754,C. glabrata,CAGL0B04345g,Cluster1110
C. albicans,orf19.754,S. cerevisiae,gene-YBR025C,Cluster1110
K. lactis,gene:KLLA0_D03608g,C. glabrata,CAGL0B04345g,Cluster1110
K. lactis,gene:KLLA0_D03608g,S. cerevisiae,gene-YBR025C,Cluster1110
C. glabrata,CAGL0B04345g,S. cerevisiae,gene-YBR025C,Cluster1110
C. albicans,orf19.391,S. cerevisiae,gene-YLR228C,Cluster1111
C. albicans,orf19.391,C. glabrata,CAGL0C01199g,Cluster1111
C. albicans,orf19.391,K. lactis,gene:KLLA0_A04169g,Cluster1111
C. albicans,orf19.391,S. cerevisiae,gene-YDR213W,Cluster1111
C. albicans,orf19.391,C. glabrata,CAGL0F07865g,Cluster1111
S. cerevisiae,gene-YLR228C,C. glabrata,CAGL0C01199g,Cluster1111
S. cerevisiae,gene-YLR228C,K. lactis,gene:KLLA0_A04169g,Cluster1111
S. cerevisiae,gene-YLR228C,C. glabrata,CAGL0F07865g,Cluster1111
C. glabrata,CAGL0C01199g,K. lactis,gene:KLLA0_A04169g,Cluster1111
C. glabrata,CAGL0C01199g,S. cerevisiae,gene-YDR213W,Cluster1111
K. lactis,gene:KLLA0_A04169g,S. cerevisiae,gene-YDR213W,Cluster1111
K. lactis,gene:KLLA0_A04169g,C. glabrata,CAGL0F07865g,Cluster1111
S. cerevisiae,gene-YDR213W,C. glabrata,CAGL0F07865g,Cluster1111
C. albicans,orf19.7293,S. cerevisiae,gene-YDL028C,Cluster1112
C. albicans,orf19.7293,C. glabrata,CAGL0K01617g,Cluster1112
C. albicans,orf19.7293,K. lactis,gene:KLLA0_C03828g,Cluster1112
S. cerevisiae,gene-YDL028C,C. glabrata,CAGL0K01617g,Cluster1112
S. cerevisiae,gene-YDL028C,K. lactis,gene:KLLA0_C03828g,Cluster1112
C. glabrata,CAGL0K01617g,K. lactis,gene:KLLA0_C03828g,Cluster1112
C. albicans,orf19.926,K. lactis,gene:KLLA0_E16743g,Cluster1113
C. albicans,orf19.926,S. cerevisiae,gene-YDR263C,Cluster1113
C. albicans,orf19.926,C. glabrata,CAGL0H08085g,Cluster1113
C. albicans,orf19.926,S. cerevisiae,gene-YOR033C,Cluster1113
K. lactis,gene:KLLA0_E16743g,S. cerevisiae,gene-YDR263C,Cluster1113
K. lactis,gene:KLLA0_E16743g,C. glabrata,CAGL0H08085g,Cluster1113
K. lactis,gene:KLLA0_E16743g,S. cerevisiae,gene-YOR033C,Cluster1113
S. cerevisiae,gene-YDR263C,C. glabrata,CAGL0H08085g,Cluster1113
C. glabrata,CAGL0H08085g,S. cerevisiae,gene-YOR033C,Cluster1113
C. glabrata,CAGL0M11440g,S. cerevisiae,gene-YLR098C,Cluster1117
C. glabrata,CAGL0M11440g,K. lactis,gene:KLLA0_F19602g,Cluster1117
C. glabrata,CAGL0M11440g,C. albicans,orf19.6985,Cluster1117
S. cerevisiae,gene-YLR098C,K. lactis,gene:KLLA0_F19602g,Cluster1117
S. cerevisiae,gene-YLR098C,C. albicans,orf19.6985,Cluster1117
K. lactis,gene:KLLA0_F19602g,C. albicans,orf19.6985,Cluster1117
C. glabrata,CAGL0L07502g,S. cerevisiae,gene-YAL068C,Cluster1118
C. albicans,orf19.4835,K. lactis,gene:KLLA0_C09262g,Cluster1121
C. albicans,orf19.4835,C. glabrata,CAGL0J03344g,Cluster1121
C. albicans,orf19.4835,S. cerevisiae,gene-YER082C,Cluster1121
K. lactis,gene:KLLA0_C09262g,C. glabrata,CAGL0J03344g,Cluster1121
K. lactis,gene:KLLA0_C09262g,S. cerevisiae,gene-YER082C,Cluster1121
C. glabrata,CAGL0J03344g,S. cerevisiae,gene-YER082C,Cluster1121
S. cerevisiae,gene-YKL159C,C. glabrata,CAGL0E06248g,Cluster1123
C. albicans,orf19.3521,K. lactis,gene:KLLA0_E02531g,Cluster1131
C. albicans,orf19.3521,C. glabrata,CAGL0A03014g,Cluster1131
C. albicans,orf19.3521,S. cerevisiae,gene-YDR376W,Cluster1131
K. lactis,gene:KLLA0_E02531g,C. glabrata,CAGL0A03014g,Cluster1131
K. lactis,gene:KLLA0_E02531g,S. cerevisiae,gene-YDR376W,Cluster1131
C. glabrata,CAGL0A03014g,S. cerevisiae,gene-YDR376W,Cluster1131
K. lactis,gene:KLLA0_E12607g,C. glabrata,CAGL0E04686g,Cluster1134
K. lactis,gene:KLLA0_E12607g,S. cerevisiae,gene-YDR057W,Cluster1134
K. lactis,gene:KLLA0_E12607g,C. albicans,orf19.7578,Cluster1134
C. glabrata,CAGL0E04686g,S. cerevisiae,gene-YDR057W,Cluster1134
C. glabrata,CAGL0E04686g,C. albicans,orf19.7578,Cluster1134
S. cerevisiae,gene-YDR057W,C. albicans,orf19.7578,Cluster1134
C. albicans,orf19.4519,K. lactis,gene:KLLA0_D12034g,Cluster1135
C. albicans,orf19.4519,S. cerevisiae,gene-YPL029W,Cluster1135
C. albicans,orf19.4519,C. glabrata,CAGL0L12386g,Cluster1135
K. lactis,gene:KLLA0_D12034g,S. cerevisiae,gene-YPL029W,Cluster1135
K. lactis,gene:KLLA0_D12034g,C. glabrata,CAGL0L12386g,Cluster1135
S. cerevisiae,gene-YPL029W,C. glabrata,CAGL0L12386g,Cluster1135
C. albicans,orf19.5236,K. lactis,gene:KLLA0_B12848g,Cluster1136
C. albicans,orf19.5236,C. glabrata,CAGL0K03355g,Cluster1136
C. albicans,orf19.5236,S. cerevisiae,gene-YMR101C,Cluster1136
K. lactis,gene:KLLA0_B12848g,C. glabrata,CAGL0K03355g,Cluster1136
K. lactis,gene:KLLA0_B12848g,S. cerevisiae,gene-YMR101C,Cluster1136
C. glabrata,CAGL0K03355g,S. cerevisiae,gene-YMR101C,Cluster1136
C. albicans,orf19.747,K. lactis,gene:KLLA0_E18987g,Cluster1137
C. albicans,orf19.747,C. glabrata,CAGL0H03091g,Cluster1137
C. albicans,orf19.747,S. cerevisiae,gene-YGL091C,Cluster1137
K. lactis,gene:KLLA0_E18987g,C. glabrata,CAGL0H03091g,Cluster1137
K. lactis,gene:KLLA0_E18987g,S. cerevisiae,gene-YGL091C,Cluster1137
C. glabrata,CAGL0H03091g,S. cerevisiae,gene-YGL091C,Cluster1137
C. albicans,orf19.5232,C. glabrata,CAGL0I07975g,Cluster1138
C. albicans,orf19.5232,S. cerevisiae,gene-YOL077C,Cluster1138
C. albicans,orf19.5232,K. lactis,gene:KLLA0_E17799g,Cluster1138
C. glabrata,CAGL0I07975g,S. cerevisiae,gene-YOL077C,Cluster1138
C. glabrata,CAGL0I07975g,K. lactis,gene:KLLA0_E17799g,Cluster1138
S. cerevisiae,gene-YOL077C,K. lactis,gene:KLLA0_E17799g,Cluster1138
C. albicans,orf19.3465,S. cerevisiae,gene-YGL135W,Cluster1139
C. albicans,orf19.3465,K. lactis,gene:KLLA0_B02002g,Cluster1139
C. albicans,orf19.3465,C. glabrata,CAGL0H08976g,Cluster1139
C. albicans,orf19.3465,S. cerevisiae,gene-YPL220W,Cluster1139
S. cerevisiae,gene-YGL135W,K. lactis,gene:KLLA0_B02002g,Cluster1139
S. cerevisiae,gene-YGL135W,C. glabrata,CAGL0H08976g,Cluster1139
K. lactis,gene:KLLA0_B02002g,C. glabrata,CAGL0H08976g,Cluster1139
K. lactis,gene:KLLA0_B02002g,S. cerevisiae,gene-YPL220W,Cluster1139
C. glabrata,CAGL0H08976g,S. cerevisiae,gene-YPL220W,Cluster1139
C. glabrata,CAGL0G04037g,S. cerevisiae,gene-YLL032C,Cluster1140
C. glabrata,CAGL0G04037g,K. lactis,gene:KLLA0_E00881g,Cluster1140
C. glabrata,CAGL0G04037g,C. albicans,orf19.6008,Cluster1140
S. cerevisiae,gene-YLL032C,K. lactis,gene:KLLA0_E00881g,Cluster1140
S. cerevisiae,gene-YLL032C,C. albicans,orf19.6008,Cluster1140
K. lactis,gene:KLLA0_E00881g,C. albicans,orf19.6008,Cluster1140
C. albicans,orf19.3613,K. lactis,gene:KLLA0_F01925g,Cluster1141
C. albicans,orf19.3613,S. cerevisiae,gene-YBR279W,Cluster1141
C. albicans,orf19.3613,C. glabrata,CAGL0B03333g,Cluster1141
K. lactis,gene:KLLA0_F01925g,S. cerevisiae,gene-YBR279W,Cluster1141
K. lactis,gene:KLLA0_F01925g,C. glabrata,CAGL0B03333g,Cluster1141
S. cerevisiae,gene-YBR279W,C. glabrata,CAGL0B03333g,Cluster1141
C. glabrata,CAGL0J04444g,S. cerevisiae,gene-YBL023C,Cluster1142
C. glabrata,CAGL0J04444g,K. lactis,gene:KLLA0_F12584g,Cluster1142
C. glabrata,CAGL0J04444g,C. albicans,orf19.4354,Cluster1142
S. cerevisiae,gene-YBL023C,K. lactis,gene:KLLA0_F12584g,Cluster1142
S. cerevisiae,gene-YBL023C,C. albicans,orf19.4354,Cluster1142
K. lactis,gene:KLLA0_F12584g,C. albicans,orf19.4354,Cluster1142
S. cerevisiae,gene-YLR164W,K. lactis,gene:KLLA0_D18117g,Cluster1143
S. cerevisiae,gene-YLR164W,C. albicans,orf19.4468,Cluster1143
K. lactis,gene:KLLA0_D18117g,C. albicans,orf19.4468,Cluster1143
C. albicans,orf19.4028,K. lactis,gene:KLLA0_E17205g,Cluster1144
C. albicans,orf19.4028,C. glabrata,CAGL0C04279g,Cluster1144
C. albicans,orf19.4028,S. cerevisiae,gene-YBR002C,Cluster1144
K. lactis,gene:KLLA0_E17205g,C. glabrata,CAGL0C04279g,Cluster1144
K. lactis,gene:KLLA0_E17205g,S. cerevisiae,gene-YBR002C,Cluster1144
C. glabrata,CAGL0C04279g,S. cerevisiae,gene-YBR002C,Cluster1144
C. albicans,orf19.6901,K. lactis,gene:KLLA0_F20229g,Cluster1146
C. albicans,orf19.6901,C. glabrata,CAGL0C03113g,Cluster1146
C. albicans,orf19.6901,S. cerevisiae,gene-YLR270W,Cluster1146
K. lactis,gene:KLLA0_F20229g,C. glabrata,CAGL0C03113g,Cluster1146
K. lactis,gene:KLLA0_F20229g,S. cerevisiae,gene-YLR270W,Cluster1146
C. glabrata,CAGL0C03113g,S. cerevisiae,gene-YLR270W,Cluster1146
C. albicans,orf19.4589,C. glabrata,CAGL0M07612g,Cluster1148
