species1,gene1,species2,gene2,cluster_id
K. lactis,gene:KLLA0_B07733g,C. glabrata,CAGL0I07579g,Cluster1299
K. lactis,gene:KLLA0_F21934g,C. glabrata,CAGL0B03927g,Cluster1300
C. glabrata,CAGL0H07469g,K. lactis,gene:KLLA0_B09900g,Cluster1318
C. glabrata,CAGL0C03369g,K. lactis,gene:KLLA0_C18843g,Cluster1324
C. glabrata,CAGL0B00462g,K. lactis,gene:KLLA0_C00693g,Cluster1325
K. lactis,gene:KLLA0_A01364g,C. glabrata,CAGL0H09196g,Cluster1331
C. glabrata,CAGL0J08206g,K. lactis,gene:KLLA0_C02321g,Cluster1332
K. lactis,gene:KLLA0_F06006g,C. glabrata,CAGL0M10549g,Cluster1334
C. glabrata,CAGL0E01067g,K. lactis,gene:KLLA0_D16852g,Cluster1335
C. glabrata,CAGL0L11726g,K. lactis,gene:KLLA0_F14465g,Cluster1337
K. lactis,gene:KLLA0_D08349g,C. glabrata,CAGL0J11264g,Cluster1338
K. lactis,gene:KLLA0_F10912g,C. glabrata,CAGL0H06765g,Cluster1339
C. glabrata,CAGL0J02090g,K. lactis,gene:KLLA0_D13992g,Cluster1340
C. glabrata,CAGL0J03278g,K. lactis,gene:KLLA0_C07689g,Cluster1344
C. glabrata,CAGL0G00330g,K. lactis,gene:KLLA0_C14025g,Cluster1345
C. glabrata,CAGL0D01782g,K. lactis,gene:KLLA0_F12452g,Cluster1346
K. lactis,gene:KLLA0_F12452g,C. glabrata,CAGL0K02101g,Cluster1346
K. lactis,gene:KLLA0_F06831g,C. glabrata,CAGL0J10384g,Cluster1347
K. lactis,gene:KLLA0_F12188g,C. glabrata,CAGL0B03509g,Cluster1348
K. lactis,gene:KLLA0_D09328g,C. glabrata,CAGL0K02167g,Cluster1349
C. glabrata,CAGL0D02200g,K. lactis,gene:KLLA0_F23463g,Cluster1350
K. lactis,gene:KLLA0_F13552g,C. glabrata,CAGL0K08514g,Cluster1353
C. glabrata,CAGL0F08195g,K. lactis,gene:KLLA0_A05368g,Cluster1354
K. lactis,gene:KLLA0_F16401g,C. glabrata,CAGL0G02013g,Cluster1359
C. glabrata,CAGL0J02156g,K. lactis,gene:KLLA0_D13838g,Cluster1360
K. lactis,gene:KLLA0_F02453g,C. glabrata,CAGL0M11836g,Cluster1361
C. glabrata,CAGL0I05192g,K. lactis,gene:KLLA0_E04247g,Cluster1367
K. lactis,gene:KLLA0_D03168g,C. glabrata,CAGL0H03553g,Cluster1368
C. glabrata,CAGL0F09075g,K. lactis,gene:KLLA0_B03586g,Cluster1369
C. glabrata,CAGL0M06325g,K. lactis,gene:KLLA0_E24025g,Cluster137
C. glabrata,CAGL0H05621g,K. lactis,gene:KLLA0_E24025g,Cluster137
C. glabrata,CAGL0G03883g,K. lactis,gene:KLLA0_F18194g,Cluster1370
K. lactis,gene:KLLA0_C06611g,C. glabrata,CAGL0M01474g,Cluster1372
C. glabrata,CAGL0B01903g,K. lactis,gene:KLLA0_F19426g,Cluster1373
C. glabrata,CAGL0L11132g,K. lactis,gene:KLLA0_B05423g,Cluster1378
C. glabrata,CAGL0E05698g,K. lactis,gene:KLLA0_B02354g,Cluster1379
K. lactis,gene:KLLA0_C02849g,C. glabrata,CAGL0J07854g,Cluster138
K. lactis,gene:KLLA0_E10495g,C. glabrata,CAGL0J04334g,Cluster1383
C. glabrata,CAGL0L12584g,K. lactis,gene:KLLA0_D11880g,Cluster1384
C. glabrata,CAGL0M01562g,K. lactis,gene:KLLA0_C16511g,Cluster1385
K. lactis,gene:KLLA0_D08712g,C. glabrata,CAGL0D04114g,Cluster1386
K. lactis,gene:KLLA0_F11187g,C. glabrata,CAGL0M02255g,Cluster1387
K. lactis,gene:KLLA0_D15631g,C. glabrata,CAGL0D04686g,Cluster139
K. lactis,gene:KLLA0_E21781g,C. glabrata,CAGL0M08646g,Cluster140
C. glabrata,CAGL0A00495g,K. lactis,gene:KLLA0_A09031g,Cluster1407
K. lactis,gene:KLLA0_D17204g,C. glabrata,CAGL0E00935g,Cluster1410
C. glabrata,CAGL0C00605g,K. lactis,gene:KLLA0_D09064g,Cluster1419
C. glabrata,CAGL0L13486r,K. lactis,gene:KLLA0_D17732g,Cluster1422
K. lactis,gene:KLLA0_E18811g,C. glabrata,CAGL0C01485g,Cluster1425
C. glabrata,CAGL0G06556g,K. lactis,gene:KLLA0_C13409g,Cluster1427
C. glabrata,CAGL0L10384g,K. lactis,gene:KLLA0_F16533g,Cluster1428
C. glabrata,CAGL0H02035g,K. lactis,gene:KLLA0_A06974g,Cluster1429
C. glabrata,CAGL0B03575g,K. lactis,gene:KLLA0_D00814g,Cluster143
C. glabrata,CAGL0M02585g,K. lactis,gene:KLLA0_D07260g,Cluster1431
K. lactis,gene:KLLA0_F02882g,C. glabrata,CAGL0L03091g,Cluster1432
K. lactis,gene:KLLA0_C02101g,C. glabrata,CAGL0M11880g,Cluster1433
K. lactis,gene:KLLA0_B07447g,C. glabrata,CAGL0M08514g,Cluster1434
C. glabrata,CAGL0D03850g,K. lactis,gene:KLLA0_C18953g,Cluster1438
C. glabrata,CAGL0L04026g,K. lactis,gene:KLLA0_F24002g,Cluster1439
K. lactis,gene:KLLA0_C10318g,C. glabrata,CAGL0D03916g,Cluster144
K. lactis,gene:KLLA0_F06380g,C. glabrata,CAGL0I05786g,Cluster1443
K. lactis,gene:KLLA0_F04609g,C. glabrata,CAGL0G08844g,Cluster1444
K. lactis,gene:KLLA0_F04609g,C. glabrata,CAGL0F02519g,Cluster1444
C. glabrata,CAGL0G08844g,K. lactis,gene:KLLA0_C03201g,Cluster1444
C. glabrata,CAGL0F02519g,K. lactis,gene:KLLA0_C03201g,Cluster1444
C. glabrata,CAGL0K05841g,K. lactis,gene:KLLA0_F22990g,Cluster1446
K. lactis,gene:KLLA0_F22990g,C. glabrata,CAGL0B03421g,Cluster1446
K. lactis,gene:KLLA0_B14707g,C. glabrata,CAGL0A02816g,Cluster1447
K. lactis,gene:KLLA0_B14707g,C. glabrata,CAGL0I01100g,Cluster1447
C. glabrata,CAGL0A02816g,K. lactis,gene:KLLA0_D10109g,Cluster1447
C. glabrata,CAGL0I01100g,K. lactis,gene:KLLA0_D10109g,Cluster1447
C. glabrata,CAGL0A04785g,K. lactis,gene:KLLA0_D11484g,Cluster1448
K. lactis,gene:KLLA0_F10769g,C. glabrata,CAGL0F07315g,Cluster145
C. glabrata,CAGL0M06897g,K. lactis,gene:KLLA0_E08295g,Cluster1455
C. glabrata,CAGL0J08778g,K. lactis,gene:KLLA0_C16643g,Cluster1465
K. lactis,gene:KLLA0_F12276g,C. glabrata,CAGL0H03619g,Cluster1467
K. lactis,gene:KLLA0_F04213g,C. glabrata,CAGL0K11902g,Cluster1468
K. lactis,gene:KLLA0_A08800g,C. glabrata,CAGL0G00704g,Cluster1469
C. glabrata,CAGL0H05775g,K. lactis,gene:KLLA0_E24267g,Cluster1472
K. lactis,gene:KLLA0_F16621g,C. glabrata,CAGL0L10450g,Cluster1473
K. lactis,gene:KLLA0_F20680g,C. glabrata,CAGL0F05357g,Cluster1476
K. lactis,gene:KLLA0_D16654g,C. glabrata,CAGL0E01199g,Cluster1479
K. lactis,gene:KLLA0_D03949g,C. glabrata,CAGL0E03806g,Cluster1481
C. glabrata,CAGL0F01001g,K. lactis,gene:KLLA0_F07733g,Cluster1483
C. glabrata,CAGL0G05379g,K. lactis,gene:KLLA0_F20790g,Cluster149
K. lactis,gene:KLLA0_D08305g,C. glabrata,CAGL0J11220g,Cluster1495
K. lactis,gene:KLLA0_A01782g,C. glabrata,CAGL0K07271g,Cluster1508
K. lactis,gene:KLLA0_B11275g,C. glabrata,CAGL0D04796g,Cluster1509
K. lactis,gene:KLLA0_B13497g,C. glabrata,CAGL0K02739g,Cluster1511
C. glabrata,CAGL0I04136g,K. lactis,gene:KLLA0_A01297g,Cluster1514
C. glabrata,CAGL0M12232g,K. lactis,gene:KLLA0_A03553g,Cluster1525
K. lactis,gene:KLLA0_B09174g,C. glabrata,CAGL0D01320g,Cluster1528
K. lactis,gene:KLLA0_B06622g,C. glabrata,CAGL0I09064g,Cluster1529
C. glabrata,CAGL0F02145g,K. lactis,gene:KLLA0_E12101g,Cluster1530
C. glabrata,CAGL0I09262g,K. lactis,gene:KLLA0_F02079g,Cluster1531
C. glabrata,CAGL0H06347g,K. lactis,gene:KLLA0_F07821g,Cluster1532
K. lactis,gene:KLLA0_F13024g,C. glabrata,CAGL0D03102g,Cluster1533
K. lactis,gene:KLLA0_D11110g,C. glabrata,CAGL0G06028g,Cluster1534
K. lactis,gene:KLLA0_E02509g,C. glabrata,CAGL0K10296g,Cluster1535
K. lactis,gene:KLLA0_F10219g,C. glabrata,CAGL0E00517g,Cluster1536
C. glabrata,CAGL0L05038g,K. lactis,gene:KLLA0_F26433g,Cluster1537
C. glabrata,CAGL0K09394g,K. lactis,gene:KLLA0_B00671g,Cluster1538
C. glabrata,CAGL0G03245g,K. lactis,gene:KLLA0_D02244g,Cluster1541
C. glabrata,CAGL0H05379g,K. lactis,gene:KLLA0_E23431g,Cluster1544
K. lactis,gene:KLLA0_A09977g,C. glabrata,CAGL0M13651g,Cluster1545
K. lactis,gene:KLLA0_D12188g,C. glabrata,CAGL0J09504g,Cluster1549
C. glabrata,CAGL0M11220g,K. lactis,gene:KLLA0_C06930g,Cluster1550
C. glabrata,CAGL0B03597g,K. lactis,gene:KLLA0_D00858g,Cluster1553
K. lactis,gene:KLLA0_F04433g,C. glabrata,CAGL0J09922g,Cluster1557
K. lactis,gene:KLLA0_F04433g,C. glabrata,CAGL0G08668g,Cluster1557
K. lactis,gene:KLLA0_F07997g,C. glabrata,CAGL0F01155g,Cluster156
K. lactis,gene:KLLA0_B05225g,C. glabrata,CAGL0L11154g,Cluster1561
K. lactis,gene:KLLA0_E10055g,C. glabrata,CAGL0K10208g,Cluster1562
K. lactis,gene:KLLA0_D03652g,C. glabrata,CAGL0K01331g,Cluster1563
C. glabrata,CAGL0F01133g,K. lactis,gene:KLLA0_F07975g,Cluster157
K. lactis,gene:KLLA0_F19371g,C. glabrata,CAGL0B01875g,Cluster1570
K. lactis,gene:KLLA0_F19382g,C. glabrata,CAGL0B01875g,Cluster1570
C. glabrata,CAGL0A02431g,K. lactis,gene:KLLA0_F22088g,Cluster1573
C. glabrata,CAGL0J10252g,K. lactis,gene:KLLA0_E07833g,Cluster1574
K. lactis,gene:KLLA0_F11022g,C. glabrata,CAGL0F02167g,Cluster158
K. lactis,gene:KLLA0_B02871g,C. glabrata,CAGL0M09867g,Cluster1587
C. glabrata,CAGL0L09603g,K. lactis,gene:KLLA0_D15741g,Cluster1589
C. glabrata,CAGL0F05335g,K. lactis,gene:KLLA0_A04301g,Cluster159
C. glabrata,CAGL0L09108g,K. lactis,gene:KLLA0_E14213g,Cluster1593
C. glabrata,CAGL0K08162g,K. lactis,gene:KLLA0_F16104g,Cluster1597
K. lactis,gene:KLLA0_F17116g,C. glabrata,CAGL0I00902g,Cluster1599
K. lactis,gene:KLLA0_D03674g,C. glabrata,CAGL0I08063g,Cluster1601
C. glabrata,CAGL0E02849g,K. lactis,gene:KLLA0_B10538g,Cluster1604
K. lactis,gene:KLLA0_F09757g,C. glabrata,CAGL0D03608g,Cluster1605
K. lactis,gene:KLLA0_A01342g,C. glabrata,CAGL0K07634g,Cluster1606
C. glabrata,CAGL0K05049g,K. lactis,gene:KLLA0_D19448g,Cluster1613
K. lactis,gene:KLLA0_F13882g,C. glabrata,CAGL0L03069g,Cluster1615
C. glabrata,CAGL0K09922g,K. lactis,gene:KLLA0_A03641g,Cluster1616
K. lactis,gene:KLLA0_B13453g,C. glabrata,CAGL0K02783g,Cluster1617
K. lactis,gene:KLLA0_D12474g,C. glabrata,CAGL0A03905g,Cluster1618
C. glabrata,CAGL0H02365g,K. lactis,gene:KLLA0_E11243g,Cluster1619
K. lactis,gene:KLLA0_B01309g,C. glabrata,CAGL0J10494g,Cluster1620
K. lactis,gene:KLLA0_B01309g,C. glabrata,CAGL0G07106g,Cluster1620
C. glabrata,CAGL0A03080g,K. lactis,gene:KLLA0_E02619g,Cluster1621
C. glabrata,CAGL0G07084g,K. lactis,gene:KLLA0_B01265g,Cluster1622
C. glabrata,CAGL0M11264g,K. lactis,gene:KLLA0_B08305g,Cluster1623
K. lactis,gene:KLLA0_D00550g,C. glabrata,CAGL0M14113g,Cluster1624
K. lactis,gene:KLLA0_D00550g,C. glabrata,CAGL0L13354g,Cluster1624
K. lactis,gene:KLLA0_E00507g,C. glabrata,CAGL0E04004g,Cluster1631
C. glabrata,CAGL0G06820g,K. lactis,gene:KLLA0_F14905g,Cluster1632
K. lactis,gene:KLLA0_D08239g,C. glabrata,CAGL0J11176g,Cluster1634
C. glabrata,CAGL0K01859g,K. lactis,gene:KLLA0_C04389g,Cluster1635
C. glabrata,CAGL0I09350g,K. lactis,gene:KLLA0_F01727g,Cluster1636
K. lactis,gene:KLLA0_C16599g,C. glabrata,CAGL0I03476g,Cluster1637
C. glabrata,CAGL0F08679g,K. lactis,gene:KLLA0_C18194g,Cluster1638
K. lactis,gene:KLLA0_E18679g,C. glabrata,CAGL0K02937g,Cluster164
K. lactis,gene:KLLA0_C15433g,C. glabrata,CAGL0K11198g,Cluster1640
C. glabrata,CAGL0D03124g,K. lactis,gene:KLLA0_F15752g,Cluster1641
K. lactis,gene:KLLA0_F10505g,C. glabrata,CAGL0K07029g,Cluster1642
K. lactis,gene:KLLA0_A05203g,C. glabrata,CAGL0I02354g,Cluster1643
K. lactis,gene:KLLA0_C15499g,C. glabrata,CAGL0H03377g,Cluster1644
K. lactis,gene:KLLA0_A09669g,C. glabrata,CAGL0M13519g,Cluster1645
K. lactis,gene:KLLA0_F23716g,C. glabrata,CAGL0L03846g,Cluster1646
C. glabrata,CAGL0L10406g,K. lactis,gene:KLLA0_F16555g,Cluster1648
K. lactis,gene:KLLA0_C12639g,C. glabrata,CAGL0M13057g,Cluster1650
K. lactis,gene:KLLA0_E15313g,C. glabrata,CAGL0L05632g,Cluster1651
C. glabrata,CAGL0K01397g,K. lactis,gene:KLLA0_E13377g,Cluster1652
K. lactis,gene:KLLA0_F07425g,C. glabrata,CAGL0L06930g,Cluster1659
K. lactis,gene:KLLA0_B07953g,C. glabrata,CAGL0K04609g,Cluster1664
K. lactis,gene:KLLA0_B07953g,C. glabrata,CAGL0K04565g,Cluster1664
C. glabrata,CAGL0H08459g,K. lactis,gene:KLLA0_B11968g,Cluster1668
C. glabrata,CAGL0G06094g,K. lactis,gene:KLLA0_F27907g,Cluster167
C. glabrata,CAGL0G02519g,K. lactis,gene:KLLA0_A00550g,Cluster1672
C. glabrata,CAGL0M06435g,K. lactis,gene:KLLA0_E23783g,Cluster1674
C. glabrata,CAGL0J10208g,K. lactis,gene:KLLA0_F04774g,Cluster1675
C. glabrata,CAGL0G01210g,K. lactis,gene:KLLA0_A02453g,Cluster1676
C. glabrata,CAGL0I09746g,K. lactis,gene:KLLA0_F08569g,Cluster1678
C. glabrata,CAGL0L06534g,K. lactis,gene:KLLA0_E15775g,Cluster168
C. glabrata,CAGL0H03927g,K. lactis,gene:KLLA0_D04752g,Cluster1681
K. lactis,gene:KLLA0_A01903g,C. glabrata,CAGL0F02937g,Cluster1682
C. glabrata,CAGL0L12540g,K. lactis,gene:KLLA0_D11924g,Cluster1683
C. glabrata,CAGL0F00803g,K. lactis,gene:KLLA0_F07579g,Cluster1684
K. lactis,gene:KLLA0_F07579g,C. glabrata,CAGL0H06215g,Cluster1684
C. glabrata,CAGL0I09504g,K. lactis,gene:KLLA0_F01276g,Cluster1685
K. lactis,gene:KLLA0_A06820g,C. glabrata,CAGL0M08360g,Cluster1693
K. lactis,gene:KLLA0_F01408g,C. glabrata,CAGL0J04972g,Cluster1694
K. lactis,gene:KLLA0_E04379g,C. glabrata,CAGL0J02728g,Cluster1695
C. glabrata,CAGL0A02706g,K. lactis,gene:KLLA0_E21275g,Cluster1696
K. lactis,gene:KLLA0_C14366g,C. glabrata,CAGL0I09922g,Cluster1697
K. lactis,gene:KLLA0_F17094g,C. glabrata,CAGL0I00880g,Cluster1698
K. lactis,gene:KLLA0_D09889g,C. glabrata,CAGL0F07711g,Cluster17
K. lactis,gene:KLLA0_D15565g,C. glabrata,CAGL0D04642g,Cluster170
C. glabrata,CAGL0C01903g,K. lactis,gene:KLLA0_E20857g,Cluster1700
K. lactis,gene:KLLA0_B05995g,C. glabrata,CAGL0E04730r,Cluster1701
C. glabrata,CAGL0F07997g,K. lactis,gene:KLLA0_E15511g,Cluster1702
K. lactis,gene:KLLA0_E15511g,C. glabrata,CAGL0I02090g,Cluster1702
K. lactis,gene:KLLA0_F04037g,C. glabrata,CAGL0G01540g,Cluster1703
K. lactis,gene:KLLA0_C03300g,C. glabrata,CAGL0F02497g,Cluster1704
K. lactis,gene:KLLA0_E24509g,C. glabrata,CAGL0M06171g,Cluster1705
