gene_pair,in_ygob,in_synergy
"('KLLA0B01111g', 'orf19.726')",False,True
"('KLLA0E08141g', 'orf19.7354')",False,True
"('KLLA0C09174g', 'orf19.5689')",True,True
"('KLLA0F21934g', 'orf19.4164')",True,True
"('KLLA0E01475g', 'orf19.1544')",True,False
"('KLLA0F05676g', 'orf19.2340')",True,True
"('KLLA0B09427g', 'orf19.4413')",True,True
"('KLLA0E21803g', 'orf19.4294')",True,True
"('KLLA0F15829g', 'orf19.6812')",True,True
"('KLLA0D03652g', 'orf19.5200')",True,True
"('KLLA0C18007g', 'orf19.1491')",True,True
"('KLLA0C02717g', 'orf19.3047')",False,True
"('KLLA0D13244g', 'orf19.1622')",True,True
"('KLLA0E15841g', 'orf19.5943')",True,True
"('KLLA0A02453g', 'orf19.2351')",True,True
"('KLLA0B06952g', 'orf19.1007')",True,True
"('KLLA0E10077g', 'orf19.1835')",True,False
"('KLLA0A11770g', 'orf19.6659')",False,True
"('KLLA0D00594g', 'orf19.5010')",True,True
"('KLLA0D04059g', 'orf19.5100')",False,True
"('KLLA0E13091g', 'orf19.164')",True,True
"('KLLA0E06909g', 'orf19.2852')",True,True
"('KLLA0F10109g', 'orf19.5917')",False,True
"('KLLA0C05258g', 'orf19.1133')",True,True
"('KLLA0D05203g', 'orf19.2575')",True,True
"('KLLA0D08712g', 'orf19.2672')",True,True
"('KLLA0C01430g', 'orf19.6328')",True,True
"('KLLA0B07271g', 'orf19.4787')",True,False
"('KLLA0E16919g', 'orf19.4423')",True,True
"('KLLA0D17358g', 'orf19.5947')",True,True
"('KLLA0D02112g', 'orf19.6405')",False,True
"('KLLA0D18755g', 'orf19.4007')",True,True
"('KLLA0F10417g', 'orf19.2423')",True,True
"('KLLA0E03235g', 'orf19.3358')",True,True
"('KLLA0B02244g', 'orf19.3477')",False,True
"('KLLA0B09405g', 'orf19.4410')",True,True
"('KLLA0F21296g', 'orf19.2842')",True,True
"('KLLA0F21340g', 'orf19.3206')",True,False
"('KLLA0E18261g', 'orf19.3259')",True,True
"('KLLA0F28083g', 'orf19.5915')",False,True
"('KLLA0C13145g', 'orf19.4448')",True,True
"('KLLA0C01496g', 'orf19.7218')",False,True
"('KLLA0E08493g', 'orf19.2529')",True,True
"('KLLA0F24046g', 'orf19.3700')",False,True
"('KLLA0D16874g', 'orf19.177')",False,True
"('KLLA0C08613g', 'orf19.5165')",True,True
"('KLLA0F06556g', 'orf19.4060')",True,True
"('KLLA0F23034g', 'orf19.867')",True,False
"('KLLA0F18524g', 'orf19.7150')",True,True
"('KLLA0F03795g', 'orf19.5528')",True,True
"('KLLA0A02013g', 'orf19.2484')",True,True
"('KLLA0F13948g', 'orf19.6903')",True,True
"('KLLA0E10913g', 'orf19.2116')",True,True
"('KLLA0D07370g', 'orf19.3232')",False,True
"('KLLA0E22287g', 'orf19.29')",True,False
"('KLLA0C05786g', 'orf19.1429')",True,True
"('KLLA0D19382g', 'orf19.4444')",True,False
"('KLLA0D17094g', 'orf19.4960')",True,True
"('KLLA0F12958g', 'orf19.5163')",True,True
"('KLLA0A06776g', 'orf19.846')",True,True
"('KLLA0E11947g', 'orf19.3854')",True,False
"('KLLA0E04687g', 'orf19.2397.3')",True,True
"('KLLA0F11231g', 'orf19.5413')",True,True
"('KLLA0D12584g', 'orf19.5340')",False,True
"('KLLA0C06358g', 'orf19.3617')",True,True
"('KLLA0E08933g', 'orf19.6304')",True,True
"('KLLA0F23111g', 'orf19.868')",False,True
"('KLLA0B01023g', 'orf19.6378')",True,True
"('KLLA0E04885g', 'orf19.1254')",True,False
"('KLLA0E07591g', 'orf19.2009')",True,True
"('KLLA0A10175g', 'orf19.4699')",True,True
"('KLLA0D11858g', 'orf19.2382')",True,True
"('KLLA0A08448g', 'orf19.6701')",True,True
"('Klac_YGOB_Anc_2.436b', 'orf19.6909')",True,False
"('KLLA0E17865g', 'orf19.5220')",True,True
"('KLLA0C07359g', 'orf19.4801')",True,True
"('KLLA0F03080g', 'orf19.2710')",True,True
"('KLLA0C10549g', 'orf19.3974')",True,True
"('KLLA0D11990g', 'orf19.6846')",True,True
"('KLLA0F27423g', 'orf19.7281')",False,True
"('KLLA0A05478g', 'orf19.1860')",True,True
"('KLLA0F16665g', 'orf19.5425')",True,False
"('KLLA0C05104g', 'orf19.4180')",True,True
"('KLLA0F01507g', 'orf19.428')",True,True
"('KLLA0F12474g', 'orf19.6756')",True,False
"('KLLA0C01969g', 'orf19.5274')",True,True
"('KLLA0E21363g', 'orf19.2324')",True,True
"('KLLA0F14707g', 'orf19.5440')",True,True
"('KLLA0A01969g', 'orf19.2893')",True,True
"('KLLA0E07173g', 'orf19.234')",True,True
"('KLLA0C16896g', 'orf19.7551')",True,True
"('KLLA0D18799g', 'orf19.4471')",True,True
"('KLLA0E19537g', 'orf19.4641')",True,True
"('KLLA0E02179g', 'orf19.3542')",True,True
"('KLLA0E00881g', 'orf19.6008')",True,True
"('KLLA0F23694g', 'orf19.3744')",True,True
"('KLLA0D11396g', 'orf19.4236')",True,True
"('KLLA0B01628g', 'orf19.7417')",False,True
"('KLLA0C06908g', 'orf19.6056')",True,True
"('KLLA0D10846g', 'orf19.5654')",True,True
"('KLLA0C10032g', 'orf19.7257')",True,True
"('KLLA0D18458g', 'orf19.3126')",True,True
"('KLLA0F12936g', 'orf19.6991')",True,True
"('KLLA0E18855g', 'orf19.761')",True,True
"('KLLA0D00748g', 'orf19.5599')",False,True
"('KLLA0C04257g', 'orf19.3555')",True,True
"('KLLA0F22066g', 'orf19.139')",True,True
"('KLLA0F11275g', 'orf19.1746')",True,True
"('KLLA0E24289g', 'orf19.6062')",True,True
"('KLLA0F12056g', 'orf19.2613')",True,True
"('KLLA0E13861g', 'orf19.1010')",False,True
"('KLLA0F02255g', 'orf19.4535')",True,True
"('KLLA0C03564g', 'orf19.5241')",True,True
"('KLLA0E24619g', 'orf19.4600')",True,True
"('KLLA0E03675g', 'orf19.4369')",True,False
"('KLLA0F23265g', 'orf19.5081')",True,True
"('KLLA0A01045g', 'orf19.7182')",True,True
"('KLLA0E03433g', 'orf19.1201')",True,True
"('KLLA0A11066g', 'orf19.6730')",True,True
"('KLLA0F15158g', 'orf19.5459')",True,True
"('KLLA0D18029g', 'orf19.6645')",True,True
"('KLLA0D04444g', 'orf19.440')",False,True
"('KLLA0C11693g', 'orf19.4862.2')",True,True
"('KLLA0D08690g', 'orf19.297')",True,True
"('KLLA0E11309g', 'orf19.5352')",False,True
"('KLLA0D02420g', 'orf19.2787')",False,True
"('KLLA0E03367g', 'orf19.7617')",True,True
"('KLLA0A11506g', 'orf19.2829')",True,True
"('KLLA0B03432g', 'orf19.2848')",True,True
"('KLLA0B06886g', 'orf19.3223')",True,True
"('KLLA0B03828g', 'orf19.4106')",True,True
"('KLLA0B07579g', 'orf19.4867')",True,True
"('KLLA0B12738g', 'orf19.1923')",True,True
"('KLLA0E16743g', 'orf19.926')",False,True
"('KLLA0A10219g', 'orf19.971')",True,True
"('KLLA0B10307g', 'orf19.336')",True,True
"('KLLA0C14025g', 'orf19.1771')",True,True
"('KLLA0A06732g', 'orf19.4491')",True,True
"('KLLA0D18436g', 'orf19.3124')",True,True
"('KLLA0D05863g', 'orf19.731')",False,True
"('KLLA0D18161g', 'orf19.3009')",True,False
"('KLLA0D15851g', 'orf19.4849')",True,True
"('KLLA0C04213g', 'orf19.5325')",True,True
"('KLLA0F01441g', 'orf19.5143')",True,True
"('KLLA0D05819g', 'orf19.729.1')",False,True
"('KLLA0D06875g', 'orf19.6893')",True,True
"('KLLA0B04972g', 'orf19.5644')",True,True
"('KLLA0C00737g', 'orf19.76')",True,True
"('KLLA0C13409g', 'orf19.1759')",True,True
"('KLLA0E09571g', 'orf19.1427')",True,True
"('KLLA0F15554g', 'orf19.5227')",True,True
"('KLLA0A08910g', 'orf19.1727')",True,True
"('KLLA0E20395g', 'orf19.7347')",True,True
"('KLLA0B06622g', 'orf19.4192')",True,True
"('KLLA0E03213g', 'orf19.3359')",True,True
"('KLLA0D04840g', 'orf19.3862')",True,True
"('KLLA0D05599g', 'orf19.2933')",True,True
"('KLLA0F13882g', 'orf19.2391')",True,True
"('KLLA0B02959g', 'orf19.966')",True,True
"('KLLA0F02343g', 'orf19.1367')",True,True
"('KLLA0A04147g', 'orf19.7602')",True,True
"('KLLA0E07371g', 'orf19.2267')",True,True
"('KLLA0A06424g', 'orf19.4488')",True,True
"('KLLA0E16897g', 'orf19.882')",True,True
"('KLLA0C16687g', 'orf19.7595')",False,True
"('KLLA0F16236g', 'orf19.2825')",True,True
"('KLLA0C07348g', 'orf19.4800')",True,True
"('KLLA0D05016g', 'orf19.7076')",True,True
"('KLLA0C04840g', 'orf19.5485')",True,True
"('KLLA0C03630g', 'orf19.3400')",True,True
"('KLLA0E24597g', 'orf19.2435')",False,True
"('KLLA0C09152g', 'orf19.2248')",False,True
"('KLLA0E15159g', 'orf19.7290')",True,True
"('KLLA0F21868g', 'orf19.6623')",True,True
"('KLLA0E03961g', 'orf19.6220')",True,True
"('KLLA0A00462g', 'orf19.6792')",True,True
"('KLLA0D17424g', 'orf19.1378')",True,True
"('KLLA0F06072g', 'orf19.7466')",False,True
"('KLLA0E18041g', 'orf19.6198.1')",False,True
"('KLLA0E11089g', 'orf19.4807')",True,True
"('KLLA0F19118g', 'orf19.5693')",True,True
"('KLLA0F12254g', 'orf19.3173')",True,True
"('KLLA0E08053g', 'orf19.5195')",True,True
"('KLLA0E13619g', 'orf19.7424')",True,True
"('KLLA0B04092g', 'orf19.6862')",True,False
"('KLLA0A07425g', 'orf19.4939')",True,True
"('KLLA0B06776g', 'orf19.4456')",False,True
"('KLLA0E05897g', 'orf19.1415')",False,True
"('KLLA0F24772g', 'orf19.3180')",True,True
"('KLLA0C02233g', 'orf19.3207')",False,True
"('KLLA0C11385g', 'orf19.5293')",False,True
"('KLLA0B02288g', 'orf19.5516')",True,True
"('KLLA0B10153g', 'orf19.1158')",True,True
"('KLLA0D05313g', 'orf19.3052')",True,True
"('KLLA0C17710g', 'orf19.2743')",False,True
"('KLLA0D14949g', 'orf19.1646')",True,True
"('KLLA0D07051g', 'orf19.6643')",True,False
"('KLLA0F16555g', 'orf19.3527')",True,True
"('KLLA0E23101g', 'orf19.680')",True,True
"('KLLA0D15521g', 'orf19.6838')",False,True
"('Klac_YGOB_Anc_7.168b', 'orf19.1669')",True,False
"('KLLA0C02981g', 'orf19.2018')",True,True
"('KLLA0A09493g', 'orf19.2676')",True,True
"('KLLA0F10956g', 'orf19.5296')",True,True
"('KLLA0D19745g', 'orf19.4459')",True,True
"('KLLA0B10890g', 'orf19.1902')",True,True
"('KLLA0E12409g', 'orf19.4996')",True,True
"('KLLA0B07909g', 'orf19.3434')",True,False
"('KLLA0F19096g', 'orf19.956')",True,True
"('KLLA0C13948g', 'orf19.4379')",False,True
"('KLLA0C08327g', 'orf19.6225.1')",True,True
"('KLLA0F09526g', 'orf19.5291')",True,True
"('KLLA0E22793g', 'orf19.6696')",True,True
"('KLLA0D17072g', 'orf19.4962')",True,True
"('KLLA0A11462g', 'orf19.7413')",True,True
"('KLLA0B02112g', 'orf19.5515')",True,True
"('KLLA0D17248g', 'orf19.5125')",True,True
"('KLLA0B11187g', 'calb_CGOB_00006')",True,False
"('KLLA0F09647g', 'orf19.288')",True,True
"('KLLA0E03345g', 'orf19.7615')",True,True
"('KLLA0B01936g', 'orf19.2211')",False,True
"('KLLA0E17051g', 'orf19.2799')",True,True
"('KLLA0E11023g', 'orf19.4318')",True,False
"('KLLA0E12893g', 'orf19.6230')",True,True
"('KLLA0E19603g', 'orf19.7570')",True,True
"('KLLA0F06941g', 'orf19.3704')",True,True
"('KLLA0F15950g', 'orf19.1661')",True,True
"('KLLA0E21627g', 'orf19.4317')",True,True
"('KLLA0F03036g', 'orf19.4565')",True,True
"('KLLA0C11231g', 'orf19.3541')",True,True
"('KLLA0F24090g', 'orf19.3288')",True,True
"('KLLA0F03487g', 'orf19.4086')",True,True
"('KLLA0D05159g', 'orf19.2574')",True,True
"('KLLA0D00979g', 'orf19.7196')",True,True
"('KLLA0B11407g', 'orf19.3646')",True,True
"('KLLA0E24993g', 'orf19.5820')",False,True
"('KLLA0C16115g', 'orf19.7332')",True,True
"('KLLA0F23980g', 'orf19.6373')",True,True
"('KLLA0F21450g', 'orf19.3787')",True,False
"('KLLA0B03564g', 'orf19.2644')",True,True
"('KLLA0E09549g', 'orf19.5049')",True,True
"('KLLA0D12914g', 'orf19.6536')",True,True
"('KLLA0A03333g', 'orf19.1743')",True,True
"('KLLA0F22627g', 'orf19.3363')",False,True
"('KLLA0E07745g', 'orf19.7329')",True,True
"('KLLA0B10010g', 'orf19.2849')",False,True
"('KLLA0B08459g', 'orf19.1169')",True,True
"('KLLA0C09020g', 'orf19.4233')",True,True
"('KLLA0B11000g', 'orf19.1043')",True,True
"('KLLA0C02761g', 'orf19.3058')",True,True
"('KLLA0F16214g', 'orf19.5813')",True,True
"('KLLA0F18106g', 'orf19.7148')",False,True
"('KLLA0A08602g', 'orf19.7073')",True,True
"('KLLA0E00507g', 'orf19.321')",True,True
"('KLLA0D04202g', 'orf19.4525')",False,True
"('KLLA0D16412g', 'orf19.7585')",True,True
"('KLLA0E02069g', 'orf19.6802')",True,True
"('KLLA0D11704g', 'orf19.6850')",True,True
"('KLLA0C02299g', 'orf19.4928')",True,True
"('KLLA0F23551g', 'orf19.7052')",True,False
"('KLLA0F14685g', 'orf19.2315')",False,True
"('KLLA0F22649g', 'orf19.3990')",True,True
"('KLLA0E05413g', 'orf19.5855')",True,True
"('KLLA0A03377g', 'orf19.4609')",True,False
"('KLLA0E21297g', 'orf19.2335')",True,True
"('KLLA0E12101g', 'orf19.4381')",True,True
"('KLLA0C01991g', 'orf19.2615')",True,True
"('KLLA0D16984g', 'orf19.839')",True,True
"('KLLA0F15686g', 'orf19.2006.1')",True,True
"('KLLA0A07689g', 'orf19.3817')",True,True
"('KLLA0A07601g', 'orf19.5428')",True,True
"('KLLA0F08349g', 'orf19.5279')",True,True
"('KLLA0E16721g', 'orf19.4950')",True,True
"('KLLA0B07843g', 'orf19.7179')",True,True
"('KLLA0B05016g', 'orf19.3000')",False,True
"('KLLA0C14047g', 'orf19.1779')",False,True
"('KLLA0C14454g', 'orf19.4255')",False,True
"('KLLA0A00418g', 'orf19.3133')",True,True
"('KLLA0A11572g', 'orf19.2832')",True,True
"('KLLA0B01694g', 'orf19.1115')",True,True
"('KLLA0F23287g', 'orf19.5083')",True,True
"('KLLA0C04576g', 'orf19.3393')",True,True
"('KLLA0D15763g', 'orf19.3314')",True,False
"('KLLA0F27885g', 'orf19.273')",False,True
"('KLLA0E22595g', 'orf19.5894')",True,True
"('KLLA0D08536g', 'orf19.1352')",True,True
"('KLLA0F22110g', 'orf19.880')",True,True
"('KLLA0D11902g', 'orf19.1757')",True,False
"('KLLA0B04136g', 'orf19.6712')",True,True
"('KLLA0E10099g', 'orf19.1837')",True,True
"('KLLA0F06424g', 'orf19.6517')",True,True
"('KLLA0C16489g', 'orf19.1168')",False,True
"('KLLA0D16918g', 'orf19.4273')",True,True
"('KLLA0B08591g', 'orf19.5365')",True,True
"('KLLA0F04389g', 'orf19.5722')",False,True
"('KLLA0F12518g', 'orf19.6293')",True,True
"('KLLA0F08679g', 'orf19.7568')",True,True
"('KLLA0F17413g', 'orf19.2070')",True,True
"('KLLA0F11165g', 'orf19.6941')",True,True
"('KLLA0B13387g', 'orf19.1945')",True,True
"('KLLA0A11176g', 'orf19.5622')",True,True
"('KLLA0F24068g', 'orf19.6008.4')",True,True
"('KLLA0D08261g', 'orf19.3367')",True,True
