gene_pair,in_ygob,in_synergy
"('CAGL0M09086g', 'YJR092W')",True,True
"('CAGL0K11880g', 'YBR054W')",False,True
"('CAGL0F03531g', 'YPL169C')",True,True
"('CAGL0C01325g', 'YNL052W')",True,False
"('CAGL0F02365g', 'YFR008W')",True,True
"('CAGL0I04268g', 'YGL161C')",True,True
"('CAGL0L07546g', 'YBR068C')",False,True
"('CAGL0I05896g', 'YJL141C')",True,True
"('CAGL0M12276g', 'YAL048C')",True,True
"('CAGL0G02805g', 'YIL106W')",True,True
"('CAGL0G02695g', 'YIL098C')",True,True
"('CAGL0J11836g', 'YML042W')",True,True
"('CAGL0J06380g', 'YDL130W-A')",False,True
"('CAGL0C01749g', 'YGL101W')",False,True
"('CAGL0C00561g', 'YBR131W')",True,True
"('CAGL0D02838g', 'YLL034C')",True,True
"('CAGL0M03091g', 'YJL087C')",True,True
"('CAGL0A03586g', 'YLR040C')",True,True
"('CAGL0M13079g', 'YKL052C')",True,True
"('CAGL0M01628g', 'YDR389W')",True,True
"('CAGL0A04455g', 'YBL066C')",True,True
"('CAGL0E04114g', 'YEL052W')",True,True
"('CAGL0J07722g', 'YNL246W')",True,True
"('CAGL0J07216g', 'YOR368W')",True,True
"('CAGL0B02233g', 'YGR216C')",True,True
"('CAGL0H02255g', 'YMR266W')",True,True
"('CAGL0F07139g', 'YGL120C')",True,True
"('CAGL0G01562g', 'YNL038W')",True,False
"('CAGL0L11704g', 'YER161C')",True,True
"('CAGL0K04125g', 'YGR037C')",True,True
"('CAGL0F07293g', 'YGL114W')",True,True
"('CAGL0K08426g', 'YGL200C')",True,True
"('CAGL0H07887g', 'YGL234W')",True,True
"('CAGL0K01507g', 'YDL035C')",True,True
"('CAGL0B04257g', 'YDR012W')",False,True
"('CAGL0D04884g', 'YPR137W')",True,True
"('CAGL0I03520g', 'YDL157C')",True,True
"('CAGL0F07953g', 'YGR236C')",True,True
"('CAGL0M12210g', 'YAL044W-A')",True,True
"('CAGL0J07194g', 'YAL055W')",True,True
"('CAGL0K02717g', 'YHL004W')",True,True
"('Cgla_11.trna19G', 'Scer_6.trna6G')",True,False
"('CAGL0F08393g', 'YGR261C')",True,True
"('CAGL0I08833g', 'YGR167W')",True,True
"('CAGL0D02200g', 'YOR349W')",True,True
"('CAGL0E06072g', 'YMR181C')",True,True
"('CAGL0L01727g', 'YKL046C')",True,True
"('CAGL0G03289g', 'YER103W')",False,True
"('CAGL0L11836g', 'YER167W')",True,True
"('CAGL0E05940g', 'YPL221W')",False,True
"('CAGL0E04950g', 'YDL109C')",True,True
"('CAGL0J08822g', 'YDL155W')",False,True
"('CAGL0M02409g', 'YPL146C')",True,True
"('CAGL0D01430g', 'YPR068C')",True,True
"('CAGL0M13167g', 'YKL048C')",True,True
"('CAGL0H08844g', 'YMR173W')",True,True
"('CAGL0L12342g', 'YBR294W')",False,True
"('CAGL0K10274g', 'YOR125C')",True,True
"('CAGL0C05511g', 'YDL236W')",True,True
"('CAGL0K05401g', 'YPR037C')",True,True
"('CAGL0E02981g', 'YGR149W')",True,True
"('CAGL0G07623g', 'YBR286W')",True,True
"('CAGL0M02981g', 'YMR278W')",True,True
"('CAGL0L09669g', 'YKL014C')",True,True
"('CAGL0L11000g', 'YOR278W')",True,True
"('CAGL0L12386g', 'YPL029W')",True,True
"('CAGL0F06259g', 'YMR042W')",False,True
"('CAGL0C03531g', 'YNR046W')",True,True
"('CAGL0H03575g', 'YNL012W')",True,True
"('CAGL0L12298g', 'YDR113C')",True,False
"('CAGL0J11660g', 'YOL006C')",False,True
"('CAGL0M00726g', 'YLR445W')",True,True
"('CAGL0F06171g', 'YMR047C')",False,True
"('CAGL0M00484g', 'YJR133W')",True,True
"('CAGL0B01617g', 'YDR138W')",True,True
"('CAGL0C04521r', 'YNCA0006C')",False,True
"('CAGL0L04818g', 'YGR117C')",True,True
"('CAGL0M00924g', 'YLR436C')",True,True
"('CAGL0E00979g', 'YDR165W')",True,True
"('Cgla_11.trna6R', 'Scer_12.trna17R')",True,False
"('CAGL0M00176g', 'YHR208W')",False,True
"('CAGL0L06886g', 'YDL082W')",True,False
"('CAGL0F00605g', 'YDR516C')",False,True
"('CAGL0F07007g', 'YGL059W')",True,True
"('CAGL0H02233g', 'YMR267W')",True,True
"('CAGL0D00176g', 'YOR375C')",False,True
"('CAGL0I02068g', 'YHR157W')",True,False
"('CAGL0I08063g', 'YOL072W')",True,True
"('CAGL0G06974g', 'YJL011C')",True,True
"('CAGL0J08294g', 'YNL275W')",True,True
"('CAGL0H01947g', 'YJR056C')",True,True
"('CAGL0I03872g', 'YDL138W')",False,True
"('CAGL0I04708g', 'YBR035C')",True,True
"('CAGL0J01936g', 'YIR004W')",True,True
"('CAGL0E06160g', 'YMR183C')",True,True
"('CAGL0M06897g', 'YNL024C')",True,True
"('CAGL0M10637g', 'YNR022C')",True,True
"('CAGL0M09493g', 'YMR160W')",True,True
"('CAGL0B02794g', 'YLR359W')",True,True
"('CAGL0I07359g', 'YOL108C')",True,True
"('CAGL0K12892g', 'YFL047W')",True,True
"('CAGL0B00242g', 'YCR040W')",False,True
"('CAGL0M14124r', 'YNCL0021C')",False,True
"('CAGL0D03982g', 'YHR037W')",True,True
"('CAGL0I03740g', 'YDL144C')",True,True
"('CAGL0I07183g', 'YOR140W')",False,True
"('CAGL0E03652g', 'YLL027W')",False,True
"('CAGL0F05533g', 'YDR197W')",True,True
"('CAGL0H07777g', 'YGL241W')",True,True
"('CAGL0K09548g', 'YOR149C')",True,True
"('CAGL0K12298g', 'YBR107C')",True,False
"('CAGL0B04675g', 'YNL001W')",False,True
"('CAGL0H04323g', 'YJR125C')",True,True
"('CAGL0M11924g', 'YAL034W-A')",True,True
"('CAGL0G08217g', 'YLR246W')",True,True
"('CAGL0H04565g', 'YBL090W')",True,True
"('CAGL0J07370g', 'YNL227C')",True,True
"('CAGL0H07161g', 'YDR317W')",True,True
"('CAGL0G03245g', 'YKR018C')",False,True
"('CAGL0J10362g', 'YBR242W')",False,True
"('CAGL0F00671g', 'YOR326W')",False,True
"('CAGL0F06017g', 'YMR038C')",True,True
"('CAGL0J08954g', 'YLR216C')",True,True
"('CAGL0J09548g', 'YPL016W')",True,True
"('CAGL0A03520r', 'YNCL0004C')",False,True
"('CAGL0J09746g', 'YDL201W')",True,True
"('CAGL0K02057r', 'YNCI0007C')",False,True
"('CAGL0J00253g', 'YGR023W')",False,True
"('CAGL0C04257g', 'YBR003W')",True,True
"('CAGL0F05401g', 'YDR205W')",True,True
"('CAGL0B03641g', 'YEL061C')",True,True
"('CAGL0L13002g', 'YHR120W')",True,True
"('CAGL0G06578g', 'YNL099C')",True,True
"('CAGL0B01012g', 'YDR508C')",False,True
"('CAGL0M14025g', 'YMR315W')",True,True
"('CAGL0M08404g', 'YJL164C')",True,True
"('CAGL0C04983g', 'YJR105W')",True,True
"('CAGL0J08459g', 'YDR505C')",True,False
"('CAGL0D03234g', 'YLR019W')",False,True
"('CAGL0E02453g', 'YOL005C')",True,True
"('CAGL0J02134g', 'YIL002C')",True,True
"('CAGL0H01859g', 'YJR058C')",True,True
"('CAGL0I09350g', 'YBR267W')",True,True
"('CAGL0I08261g', 'YER022W')",True,True
"('CAGL0J06424g', 'YGL201C')",True,True
"('CAGL0L08184g', 'YCR034W')",True,True
"('CAGL0D04862g', 'YPR135W')",True,True
"('CAGL0F08085g', 'YGR243W')",True,True
"('CAGL0B04609g', 'YNL107W')",True,True
"('CAGL0I08459g', 'YPR165W')",False,True
"('CAGL0H06215g', 'YOL051W')",True,True
"('CAGL0J07436g', 'YNL264C')",False,True
"('CAGL0D01232g', 'YPR079W')",True,True
"('CAGL0D05874g', 'YJR002W')",True,True
"('CAGL0K12804g', 'YLR074C')",True,True
"('CAGL0C01353g', 'YIL109C')",True,False
"('CAGL0J06446r', 'YNCN0002C')",False,True
"('CAGL0J09944g', 'YNL065W')",True,True
"('CAGL0G10021g', 'YPR186C')",True,True
"('CAGL0K01133g', 'YGR080W')",True,True
"('CAGL0B01353g', 'YOL148C')",True,True
"('Cgla_10.trna7K', 'Scer_16.trna7K')",True,False
"('CAGL0M05005g', 'YMR236W')",True,True
"('CAGL0L12034g', 'YER176W')",True,True
"('CAGL0I05368r', 'YNCO0005W')",False,True
"('CAGL0H02497g', 'YMR255W')",True,False
"('Cgla_YGOB_Anc_7.246', 'YER064C')",True,False
"('CAGL0D02486g', 'YCR106W')",False,True
"('Cgla_12.trna13Q', 'Scer_5.trna4Q')",True,False
"('CAGL0H00418g', 'YHR209W')",False,True
"('CAGL0I02948g', 'YDR498C')",True,True
"('CAGL0E00407g', 'YCR095C')",True,True
"('CAGL0B01232g', 'YLR186W')",True,True
"('CAGL0K08646g', 'YKL110C')",True,True
"('CAGL0M08734g', 'YDR262W')",True,True
"('CAGL0F02607g', 'YDR402C')",True,True
"('CAGL0I05098g', 'YER087C-B')",False,True
"('CAGL0G02893g', 'YPL188W')",True,True
"('CAGL0M04301g', 'YLR130C')",False,True
"('CAGL0L06820g', 'YDL079C')",True,True
"('CAGL0E01067g', 'YDR161W')",True,True
"('CAGL0M00330g', 'YJR139C')",True,True
"('CAGL0D01958g', 'YKL141W')",True,True
"('CAGL0K06325g', 'YML034W')",False,True
"('CAGL0F05445g', 'YDR202C')",True,True
"('CAGL0E01595g', 'YOL132W')",False,True
"('CAGL0H10296g', 'YDL107W')",True,True
"('CAGL0F02343g', 'YFR007W')",True,True
"('CAGL0I06116g', 'YJL156C')",True,True
"('CAGL0G02233g', 'YKR083C')",True,True
"('CAGL0H09086g', 'YHR127W')",True,True
"('CAGL0J06072g', 'YNL161W')",True,True
"('Cgla_13.trna8C', 'Scer_2.trna12C')",True,False
"('CAGL0E02409g', 'YOL007C')",True,True
"('CAGL0J01595g', 'YPR015C')",True,True
"('CAGL0H04829g', 'YML015C')",True,True
"('CAGL0F06391g', 'YMR055C')",True,True
"('CAGL0L10956g', 'YOR275C')",True,True
"('CAGL0E05280g', 'YDR541C')",False,True
"('CAGL0K11198g', 'YDR243C')",True,True
"('CAGL0F08151g', 'YGR246C')",True,True
"('CAGL0B02497g', 'YML085C')",False,True
"('CAGL0M10934g', 'YNR033W')",True,True
"('CAGL0B04697g', 'YCL001W')",True,True
"('CAGL0J06050g', 'YHR139C')",True,False
"('CAGL0L01397g', 'YEL032W')",True,True
"('CAGL0I00924g', 'YDR272W')",True,True
"('CAGL0I10725g', 'YGR122W')",True,True
"('CAGL0H03267g', 'YPL190C')",True,True
"('CAGL0K04609g', 'YGR065C')",False,True
"('CAGL0J01155g', 'YLR003C')",True,True
"('CAGL0F01485g', 'YOR009W')",True,False
"('CAGL0H05313g', 'YPL071C')",True,True
"('CAGL0F02123g', 'YFL005W')",True,True
"('CAGL0D05720g', 'YLL005C')",True,True
"('CAGL0K06413g', 'YDR463W')",True,True
"('CAGL0M08316g', 'YKL171W')",True,True
"('CAGL0K11275g', 'YDR247W')",False,True
"('CAGL0K01243g', 'YGR076C')",True,True
"('CAGL0G00242g', 'YGR281W')",True,True
"('CAGL0A04697g', 'YFR049W')",True,True
"('CAGL0A03146g', 'YDR381C-A')",True,True
"('Cgla_YGOB_YIL102C-A', 'YIL102C-A')",True,False
"('CAGL0K07095g', 'YBR234C')",True,True
"('CAGL0K04851g', 'YNL214W')",True,True
"('CAGL0F06347g', 'YMR054W')",True,True
"('CAGL0L10186g', 'YOR052C')",True,True
"('CAGL0L02673g', 'YOR217W')",True,True
"('CAGL0H04851g', 'YDR436W')",False,True
"('Cgla_9.trna5Y', 'Scer_13.trna21Y')",True,False
"('CAGL0K04521g', 'YGR062C')",True,True
"('CAGL0K07480g', 'YKL127W')",False,True
"('CAGL0A01408g', 'YGL025C')",True,False
"('CAGL0G10153g', 'YDR529C')",True,True
"('CAGL0M02739g', 'YPL129W')",True,True
"('CAGL0I01166g', 'YHR106W')",False,True
"('CAGL0L11990g', 'YER174C')",False,True
"('CAGL0M02640r', 'YNCO0024C')",False,True
"('CAGL0L03135g', 'YKR031C')",True,True
"('CAGL0K05511g', 'YOR076C')",False,True
"('CAGL0H08976g', 'YPL220W')",False,True
"('Cgla_YGOB_Anc_1.437', 'YCR020W-B')",True,False
"('CAGL0K00473g', 'YKL205W')",True,True
"('CAGL0M03575g', 'YNL290W')",True,True
"('CAGL0M13453g', 'YHR188C')",True,True
"('CAGL0H03025g', 'YGL094C')",True,True
"('CAGL0G07106g', 'YML022W')",False,True
"('CAGL0F05907g', 'YMR033W')",True,True
"('CAGL0L04136g', 'YNL126W')",True,True
"('CAGL0F00253g', 'YKL211C')",True,True
"('CAGL0K11704r', 'YNCB0011C')",False,True
"('CAGL0C01325g', 'YIL111W')",False,True
"('CAGL0C01573g', 'YBR249C')",True,True
"('CAGL0L00803g', 'YIL045W')",False,True
"('CAGL0J01353g', 'YMR089C')",False,True
"('CAGL0L11462g', 'YLR448W')",True,False
"('CAGL0M03157g', 'YKR019C')",False,True
"('CAGL0L02123g', 'YBR289W')",True,True
"('CAGL0A03234g', 'YOR133W')",False,True
"('CAGL0H01771g', 'YJR062C')",True,True
"('CAGL0G08041g', 'YDR091C')",True,True
"('CAGL0G07887g', 'YGR106C')",True,True
"('CAGL0E06006g', 'YMR177W')",True,True
"('CAGL0M07359g', 'YPL054W')",True,True
"('CAGL0H00638g', 'YMR198W')",True,True
"('CAGL0A03256g', 'YDR386W')",True,True
"('CAGL0J02002g', 'YEL006W')",True,True
"('CAGL0B00396g', 'YCL057C-A')",True,True
"('CAGL0F06083r', 'YNCG0042C')",False,True
"('CAGL0H04521g', 'YBL092W')",True,True
"('CAGL0E02101g', 'YOL115W')",False,True
"('CAGL0J05676g', 'YNL152W')",True,True
"('CAGL0K09702g', 'YNL134C')",True,True
"('CAGL0J02464g', 'YIL031W')",True,True
"('CAGL0C05357g', 'YOL068C')",False,True
"('CAGL0L12562g', 'YDR253C')",True,False
"('CAGL0A03344g', 'YMR119W')",True,False
"('CAGL0M05533g', 'YBR208C')",True,True
"('CAGL0K06765g', 'YBR217W')",True,True
"('CAGL0K02761g', 'YHL002W')",True,True
"('CAGL0M12683g', 'YIL067C')",True,True
"('CAGL0I03872g', 'YDL194W')",True,False
"('CAGL0B00616g', 'YDR522C')",False,True
"('CAGL0M00880g', 'YLR438W')",True,True
"('CAGL0H05841g', 'YPL100W')",True,True
"('CAGL0J02090g', 'YIL004C')",True,True
"('CAGL0H08129g', 'YOR030W')",True,True
"('CAGL0I09328g', 'YBR265W')",True,True
"('CAGL0H03443g', 'YGL073W')",True,True
"('CAGL0K05093g', 'YPR024W')",True,True
"('CAGL0E01023g', 'YDR163W')",True,True
"('CAGL0D01298g', 'YBR117C')",True,False
"('CAGL0L03289g', 'YKR042W')",False,True
"('CAGL0J02926g', 'YER058W')",True,True
"('CAGL0D05918g', 'YGR177C')",True,True
"('CAGL0D06160g', 'YGL043W')",True,True
"('Cgla_13.trna7R', 'Scer_13.trna18R')",True,False
"('CAGL0C03575g', 'YCR089W')",True,False
"('CAGL0H08558g', 'YPR049C')",True,True
"('CAGL0F03443g', 'YMR274C')",True,True
"('CAGL0H03707g', 'YNL007C')",True,True
"('CAGL0I03212g', 'YEL025C')",True,False
"('CAGL0M13013g', 'YKL055C')",True,True
"('CAGL0H02453g', 'YMR258C')",True,True
"('CAGL0J11814g', 'YML041C')",True,True
"('CAGL0K05841g', 'YLR256W')",False,True
"('CAGL0M10351g', 'YDR005C')",True,True
"('CAGL0M03531g', 'YNL287W')",True,True
"('CAGL0L02607g', 'YHR202W')",True,True
"('CAGL0J06776g', 'YPL125W')",True,True
"('CAGL0K10186g', 'YDR076W')",True,True
"('CAGL0C05137g', 'YOL059W')",False,True
"('CAGL0C02277g', 'YER040W')",True,True
"('CAGL0G08800g', 'YIL128W')",True,True
"('CAGL0G07777g', 'YGR100W')",True,True
"('CAGL0J01067g', 'YJL031C')",True,False
"('CAGL0L08338g', 'YIL138C')",False,True
"('CAGL0F02827g', 'YDR411C')",True,True
"('CAGL0M12661g', 'YIL065C')",True,True
"('CAGL0J11022g', 'YDR308C')",True,True
"('CAGL0J03740g', 'YOR242C')",True,True
"('CAGL0A00781g', 'YAL002W')",True,True
"('CAGL0L08866g', 'YPL007C')",True,True
"('CAGL0J01243g', 'YMR094W')",True,True
"('CAGL0A03696g', 'YER027C')",True,True
"('CAGL0K11858g', 'YBR052C')",True,False
"('CAGL0H04103g', 'YML088W')",True,True
"('CAGL0G03861g', 'YGR046W')",True,True
"('CAGL0I04026g', 'YDL053C')",True,True
"('CAGL0F03025g', 'YDR421W')",True,True
"('CAGL0K11682g', 'YDR022C')",True,True
"('CAGL0K10538r', 'YNCF0007W')",False,True
"('CAGL0F02101g', 'YFL007W')",True,True
"('CAGL0D02904g', 'YLR014C')",True,True
"('CAGL0J07700g', 'YNL245C')",True,True
"('CAGL0C01919g', 'YDR461W')",False,True
"('CAGL0G08085g', 'YDR093W')",True,True
"('CAGL0M09042g', 'YJR094C')",True,True
"('CAGL0L03542g', 'YJL096W')",True,True
"('CAGL0H09218g', 'YER037W')",True,False
"('CAGL0J02640g', 'YFR037C')",True,True
"('CAGL0J00649g', 'YHR025W')",True,True
"('CAGL0M12947g', 'YIL077C')",False,True
"('CAGL0K00847g', 'YGR207C')",True,True
"('CAGL0H04873g', 'YDL048C')",True,True
"('CAGL0J04862g', 'YJL047C')",False,True
"('CAGL0J06556g', 'YML104C')",True,True
"('CAGL0M02915g', 'YJL185C')",True,False
"('CAGL0L09152g', 'YFR004W')",True,True
"('CAGL0H01661g', 'YCL048W')",True,True
"('CAGL0K12870g', 'YFL046W')",True,True
"('CAGL0F07491g', 'YGL106W')",True,True
"('CAGL0I05456g', 'YKL059C')",True,True
"('CAGL0I05060g', 'YBL054W')",True,False
"('CAGL0G05335g', 'YDR074W')",True,True
"('CAGL0L11264g', 'YLR442C')",True,False
"('CAGL0M05841g', 'YJL139C')",True,True
"('CAGL0K08228g', 'YKR051W')",True,True
"('CAGL0H07023g', 'YDR322C-A')",True,True
"('CAGL0J09240g', 'YDL131W')",False,True
"('CAGL0C04301g', 'YDR002W')",True,True
"('CAGL0L01221g', 'YEL043W')",True,True
"('CAGL0I08217g', 'YJR117W')",True,True
"('CAGL0F01529g', 'YLR069C')",True,True
"('CAGL0A00935g', 'YLR323C')",True,True
"('CAGL0L03608g', 'YJL099W')",True,False
"('CAGL0F02145g', 'YPL019C')",False,True
"('CAGL0J01870g', 'YGL167C')",False,True
"('CAGL0D03234g', 'YLL010C')",True,True
"('CAGL0J00693g', 'YHR023W')",True,True
"('CAGL0J04884g', 'YJL048C')",False,True
"('CAGL0A02695g', 'YDR362C')",True,True
"('CAGL0I07997g', 'YOL076W')",True,True
"('CAGL0H06655g', 'YIL153W')",True,True
"('CAGL0L02761g', 'YOR212W')",True,True
"('CAGL0H03685g', 'YLR175W')",True,True
"('CAGL0J07744g', 'YNL247W')",True,True
"('CAGL0L10208g', 'YKR072C')",True,True
"('CAGL0G08822g', 'YIL129C')",True,True
"('CAGL0E05456g', 'YOR338W')",False,True
"('CAGL0H07711g', 'YGL244W')",True,True
"('CAGL0K10626g', 'YFR015C')",True,True
"('CAGL0K10758g', 'YML055W')",True,True
"('CAGL0I04532g', 'YBR015C')",True,True
"('CAGL0F05005g', 'YLR277C')",True,True
"('CAGL0H03949g', 'YNL001W')",True,True
"('CAGL0G09845g', 'YPR178W')",True,True
"('CAGL0L01485g', 'YML048W')",True,True
"('CAGL0K00583g', 'YCR034W')",False,True
"('CAGL0H01617g', 'YDR524C')",True,True
"('CAGL0G08844g', 'YIL130W')",False,True
"('CAGL0K12078g', 'YDR043C')",False,True
"('CAGL0M12386g', 'YIL051C')",False,True
"('CAGL0K12562g', 'YFL033C')",True,True
"('CAGL0C02255g', 'YER041W')",True,True
"('CAGL0H10202g', 'YBR058C-A')",True,True
"('CAGL0D02222g', 'YOR350C')",True,True
"('CAGL0D01364g', 'YBR112C')",True,True
"('CAGL0D04092g', 'YHR044C')",False,True
"('CAGL0H09020g', 'YGL133W')",True,True
"('CAGL0D01320g', 'YPR073C')",True,True
"('CAGL0L00979g', 'YIL039W')",True,True
"('CAGL0E01705g', 'YOL126C')",True,True
"('CAGL0I06787g', 'YER143W')",True,True
"('CAGL0L04350g', 'YOR159C')",True,True
"('CAGL0I01606g', 'YJR041C')",True,True
"('CAGL0J03916g', 'YPL145C')",False,True
"('CAGL0E04972g', 'YGL145W')",True,True
"('CAGL0A04345g', 'YBL058W')",True,True
"('CAGL0I09284g', 'YBR263W')",True,True
"('CAGL0K03069g', 'YMR073C')",True,True
"('CAGL0K08976g', 'YPL176C')",False,True
"('CAGL0G09042g', 'YGL071W')",True,False
"('CAGL0H00737g', 'YPL249C')",False,True
"('CAGL0K05973g', 'YLR259C')",True,True
"('CAGL0K12166g', 'YBR102C')",True,True
"('CAGL0E03245g', 'YGR159C')",True,True
"('CAGL0E05456g', 'YAL034C')",True,True
"('CAGL0L11550g', 'YHR102W')",True,True
"('CAGL0K05203g', 'YPR028W')",True,True
"('CAGL0H02409g', 'YMR260C')",True,True
"('CAGL0K06677g', 'YBR213W')",True,True
"('CAGL0I08415g', 'YPR164W')",True,True
"('CAGL0J10472g', 'YDR443C')",True,True
"('CAGL0M09207g', 'YJR086W')",True,True
"('CAGL0G03003g', 'YGR090W')",True,True
"('CAGL0J10164g', 'YIL133C')",True,False
"('CAGL0I04246g', 'YPR009W')",False,True
"('CAGL0K04785g', 'YNL211C')",True,True
"('CAGL0I09680g', 'YOR305W')",True,True
"('CAGL0G01892g', 'YPR098C')",True,True
"('CAGL0I10835g', 'YBR164C')",True,True
"('CAGL0C01793g', 'YBR230C')",True,False
"('CAGL0C03091r', 'YNCE0021C')",False,True
"('CAGL0I09108g', 'YNL125C')",False,True
"('CAGL0H06391g', 'YAL011W')",True,True
"('CAGL0J05874g', 'YNL159C')",True,True
"('CAGL0M06479g', 'YBR188C')",True,False
"('CAGL0I01320g', 'YEL047C')",True,False
"('CAGL0A02904g', 'YDR371W')",True,True
"('CAGL0F04345g', 'YBR086C')",True,True
"('CAGL0J06050g', 'YNL160W')",False,True
"('CAGL0H08888g', 'YPL221W')",False,True
"('CAGL0M06039g', 'YBR167C')",True,True
"('Cgla_9.trna20Q', 'Scer_8.trna5Q')",True,False
"('CAGL0K09108g', 'YOR249C')",True,True
"('CAGL0C04323g', 'YDR001C')",False,True
"('CAGL0J11968g', 'YAR050W')",False,True
"('CAGL0I05038g', 'YBL056W')",True,True
"('CAGL0G08734g', 'YNL067W')",True,True
"('CAGL0A02772g', 'YDR364C')",True,True
"('CAGL0L11066g', 'YOR281C')",True,True
"('CAGL0J08162g', 'YNL268W')",True,True
"('CAGL0J08547g', 'YOR084W')",True,True
"('CAGL0J03080g', 'YER067W')",True,True
"('CAGL0K06743g', 'YBR216C')",True,True
"('CAGL0L01881g', 'YHL017W')",True,False
"('CAGL0M02057g', 'YPL162C')",True,True
"('CAGL0K00913g', 'YGR204W')",True,True
"('CAGL0H04741g', 'YML012W')",True,True
"('CAGL0G02849g', 'YPL186C')",True,True
"('CAGL0K03003g', 'YMR070W')",True,False
"('CAGL0L09130g', 'YFR002W')",True,True
"('CAGL0H06732g', 'YIL156W-B')",True,False
"('CAGL0H09152g', 'YKL198C')",False,True
"('CAGL0K11440g', 'YDR225W')",True,True
"('CAGL0L00869g', 'YIL042C')",True,True
"('CAGL0M11484g', 'YDR127W')",True,True
"('CAGL0M10439g', 'YDR001C')",False,True
"('CAGL0I07315g', 'YOR131C')",True,True
"('CAGL0J01133r', 'YNCJ0020W')",False,True
"('CAGL0H04719g', 'YML011C')",True,True
"('CAGL0M02849g', 'YGR214W')",True,True
"('CAGL0J03102g', 'YER068W')",True,True
"('CAGL0M07447g', 'YMR027W')",True,True
