species1,gene1,species2,gene2,source,pillar_id,gene_pair
K. lactis,KLLA0D18282g,S. cerevisiae,YDR183W,YGOB,73,"('KLLA0D18282g', 'YDR183W')"
S. cerevisiae,YDR183W,K. lactis,KLLA0D18282g,YGOB,73,"('YDR183W', 'KLLA0D18282g')"
K. lactis,KLLA0D18326g,S. cerevisiae,YDR184C,YGOB,80,"('KLLA0D18326g', 'YDR184C')"
S. cerevisiae,YDR184C,K. lactis,KLLA0D18326g,YGOB,80,"('YDR184C', 'KLLA0D18326g')"
K. lactis,KLLA0D18348g,S. cerevisiae,YDR185C,YGOB,86,"('KLLA0D18348g', 'YDR185C')"
S. cerevisiae,YDR185C,K. lactis,KLLA0D18348g,YGOB,86,"('YDR185C', 'KLLA0D18348g')"
K. lactis,KLLA0D18392g,S. cerevisiae,YDR186C,YGOB,93,"('KLLA0D18392g', 'YDR186C')"
S. cerevisiae,YDR186C,K. lactis,KLLA0D18392g,YGOB,93,"('YDR186C', 'KLLA0D18392g')"
K. lactis,KLLA0E06557g,S. cerevisiae,YBL101C,YGOB,102,"('KLLA0E06557g', 'YBL101C')"
S. cerevisiae,YBL101C,K. lactis,KLLA0E06557g,YGOB,102,"('YBL101C', 'KLLA0E06557g')"
K. lactis,KLLA0D18458g,S. cerevisiae,YDR188W,YGOB,103,"('KLLA0D18458g', 'YDR188W')"
S. cerevisiae,YDR188W,K. lactis,KLLA0D18458g,YGOB,103,"('YDR188W', 'KLLA0D18458g')"
K. lactis,KLLA0D18480g,S. cerevisiae,YDR189W,YGOB,113,"('KLLA0D18480g', 'YDR189W')"
S. cerevisiae,YDR189W,K. lactis,KLLA0D18480g,YGOB,113,"('YDR189W', 'KLLA0D18480g')"
K. lactis,KLLA0D18502g,S. cerevisiae,YDR190C,YGOB,118,"('KLLA0D18502g', 'YDR190C')"
S. cerevisiae,YDR190C,K. lactis,KLLA0D18502g,YGOB,118,"('YDR190C', 'KLLA0D18502g')"
K. lactis,KLLA0D18535g,S. cerevisiae,YDR191W,YGOB,123,"('KLLA0D18535g', 'YDR191W')"
S. cerevisiae,YDR191W,K. lactis,KLLA0D18535g,YGOB,123,"('YDR191W', 'KLLA0D18535g')"
K. lactis,Klac_YGOB_Anc_8.398,S. cerevisiae,YDR192C,YGOB,128,"('Klac_YGOB_Anc_8.398', 'YDR192C')"
S. cerevisiae,YDR192C,K. lactis,Klac_YGOB_Anc_8.398,YGOB,128,"('YDR192C', 'Klac_YGOB_Anc_8.398')"
K. lactis,KLLA0E08031g,S. cerevisiae,YKL023W,YGOB,133,"('KLLA0E08031g', 'YKL023W')"
S. cerevisiae,YKL023W,K. lactis,KLLA0E08031g,YGOB,133,"('YKL023W', 'KLLA0E08031g')"
K. lactis,KLLA0D18667g,S. cerevisiae,YDR194C,YGOB,137,"('KLLA0D18667g', 'YDR194C')"
S. cerevisiae,YDR194C,K. lactis,KLLA0D18667g,YGOB,137,"('YDR194C', 'KLLA0D18667g')"
K. lactis,KLLA0D18689g,S. cerevisiae,YDR195W,YGOB,145,"('KLLA0D18689g', 'YDR195W')"
S. cerevisiae,YDR195W,K. lactis,KLLA0D18689g,YGOB,145,"('YDR195W', 'KLLA0D18689g')"
K. lactis,KLLA0D18711g,S. cerevisiae,YDR196C,YGOB,150,"('KLLA0D18711g', 'YDR196C')"
S. cerevisiae,YDR196C,K. lactis,KLLA0D18711g,YGOB,150,"('YDR196C', 'KLLA0D18711g')"
K. lactis,KLLA0D18733g,S. cerevisiae,YDR197W,YGOB,154,"('KLLA0D18733g', 'YDR197W')"
S. cerevisiae,YDR197W,K. lactis,KLLA0D18733g,YGOB,154,"('YDR197W', 'KLLA0D18733g')"
K. lactis,KLLA0D18755g,S. cerevisiae,YDR198C,YGOB,162,"('KLLA0D18755g', 'YDR198C')"
S. cerevisiae,YDR198C,K. lactis,KLLA0D18755g,YGOB,162,"('YDR198C', 'KLLA0D18755g')"
K. lactis,KLLA0E06667g,S. cerevisiae,YBL099W,YGOB,171,"('KLLA0E06667g', 'YBL099W')"
S. cerevisiae,YBL099W,K. lactis,KLLA0E06667g,YGOB,171,"('YBL099W', 'KLLA0E06667g')"
K. lactis,KLLA0D18799g,S. cerevisiae,YDR200C,YGOB,177,"('KLLA0D18799g', 'YDR200C')"
S. cerevisiae,YDR200C,K. lactis,KLLA0D18799g,YGOB,177,"('YDR200C', 'KLLA0D18799g')"
K. lactis,KLLA0D18821g,S. cerevisiae,YDR201W,YGOB,183,"('KLLA0D18821g', 'YDR201W')"
S. cerevisiae,YDR201W,K. lactis,KLLA0D18821g,YGOB,183,"('YDR201W', 'KLLA0D18821g')"
K. lactis,KLLA0D18843g,S. cerevisiae,YDR202C,YGOB,184,"('KLLA0D18843g', 'YDR202C')"
S. cerevisiae,YDR202C,K. lactis,KLLA0D18843g,YGOB,184,"('YDR202C', 'KLLA0D18843g')"
K. lactis,KLLA0D18865g,S. cerevisiae,YDR204W,YGOB,185,"('KLLA0D18865g', 'YDR204W')"
S. cerevisiae,YDR204W,K. lactis,KLLA0D18865g,YGOB,185,"('YDR204W', 'KLLA0D18865g')"
K. lactis,KLLA0F20746g,S. cerevisiae,YDR205W,YGOB,188,"('KLLA0F20746g', 'YDR205W')"
S. cerevisiae,YDR205W,K. lactis,KLLA0F20746g,YGOB,188,"('YDR205W', 'KLLA0F20746g')"
K. lactis,KLLA0F20702g,S. cerevisiae,YDR206W,YGOB,189,"('KLLA0F20702g', 'YDR206W')"
S. cerevisiae,YDR206W,K. lactis,KLLA0F20702g,YGOB,189,"('YDR206W', 'KLLA0F20702g')"
K. lactis,KLLA0F20680g,S. cerevisiae,YDR207C,YGOB,190,"('KLLA0F20680g', 'YDR207C')"
S. cerevisiae,YDR207C,K. lactis,KLLA0F20680g,YGOB,190,"('YDR207C', 'KLLA0F20680g')"
K. lactis,KLLA0A04301g,S. cerevisiae,YDR208W,YGOB,191,"('KLLA0A04301g', 'YDR208W')"
S. cerevisiae,YDR208W,K. lactis,KLLA0A04301g,YGOB,191,"('YDR208W', 'KLLA0A04301g')"
K. lactis,Klac_YGOB_Anc_8.419,S. cerevisiae,YDR210W,YGOB,192,"('Klac_YGOB_Anc_8.419', 'YDR210W')"
S. cerevisiae,YDR210W,K. lactis,Klac_YGOB_Anc_8.419,YGOB,192,"('YDR210W', 'Klac_YGOB_Anc_8.419')"
K. lactis,KLLA0A04235g,S. cerevisiae,YDR211W,YGOB,194,"('KLLA0A04235g', 'YDR211W')"
S. cerevisiae,YDR211W,K. lactis,KLLA0A04235g,YGOB,194,"('YDR211W', 'KLLA0A04235g')"
K. lactis,KLLA0A04191g,S. cerevisiae,YDR212W,YGOB,195,"('KLLA0A04191g', 'YDR212W')"
S. cerevisiae,YDR212W,K. lactis,KLLA0A04191g,YGOB,195,"('YDR212W', 'KLLA0A04191g')"
K. lactis,KLLA0A04169g,S. cerevisiae,YDR213W,YGOB,196,"('KLLA0A04169g', 'YDR213W')"
S. cerevisiae,YDR213W,K. lactis,KLLA0A04169g,YGOB,196,"('YDR213W', 'KLLA0A04169g')"
K. lactis,KLLA0A04147g,S. cerevisiae,YDR214W,YGOB,197,"('KLLA0A04147g', 'YDR214W')"
S. cerevisiae,YDR214W,K. lactis,KLLA0A04147g,YGOB,197,"('YDR214W', 'KLLA0A04147g')"
K. lactis,KLLA0F13046g,S. cerevisiae,YDR216W,YGOB,198,"('KLLA0F13046g', 'YDR216W')"
S. cerevisiae,YDR216W,K. lactis,KLLA0F13046g,YGOB,198,"('YDR216W', 'KLLA0F13046g')"
K. lactis,KLLA0F13068g,S. cerevisiae,YDR217C,YGOB,199,"('KLLA0F13068g', 'YDR217C')"
S. cerevisiae,YDR217C,K. lactis,KLLA0F13068g,YGOB,199,"('YDR217C', 'KLLA0F13068g')"
K. lactis,KLLA0F13156g,S. cerevisiae,YDR219C,YGOB,201,"('KLLA0F13156g', 'YDR219C')"
S. cerevisiae,YDR219C,K. lactis,KLLA0F13156g,YGOB,201,"('YDR219C', 'KLLA0F13156g')"
K. lactis,KLLA0F13178g,S. cerevisiae,YDR221W,YGOB,202,"('KLLA0F13178g', 'YDR221W')"
S. cerevisiae,YDR221W,K. lactis,KLLA0F13178g,YGOB,202,"('YDR221W', 'KLLA0F13178g')"
K. lactis,KLLA0F13200g,S. cerevisiae,YDR222W,YGOB,203,"('KLLA0F13200g', 'YDR222W')"
S. cerevisiae,YDR222W,K. lactis,KLLA0F13200g,YGOB,203,"('YDR222W', 'KLLA0F13200g')"
K. lactis,KLLA0E06733g,S. cerevisiae,YBL097W,YGOB,204,"('KLLA0E06733g', 'YBL097W')"
S. cerevisiae,YBL097W,K. lactis,KLLA0E06733g,YGOB,204,"('YBL097W', 'KLLA0E06733g')"
K. lactis,KLLA0F13222g,S. cerevisiae,YDR223W,YGOB,205,"('KLLA0F13222g', 'YDR223W')"
S. cerevisiae,YDR223W,K. lactis,KLLA0F13222g,YGOB,205,"('YDR223W', 'KLLA0F13222g')"
K. lactis,KLLA0F13310g,S. cerevisiae,YDR224C,YGOB,206,"('KLLA0F13310g', 'YDR224C')"
S. cerevisiae,YDR224C,K. lactis,KLLA0F13310g,YGOB,206,"('YDR224C', 'KLLA0F13310g')"
K. lactis,KLLA0F13332g,S. cerevisiae,YDR225W,YGOB,207,"('KLLA0F13332g', 'YDR225W')"
S. cerevisiae,YDR225W,K. lactis,KLLA0F13332g,YGOB,207,"('YDR225W', 'KLLA0F13332g')"
K. lactis,KLLA0F13376g,S. cerevisiae,YDR226W,YGOB,208,"('KLLA0F13376g', 'YDR226W')"
S. cerevisiae,YDR226W,K. lactis,KLLA0F13376g,YGOB,208,"('YDR226W', 'KLLA0F13376g')"
K. lactis,KLLA0F13398g,S. cerevisiae,YDR227W,YGOB,209,"('KLLA0F13398g', 'YDR227W')"
S. cerevisiae,YDR227W,K. lactis,KLLA0F13398g,YGOB,209,"('YDR227W', 'KLLA0F13398g')"
K. lactis,KLLA0F13442g,S. cerevisiae,YDR228C,YGOB,210,"('KLLA0F13442g', 'YDR228C')"
S. cerevisiae,YDR228C,K. lactis,KLLA0F13442g,YGOB,210,"('YDR228C', 'KLLA0F13442g')"
K. lactis,KLLA0C14971g,S. cerevisiae,YDR229W,YGOB,211,"('KLLA0C14971g', 'YDR229W')"
S. cerevisiae,YDR229W,K. lactis,KLLA0C14971g,YGOB,211,"('YDR229W', 'KLLA0C14971g')"
K. lactis,KLLA0C15015g,S. cerevisiae,YDR231C,YGOB,212,"('KLLA0C15015g', 'YDR231C')"
S. cerevisiae,YDR231C,K. lactis,KLLA0C15015g,YGOB,212,"('YDR231C', 'KLLA0C15015g')"
K. lactis,KLLA0C15059g,S. cerevisiae,YDR232W,YGOB,213,"('KLLA0C15059g', 'YDR232W')"
S. cerevisiae,YDR232W,K. lactis,KLLA0C15059g,YGOB,213,"('YDR232W', 'KLLA0C15059g')"
K. lactis,KLLA0C15125g,S. cerevisiae,YDR234W,YGOB,214,"('KLLA0C15125g', 'YDR234W')"
S. cerevisiae,YDR234W,K. lactis,KLLA0C15125g,YGOB,214,"('YDR234W', 'KLLA0C15125g')"
K. lactis,KLLA0E06777g,S. cerevisiae,YBL095W,YGOB,215,"('KLLA0E06777g', 'YBL095W')"
S. cerevisiae,YBL095W,K. lactis,KLLA0E06777g,YGOB,215,"('YBL095W', 'KLLA0E06777g')"
K. lactis,KLLA0C15169g,S. cerevisiae,YDR235W,YGOB,216,"('KLLA0C15169g', 'YDR235W')"
S. cerevisiae,YDR235W,K. lactis,KLLA0C15169g,YGOB,216,"('YDR235W', 'KLLA0C15169g')"
K. lactis,KLLA0C15213g,S. cerevisiae,YDR236C,YGOB,217,"('KLLA0C15213g', 'YDR236C')"
S. cerevisiae,YDR236C,K. lactis,KLLA0C15213g,YGOB,217,"('YDR236C', 'KLLA0C15213g')"
K. lactis,KLLA0C15257g,S. cerevisiae,YDR237W,YGOB,218,"('KLLA0C15257g', 'YDR237W')"
S. cerevisiae,YDR237W,K. lactis,KLLA0C15257g,YGOB,218,"('YDR237W', 'KLLA0C15257g')"
K. lactis,KLLA0C15279g,S. cerevisiae,YDR238C,YGOB,219,"('KLLA0C15279g', 'YDR238C')"
S. cerevisiae,YDR238C,K. lactis,KLLA0C15279g,YGOB,219,"('YDR238C', 'KLLA0C15279g')"
K. lactis,KLLA0C15301g,S. cerevisiae,YDR239C,YGOB,220,"('KLLA0C15301g', 'YDR239C')"
S. cerevisiae,YDR239C,K. lactis,KLLA0C15301g,YGOB,220,"('YDR239C', 'KLLA0C15301g')"
K. lactis,KLLA0C15323g,S. cerevisiae,YDR240C,YGOB,221,"('KLLA0C15323g', 'YDR240C')"
S. cerevisiae,YDR240C,K. lactis,KLLA0C15323g,YGOB,221,"('YDR240C', 'KLLA0C15323g')"
K. lactis,KLLA0C15433g,S. cerevisiae,YDR243C,YGOB,223,"('KLLA0C15433g', 'YDR243C')"
S. cerevisiae,YDR243C,K. lactis,KLLA0C15433g,YGOB,223,"('YDR243C', 'KLLA0C15433g')"
K. lactis,KLLA0C15455g,S. cerevisiae,YDR244W,YGOB,224,"('KLLA0C15455g', 'YDR244W')"
S. cerevisiae,YDR244W,K. lactis,KLLA0C15455g,YGOB,224,"('YDR244W', 'KLLA0C15455g')"
K. lactis,KLLA0C15477g,S. cerevisiae,YDR245W,YGOB,225,"('KLLA0C15477g', 'YDR245W')"
S. cerevisiae,YDR245W,K. lactis,KLLA0C15477g,YGOB,225,"('YDR245W', 'KLLA0C15477g')"
K. lactis,KLLA0E06821g,S. cerevisiae,YBL093C,YGOB,226,"('KLLA0E06821g', 'YBL093C')"
S. cerevisiae,YBL093C,K. lactis,KLLA0E06821g,YGOB,226,"('YBL093C', 'KLLA0E06821g')"
K. lactis,KLLA0D12144g,S. cerevisiae,YDR246W,YGOB,227,"('KLLA0D12144g', 'YDR246W')"
S. cerevisiae,YDR246W,K. lactis,KLLA0D12144g,YGOB,227,"('YDR246W', 'KLLA0D12144g')"
K. lactis,KLLA0D12100g,S. cerevisiae,YDR247W,YGOB,228,"('KLLA0D12100g', 'YDR247W')"
S. cerevisiae,YDR247W,K. lactis,KLLA0D12100g,YGOB,228,"('YDR247W', 'KLLA0D12100g')"
K. lactis,KLLA0D12078g,S. cerevisiae,YDR248C,YGOB,229,"('KLLA0D12078g', 'YDR248C')"
S. cerevisiae,YDR248C,K. lactis,KLLA0D12078g,YGOB,229,"('YDR248C', 'KLLA0D12078g')"
K. lactis,KLLA0D11968g,S. cerevisiae,YDR249C,YGOB,230,"('KLLA0D11968g', 'YDR249C')"
S. cerevisiae,YDR249C,K. lactis,KLLA0D11968g,YGOB,230,"('YDR249C', 'KLLA0D11968g')"
K. lactis,KLLA0D11946g,S. cerevisiae,YDR251W,YGOB,231,"('KLLA0D11946g', 'YDR251W')"
S. cerevisiae,YDR251W,K. lactis,KLLA0D11946g,YGOB,231,"('YDR251W', 'KLLA0D11946g')"
K. lactis,KLLA0D11924g,S. cerevisiae,YDR252W,YGOB,232,"('KLLA0D11924g', 'YDR252W')"
S. cerevisiae,YDR252W,K. lactis,KLLA0D11924g,YGOB,232,"('YDR252W', 'KLLA0D11924g')"
K. lactis,KLLA0D11902g,S. cerevisiae,YDR253C,YGOB,233,"('KLLA0D11902g', 'YDR253C')"
S. cerevisiae,YDR253C,K. lactis,KLLA0D11902g,YGOB,233,"('YDR253C', 'KLLA0D11902g')"
K. lactis,KLLA0D11770g,S. cerevisiae,YDR254W,YGOB,234,"('KLLA0D11770g', 'YDR254W')"
S. cerevisiae,YDR254W,K. lactis,KLLA0D11770g,YGOB,234,"('YDR254W', 'KLLA0D11770g')"
K. lactis,KLLA0D11704g,S. cerevisiae,YDR255C,YGOB,235,"('KLLA0D11704g', 'YDR255C')"
S. cerevisiae,YDR255C,K. lactis,KLLA0D11704g,YGOB,235,"('YDR255C', 'KLLA0D11704g')"
K. lactis,KLLA0D11660g,S. cerevisiae,YDR256C,YGOB,236,"('KLLA0D11660g', 'YDR256C')"
S. cerevisiae,YDR256C,K. lactis,KLLA0D11660g,YGOB,236,"('YDR256C', 'KLLA0D11660g')"
K. lactis,KLLA0E06843g,S. cerevisiae,YBL092W,YGOB,237,"('KLLA0E06843g', 'YBL092W')"
S. cerevisiae,YBL092W,K. lactis,KLLA0E06843g,YGOB,237,"('YBL092W', 'KLLA0E06843g')"
K. lactis,KLLA0A07084g,S. cerevisiae,YDR257C,YGOB,238,"('KLLA0A07084g', 'YDR257C')"
S. cerevisiae,YDR257C,K. lactis,KLLA0A07084g,YGOB,238,"('YDR257C', 'KLLA0A07084g')"
K. lactis,KLLA0E16897g,S. cerevisiae,YDR258C,YGOB,239,"('KLLA0E16897g', 'YDR258C')"
S. cerevisiae,YDR258C,K. lactis,KLLA0E16897g,YGOB,239,"('YDR258C', 'KLLA0E16897g')"
K. lactis,KLLA0E16875g,S. cerevisiae,YDR259C,YGOB,240,"('KLLA0E16875g', 'YDR259C')"
S. cerevisiae,YDR259C,K. lactis,KLLA0E16875g,YGOB,240,"('YDR259C', 'KLLA0E16875g')"
K. lactis,KLLA0E16853g,S. cerevisiae,YDR260C,YGOB,241,"('KLLA0E16853g', 'YDR260C')"
S. cerevisiae,YDR260C,K. lactis,KLLA0E16853g,YGOB,241,"('YDR260C', 'KLLA0E16853g')"
K. lactis,KLLA0E16787g,S. cerevisiae,YDR262W,YGOB,243,"('KLLA0E16787g', 'YDR262W')"
S. cerevisiae,YDR262W,K. lactis,KLLA0E16787g,YGOB,243,"('YDR262W', 'KLLA0E16787g')"
K. lactis,KLLA0E16743g,S. cerevisiae,YDR263C,YGOB,244,"('KLLA0E16743g', 'YDR263C')"
S. cerevisiae,YDR263C,K. lactis,KLLA0E16743g,YGOB,244,"('YDR263C', 'KLLA0E16743g')"
K. lactis,KLLA0E16721g,S. cerevisiae,YDR264C,YGOB,245,"('KLLA0E16721g', 'YDR264C')"
S. cerevisiae,YDR264C,K. lactis,KLLA0E16721g,YGOB,245,"('YDR264C', 'KLLA0E16721g')"
K. lactis,KLLA0E16677g,S. cerevisiae,YDR265W,YGOB,246,"('KLLA0E16677g', 'YDR265W')"
S. cerevisiae,YDR265W,K. lactis,KLLA0E16677g,YGOB,246,"('YDR265W', 'KLLA0E16677g')"
K. lactis,KLLA0E16655g,S. cerevisiae,YDR266C,YGOB,247,"('KLLA0E16655g', 'YDR266C')"
S. cerevisiae,YDR266C,K. lactis,KLLA0E16655g,YGOB,247,"('YDR266C', 'KLLA0E16655g')"
K. lactis,KLLA0E06865g,S. cerevisiae,YBL091C-A,YGOB,248,"('KLLA0E06865g', 'YBL091C-A')"
S. cerevisiae,YBL091C-A,K. lactis,KLLA0E06865g,YGOB,248,"('YBL091C-A', 'KLLA0E06865g')"
K. lactis,KLLA0E21781g,S. cerevisiae,YDR267C,YGOB,249,"('KLLA0E21781g', 'YDR267C')"
S. cerevisiae,YDR267C,K. lactis,KLLA0E21781g,YGOB,249,"('YDR267C', 'KLLA0E21781g')"
K. lactis,KLLA0E21825g,S. cerevisiae,YDR268W,YGOB,250,"('KLLA0E21825g', 'YDR268W')"
S. cerevisiae,YDR268W,K. lactis,KLLA0E21825g,YGOB,250,"('YDR268W', 'KLLA0E21825g')"
K. lactis,KLLA0F16016g,S. cerevisiae,YDR272W,YGOB,251,"('KLLA0F16016g', 'YDR272W')"
S. cerevisiae,YDR272W,K. lactis,KLLA0F16016g,YGOB,251,"('YDR272W', 'KLLA0F16016g')"
K. lactis,KLLA0F15994g,S. cerevisiae,YDR273W,YGOB,252,"('KLLA0F15994g', 'YDR273W')"
S. cerevisiae,YDR273W,K. lactis,KLLA0F15994g,YGOB,252,"('YDR273W', 'KLLA0F15994g')"
K. lactis,Klac_YGOB_Anc_5.642,S. cerevisiae,YDR276C,YGOB,253,"('Klac_YGOB_Anc_5.642', 'YDR276C')"
S. cerevisiae,YDR276C,K. lactis,Klac_YGOB_Anc_5.642,YGOB,253,"('YDR276C', 'Klac_YGOB_Anc_5.642')"
K. lactis,KLLA0F15928g,S. cerevisiae,YDR277C,YGOB,255,"('KLLA0F15928g', 'YDR277C')"
S. cerevisiae,YDR277C,K. lactis,KLLA0F15928g,YGOB,255,"('YDR277C', 'KLLA0F15928g')"
K. lactis,KLLA0C11077g,S. cerevisiae,YDR279W,YGOB,258,"('KLLA0C11077g', 'YDR279W')"
S. cerevisiae,YDR279W,K. lactis,KLLA0C11077g,YGOB,258,"('YDR279W', 'KLLA0C11077g')"
K. lactis,KLLA0C11099g,S. cerevisiae,YDR280W,YGOB,259,"('KLLA0C11099g', 'YDR280W')"
S. cerevisiae,YDR280W,K. lactis,KLLA0C11099g,YGOB,259,"('YDR280W', 'KLLA0C11099g')"
K. lactis,KLLA0F00462g,S. cerevisiae,YAL058W,YGOB,261,"('KLLA0F00462g', 'YAL058W')"
S. cerevisiae,YAL058W,K. lactis,KLLA0F00462g,YGOB,261,"('YAL058W', 'KLLA0F00462g')"
K. lactis,KLLA0E06887g,S. cerevisiae,YBL091C,YGOB,262,"('KLLA0E06887g', 'YBL091C')"
S. cerevisiae,YBL091C,K. lactis,KLLA0E06887g,YGOB,262,"('YBL091C', 'KLLA0E06887g')"
K. lactis,KLLA0C11165g,S. cerevisiae,YDR282C,YGOB,263,"('KLLA0C11165g', 'YDR282C')"
S. cerevisiae,YDR282C,K. lactis,KLLA0C11165g,YGOB,263,"('YDR282C', 'KLLA0C11165g')"
K. lactis,KLLA0C10802g,S. cerevisiae,YDR283C,YGOB,264,"('KLLA0C10802g', 'YDR283C')"
S. cerevisiae,YDR283C,K. lactis,KLLA0C10802g,YGOB,264,"('YDR283C', 'KLLA0C10802g')"
K. lactis,KLLA0C10835g,S. cerevisiae,YDR284C,YGOB,265,"('KLLA0C10835g', 'YDR284C')"
S. cerevisiae,YDR284C,K. lactis,KLLA0C10835g,YGOB,265,"('YDR284C', 'KLLA0C10835g')"
