species1,gene1,species2,gene2,source,pillar_id,gene_pair
C. glabrata,CAGL0F02519g,S. cerevisiae,YJL206C,YGOB,30,"('CAGL0F02519g', 'YJL206C')"
S. cerevisiae,YJL206C,C. glabrata,CAGL0F02519g,YGOB,30,"('YJL206C', 'CAGL0F02519g')"
C. glabrata,CAGL0E00715g,S. cerevisiae,YDR175C,YGOB,31,"('CAGL0E00715g', 'YDR175C')"
S. cerevisiae,YDR175C,C. glabrata,CAGL0E00715g,YGOB,31,"('YDR175C', 'CAGL0E00715g')"
C. glabrata,CAGL0E00693g,S. cerevisiae,YDR176W,YGOB,35,"('CAGL0E00693g', 'YDR176W')"
S. cerevisiae,YDR176W,C. glabrata,CAGL0E00693g,YGOB,35,"('YDR176W', 'CAGL0E00693g')"
C. glabrata,CAGL0E00671g,S. cerevisiae,YDR177W,YGOB,40,"('CAGL0E00671g', 'YDR177W')"
S. cerevisiae,YDR177W,C. glabrata,CAGL0E00671g,YGOB,40,"('YDR177W', 'CAGL0E00671g')"
C. glabrata,CAGL0M09427g,S. cerevisiae,YBL102W,YGOB,47,"('CAGL0M09427g', 'YBL102W')"
S. cerevisiae,YBL102W,C. glabrata,CAGL0M09427g,YGOB,47,"('YBL102W', 'CAGL0M09427g')"
C. glabrata,CAGL0F05863g,S. cerevisiae,YDR178W,YGOB,48,"('CAGL0F05863g', 'YDR178W')"
S. cerevisiae,YDR178W,C. glabrata,CAGL0F05863g,YGOB,48,"('YDR178W', 'CAGL0F05863g')"
C. glabrata,CAGL0E04548g,S. cerevisiae,YOR020W-A,YGOB,51,"('CAGL0E04548g', 'YOR020W-A')"
S. cerevisiae,YOR020W-A,C. glabrata,CAGL0E04548g,YGOB,51,"('YOR020W-A', 'CAGL0E04548g')"
C. glabrata,CAGL0I04862g,S. cerevisiae,YDR011W,YGOB,52,"('CAGL0I04862g', 'YDR011W')"
S. cerevisiae,YDR011W,C. glabrata,CAGL0I04862g,YGOB,52,"('YDR011W', 'CAGL0I04862g')"
C. glabrata,CAGL0F05841g,S. cerevisiae,YDR179C,YGOB,54,"('CAGL0F05841g', 'YDR179C')"
S. cerevisiae,YDR179C,C. glabrata,CAGL0F05841g,YGOB,54,"('YDR179C', 'CAGL0F05841g')"
C. glabrata,CAGL0F05819g,S. cerevisiae,YDR179W-A,YGOB,58,"('CAGL0F05819g', 'YDR179W-A')"
S. cerevisiae,YDR179W-A,C. glabrata,CAGL0F05819g,YGOB,58,"('YDR179W-A', 'CAGL0F05819g')"
C. glabrata,CAGL0F05797g,S. cerevisiae,YDR180W,YGOB,65,"('CAGL0F05797g', 'YDR180W')"
S. cerevisiae,YDR180W,C. glabrata,CAGL0F05797g,YGOB,65,"('YDR180W', 'CAGL0F05797g')"
C. glabrata,CAGL0F05775g,S. cerevisiae,YDR181C,YGOB,67,"('CAGL0F05775g', 'YDR181C')"
S. cerevisiae,YDR181C,C. glabrata,CAGL0F05775g,YGOB,67,"('YDR181C', 'CAGL0F05775g')"
C. glabrata,CAGL0F05753g,S. cerevisiae,YDR182W,YGOB,70,"('CAGL0F05753g', 'YDR182W')"
S. cerevisiae,YDR182W,C. glabrata,CAGL0F05753g,YGOB,70,"('YDR182W', 'CAGL0F05753g')"
C. glabrata,CAGL0F05731g,S. cerevisiae,YDR183W,YGOB,73,"('CAGL0F05731g', 'YDR183W')"
S. cerevisiae,YDR183W,C. glabrata,CAGL0F05731g,YGOB,73,"('YDR183W', 'CAGL0F05731g')"
C. glabrata,CAGL0F05709g,S. cerevisiae,YDR184C,YGOB,80,"('CAGL0F05709g', 'YDR184C')"
S. cerevisiae,YDR184C,C. glabrata,CAGL0F05709g,YGOB,80,"('YDR184C', 'CAGL0F05709g')"
C. glabrata,CAGL0G08195g,S. cerevisiae,YDR185C,YGOB,86,"('CAGL0G08195g', 'YDR185C')"
S. cerevisiae,YDR185C,C. glabrata,CAGL0G08195g,YGOB,86,"('YDR185C', 'CAGL0G08195g')"
C. glabrata,CAGL0H07293g,S. cerevisiae,YDR314C,YGOB,91,"('CAGL0H07293g', 'YDR314C')"
S. cerevisiae,YDR314C,C. glabrata,CAGL0H07293g,YGOB,91,"('YDR314C', 'CAGL0H07293g')"
C. glabrata,CAGL0F05687g,S. cerevisiae,YDR186C,YGOB,93,"('CAGL0F05687g', 'YDR186C')"
S. cerevisiae,YDR186C,C. glabrata,CAGL0F05687g,YGOB,93,"('YDR186C', 'CAGL0F05687g')"
C. glabrata,CAGL0E05170g,S. cerevisiae,YGL157W,YGOB,101,"('CAGL0E05170g', 'YGL157W')"
S. cerevisiae,YGL157W,C. glabrata,CAGL0E05170g,YGOB,101,"('YGL157W', 'CAGL0E05170g')"
C. glabrata,CAGL0M09449g,S. cerevisiae,YBL101C,YGOB,102,"('CAGL0M09449g', 'YBL101C')"
S. cerevisiae,YBL101C,C. glabrata,CAGL0M09449g,YGOB,102,"('YBL101C', 'CAGL0M09449g')"
C. glabrata,CAGL0G08272g,S. cerevisiae,YDR188W,YGOB,103,"('CAGL0G08272g', 'YDR188W')"
S. cerevisiae,YDR188W,C. glabrata,CAGL0G08272g,YGOB,103,"('YDR188W', 'CAGL0G08272g')"
C. glabrata,CAGL0F01419g,S. cerevisiae,YIL013C,YGOB,111,"('CAGL0F01419g', 'YIL013C')"
S. cerevisiae,YIL013C,C. glabrata,CAGL0F01419g,YGOB,111,"('YIL013C', 'CAGL0F01419g')"
C. glabrata,CAGL0F05665g,S. cerevisiae,YDR189W,YGOB,113,"('CAGL0F05665g', 'YDR189W')"
S. cerevisiae,YDR189W,C. glabrata,CAGL0F05665g,YGOB,113,"('YDR189W', 'CAGL0F05665g')"
C. glabrata,CAGL0A02277g,S. cerevisiae,YCL049C,YGOB,117,"('CAGL0A02277g', 'YCL049C')"
S. cerevisiae,YCL049C,C. glabrata,CAGL0A02277g,YGOB,117,"('YCL049C', 'CAGL0A02277g')"
C. glabrata,CAGL0F05643g,S. cerevisiae,YDR190C,YGOB,118,"('CAGL0F05643g', 'YDR190C')"
S. cerevisiae,YDR190C,C. glabrata,CAGL0F05643g,YGOB,118,"('YDR190C', 'CAGL0F05643g')"
C. glabrata,CAGL0F05621g,S. cerevisiae,YDR191W,YGOB,123,"('CAGL0F05621g', 'YDR191W')"
S. cerevisiae,YDR191W,C. glabrata,CAGL0F05621g,YGOB,123,"('YDR191W', 'CAGL0F05621g')"
C. glabrata,CAGL0F05599g,S. cerevisiae,YDR192C,YGOB,128,"('CAGL0F05599g', 'YDR192C')"
S. cerevisiae,YDR192C,C. glabrata,CAGL0F05599g,YGOB,128,"('YDR192C', 'CAGL0F05599g')"
C. glabrata,CAGL0L09845g,S. cerevisiae,YKL023W,YGOB,133,"('CAGL0L09845g', 'YKL023W')"
S. cerevisiae,YKL023W,C. glabrata,CAGL0L09845g,YGOB,133,"('YKL023W', 'CAGL0L09845g')"
C. glabrata,CAGL0F05577g,S. cerevisiae,YDR194C,YGOB,137,"('CAGL0F05577g', 'YDR194C')"
S. cerevisiae,YDR194C,C. glabrata,CAGL0F05577g,YGOB,137,"('YDR194C', 'CAGL0F05577g')"
C. glabrata,CAGL0G08382g,S. cerevisiae,YDR195W,YGOB,145,"('CAGL0G08382g', 'YDR195W')"
S. cerevisiae,YDR195W,C. glabrata,CAGL0G08382g,YGOB,145,"('YDR195W', 'CAGL0G08382g')"
C. glabrata,CAGL0F05555g,S. cerevisiae,YDR196C,YGOB,150,"('CAGL0F05555g', 'YDR196C')"
S. cerevisiae,YDR196C,C. glabrata,CAGL0F05555g,YGOB,150,"('YDR196C', 'CAGL0F05555g')"
C. glabrata,CAGL0F05533g,S. cerevisiae,YDR197W,YGOB,154,"('CAGL0F05533g', 'YDR197W')"
S. cerevisiae,YDR197W,C. glabrata,CAGL0F05533g,YGOB,154,"('YDR197W', 'CAGL0F05533g')"
C. glabrata,CAGL0F05511g,S. cerevisiae,YDR198C,YGOB,162,"('CAGL0F05511g', 'YDR198C')"
S. cerevisiae,YDR198C,C. glabrata,CAGL0F05511g,YGOB,162,"('YDR198C', 'CAGL0F05511g')"
C. glabrata,CAGL0M09581g,S. cerevisiae,YBL099W,YGOB,171,"('CAGL0M09581g', 'YBL099W')"
S. cerevisiae,YBL099W,C. glabrata,CAGL0M09581g,YGOB,171,"('YBL099W', 'CAGL0M09581g')"
C. glabrata,CAGL0F05489g,S. cerevisiae,YDR200C,YGOB,177,"('CAGL0F05489g', 'YDR200C')"
S. cerevisiae,YDR200C,C. glabrata,CAGL0F05489g,YGOB,177,"('YDR200C', 'CAGL0F05489g')"
C. glabrata,CAGL0F05467g,S. cerevisiae,YDR201W,YGOB,183,"('CAGL0F05467g', 'YDR201W')"
S. cerevisiae,YDR201W,C. glabrata,CAGL0F05467g,YGOB,183,"('YDR201W', 'CAGL0F05467g')"
C. glabrata,CAGL0F05445g,S. cerevisiae,YDR202C,YGOB,184,"('CAGL0F05445g', 'YDR202C')"
S. cerevisiae,YDR202C,C. glabrata,CAGL0F05445g,YGOB,184,"('YDR202C', 'CAGL0F05445g')"
C. glabrata,CAGL0F05423g,S. cerevisiae,YDR204W,YGOB,185,"('CAGL0F05423g', 'YDR204W')"
S. cerevisiae,YDR204W,C. glabrata,CAGL0F05423g,YGOB,185,"('YDR204W', 'CAGL0F05423g')"
C. glabrata,CAGL0F05401g,S. cerevisiae,YDR205W,YGOB,188,"('CAGL0F05401g', 'YDR205W')"
S. cerevisiae,YDR205W,C. glabrata,CAGL0F05401g,YGOB,188,"('YDR205W', 'CAGL0F05401g')"
C. glabrata,CAGL0F05379g,S. cerevisiae,YDR206W,YGOB,189,"('CAGL0F05379g', 'YDR206W')"
S. cerevisiae,YDR206W,C. glabrata,CAGL0F05379g,YGOB,189,"('YDR206W', 'CAGL0F05379g')"
C. glabrata,CAGL0F05357g,S. cerevisiae,YDR207C,YGOB,190,"('CAGL0F05357g', 'YDR207C')"
S. cerevisiae,YDR207C,C. glabrata,CAGL0F05357g,YGOB,190,"('YDR207C', 'CAGL0F05357g')"
C. glabrata,CAGL0F05335g,S. cerevisiae,YDR208W,YGOB,191,"('CAGL0F05335g', 'YDR208W')"
S. cerevisiae,YDR208W,C. glabrata,CAGL0F05335g,YGOB,191,"('YDR208W', 'CAGL0F05335g')"
C. glabrata,CAGL0F05329g,S. cerevisiae,YDR210W,YGOB,192,"('CAGL0F05329g', 'YDR210W')"
S. cerevisiae,YDR210W,C. glabrata,CAGL0F05329g,YGOB,192,"('YDR210W', 'CAGL0F05329g')"
C. glabrata,CAGL0C01221g,S. cerevisiae,YDR211W,YGOB,194,"('CAGL0C01221g', 'YDR211W')"
S. cerevisiae,YDR211W,C. glabrata,CAGL0C01221g,YGOB,194,"('YDR211W', 'CAGL0C01221g')"
C. glabrata,CAGL0F07887g,S. cerevisiae,YDR212W,YGOB,195,"('CAGL0F07887g', 'YDR212W')"
S. cerevisiae,YDR212W,C. glabrata,CAGL0F07887g,YGOB,195,"('YDR212W', 'CAGL0F07887g')"
C. glabrata,CAGL0C01199g,S. cerevisiae,YDR213W,YGOB,196,"('CAGL0C01199g', 'YDR213W')"
S. cerevisiae,YDR213W,C. glabrata,CAGL0C01199g,YGOB,196,"('YDR213W', 'CAGL0C01199g')"
C. glabrata,CAGL0E04906g,S. cerevisiae,YDR214W,YGOB,197,"('CAGL0E04906g', 'YDR214W')"
S. cerevisiae,YDR214W,C. glabrata,CAGL0E04906g,YGOB,197,"('YDR214W', 'CAGL0E04906g')"
C. glabrata,CAGL0E04884g,S. cerevisiae,YDR216W,YGOB,198,"('CAGL0E04884g', 'YDR216W')"
S. cerevisiae,YDR216W,C. glabrata,CAGL0E04884g,YGOB,198,"('YDR216W', 'CAGL0E04884g')"
C. glabrata,CAGL0E04862g,S. cerevisiae,YDR217C,YGOB,199,"('CAGL0E04862g', 'YDR217C')"
S. cerevisiae,YDR217C,C. glabrata,CAGL0E04862g,YGOB,199,"('YDR217C', 'CAGL0E04862g')"
C. glabrata,CAGL0E04818g,S. cerevisiae,YDR219C,YGOB,201,"('CAGL0E04818g', 'YDR219C')"
S. cerevisiae,YDR219C,C. glabrata,CAGL0E04818g,YGOB,201,"('YDR219C', 'CAGL0E04818g')"
C. glabrata,CAGL0E04796g,S. cerevisiae,YDR221W,YGOB,202,"('CAGL0E04796g', 'YDR221W')"
S. cerevisiae,YDR221W,C. glabrata,CAGL0E04796g,YGOB,202,"('YDR221W', 'CAGL0E04796g')"
C. glabrata,CAGL0E04774g,S. cerevisiae,YDR222W,YGOB,203,"('CAGL0E04774g', 'YDR222W')"
S. cerevisiae,YDR222W,C. glabrata,CAGL0E04774g,YGOB,203,"('YDR222W', 'CAGL0E04774g')"
C. glabrata,CAGL0M09559g,S. cerevisiae,YBL097W,YGOB,204,"('CAGL0M09559g', 'YBL097W')"
S. cerevisiae,YBL097W,C. glabrata,CAGL0M09559g,YGOB,204,"('YBL097W', 'CAGL0M09559g')"
C. glabrata,CAGL0C00759g,S. cerevisiae,YDR223W,YGOB,205,"('CAGL0C00759g', 'YDR223W')"
S. cerevisiae,YDR223W,C. glabrata,CAGL0C00759g,YGOB,205,"('YDR223W', 'CAGL0C00759g')"
C. glabrata,CAGL0K11462g,S. cerevisiae,YDR224C,YGOB,206,"('CAGL0K11462g', 'YDR224C')"
S. cerevisiae,YDR224C,C. glabrata,CAGL0K11462g,YGOB,206,"('YDR224C', 'CAGL0K11462g')"
C. glabrata,CAGL0K11440g,S. cerevisiae,YDR225W,YGOB,207,"('CAGL0K11440g', 'YDR225W')"
S. cerevisiae,YDR225W,C. glabrata,CAGL0K11440g,YGOB,207,"('YDR225W', 'CAGL0K11440g')"
C. glabrata,CAGL0K11418g,S. cerevisiae,YDR226W,YGOB,208,"('CAGL0K11418g', 'YDR226W')"
S. cerevisiae,YDR226W,C. glabrata,CAGL0K11418g,YGOB,208,"('YDR226W', 'CAGL0K11418g')"
C. glabrata,CAGL0K11396g,S. cerevisiae,YDR227W,YGOB,209,"('CAGL0K11396g', 'YDR227W')"
S. cerevisiae,YDR227W,C. glabrata,CAGL0K11396g,YGOB,209,"('YDR227W', 'CAGL0K11396g')"
C. glabrata,CAGL0K11374g,S. cerevisiae,YDR228C,YGOB,210,"('CAGL0K11374g', 'YDR228C')"
S. cerevisiae,YDR228C,C. glabrata,CAGL0K11374g,YGOB,210,"('YDR228C', 'CAGL0K11374g')"
C. glabrata,CAGL0K11363g,S. cerevisiae,YDR229W,YGOB,211,"('CAGL0K11363g', 'YDR229W')"
S. cerevisiae,YDR229W,C. glabrata,CAGL0K11363g,YGOB,211,"('YDR229W', 'CAGL0K11363g')"
C. glabrata,CAGL0K11341g,S. cerevisiae,YDR231C,YGOB,212,"('CAGL0K11341g', 'YDR231C')"
S. cerevisiae,YDR231C,C. glabrata,CAGL0K11341g,YGOB,212,"('YDR231C', 'CAGL0K11341g')"
C. glabrata,CAGL0B02607g,S. cerevisiae,YDR232W,YGOB,213,"('CAGL0B02607g', 'YDR232W')"
S. cerevisiae,YDR232W,C. glabrata,CAGL0B02607g,YGOB,213,"('YDR232W', 'CAGL0B02607g')"
C. glabrata,CAGL0K10978g,S. cerevisiae,YDR234W,YGOB,214,"('CAGL0K10978g', 'YDR234W')"
S. cerevisiae,YDR234W,C. glabrata,CAGL0K10978g,YGOB,214,"('YDR234W', 'CAGL0K10978g')"
C. glabrata,CAGL0M09537g,S. cerevisiae,YBL095W,YGOB,215,"('CAGL0M09537g', 'YBL095W')"
S. cerevisiae,YBL095W,C. glabrata,CAGL0M09537g,YGOB,215,"('YBL095W', 'CAGL0M09537g')"
C. glabrata,CAGL0K11000g,S. cerevisiae,YDR235W,YGOB,216,"('CAGL0K11000g', 'YDR235W')"
S. cerevisiae,YDR235W,C. glabrata,CAGL0K11000g,YGOB,216,"('YDR235W', 'CAGL0K11000g')"
C. glabrata,CAGL0K11022g,S. cerevisiae,YDR236C,YGOB,217,"('CAGL0K11022g', 'YDR236C')"
S. cerevisiae,YDR236C,C. glabrata,CAGL0K11022g,YGOB,217,"('YDR236C', 'CAGL0K11022g')"
C. glabrata,CAGL0K11044g,S. cerevisiae,YDR237W,YGOB,218,"('CAGL0K11044g', 'YDR237W')"
S. cerevisiae,YDR237W,C. glabrata,CAGL0K11044g,YGOB,218,"('YDR237W', 'CAGL0K11044g')"
C. glabrata,CAGL0K11088g,S. cerevisiae,YDR238C,YGOB,219,"('CAGL0K11088g', 'YDR238C')"
S. cerevisiae,YDR238C,C. glabrata,CAGL0K11088g,YGOB,219,"('YDR238C', 'CAGL0K11088g')"
C. glabrata,CAGL0K11110g,S. cerevisiae,YDR239C,YGOB,220,"('CAGL0K11110g', 'YDR239C')"
S. cerevisiae,YDR239C,C. glabrata,CAGL0K11110g,YGOB,220,"('YDR239C', 'CAGL0K11110g')"
C. glabrata,CAGL0K11132g,S. cerevisiae,YDR240C,YGOB,221,"('CAGL0K11132g', 'YDR240C')"
S. cerevisiae,YDR240C,C. glabrata,CAGL0K11132g,YGOB,221,"('YDR240C', 'CAGL0K11132g')"
C. glabrata,CAGL0K11198g,S. cerevisiae,YDR243C,YGOB,223,"('CAGL0K11198g', 'YDR243C')"
S. cerevisiae,YDR243C,C. glabrata,CAGL0K11198g,YGOB,223,"('YDR243C', 'CAGL0K11198g')"
C. glabrata,CAGL0K11209g,S. cerevisiae,YDR244W,YGOB,224,"('CAGL0K11209g', 'YDR244W')"
S. cerevisiae,YDR244W,C. glabrata,CAGL0K11209g,YGOB,224,"('YDR244W', 'CAGL0K11209g')"
C. glabrata,CAGL0K11231g,S. cerevisiae,YDR245W,YGOB,225,"('CAGL0K11231g', 'YDR245W')"
S. cerevisiae,YDR245W,C. glabrata,CAGL0K11231g,YGOB,225,"('YDR245W', 'CAGL0K11231g')"
C. glabrata,CAGL0M09515g,S. cerevisiae,YBL093C,YGOB,226,"('CAGL0M09515g', 'YBL093C')"
S. cerevisiae,YBL093C,C. glabrata,CAGL0M09515g,YGOB,226,"('YBL093C', 'CAGL0M09515g')"
C. glabrata,CAGL0K11253g,S. cerevisiae,YDR246W,YGOB,227,"('CAGL0K11253g', 'YDR246W')"
S. cerevisiae,YDR246W,C. glabrata,CAGL0K11253g,YGOB,227,"('YDR246W', 'CAGL0K11253g')"
C. glabrata,CAGL0I05390g,S. cerevisiae,YDR247W,YGOB,228,"('CAGL0I05390g', 'YDR247W')"
S. cerevisiae,YDR247W,C. glabrata,CAGL0I05390g,YGOB,228,"('YDR247W', 'CAGL0I05390g')"
C. glabrata,CAGL0K11297g,S. cerevisiae,YDR248C,YGOB,229,"('CAGL0K11297g', 'YDR248C')"
S. cerevisiae,YDR248C,C. glabrata,CAGL0K11297g,YGOB,229,"('YDR248C', 'CAGL0K11297g')"
C. glabrata,CAGL0K11319g,S. cerevisiae,YDR249C,YGOB,230,"('CAGL0K11319g', 'YDR249C')"
S. cerevisiae,YDR249C,C. glabrata,CAGL0K11319g,YGOB,230,"('YDR249C', 'CAGL0K11319g')"
C. glabrata,CAGL0L12452g,S. cerevisiae,YDR251W,YGOB,231,"('CAGL0L12452g', 'YDR251W')"
S. cerevisiae,YDR251W,C. glabrata,CAGL0L12452g,YGOB,231,"('YDR251W', 'CAGL0L12452g')"
C. glabrata,CAGL0L12540g,S. cerevisiae,YDR252W,YGOB,232,"('CAGL0L12540g', 'YDR252W')"
S. cerevisiae,YDR252W,C. glabrata,CAGL0L12540g,YGOB,232,"('YDR252W', 'CAGL0L12540g')"
C. glabrata,CAGL0L12562g,S. cerevisiae,YDR253C,YGOB,233,"('CAGL0L12562g', 'YDR253C')"
S. cerevisiae,YDR253C,C. glabrata,CAGL0L12562g,YGOB,233,"('YDR253C', 'CAGL0L12562g')"
C. glabrata,CAGL0B02673g,S. cerevisiae,YDR254W,YGOB,234,"('CAGL0B02673g', 'YDR254W')"
S. cerevisiae,YDR254W,C. glabrata,CAGL0B02673g,YGOB,234,"('YDR254W', 'CAGL0B02673g')"
C. glabrata,CAGL0B02695g,S. cerevisiae,YDR255C,YGOB,235,"('CAGL0B02695g', 'YDR255C')"
S. cerevisiae,YDR255C,C. glabrata,CAGL0B02695g,YGOB,235,"('YDR255C', 'CAGL0B02695g')"
C. glabrata,CAGL0K10868g,S. cerevisiae,YDR256C,YGOB,236,"('CAGL0K10868g', 'YDR256C')"
S. cerevisiae,YDR256C,C. glabrata,CAGL0K10868g,YGOB,236,"('YDR256C', 'CAGL0K10868g')"
C. glabrata,CAGL0H04521g,S. cerevisiae,YBL092W,YGOB,237,"('CAGL0H04521g', 'YBL092W')"
S. cerevisiae,YBL092W,C. glabrata,CAGL0H04521g,YGOB,237,"('YBL092W', 'CAGL0H04521g')"
C. glabrata,CAGL0M08844g,S. cerevisiae,YDR257C,YGOB,238,"('CAGL0M08844g', 'YDR257C')"
S. cerevisiae,YDR257C,C. glabrata,CAGL0M08844g,YGOB,238,"('YDR257C', 'CAGL0M08844g')"
C. glabrata,CAGL0M08822g,S. cerevisiae,YDR258C,YGOB,239,"('CAGL0M08822g', 'YDR258C')"
S. cerevisiae,YDR258C,C. glabrata,CAGL0M08822g,YGOB,239,"('YDR258C', 'CAGL0M08822g')"
C. glabrata,CAGL0M08778g,S. cerevisiae,YDR260C,YGOB,241,"('CAGL0M08778g', 'YDR260C')"
S. cerevisiae,YDR260C,C. glabrata,CAGL0M08778g,YGOB,241,"('YDR260C', 'CAGL0M08778g')"
C. glabrata,CAGL0M08756g,S. cerevisiae,YDR261C,YGOB,242,"('CAGL0M08756g', 'YDR261C')"
S. cerevisiae,YDR261C,C. glabrata,CAGL0M08756g,YGOB,242,"('YDR261C', 'CAGL0M08756g')"
C. glabrata,CAGL0M08734g,S. cerevisiae,YDR262W,YGOB,243,"('CAGL0M08734g', 'YDR262W')"
S. cerevisiae,YDR262W,C. glabrata,CAGL0M08734g,YGOB,243,"('YDR262W', 'CAGL0M08734g')"
C. glabrata,CAGL0H08085g,S. cerevisiae,YDR263C,YGOB,244,"('CAGL0H08085g', 'YDR263C')"
S. cerevisiae,YDR263C,C. glabrata,CAGL0H08085g,YGOB,244,"('YDR263C', 'CAGL0H08085g')"
C. glabrata,CAGL0M08712g,S. cerevisiae,YDR264C,YGOB,245,"('CAGL0M08712g', 'YDR264C')"
S. cerevisiae,YDR264C,C. glabrata,CAGL0M08712g,YGOB,245,"('YDR264C', 'CAGL0M08712g')"
C. glabrata,CAGL0M08690g,S. cerevisiae,YDR265W,YGOB,246,"('CAGL0M08690g', 'YDR265W')"
S. cerevisiae,YDR265W,C. glabrata,CAGL0M08690g,YGOB,246,"('YDR265W', 'CAGL0M08690g')"
C. glabrata,CAGL0M08668g,S. cerevisiae,YDR266C,YGOB,247,"('CAGL0M08668g', 'YDR266C')"
S. cerevisiae,YDR266C,C. glabrata,CAGL0M08668g,YGOB,247,"('YDR266C', 'CAGL0M08668g')"
C. glabrata,CAGL0G03663g,S. cerevisiae,YBL091C-A,YGOB,248,"('CAGL0G03663g', 'YBL091C-A')"
S. cerevisiae,YBL091C-A,C. glabrata,CAGL0G03663g,YGOB,248,"('YBL091C-A', 'CAGL0G03663g')"
C. glabrata,CAGL0M08646g,S. cerevisiae,YDR267C,YGOB,249,"('CAGL0M08646g', 'YDR267C')"
S. cerevisiae,YDR267C,C. glabrata,CAGL0M08646g,YGOB,249,"('YDR267C', 'CAGL0M08646g')"
C. glabrata,CAGL0M08624g,S. cerevisiae,YDR268W,YGOB,250,"('CAGL0M08624g', 'YDR268W')"
S. cerevisiae,YDR268W,C. glabrata,CAGL0M08624g,YGOB,250,"('YDR268W', 'CAGL0M08624g')"
C. glabrata,CAGL0I00924g,S. cerevisiae,YDR272W,YGOB,251,"('CAGL0I00924g', 'YDR272W')"
S. cerevisiae,YDR272W,C. glabrata,CAGL0I00924g,YGOB,251,"('YDR272W', 'CAGL0I00924g')"
C. glabrata,CAGL0L09933g,S. cerevisiae,YDR273W,YGOB,252,"('CAGL0L09933g', 'YDR273W')"
S. cerevisiae,YDR273W,C. glabrata,CAGL0L09933g,YGOB,252,"('YDR273W', 'CAGL0L09933g')"
C. glabrata,CAGL0M08552g,S. cerevisiae,YDR276C,YGOB,253,"('CAGL0M08552g', 'YDR276C')"
S. cerevisiae,YDR276C,C. glabrata,CAGL0M08552g,YGOB,253,"('YDR276C', 'CAGL0M08552g')"
C. glabrata,CAGL0L10043g,S. cerevisiae,YDR277C,YGOB,255,"('CAGL0L10043g', 'YDR277C')"
S. cerevisiae,YDR277C,C. glabrata,CAGL0L10043g,YGOB,255,"('YDR277C', 'CAGL0L10043g')"
C. glabrata,CAGL0H01023g,S. cerevisiae,YDR279W,YGOB,258,"('CAGL0H01023g', 'YDR279W')"
S. cerevisiae,YDR279W,C. glabrata,CAGL0H01023g,YGOB,258,"('YDR279W', 'CAGL0H01023g')"
C. glabrata,CAGL0J00275g,S. cerevisiae,YDR280W,YGOB,259,"('CAGL0J00275g', 'YDR280W')"
S. cerevisiae,YDR280W,C. glabrata,CAGL0J00275g,YGOB,259,"('YDR280W', 'CAGL0J00275g')"
C. glabrata,CAGL0D00242g,S. cerevisiae,YAL058W,YGOB,261,"('CAGL0D00242g', 'YAL058W')"
S. cerevisiae,YAL058W,C. glabrata,CAGL0D00242g,YGOB,261,"('YAL058W', 'CAGL0D00242g')"
