root_id,cgla_id,forward_pident,forward_qcovs,forward_evalue,forward_bitscore,reverse_pident,reverse_qcovs,reverse_evalue,reverse_bitscore
root_000175;187,CAGL0F07447g,99.187,66,1.52e-85,246.0,99.187,99,3.31e-85,246.0
root_000181;81,CAGL0H10202g,52.564,96,5.6999999999999995e-28,94.4,52.564,92,1.96e-27,94.4
root_000184;190,CAGL0A03586g,99.474,100,8.38e-138,380.0,99.474,100,2.75e-137,380.0
root_000185;202,CAGL0G08778g,50.0,89,9.09e-51,160.0,50.543,90,1.8999999999999998e-54,171.0
root_000186;124,CAGL0M05269g,37.6,97,3.78e-18,72.8,40.476,93,1.37e-19,77.8
root_000219;838,CAGL0C00561g,99.411,81,0.0,1385.0,99.411,99,0.0,1385.0
root_000242;431,CAGL0F05599g,30.882,74,1.23e-12,67.4,32.265,64,5.79e-17,83.2
root_000251;1132,CAGL0A01325g,99.581,42,0.0,962.0,99.581,99,0.0,962.0
root_000277;114,CAGL0L01683g,41.758,80,1.04e-15,65.1,41.758,88,3.1e-15,65.1
root_000279;139,CAGL0L00935g,30.392,73,1.6e-13,61.6,30.392,69,5.57e-13,61.6
root_000280;609,CAGL0B04939g,30.466,87,3.65e-80,262.0,29.606,100,1.76e-80,265.0
root_000281;828,CAGL0K06039g,23.37,91,1.0900000000000001e-29,124.0,23.096,89,1.1e-23,106.0
root_000284;198,CAGL0G02277g,54.327,100,8.14e-62,189.0,54.327,99,3.7e-65,199.0
root_000285;1033,CAGL0C00858g,99.806,100,0.0,2000.0,99.806,100,0.0,2000.0
root_000288;719,CAGL0H00594g,98.894,63,0.0,910.0,98.894,99,0.0,910.0
root_000289;985,CAGL0D00660g,29.482,90,3.7699999999999998e-112,370.0,29.931,88,1.02e-112,373.0
root_000297;257,CAGL0B04763g,25.0,87,2.59e-16,74.7,26.295,82,1.26e-16,77.4
root_000302;797,CAGL0J04686g,97.555,51,0.0,816.0,97.555,99,0.0,816.0
root_000303;284,CAGL0M05995g,43.885,91,9.02e-76,231.0,43.885,87,4.6e-75,231.0
root_000304;342,CAGL0D01628g,32.865,99,3.99e-59,192.0,32.865,96,6.16e-57,188.0
root_000311;39,CAGL0C01919g,61.538,100,1.67e-12,52.4,61.538,100,4.91e-12,52.4
root_000313;209,CAGL0G03333g,97.312,89,5.31e-131,364.0,97.312,99,1.56e-130,364.0
root_000314;290,CAGL0G03377g,98.148,74,2.71e-159,440.0,98.148,99,6.64e-159,440.0
root_000316;515,CAGL0K11132g,99.371,93,0.0,979.0,99.371,99,0.0,979.0
root_000319;366,CAGL0F03333g,44.186,90,1.36e-94,286.0,44.186,82,1.0900000000000001e-97,296.0
root_000357;564,CAGL0E02827g,98.008,45,0.0,514.0,98.008,99,0.0,514.0
root_000362;628,CAGL0M12474g,41.017,67,7.77e-57,196.0,45.161,81,1.46e-56,196.0
root_000363;273,CAGL0A02255g,99.634,100,0.0,563.0,99.634,100,0.0,563.0
root_000392;75,CAGL0I04328g,75.0,53,5.06e-18,68.2,75.0,69,2.01e-17,67.8
root_000412;624,CAGL0A02475g,95.986,92,0.0,1085.0,95.986,99,0.0,1057.0
root_000413;465,CAGL0C02299g,27.937,80,7.83e-34,128.0,28.462,91,9.499999999999999e-40,145.0
root_000423;614,CAGL0L10626g,26.357,61,1.4700000000000002e-27,114.0,26.357,70,6.300000000000001e-27,114.0
root_000423;648,CAGL0H00638g,28.355,80,8.82e-49,177.0,28.355,87,2.6099999999999998e-48,177.0
root_000426;910,CAGL0I00374g,98.925,20,2.6e-127,379.0,98.925,100,1.74e-127,379.0
root_000438;653,CAGL0B01859g,29.748,63,7.06e-56,198.0,29.748,66,2.21e-55,198.0
root_000441;672,CAGL0B02409g,99.723,54,0.0,744.0,99.723,99,0.0,744.0
root_000462;604,CAGL0B03091g,29.275,55,1.72e-40,154.0,44.776,19,9.45e-35,139.0
root_000477;162,CAGL0L07953g,100.0,44,1.88e-46,144.0,100.0,99,2.74e-46,144.0
root_000479;901,CAGL0K06897g,41.713,78,2.22e-178,535.0,41.989,78,1.69e-180,542.0
root_000498;355,CAGL0J06050g,51.989,99,1.4599999999999999e-98,294.0,51.958,99,8.599999999999999e-104,309.0
root_000498;420,CAGL0G05984g,99.762,100,0.0,806.0,99.762,100,0.0,806.0
root_000505;265,CAGL0M08778g,99.265,51,1.67e-98,282.0,99.265,99,2.83e-98,282.0
root_000507;186,CAGL0H06622g,96.183,70,8.05e-91,259.0,96.183,100,1.86e-90,259.0
root_000515;157,CAGL0L07194g,98.089,100,2.01e-111,311.0,98.089,100,6.59e-111,311.0
root_000517;141,CAGL0J02128g,100.0,67,3.9000000000000004e-64,188.0,100.0,99,8.61e-64,188.0
root_000520;373,CAGL0L05060g,51.044,94,4.43e-140,405.0,50.926,91,2.35e-132,387.0
root_000543;92,CAGL0F04543g,100.0,100,3.49e-66,191.0,100.0,100,1.14e-65,191.0
root_000550;775,CAGL0K07271g,41.096,45,3.64e-63,224.0,41.096,41,1.9699999999999998e-61,220.0
root_000568;163,CAGL0K12364g,96.933,100,7.78e-117,325.0,96.933,100,2.55e-116,325.0
root_000598;555,CAGL0G03729g,33.821,90,3.79e-43,160.0,34.602,87,6.0899999999999995e-46,169.0
root_000609;701,CAGL0K12298g,97.087,29,6.77e-139,403.0,97.087,100,6.52e-139,403.0
root_000611;84,CAGL0J11374g,97.619,100,1.78e-55,164.0,97.619,100,5.8399999999999996e-55,164.0
root_000623;260,CAGL0D01837g,98.718,30,2.41e-51,160.0,98.718,100,2.37e-51,160.0
root_000642;243,CAGL0K08734g,34.634,78,6.53e-19,80.9,34.634,77,8.92e-20,84.7
root_000644;130,CAGL0M05951g,49.194,95,2.65e-38,124.0,49.194,95,8.68e-38,124.0
root_000665;500,CAGL0H03421g,97.753,71,0.0,719.0,97.753,99,0.0,719.0
root_000666;217,CAGL0K00121g,100.0,34,1.07e-45,144.0,100.0,100,1.18e-45,144.0
root_000670;751,CAGL0L05720g,30.902,97,4.59e-96,312.0,30.902,97,1.48e-95,312.0
root_000689;310,CAGL0M09273g,32.836,100,1.1799999999999999e-23,96.3,31.928,100,4.0799999999999995e-24,99.0
root_000734;408,CAGL0H01023g,100.0,84,0.0,705.0,100.0,99,0.0,705.0
root_000735;431,CAGL0C02827g,34.043,98,1.0599999999999999e-52,180.0,34.664,99,2.35e-52,181.0
root_000746;338,CAGL0M03311g,34.375,99,2.4899999999999997e-48,163.0,35.028,99,3.67e-49,167.0
root_000747;280,CAGL0M03289g,50.467,38,2.6e-30,111.0,50.467,52,6.47e-30,110.0
root_000758;220,CAGL0M03421g,99.545,100,3.0400000000000003e-166,454.0,99.545,100,9.960000000000001e-166,454.0
root_000766;205,CAGL0L03388g,96.585,100,3.86e-147,405.0,96.585,100,1.26e-146,405.0
root_000783;4204,CAGL0L13332g,97.336,100,0.0,7667.0,97.336,100,0.0,7667.0
root_000786;1077,CAGL0C02409g,32.189,86,1.42e-49,189.0,31.277,63,3.43e-54,204.0
root_000799;176,CAGL0L03762g,31.325,93,1.59e-14,65.5,31.325,91,4.44e-14,65.5
root_000807;938,CAGL0K13002g,99.787,100,0.0,1904.0,99.787,100,0.0,1904.0
root_000817;81,CAGL0D00396g,97.531,100,1.39e-55,164.0,97.531,100,4.56e-55,164.0
root_000819;477,CAGL0F01485g,100.0,71,0.0,656.0,100.0,99,0.0,656.0
root_000827;577,CAGL0F04521g,99.65,50,0.0,584.0,99.65,99,0.0,584.0
root_000833;215,CAGL0F00341g,98.936,44,6.56e-63,188.0,98.936,100,9.4e-63,188.0
root_000848;557,CAGL0M10978g,42.941,81,1.0900000000000001e-130,392.0,40.978,91,9.75e-131,394.0
root_000849;167,CAGL0B01875g,100.0,44,1.48e-50,154.0,100.0,99,2.18e-50,154.0
root_000857;141,CAGL0K00341g,100.0,100,2.83e-100,281.0,100.0,100,9.29e-100,281.0
root_000858;362,CAGL0K03905g,97.79,100,0.0,727.0,97.79,100,0.0,727.0
root_000861;526,CAGL0I01914g,100.0,27,1.37e-98,292.0,100.0,99,1.23e-98,292.0
root_000862;317,CAGL0L01793g,34.884,71,6.05e-31,117.0,34.496,70,1.32e-23,99.0
root_000864;169,CAGL0G05269g,97.872,56,2.18e-65,193.0,97.872,99,4.02e-65,193.0
root_000865;109,CAGL0G06446g,99.083,100,1.63e-79,226.0,99.083,100,5.34e-79,226.0
root_000883;121,CAGL0D05318g,72.269,98,2.64e-64,189.0,73.451,93,6.1e-62,184.0
root_000885;882,CAGL0J10274g,98.634,75,0.0,1328.0,98.634,99,0.0,1328.0
root_000928;237,CAGL0H10560g,100.0,61,4.4000000000000003e-100,285.0,100.0,99,8.82e-100,285.0
root_000929;800,CAGL0L07282g,100.0,43,0.0,681.0,100.0,99,0.0,681.0
root_000933;672,CAGL0I06710g,98.958,100,0.0,1367.0,98.958,100,0.0,1367.0
root_000944;421,CAGL0M03927g,38.443,81,1.32e-50,174.0,38.443,90,6.49e-49,171.0
root_000960;337,CaglfMp02,94.175,91,2.32e-97,290.0,94.175,91,3.44e-85,260.0
root_000965;67,CAGL0E02211g,98.507,100,4.8e-44,134.0,98.507,100,1.5700000000000002e-43,134.0
root_001032;513,CAGL0D03872g,98.141,52,0.0,536.0,98.141,99,0.0,536.0
root_001055;746,CAGL0M08074g,30.52,89,6.26e-65,229.0,31.416,77,1.01e-66,236.0
root_001059;154,CAGL0G00396g,39.098,73,3.32e-13,63.2,33.143,63,8.89e-16,72.0
root_001060;290,CAGL0M13673g,100.0,50,9.16e-109,309.0,100.0,99,1.5e-108,309.0
root_001073;333,CAGL0E03718g,26.849,83,3.62e-23,96.7,26.991,56,2.13e-13,70.1
root_001105;437,CAGL0F04785g,37.719,64,3.2899999999999997e-46,167.0,38.507,46,5.49e-38,145.0
root_001106;546,CAGL0I09416g,54.152,99,0.0,541.0,54.152,93,0.0,556.0
root_001113;537,CAGL0K10406g,98.867,66,0.0,724.0,98.867,99,0.0,724.0
root_001114;1098,CAGL0C02431g,98.493,85,0.0,1851.0,98.493,99,0.0,1851.0
root_001133;454,CAGL0K11363g,46.329,85,7.63e-103,310.0,46.329,91,2.29e-102,310.0
root_001178;391,CAGL0L12584g,97.279,75,0.0,594.0,97.279,99,0.0,594.0
root_001179;1042,CAGL0D02530g,38.261,32,1.2500000000000001e-70,246.0,38.841,50,9.01e-69,242.0
root_001207;58,CAGL0E06094g,94.828,100,3.19e-33,105.0,94.828,100,1.0500000000000001e-32,105.0
root_001224;1381,CAGL0I10516g,99.508,59,0.0,1638.0,99.508,99,0.0,1638.0
root_001227;377,CAGL0G00858g,55.941,53,2.05e-58,191.0,55.665,53,3.5200000000000002e-59,194.0
root_001232;239,CAGL0E00187g,99.582,100,1.8299999999999998e-159,439.0,99.582,100,6.01e-159,439.0
root_001269;1709,CAGL0A00913g,99.018,83,0.0,2890.0,99.018,99,0.0,2890.0
root_001278;89,CAGL0A01892g,98.876,100,1.47e-60,177.0,98.876,100,4.7999999999999996e-60,177.0
root_001288;237,CAGL0F07953g,100.0,41,9.13e-68,202.0,100.0,99,1.22e-67,202.0
root_001290;352,CAGL0G08646g,32.057,54,2.81e-25,104.0,33.495,39,3.49e-23,100.0
root_001291;587,CAGL0L13156g,98.522,35,6.03e-148,422.0,98.522,99,6.870000000000001e-148,422.0
root_001292;1077,CAGL0D00418g,99.865,69,0.0,1496.0,99.865,99,0.0,1496.0
root_001292;878,CAGL0F05115g,100.0,79,0.0,1389.0,100.0,99,0.0,1389.0
root_001295;672,CAGL0G08492g,98.488,79,0.0,1060.0,98.488,100,0.0,1060.0
root_001312;526,CAGL0L12320g,91.039,53,1.97e-169,478.0,91.039,100,2.18e-178,501.0
root_001321;404,CAGL0K01639g,99.257,100,0.0,814.0,99.257,100,0.0,814.0
root_001326;530,CAGL0K09130g,100.0,51,0.0,519.0,100.0,100,0.0,519.0
root_001336;699,CAGL0L02981g,98.729,34,1.21e-162,465.0,98.729,100,1.34e-162,465.0
root_001337;1068,CAGL0F06611g,99.073,81,0.0,1758.0,99.073,99,0.0,1758.0
root_001338;683,CAGL0G06864g,41.987,86,8e-151,450.0,40.719,99,4.3800000000000004e-154,460.0
root_001359;591,CAGL0M00792g,96.04,17,1.85e-63,201.0,96.04,100,1.04e-63,201.0
root_001390;578,CAGL0J06754g,98.567,60,0.0,715.0,98.567,99,0.0,715.0
root_001413;821,CAGL0M13211g,99.603,31,1.47e-175,503.0,99.603,99,1.48e-175,503.0
root_001439;315,CAGL0D03762g,32.11,96,2.0199999999999998e-24,98.6,33.233,93,1.4599999999999999e-24,100.0
root_001439;384,CAGL0J10978g,38.994,74,2.97e-35,132.0,36.499,71,4.69e-38,140.0
root_001453;750,CAGL0B04103g,98.917,37,0.0,562.0,98.917,99,0.0,562.0
root_001488;347,CAGL0I05280g,39.423,83,2.4399999999999997e-68,216.0,37.464,96,7.62e-68,216.0
root_001489;453,CAGL0F00935g,98.396,83,0.0,747.0,98.396,99,0.0,747.0
root_001498;1383,CAGL0B00308g,98.837,31,0.0,867.0,98.837,99,0.0,867.0
root_001501;5247,CAGL0A00099g,100.0,100,0.0,9832.0,100.0,100,0.0,9832.0
root_001522;240,CAGL0M00440g,24.597,95,6.13e-14,67.0,24.597,97,1.95e-13,67.0
root_001551;1166,CAGL0J11902g,100.0,100,0.0,2237.0,100.0,100,0.0,2237.0
root_001574;322,CAGL0F04697g,34.048,97,5.07e-33,123.0,32.796,97,5.12e-35,130.0
root_001579;354,CAGL0F01881g,99.448,51,1.51e-128,363.0,99.448,100,2.5199999999999996e-128,363.0
root_001588;126,CAGL0L05984g,97.619,100,3.23e-86,244.0,97.619,100,1.0600000000000001e-85,244.0
root_001593;127,CAGL0F07117g,42.718,81,1.3e-27,97.1,42.718,73,1.22e-20,80.9
root_001605;126,CAGL0I04972g,42.857,98,3.4000000000000004e-27,95.9,42.857,97,1.1300000000000001e-26,95.9
root_001606;109,CAGL0M09471g,96.33,100,2.89e-71,206.0,96.33,100,9.47e-71,206.0
root_001608;817,CAGL0M09493g,40.476,92,0.0,593.0,40.476,98,0.0,590.0
root_001628;351,CAGL0I03256g,42.473,99,2.77e-81,250.0,42.742,99,1.6e-83,257.0
root_001629;261,CAGL0D04488g,97.297,99,0.0,519.0,97.297,99,0.0,519.0
root_001645;107,CAGL0L07568g,98.131,100,7.07e-75,214.0,98.131,100,2.3199999999999997e-74,214.0
root_001646;69,CAGL0L07590g,98.551,100,5.44e-45,136.0,98.551,100,1.78e-44,136.0
root_001663;272,CAGL0G06996g,96.691,100,0.0,545.0,96.691,100,0.0,545.0
root_001691;160,CAGL0G00143g,96.25,100,1.05e-114,319.0,96.25,100,3.46e-114,319.0
root_001697;480,CAGL0M05115g,99.078,90,0.0,902.0,99.078,100,0.0,902.0
root_001710;421,CAGL0I06666g,41.943,95,2.36e-80,253.0,41.501,99,1.1299999999999999e-82,260.0
root_001711;268,CAGL0M02101g,98.507,100,0.0,540.0,98.507,100,0.0,540.0
root_001715;1013,CAGL0I10340g,99.704,100,0.0,1987.0,99.704,100,0.0,1987.0
root_001715;8636,CAGL0I10147g,100.0,84,0.0,14188.0,100.0,99,0.0,14188.0
root_001716;896,CAGL0J02552g,100.0,100,0.0,1609.0,100.0,100,0.0,1609.0
root_001717;2216,CAGL0F00077g,99.91,100,0.0,4163.0,99.91,100,0.0,4163.0
root_001718;2792,CAGL0I10098g,100.0,65,0.0,3400.0,100.0,100,0.0,3400.0
root_001720;821,CAGL0H01144g,99.026,100,0.0,1573.0,99.026,100,0.0,1573.0
root_001721;471,CAGL0M12749g,99.336,96,0.0,917.0,99.336,99,0.0,917.0
root_001722;855,CAGL0A02838g,30.867,71,1.9199999999999999e-34,139.0,30.867,59,6.67e-34,139.0
root_001740;568,CAGL0L11616g,45.184,100,1.65e-173,500.0,45.29,97,1.4300000000000002e-160,469.0
root_001751;797,CAGL0F01265g,99.199,78,0.0,1279.0,99.199,100,0.0,1279.0
root_001757;582,CAGL0C05577g,28.363,58,1.49e-29,121.0,28.363,52,2.3000000000000002e-29,122.0
root_001760;670,CAGL0C03267g,53.323,90,0.0,652.0,54.575,92,0.0,632.0
root_001783;155,CAGL0D06154g,69.828,75,2.78e-55,168.0,69.828,79,8.629999999999999e-55,168.0
root_001785;418,CAGL0I06919g,28.539,99,1.4e-38,141.0,28.539,98,4.54e-38,141.0
root_001791;88,CAGL0C05401g,96.591,100,6.9500000000000004e-59,172.0,96.591,100,2.28e-58,172.0
root_001796;370,CAGL0F02035g,29.847,99,4.61e-37,135.0,30.0,99,5.0800000000000005e-37,137.0
root_001797;44,CAGL0M02541g,97.727,100,2.2700000000000002e-27,90.1,97.727,100,7.44e-27,90.1
root_001799;481,CAGL0K03751g,98.972,81,0.0,790.0,98.972,99,0.0,790.0
root_001843;374,CAGL0K11319g,26.269,80,7.17e-29,113.0,26.765,86,4.230000000000001e-31,120.0
root_001844;383,CAGL0G07447g,29.114,79,7.23e-26,105.0,28.701,79,1.8700000000000002e-26,108.0
root_001848;70,CAGL0D02018g,68.182,94,8.9e-27,90.5,68.182,93,2.96e-26,90.5
root_001849;429,CAGL0D01804g,53.488,100,3.06e-158,451.0,53.488,100,1.0000000000000001e-157,451.0
root_001850;242,CAGL0H07623g,44.66,80,1.6399999999999998e-52,169.0,44.66,71,6.409999999999999e-52,169.0
root_001872;437,CAGL0D03212g,98.63,84,0.0,730.0,98.63,99,0.0,730.0
root_001873;854,CAGL0D02310g,100.0,83,0.0,1450.0,100.0,99,0.0,1450.0
root_001875;353,CAGL0I07425g,26.639,65,2.88e-15,73.2,26.639,79,7.5e-15,73.2
root_001877;483,CAGL0M00396g,98.81,87,0.0,841.0,98.81,99,0.0,841.0
root_001914;235,CAGL0K00649g,52.83,88,8.51e-83,245.0,52.83,87,2.9099999999999996e-82,245.0
root_001915;291,CAGL0H01749g,99.091,38,2.88e-76,226.0,99.091,100,3.57e-76,226.0
root_001939;112,CAGL0G09229g,98.214,100,1.51e-75,216.0,98.214,100,4.9600000000000005e-75,216.0
root_001953;645,CAGL0M03685g,98.986,76,0.0,1013.0,98.986,99,0.0,1013.0
root_001954;732,CAGL0J01177g,63.866,26,5.980000000000001e-43,160.0,45.673,56,1.9000000000000002e-43,162.0
root_001959;3390,CAGL0J01774g,99.971,100,0.0,5164.0,99.971,100,0.0,5164.0
root_001959;3909,CAGL0L09911g,99.937,81,0.0,6190.0,99.937,99,0.0,6190.0
root_001965;925,CAGL0G05588g,24.679,82,1.21e-36,146.0,24.744,89,1.83e-37,150.0
root_001988;332,CAGL0D02860g,96.209,64,3.08e-150,419.0,96.209,99,6.46e-150,419.0
root_002034;291,CAGL0K08338g,30.258,91,1.1600000000000001e-29,112.0,30.258,81,4.19e-29,112.0
root_002035;346,CAGL0J05874g,99.051,91,0.0,636.0,99.051,99,0.0,636.0
root_002037;759,CAGL0M02123g,35.05,99,3.9000000000000005e-80,268.0,34.332,99,4.5e-74,253.0
root_002040;548,CAGL0J06358g,37.037,99,1.01e-120,365.0,37.647,98,7.46e-123,372.0
root_002041;205,CAGL0L04994g,39.604,99,4.88e-46,149.0,39.604,99,1.58e-45,149.0
root_002045;1438,CAGL0M06479g,99.115,8,1.1900000000000001e-70,229.0,99.115,100,3.07e-71,229.0
root_002054;158,CAGL0L09999g,47.143,39,6.74e-14,62.8,47.143,52,1.89e-13,62.8
root_002130;957,CAGL0I10318g,33.367,97,3.19e-160,492.0,33.776,99,1.96e-158,488.0
root_002133;695,CAGL0J11176g,99.682,91,0.0,1183.0,99.682,99,0.0,1183.0
root_002134;241,CAGL0E04664g,100.0,83,4.0299999999999995e-152,419.0,100.0,99,1.1e-151,419.0
root_002171;92,CAGL0G06160g,100.0,100,6.89e-66,191.0,100.0,100,2.26e-65,191.0
root_002188;520,CAGL0M02321g,27.79,85,3.9399999999999996e-42,155.0,32.881,61,1.95e-38,145.0
root_002205;462,CAGL0H02299g,34.188,95,2.53e-79,252.0,33.547,99,1.55e-75,243.0
root_002210;655,CAGL0C04587g,51.103,80,0.0,570.0,51.103,73,0.0,570.0
root_002254;5656,CAGL0J00132g,100.0,100,0.0,10698.0,100.0,100,0.0,10698.0
root_002261;372,CAGL0G09119g,98.828,69,0.0,522.0,98.828,100,0.0,522.0
root_002263;215,CAGL0G08888g,98.14,100,2.7e-158,434.0,98.14,100,8.84e-158,434.0
root_002264;76,CAGL0K07348g,97.368,100,2.1799999999999998e-45,137.0,97.368,100,7.14e-45,137.0
root_002270;562,CAGL0F04807g,36.131,72,1.04e-69,229.0,36.131,89,2.8499999999999997e-74,243.0
root_002281;205,CAGL0D02970g,42.211,95,1.9700000000000002e-43,142.0,42.211,88,6.6500000000000005e-43,142.0
root_002282;411,CAGL0I04774g,51.364,100,4.2200000000000004e-148,425.0,51.364,100,7.47e-151,433.0
root_002283;1239,CAGL0C00803g,99.839,100,0.0,2402.0,99.839,100,0.0,2402.0
root_002301;753,CAGL0B01617g,35.823,77,2.5799999999999998e-108,343.0,35.823,82,1.24e-107,343.0
root_002323;1063,CAGL0J10956g,29.078,23,2.17e-22,100.0,30.142,41,1.0199999999999999e-24,108.0
root_002333;645,CAGL0M13365g,99.037,97,0.0,1266.0,99.037,99,0.0,1266.0
root_002338;492,CAGL0E05522g,99.677,63,0.0,645.0,99.677,99,0.0,645.0
root_002341;462,CAGL0G09064g,26.477,94,2.5899999999999997e-34,132.0,28.877,71,1.15e-32,129.0
root_002344;515,CAGL0K11682g,98.352,35,3.61e-129,371.0,98.352,99,4.2e-129,371.0
root_002354;194,CAGL0F06699g,96.907,100,8.83e-139,383.0,96.907,100,2.89e-138,383.0
root_002368;1622,CAGL0K11396g,99.032,89,0.0,2917.0,99.032,99,0.0,2917.0
root_002393;192,CAGL0G03531g,45.37,56,5.43e-25,93.6,45.37,64,4.87e-20,82.0
root_002400;134,CAGL0J04334g,46.512,96,2.37e-37,121.0,46.512,99,2.4100000000000003e-31,107.0
root_002401;227,CAGL0J08866g,98.238,100,3.61e-163,447.0,98.238,100,1.18e-162,447.0
root_002437;960,CAGL0J03780g,89.179,52,0.0,652.0,89.925,100,0.0,674.0
root_002445;6186,CAGL0L13299g,90.445,73,0.0,7677.0,90.445,100,0.0,7654.0
root_002453;234,CAGL0H05764g,100.0,29,7.43e-46,145.0,100.0,99,7.289999999999999e-46,145.0
root_002496;145,CAGL0C00869g,97.241,100,6.37e-103,288.0,97.241,100,2.09e-102,288.0
root_002498;922,CAGL0J02332g,46.204,99,0.0,759.0,45.879,99,0.0,723.0
root_002502;571,CAGL0C02167g,99.167,84,0.0,981.0,99.167,99,0.0,981.0
root_002504;295,CAGL0I02794g,31.034,88,1e-34,124.0,31.034,89,2.82e-34,124.0
root_002505;248,CAGL0F06963g,38.71,98,1.51e-40,137.0,38.71,98,4.24e-40,137.0
root_002514;185,CAGL0B00242g,98.919,100,5.0699999999999995e-138,380.0,98.919,100,1.66e-137,380.0
root_002520;118,CAGL0G03993g,97.458,100,3e-84,239.0,97.458,100,9.82e-84,239.0
root_002522;784,CAGL0J07194g,98.851,22,7.99e-120,356.0,98.851,99,5.8499999999999996e-120,356.0
root_002524;347,CAGL0J11418g,98.559,100,0.0,690.0,98.559,100,0.0,690.0
root_002534;308,CAGL0L03223g,98.377,100,0.0,614.0,98.377,100,0.0,614.0
root_002540;1104,CAGL0L12496g,96.842,9,7.33e-62,203.0,96.842,100,2.07e-62,203.0
root_002554;89,CAGL0A02343g,98.876,100,2.52e-62,181.0,98.876,100,8.26e-62,181.0
root_002560;233,CAGL0M01562g,58.879,90,2.65e-82,243.0,58.879,98,8.129999999999999e-82,243.0
root_002608;576,CAGL0M07227g,37.587,98,1.62e-126,380.0,38.004,98,1.02e-114,351.0
root_002609;630,CAGL0L10428g,34.15,99,2.7800000000000003e-73,245.0,34.95,99,1.4200000000000002e-79,263.0
root_002610;298,CAGL0G06292g,99.605,85,0.0,510.0,99.605,99,0.0,510.0
root_002611;563,CAGL0M10021g,98.608,89,0.0,1009.0,98.608,99,0.0,1009.0
root_002612;246,CAGL0J05368g,46.444,97,1.28e-65,201.0,46.444,99,3.8e-65,201.0
root_002614;91,CAGL0A02728g,96.703,100,9.66e-58,170.0,96.703,100,3.17e-57,170.0
root_002617;247,CAGL0K08998g,97.571,100,0.0,498.0,97.571,100,0.0,498.0
root_002632;108,CAGL0H02541g,96.296,100,2.08e-75,216.0,96.296,100,6.83e-75,216.0
root_002634;815,CAGL0K12320g,99.873,96,0.0,1569.0,99.873,100,0.0,1569.0
root_002672;264,CAGL0K06380g,97.143,27,5.8e-44,141.0,97.143,100,5.04e-44,141.0
root_002701;639,CAGL0G04939g,98.132,92,0.0,1196.0,98.132,99,0.0,1196.0
root_002704;396,CAGL0H00264g,99.703,85,0.0,679.0,99.703,99,0.0,679.0
root_002709;147,CAGL0L07150g,54.701,80,3.31e-42,135.0,54.701,83,1.1099999999999999e-41,135.0
root_002713;125,CAGL0M08096g,97.6,100,9.13e-88,248.0,97.6,100,2.99e-87,248.0
root_002723;225,CAGL0L06374g,97.059,30,3.31e-40,130.0,97.059,99,3.3299999999999997e-40,130.0
root_002733;648,CAGL0M02079g,99.338,93,0.0,1206.0,99.338,99,0.0,1206.0
root_002740;283,CAGL0L02409g,30.909,58,1.23e-17,79.0,30.909,57,4.14e-17,79.0
root_002765;108,CAGL0K11484g,100.0,100,3.35e-74,213.0,100.0,100,1.1e-73,213.0
root_002768;224,CAGL0K10142g,41.107,97,1.44e-50,163.0,41.107,95,5.39e-50,163.0
root_002795;466,CAGL0G08382g,39.256,97,5.13e-92,284.0,39.256,99,6.56e-93,288.0
