qseqid,sseqid,pident,qcovs,evalue,bitscore
root_000008;70,CAGL0F09141g,97.143,100,3.6399999999999996e-45,137.0
root_000179;6968,CAGL0I10246g,99.822,85,0.0,1158.0
root_000179;6968,CAGL0I10246g,99.822,85,0.0,1158.0
root_000179;6968,CAGL0I10246g,99.822,85,0.0,1158.0
root_000179;6968,CAGL0I10246g,99.822,85,0.0,1158.0
root_000179;6968,CAGL0I10246g,99.822,85,0.0,1158.0
root_000179;6968,CAGL0I10246g,99.822,85,0.0,1158.0
root_000179;6968,CAGL0I10246g,99.822,85,0.0,1158.0
root_000179;6968,CAGL0I10246g,99.282,85,0.0,1139.0
root_000179;6968,CAGL0I10246g,97.853,85,0.0,1123.0
root_000179;6968,CAGL0I10246g,99.815,85,0.0,1116.0
root_000179;6968,CAGL0I10246g,98.269,85,0.0,1043.0
root_000179;6968,CAGL0I10246g,99.602,85,0.0,1030.0
root_000179;6968,CAGL0I10246g,99.602,85,0.0,1030.0
root_000179;6968,CAGL0I10246g,99.602,85,0.0,1030.0
root_000179;6968,CAGL0I10246g,91.697,85,0.0,1009.0
root_000179;6968,CAGL0I10246g,95.957,85,0.0,924.0
root_000179;6968,CAGL0I10246g,82.679,85,0.0,920.0
root_000179;6968,CAGL0I10246g,88.931,85,7.33e-145,511.0
root_000179;6968,CAGL0I10246g,91.736,85,4.07e-141,499.0
root_000179;6968,CAGL0I10246g,91.736,85,4.07e-141,499.0
root_000179;6968,CAGL0I10246g,91.736,85,4.07e-141,499.0
root_000179;6968,CAGL0I10246g,91.736,85,4.07e-141,499.0
root_000179;6968,CAGL0I10246g,91.736,85,4.07e-141,499.0
root_000179;6968,CAGL0I10246g,91.736,85,4.07e-141,499.0
root_000179;6968,CAGL0I10246g,91.736,85,4.07e-141,499.0
root_000179;6968,CAGL0I10246g,91.736,85,4.07e-141,499.0
root_000179;6968,CAGL0I10246g,94.628,85,5.75e-125,445.0
root_000179;6968,CAGL0I10246g,94.628,85,5.75e-125,445.0
root_000179;6968,CAGL0I10246g,94.628,85,5.75e-125,445.0
root_000179;6968,CAGL0I10246g,94.628,85,5.75e-125,445.0
root_000179;6968,CAGL0I10246g,94.628,85,5.75e-125,445.0
root_000179;6968,CAGL0I10246g,94.628,85,5.75e-125,445.0
root_000179;6968,CAGL0I10246g,94.628,85,5.75e-125,445.0
root_000179;6968,CAGL0I10246g,94.628,85,5.75e-125,445.0
root_000179;6968,CAGL0I10246g,94.628,85,5.75e-125,445.0
root_000179;6968,CAGL0I10246g,94.628,85,5.75e-125,445.0
root_000179;6968,CAGL0I10246g,94.628,85,5.75e-125,445.0
root_000179;6968,CAGL0I10246g,94.628,85,5.75e-125,445.0
root_000179;6968,CAGL0I10246g,94.628,85,5.75e-125,445.0
root_000179;6968,CAGL0I10246g,94.628,85,5.75e-125,445.0
root_000179;6968,CAGL0I10246g,94.628,85,5.75e-125,445.0
root_000179;6968,CAGL0I10246g,94.628,85,5.75e-125,445.0
root_000179;6968,CAGL0I10246g,94.628,85,5.75e-125,445.0
root_000179;6968,CAGL0I10246g,94.628,85,5.75e-125,445.0
root_000179;6968,CAGL0I10246g,94.628,85,5.75e-125,445.0
root_000179;6968,CAGL0I10246g,94.628,85,5.75e-125,445.0
root_000179;6968,CAGL0I10246g,94.628,85,5.75e-125,445.0
root_000179;6968,CAGL0I10246g,94.628,85,5.75e-125,445.0
root_000179;6968,CAGL0I10246g,94.628,85,5.75e-125,445.0
root_000179;6968,CAGL0I10246g,94.628,85,5.75e-125,445.0
root_000179;6968,CAGL0I10246g,94.628,85,5.75e-125,445.0
root_000179;6968,CAGL0I10246g,94.628,85,5.75e-125,445.0
root_000179;6968,CAGL0I10246g,94.628,85,5.75e-125,445.0
root_000179;6968,CAGL0I10246g,94.628,85,5.75e-125,445.0
root_000179;6968,CAGL0I10246g,94.628,85,5.75e-125,445.0
root_000179;6968,CAGL0I10246g,94.628,85,5.75e-125,445.0
root_000179;6968,CAGL0I10246g,94.628,85,5.75e-125,445.0
root_000179;6968,CAGL0I10246g,94.628,85,5.75e-125,445.0
root_000179;6968,CAGL0I10246g,94.628,85,5.75e-125,445.0
root_000179;6968,CAGL0I10246g,94.681,85,4.04e-94,343.0
root_000179;6968,CAGL0I10246g,95.082,85,8.06e-92,335.0
root_000179;6968,CAGL0I10246g,91.892,85,1.07e-90,332.0
root_000181;81,CAGL0H10202g,52.564,96,5.6999999999999995e-28,94.4
root_000184;190,CAGL0A03586g,99.474,100,8.38e-138,380.0
root_000185;202,CAGL0G08778g,50.0,89,9.09e-51,160.0
root_000219;838,CAGL0C00561g,99.411,81,0.0,1385.0
root_000284;198,CAGL0G02277g,54.327,100,8.14e-62,189.0
root_000285;1033,CAGL0C00858g,99.806,100,0.0,2000.0
root_000285;1033,CAGL0C00968g,94.557,99,0.0,1155.0
root_000285;1033,CAGL0C00968g,72.685,99,2.28e-156,493.0
root_000285;1033,CAGL0C00803g,89.286,100,0.0,1083.0
root_000285;1033,CAGL0C00803g,72.84,100,2.5700000000000003e-157,496.0
root_000285;1033,CAGL0C01133g,63.014,58,0.0,598.0
root_000285;1033,CAGL0C01133g,52.279,58,2.99e-65,239.0
root_000285;1033,CAGL0C00825g,50.209,83,5.55e-173,536.0
root_000285;1033,CAGL0C00825g,86.047,83,1.35e-22,102.0
root_000285;1033,CAGL0E01661g,61.345,71,1.94e-56,212.0
root_000285;1033,CAGL0E01661g,79.433,71,1.69e-45,177.0
root_000288;719,CAGL0H00594g,98.894,63,0.0,910.0
root_000302;797,CAGL0J04686g,97.555,51,0.0,816.0
root_000311;39,CAGL0C01919g,61.538,100,1.67e-12,52.4
root_000313;209,CAGL0G03333g,97.312,89,5.31e-131,364.0
root_000314;290,CAGL0G03377g,98.148,74,2.71e-159,440.0
root_000316;515,CAGL0K11132g,99.371,93,0.0,979.0
root_000363;273,CAGL0A02255g,99.634,100,0.0,563.0
root_000363;273,CAGL0A02277g,99.634,100,0.0,563.0
root_000392;75,CAGL0I04328g,75.0,53,5.06e-18,68.2
root_000412;624,CAGL0A02475g,95.986,92,0.0,1085.0
root_000441;672,CAGL0B02409g,99.723,54,0.0,744.0
root_000498;355,CAGL0J06050g,51.989,99,1.4599999999999999e-98,294.0
root_000498;420,CAGL0G05984g,99.762,100,0.0,806.0
root_000505;265,CAGL0M08778g,99.265,51,1.67e-98,282.0
root_000507;186,CAGL0H06622g,96.183,70,8.05e-91,259.0
root_000515;157,CAGL0L07194g,98.089,100,2.01e-111,311.0
root_000517;141,CAGL0J02128g,100.0,67,3.9000000000000004e-64,188.0
root_000520;373,CAGL0L05060g,51.044,94,4.43e-140,405.0
root_000543;92,CAGL0F04543g,100.0,100,3.49e-66,191.0
root_000550;529,CAGL0K07271g,54.348,78,2e-37,145.0
root_000568;163,CAGL0K12364g,96.933,100,7.78e-117,325.0
root_000611;84,CAGL0J11374g,97.619,100,1.78e-55,164.0
root_000665;500,CAGL0H03421g,97.753,71,0.0,719.0
root_000734;408,CAGL0H01023g,100.0,84,0.0,705.0
root_000758;220,CAGL0M03421g,99.545,100,3.0400000000000003e-166,454.0
root_000766;205,CAGL0L03388g,96.585,100,3.86e-147,405.0
root_000783;4204,CAGL0L13332g,97.336,100,0.0,7667.0
root_000783;4204,CAGL0A00099g,50.656,97,0.0,3083.0
root_000783;4204,CAGL0A00099g,51.106,97,0.0,3081.0
root_000783;4204,CAGL0L10092g,62.022,88,1.2e-106,375.0
root_000783;4204,CAGL0C00968g,50.919,89,1.1e-102,360.0
root_000783;4204,CAGL0C00968g,50.0,89,9.79e-98,345.0
root_000783;4204,CAGL0C00968g,52.199,89,5.26e-60,227.0
root_000783;4204,CAGL0C00803g,50.919,89,1.33e-102,359.0
root_000783;4204,CAGL0C00803g,50.0,89,9.02e-98,345.0
root_000783;4204,CAGL0C00803g,52.199,89,6.209999999999999e-60,226.0
root_000783;4204,CAGL0C00858g,50.904,88,6.290000000000001e-70,256.0
root_000783;4204,CAGL0C00825g,65.854,88,2.79e-21,100.0
root_000807;938,CAGL0K13002g,99.787,100,0.0,1904.0
root_000817;81,CAGL0D00396g,97.531,100,1.39e-55,164.0
root_000819;477,CAGL0F01485g,100.0,71,0.0,656.0
root_000819;121,CAGL0C00209g,50.515,80,1.43e-26,100.0
root_000827;577,CAGL0F04521g,99.65,50,0.0,584.0
root_000849;67,CAGL0B01875g,51.22,61,5.98e-11,50.4
root_000857;141,CAGL0K00341g,100.0,100,2.83e-100,281.0
root_000858;362,CAGL0K03905g,97.79,100,0.0,727.0
root_000863;106,CAGL0L05192g,99.057,100,2.87e-73,210.0
root_000864;94,CAGL0G05269g,50.0,100,2.84e-23,83.6
root_000864;169,CAGL0G05269g,97.872,56,2.18e-65,193.0
root_000865;109,CAGL0G06446g,99.083,100,1.63e-79,226.0
root_000883;121,CAGL0D05318g,72.269,98,2.64e-64,189.0
root_000885;882,CAGL0J10274g,98.634,75,0.0,1328.0
root_000885;665,CAGL0J10274g,61.644,62,2.5699999999999998e-23,102.0
root_000928;237,CAGL0H10560g,100.0,61,4.4000000000000003e-100,285.0
root_000933;672,CAGL0I06710g,98.958,100,0.0,1367.0
root_000960;337,CaglfMp02,94.175,91,2.32e-97,290.0
root_000965;67,CAGL0E02211g,98.507,100,4.8e-44,134.0
root_000985;145,CAGL0C00869g,97.241,100,6.37e-103,288.0
root_000985;145,CAGL0C00836g,97.241,100,6.37e-103,288.0
root_000985;145,CAGL0C00781g,94.595,77,6.16e-56,174.0
root_001032;513,CAGL0D03872g,98.141,52,0.0,536.0
root_001060;151,CAGL0M13673g,74.82,90,8.35e-77,223.0
root_001060;290,CAGL0M13673g,100.0,50,9.16e-109,309.0
root_001070;125,CAGL0C00209g,50.467,86,5.19e-28,103.0
root_001074;121,CAGL0C00209g,51.546,80,3.34e-27,101.0
root_001106;546,CAGL0I09416g,54.152,99,0.0,541.0
root_001113;537,CAGL0K10406g,98.867,66,0.0,724.0
root_001114;1098,CAGL0C02431g,98.493,85,0.0,1851.0
root_001178;391,CAGL0L12584g,97.279,75,0.0,594.0
root_001207;58,CAGL0E06094g,94.828,100,3.19e-33,105.0
root_001224;1381,CAGL0I10516g,99.508,59,0.0,1638.0
root_001227;377,CAGL0G00858g,55.941,53,2.05e-58,191.0
root_001232;239,CAGL0E00187g,99.582,100,1.8299999999999998e-159,439.0
root_001232;239,CAGL0C00209g,99.398,69,1.28e-101,300.0
root_001269;1709,CAGL0A00913g,99.018,83,0.0,2890.0
root_001278;89,CAGL0A01892g,98.876,100,1.47e-60,177.0
root_001291;201,CAGL0L13156g,50.0,64,1.22e-40,135.0
root_001292;751,CAGL0D00418g,52.374,86,0.0,637.0
root_001292;878,CAGL0F05115g,100.0,79,0.0,1389.0
root_001292;1077,CAGL0D00418g,99.865,69,0.0,1496.0
root_001295;672,CAGL0G08492g,98.488,79,0.0,1060.0
root_001312;526,CAGL0L12320g,91.039,53,1.97e-169,478.0
root_001321;404,CAGL0K01639g,99.257,100,0.0,814.0
root_001326;530,CAGL0K09130g,100.0,51,0.0,519.0
root_001337;1068,CAGL0F06611g,99.073,81,0.0,1758.0
root_001390;578,CAGL0J06754g,98.567,60,0.0,715.0
root_001489;453,CAGL0F00935g,98.396,83,0.0,747.0
root_001501;5247,CAGL0A00099g,100.0,100,0.0,9832.0
root_001501;5247,CAGL0A04851g,70.266,92,0.0,5392.0
root_001501;5247,CAGL0A04851g,69.268,92,0.0,5328.0
root_001501;5247,CAGL0A04851g,66.871,92,0.0,5197.0
root_001501;5247,CAGL0A04851g,66.226,92,0.0,5085.0
root_001501;5247,CAGL0J00132g,53.401,93,0.0,3424.0
root_001501;5247,CAGL0J00132g,50.987,93,0.0,3045.0
root_001501;5247,CAGL0J00132g,51.059,93,0.0,3033.0
root_001501;5247,CAGL0G00099g,57.281,93,0.0,2720.0
root_001501;5247,CAGL0G00099g,51.377,93,0.0,2658.0
root_001501;5247,CAGL0G00099g,52.057,93,0.0,2605.0
root_001501;5247,CAGL0L13332g,51.063,97,0.0,2424.0
root_001501;5247,CAGL0L13332g,50.202,97,0.0,2353.0
root_001501;5247,CAGL0H10626g,78.804,90,0.0,1560.0
root_001501;5247,CAGL0H10626g,85.192,90,0.0,1485.0
root_001501;5247,CAGL0H10626g,83.097,90,0.0,1484.0
root_001501;5247,CAGL0H10626g,84.763,90,0.0,1472.0
root_001501;5247,CAGL0H10626g,82.276,90,0.0,1388.0
root_001501;5247,CAGL0H10626g,84.363,90,0.0,1388.0
root_001501;5247,CAGL0H10626g,84.351,90,0.0,1384.0
root_001501;5247,CAGL0H10626g,80.109,90,0.0,1358.0
root_001501;5247,CAGL0H10626g,77.666,90,0.0,1310.0
root_001501;5247,CAGL0H10626g,78.998,90,0.0,1261.0
root_001501;5247,CAGL0H10626g,73.183,90,0.0,1101.0
root_001501;5247,CAGL0H10626g,75.679,90,0.0,994.0
root_001501;5247,CAGL0C01133g,50.246,93,0.0,1310.0
root_001501;5247,CAGL0C01133g,50.535,93,0.0,1162.0
root_001501;5247,CAGL0F00077g,50.076,98,0.0,1216.0
root_001501;5247,CAGL0I00209g,50.225,94,0.0,961.0
root_001501;5247,CAGL0G10219g,62.5,91,0.0,946.0
root_001501;5247,CAGL0G10219g,55.639,91,0.0,666.0
root_001501;5247,CAGL0G10219g,56.498,91,0.0,665.0
root_001501;5247,CAGL0G10219g,53.284,91,0.0,621.0
root_001501;5247,CAGL0G10219g,57.04,91,0.0,618.0
root_001501;5247,CAGL0G10219g,53.002,91,4e-169,563.0
root_001501;5247,CAGL0G10219g,53.567,91,7.17e-167,556.0
root_001501;5247,CAGL0G10219g,50.056,91,9.18e-155,520.0
root_001501;5247,CAGL0G10219g,51.515,91,2.42e-39,160.0
root_001501;5247,CAGL0F09251g,52.485,94,0.0,768.0
root_001501;5247,CAGL0D06743g,53.431,99,0.0,743.0
root_001501;5247,CAGL0C00803g,63.47,87,3.0599999999999997e-180,590.0
root_001501;5247,CAGL0C00803g,58.96,87,1.0600000000000001e-167,553.0
root_001501;5247,CAGL0C00803g,58.96,87,1.22e-167,553.0
root_001501;5247,CAGL0C00803g,58.96,87,1.22e-167,553.0
root_001501;5247,CAGL0C00803g,62.42,87,5.19e-162,537.0
root_001501;5247,CAGL0C00803g,64.333,87,2.5700000000000002e-161,535.0
root_001501;5247,CAGL0C00803g,64.333,87,2.96e-161,535.0
root_001501;5247,CAGL0C00803g,64.167,87,1.09e-160,533.0
root_001501;5247,CAGL0C00803g,64.167,87,1.09e-160,533.0
root_001501;5247,CAGL0C00803g,58.228,87,6.12e-125,427.0
root_001501;5247,CAGL0C00968g,63.47,87,3.1999999999999997e-180,590.0
root_001501;5247,CAGL0C00968g,58.96,87,1.0600000000000001e-167,554.0
root_001501;5247,CAGL0C00968g,58.96,87,1.2600000000000001e-167,553.0
root_001501;5247,CAGL0C00968g,58.96,87,1.2600000000000001e-167,553.0
root_001501;5247,CAGL0C00968g,62.42,87,6.83e-162,536.0
root_001501;5247,CAGL0C00968g,64.333,87,3.1100000000000003e-161,535.0
root_001501;5247,CAGL0C00968g,64.333,87,3.5500000000000004e-161,535.0
root_001501;5247,CAGL0C00968g,64.167,87,1.26e-160,533.0
root_001501;5247,CAGL0C00968g,64.167,87,1.26e-160,533.0
root_001501;5247,CAGL0C00968g,58.228,87,5.64e-125,427.0
root_001501;5247,CAGL0C00825g,60.0,84,3.28e-145,486.0
root_001501;5247,CAGL0C00825g,60.0,84,3.28e-145,486.0
root_001501;5247,CAGL0C00825g,51.911,84,4.15e-126,429.0
root_001501;5247,CAGL0C00825g,58.566,84,1.02e-121,416.0
root_001501;5247,CAGL0C00825g,58.4,84,3.26e-121,415.0
root_001501;5247,CAGL0C00825g,58.4,84,3.26e-121,415.0
root_001501;5247,CAGL0C00825g,58.2,84,2.68e-120,412.0
root_001501;5247,CAGL0C00825g,53.382,84,3.28e-115,397.0
root_001501;5247,CAGL0C00825g,54.878,84,2.24e-101,355.0
root_001501;5247,CAGL0C00825g,51.224,84,4.07e-89,318.0
root_001501;5247,CAGL0C00825g,51.224,84,4.7799999999999996e-89,318.0
root_001501;5247,CAGL0C00825g,51.22,84,1.02e-88,317.0
root_001501;5247,CAGL0C00825g,51.02,84,1.64e-88,316.0
root_001501;5247,CAGL0L10092g,56.268,94,1.7399999999999999e-134,460.0
root_001501;5247,CAGL0C00858g,71.505,85,3.48e-119,404.0
root_001501;5247,CAGL0C00858g,71.505,85,3.48e-119,404.0
root_001501;5247,CAGL0C00858g,71.505,85,3.48e-119,404.0
root_001501;5247,CAGL0C00858g,71.237,85,6.41e-119,404.0
root_001501;5247,CAGL0C00858g,75.581,85,1.86e-118,402.0
root_001501;5247,CAGL0C00858g,75.581,85,1.86e-118,402.0
root_001501;5247,CAGL0C00858g,62.391,85,5.08e-84,299.0
root_001501;5247,CAGL0C00858g,62.391,85,5.08e-84,299.0
root_001501;5247,CAGL0C00858g,62.391,85,5.08e-84,299.0
root_001501;5247,CAGL0C00858g,62.099,85,2.1e-83,298.0
root_001501;5247,CAGL0C00858g,54.57,85,1.1e-77,280.0
root_001501;5247,CAGL0C00858g,54.57,85,1.37e-77,280.0
root_001501;5247,CAGL0C00858g,54.57,85,1.37e-77,280.0
root_001501;5247,CAGL0C00858g,54.57,85,1.37e-77,280.0
root_001501;5247,CAGL0C00858g,54.57,85,1.37e-77,280.0
root_001501;5247,CAGL0C00858g,54.57,85,1.37e-77,280.0
root_001501;5247,CAGL0C00858g,54.57,85,1.37e-77,280.0
root_001501;5247,CAGL0C00858g,54.57,85,1.37e-77,280.0
root_001501;5247,CAGL0C00858g,54.57,85,1.37e-77,280.0
root_001501;5247,CAGL0C00858g,54.57,85,1.37e-77,280.0
root_001504;1067,CAGL0L13552g,100.0,100,0.0,1921.0
root_001504;1067,CAGL0M14300g,100.0,100,0.0,1921.0
root_001551;1166,CAGL0J11902g,100.0,100,0.0,2237.0
root_001563;64,CAGL0K06033g,83.636,86,3.06e-12,53.5
root_001579;354,CAGL0F01881g,99.448,51,1.51e-128,363.0
root_001588;126,CAGL0L05984g,97.619,100,3.23e-86,244.0
root_001606;109,CAGL0M09471g,96.33,100,2.89e-71,206.0
root_001629;261,CAGL0D04488g,97.297,99,0.0,519.0
root_001645;107,CAGL0L07568g,98.131,100,7.07e-75,214.0
root_001646;69,CAGL0L07590g,98.551,100,5.44e-45,136.0
root_001663;272,CAGL0G06996g,96.691,100,0.0,545.0
root_001691;160,CAGL0G00143g,96.25,100,1.05e-114,319.0
root_001697;480,CAGL0M05115g,99.078,90,0.0,902.0
root_001711;268,CAGL0M02101g,98.507,100,0.0,540.0
root_001715;1013,CAGL0I10340g,99.704,100,0.0,1987.0
root_001715;1013,CAGL0I10200g,55.802,77,0.0,806.0
root_001715;1013,CAGL0I10200g,51.386,77,1.39e-141,460.0
root_001715;1013,CAGL0I10200g,51.941,77,2.7199999999999996e-141,459.0
root_001715;1013,CAGL0I10246g,51.303,85,0.0,783.0
root_001715;1013,CAGL0I10147g,54.005,89,0.0,782.0
root_001715;1013,CAGL0L09911g,55.599,50,1.89e-141,467.0
root_001715;1013,CAGL0C00253g,50.194,59,2.09e-136,452.0
root_001715;1013,CAGL0C00253g,50.239,59,7.76e-114,386.0
root_001715;1013,CAGL0E00165g,50.839,50,3.0400000000000003e-109,372.0
root_001715;1013,CAGL0G00099g,50.839,57,3.13e-108,369.0
root_001715;1013,CAGL0G00099g,51.739,57,3.2000000000000003e-56,211.0
root_001715;1013,CAGL0L00157g,54.89,57,3.22e-91,318.0
root_001715;1013,CAGL0A04851g,58.947,57,4.56e-90,315.0
root_001715;8636,CAGL0I10147g,100.0,84,0.0,14188.0
root_001715;8636,CAGL0E00231g,87.976,77,0.0,5141.0
root_001715;8636,CAGL0E00231g,85.706,77,0.0,5095.0
root_001715;8636,CAGL0E00231g,86.861,77,0.0,5016.0
root_001715;8636,CAGL0E00231g,72.807,77,0.0,4982.0
root_001715;8636,CAGL0E00231g,84.836,77,0.0,4974.0
root_001715;8636,CAGL0L09911g,88.698,79,0.0,4098.0
root_001715;8636,CAGL0L09911g,86.509,79,0.0,4073.0
root_001715;8636,CAGL0L09911g,84.126,79,0.0,3969.0
root_001715;8636,CAGL0L09911g,83.864,79,0.0,3947.0
root_001715;8636,CAGL0L09911g,83.527,79,0.0,3922.0
root_001715;8636,CAGL0L09911g,83.265,79,0.0,3901.0
root_001715;8636,CAGL0L09911g,82.965,79,0.0,3878.0
root_001715;8636,CAGL0L09911g,82.815,79,0.0,3866.0
root_001715;8636,CAGL0L09911g,82.553,79,0.0,3845.0
root_001715;8636,CAGL0L09911g,82.254,79,0.0,3822.0
root_001715;8636,CAGL0L09911g,81.954,79,0.0,3799.0
root_001715;8636,CAGL0L09911g,82.505,79,0.0,3789.0
root_001715;8636,CAGL0L09911g,82.467,79,0.0,3788.0
root_001715;8636,CAGL0L09911g,82.505,79,0.0,3786.0
root_001715;8636,CAGL0L09911g,82.429,79,0.0,3783.0
root_001715;8636,CAGL0L09911g,82.353,79,0.0,3775.0
root_001715;8636,CAGL0L09911g,82.943,79,0.0,3769.0
root_001715;8636,CAGL0L09911g,81.368,79,0.0,3657.0
root_001715;8636,CAGL0L09911g,77.443,79,0.0,3626.0
root_001715;8636,CAGL0L09911g,75.96,79,0.0,3499.0
root_001715;8636,CAGL0C00253g,75.36,78,0.0,3467.0
root_001715;8636,CAGL0C00253g,73.792,78,0.0,3382.0
root_001715;8636,CAGL0C00253g,73.444,78,0.0,3354.0
root_001715;8636,CAGL0C00253g,74.128,78,0.0,3338.0
root_001715;8636,CAGL0C00253g,73.171,78,0.0,3332.0
root_001715;8636,CAGL0C00253g,72.822,78,0.0,3304.0
root_001715;8636,CAGL0C00253g,72.43,78,0.0,3274.0
root_001715;8636,CAGL0C00253g,72.394,78,0.0,3268.0
root_001715;8636,CAGL0C00253g,72.051,78,0.0,3246.0
root_001715;8636,CAGL0C00253g,71.789,78,0.0,3227.0
root_001715;8636,CAGL0C00253g,71.777,78,0.0,3224.0
root_001715;8636,CAGL0C00253g,71.746,78,0.0,3220.0
root_001715;8636,CAGL0C00253g,71.702,78,0.0,3219.0
root_001715;8636,CAGL0C00253g,71.702,78,0.0,3219.0
root_001715;8636,CAGL0C00253g,71.69,78,0.0,3216.0
root_001715;8636,CAGL0C00253g,71.69,78,0.0,3216.0
root_001715;8636,CAGL0C00253g,71.603,78,0.0,3206.0
root_001715;8636,CAGL0C00253g,71.572,78,0.0,3206.0
root_001715;8636,CAGL0C00253g,71.528,78,0.0,3203.0
root_001715;8636,CAGL0C00253g,72.18,78,0.0,3171.0
root_001715;8636,CAGL0I10246g,58.16,81,0.0,2746.0
root_001715;8636,CAGL0I10246g,62.102,81,0.0,2716.0
root_001715;8636,CAGL0I10246g,62.102,81,0.0,2716.0
root_001715;8636,CAGL0I10246g,62.102,81,0.0,2716.0
root_001715;8636,CAGL0I10246g,62.102,81,0.0,2716.0
root_001715;8636,CAGL0I10246g,62.056,81,0.0,2713.0
root_001715;8636,CAGL0I10246g,62.056,81,0.0,2713.0
root_001715;8636,CAGL0I10246g,62.056,81,0.0,2713.0
root_001715;8636,CAGL0I10246g,62.056,81,0.0,2713.0
root_001715;8636,CAGL0I10246g,62.056,81,0.0,2712.0
root_001715;8636,CAGL0I10246g,62.056,81,0.0,2712.0
root_001715;8636,CAGL0I10246g,62.056,81,0.0,2712.0
root_001715;8636,CAGL0I10246g,62.01,81,0.0,2710.0
root_001715;8636,CAGL0I10246g,62.01,81,0.0,2710.0
root_001715;8636,CAGL0I10246g,62.01,81,0.0,2710.0
root_001715;8636,CAGL0I10246g,62.01,81,0.0,2710.0
root_001715;8636,CAGL0I10246g,62.01,81,0.0,2709.0
root_001715;8636,CAGL0I10246g,62.01,81,0.0,2709.0
root_001715;8636,CAGL0I10246g,61.964,81,0.0,2706.0
root_001715;8636,CAGL0I10246g,61.964,81,0.0,2706.0
