qseqid,sseqid,pident,qcovs,evalue,bitscore
CAGL0M00121g,root_001718;2792,69.565,54,7.23e-11,67.0
CAGL0M00121g,root_001718;2792,69.565,54,7.23e-11,67.0
CAGL0M00121g,root_001718;2792,69.565,54,7.23e-11,67.0
CAGL0M00121g,root_001718;2792,69.565,54,7.23e-11,67.0
CAGL0M00121g,root_001718;2792,69.565,54,7.23e-11,67.0
CAGL0M00121g,root_001718;2792,69.565,54,7.23e-11,67.0
CAGL0M00121g,root_001718;2792,69.565,54,7.23e-11,67.0
CAGL0M00121g,root_001718;2792,69.565,54,7.23e-11,67.0
CAGL0M00121g,root_001718;2792,69.565,54,7.23e-11,67.0
CAGL0M00121g,root_001718;2792,69.565,54,7.23e-11,67.0
CAGL0M00121g,root_001718;2792,69.565,54,7.23e-11,67.0
CAGL0M00121g,root_001718;2792,69.565,54,7.23e-11,67.0
CAGL0M00121g,root_001718;2792,69.565,54,7.23e-11,67.0
CAGL0M00121g,root_001718;2792,69.565,54,7.23e-11,67.0
CAGL0M00121g,root_001718;2792,69.565,54,7.23e-11,67.0
CAGL0M00121g,root_001718;2792,69.565,54,7.23e-11,67.0
CAGL0M00121g,root_001718;2792,69.565,54,7.23e-11,67.0
CAGL0H05731g,root_008788;498,100.0,99,0.0,531.0
CAGL0H05731g,root_008788;246,62.705,95,2.91e-115,330.0
CAGL0G03795g,root_008504;639,92.824,100,0.0,1161.0
CAGL0G03795g,root_008503;642,81.832,100,0.0,1052.0
CAGL0G03795g,root_008214;651,83.934,95,0.0,1050.0
CAGL0G03795g,root_008506;682,63.902,96,0.0,806.0
CAGL0G03795g,root_008505;613,63.406,86,0.0,708.0
CAGL0G03795g,root_008215;655,51.223,94,0.0,577.0
CAGL0G03795g,root_008508;641,50.56,95,0.0,577.0
CAGL0J07436g,root_007863;370,56.832,92,4.3800000000000006e-129,373.0
CAGL0E04026g,root_004912;706,98.425,99,0.0,1296.0
CAGL0L06490g,root_009088;310,83.442,97,4.6e-177,491.0
CAGL0L06490g,root_010073;287,57.983,75,1.1200000000000001e-97,289.0
CAGL0L06490g,root_008042;284,54.622,75,2.69e-93,278.0
CAGL0L03564g,root_011641;214,64.977,100,3.98e-101,291.0
CAGL0H01661g,root_010087;480,99.782,99,0.0,926.0
CAGL0D01122g,root_012193;570,53.057,90,6.04e-175,504.0
CAGL0E01567g,root_009385;565,100.0,99,9.84e-76,232.0
CAGL0E01567g,root_009385;121,93.617,91,6.51e-64,188.0
CAGL0K00297g,root_009142;623,65.3,100,0.0,881.0
CAGL0K03355g,root_009120;388,99.07,99,3.9200000000000006e-157,439.0
CAGL0K03355g,root_009120;343,59.113,94,6.35e-79,239.0
CAGL0M07381g,root_007761;780,99.161,99,0.0,994.0
CAGL0L04422g,root_009801;188,64.943,98,9.04e-81,237.0
CAGL0F09097g,root_008839;559,63.03,70,1.58e-60,211.0
CAGL0M03465g,root_010396;277,65.704,99,9.33e-134,379.0
CAGL0M03465g,root_010395;277,65.683,96,1.09e-123,353.0
CAGL0M03465g,root_007982;286,58.65,85,3.06e-90,268.0
CAGL0M03465g,root_007983;266,56.25,85,3.05e-74,227.0
CAGL0J02794g,root_010398;91,58.333,81,4.18e-33,110.0
CAGL0A02794g,root_008313;221,66.667,100,3.57e-108,309.0
CAGL0G08129g,root_011826;1242,62.52,99,0.0,1523.0
CAGL0J06160g,root_009970;464,99.524,99,0.0,847.0
CAGL0L04950g,root_009703;807,76.79,100,0.0,1239.0
CAGL0B04895g,root_011252;1747,99.043,99,0.0,1276.0
CAGL0I08701g,root_009327;248,71.371,99,4.05e-115,329.0
CAGL0L11924g,root_009829;778,90.079,97,0.0,1442.0
CAGL0L12408g,root_011720;537,61.483,97,0.0,666.0
CAGL0B01331g,root_009500;188,61.616,96,1.3699999999999999e-81,240.0
CAGL0D04576g,root_009621;411,67.633,99,0.0,570.0
CAGL0I07843g,root_011742;348,87.356,99,0.0,631.0
CAGL0I07843g,root_011741;348,86.494,99,0.0,628.0
CAGL0I07843g,root_007810;349,83.046,99,0.0,602.0
CAGL0I07843g,root_007809;376,79.598,99,0.0,575.0
CAGL0D02046g,root_009685;232,100.0,99,3.72e-75,221.0
CAGL0D02046g,root_009685;111,54.902,96,1.63e-36,119.0
CAGL0D06336g,root_010192;273,59.259,99,1.7399999999999999e-106,309.0
CAGL0D00352g,root_010144;853,62.239,93,0.0,990.0
CAGL0G08558g,root_009901;223,76.577,94,1.01e-122,346.0
CAGL0F01683g,root_010926;121,89.286,93,2.7699999999999998e-61,182.0
CAGL0L07546g,root_012027;609,70.0,99,0.0,910.0
CAGL0L07546g,root_007778;605,68.421,99,0.0,872.0
CAGL0L07546g,root_012025;881,52.54,99,0.0,664.0
CAGL0L07546g,root_012028;633,52.295,95,0.0,654.0
CAGL0M06083g,root_012356;693,80.952,99,0.0,1137.0
CAGL0M13277g,root_010639;152,73.856,100,8.73e-86,247.0
CAGL0L02673g,root_008769;861,67.308,100,0.0,1135.0
CAGL0M07876g,root_010474;244,66.355,97,9.6e-100,288.0
CAGL0G05445g,root_011271;352,62.637,100,7.630000000000001e-161,453.0
CAGL0C01705g,root_010679;162,74.843,96,6.610000000000001e-88,253.0
CAGL0C01705g,root_010678;163,74.051,96,2.3300000000000002e-85,247.0
CAGL0C01705g,root_010677;167,55.625,97,2.68e-61,186.0
CAGL0C01705g,root_010677;229,54.037,98,3.49e-58,180.0
CAGL0M00572g,root_010579;327,97.866,100,0.0,651.0
CAGL0H04059g,root_006621;148,99.324,100,1.6099999999999998e-104,294.0
CAGL0M05533g,root_009965;1829,65.463,99,0.0,2520.0
CAGL0A00737g,root_011763;570,77.839,99,0.0,875.0
CAGL0A00737g,root_007797;575,70.674,99,0.0,834.0
CAGL0A00737g,root_007799;568,69.287,99,0.0,784.0
CAGL0A00737g,root_007798;1312,67.626,99,0.0,764.0
CAGL0A00737g,root_007661;570,68.545,99,0.0,754.0
CAGL0A00737g,root_011762;567,67.772,98,0.0,753.0
CAGL0A00737g,root_011761;541,68.121,96,0.0,724.0
CAGL0A00737g,root_007648;547,67.63,94,0.0,699.0
CAGL0A00737g,root_007802;1158,71.903,97,0.0,646.0
CAGL0A00737g,root_007802;1158,50.617,97,6.56e-18,87.0
CAGL0A00737g,root_007659;565,58.939,92,0.0,644.0
CAGL0A00737g,root_007656;565,58.743,92,0.0,640.0
CAGL0A00737g,root_007657;568,59.237,90,0.0,637.0
CAGL0A00737g,root_007658;568,59.036,90,0.0,634.0
CAGL0H03795g,root_008950;364,87.705,100,0.0,652.0
CAGL0J03542g,root_011563;520,51.772,98,0.0,521.0
CAGL0A03542g,root_011727;83,80.769,93,1.99e-49,150.0
CAGL0G01386g,root_007838;857,99.062,100,0.0,1086.0
CAGL0H03179g,root_009543;701,98.935,99,0.0,1287.0
CAGL0K04499g,root_009645;1349,73.758,99,0.0,2107.0
CAGL0L01419g,root_009578;1206,72.908,99,0.0,1838.0
CAGL0J00341g,root_010983;859,65.34,99,0.0,1192.0
CAGL0M08492g,root_008973;341,72.934,100,2.8e-147,418.0
CAGL0M08492g,root_008971;298,58.112,100,1.07e-113,331.0
CAGL0M08492g,root_008972;227,52.105,72,2.27e-53,174.0
CAGL0M08492g,root_008972;227,60.377,72,8.07e-13,66.2
CAGL0I09152g,root_010896;279,51.761,99,5.64e-98,288.0
CAGL0I09790g,root_011518;511,92.677,85,0.0,830.0
CAGL0D06182g,root_010516;258,55.597,95,7.49e-97,284.0
CAGL0E05764g,root_009564;544,77.386,87,0.0,776.0
CAGL0I00858g,root_009632;191,51.777,98,5.6599999999999995e-67,202.0
CAGL0F07711g,root_011426;364,64.211,100,7.82e-152,431.0
CAGL0G00242g,root_011706;1477,71.065,99,0.0,2165.0
CAGL0L09339g,root_007760;695,78.571,57,3.27e-38,152.0
CAGL0H06369g,root_010430;394,85.242,99,0.0,691.0
CAGL0G07623g,root_011091;525,59.115,100,0.0,626.0
CAGL0M06875g,root_011217;323,73.529,99,0.0,511.0
CAGL0M08162g,root_009928;679,58.207,98,0.0,739.0
CAGL0H07205g,root_010198;359,71.85,99,0.0,550.0
CAGL0M08844g,root_010175;533,99.804,99,0.0,1040.0
CAGL0M08338g,root_008866;316,100.0,99,7.96e-98,283.0
CAGL0M08338g,root_008866;138,84.892,100,1.32e-83,240.0
CAGL0M09911g,root_008770;351,67.359,98,7.61e-172,481.0
CAGL0D03102g,root_008346;118,61.345,100,3.4099999999999996e-54,164.0
CAGL0M02959g,root_009532;719,58.398,85,0.0,764.0
CAGL0J07238g,root_010484;143,92.0,87,7.720000000000001e-70,206.0
CAGL0D05280g,root_009073;1035,58.801,99,0.0,1204.0
CAGL0L05676g,root_012212;2228,80.234,99,0.0,3729.0
CAGL0M08866g,root_011578;554,52.772,95,0.0,580.0
CAGL0F07909g,root_008450;1030,63.158,82,3.99e-16,83.2
CAGL0B01771g,root_004150;584,98.694,99,0.0,1102.0
CAGL0F03861g,root_012448;850,99.302,99,0.0,869.0
CAGL0F03861g,root_012448;419,55.582,98,3.64e-141,409.0
CAGL0J02128g,root_000517;141,100.0,99,8.61e-64,188.0
CAGL0G02365g,root_010734;775,55.994,74,0.0,736.0
CAGL0G02365g,root_010734;949,50.316,69,0.0,585.0
CAGL0H08734g,root_010635;92,93.548,100,1.33e-58,174.0
CAGL0H04653g,root_012092;950,100.0,99,0.0,789.0
CAGL0H04653g,root_012092;383,81.452,99,0.0,635.0
CAGL0H04587g,root_008210;449,56.444,98,4.3999999999999996e-172,489.0
CAGL0H04587g,root_008562;459,53.579,99,5.819999999999999e-159,456.0
CAGL0F00429g,root_011789;194,64.062,99,2.91e-85,249.0
CAGL0J02552g,root_001716;896,100.0,100,0.0,1609.0
CAGL0H00506g,root_008974;505,92.54,98,0.0,891.0
CAGL0M03531g,root_009702;944,60.0,100,0.0,1143.0
CAGL0H09702g,root_012384;524,99.192,99,0.0,999.0
CAGL0D01452g,root_010780;147,98.649,100,4.39e-101,285.0
CAGL0F08679g,root_009566;388,73.81,85,3.5e-164,465.0
CAGL0E02145g,root_008189;843,53.165,50,4.8099999999999994e-54,188.0
CAGL0H10318g,root_011927;310,77.891,95,0.0,516.0
CAGL0K01375g,root_009085;95,72.917,100,2.55e-49,150.0
CAGL0B02904g,root_009430;674,98.678,99,0.0,1241.0
CAGL0B02904g,root_009431;825,55.63,97,0.0,696.0
CAGL0B02904g,root_009432;629,55.699,88,0.0,635.0
CAGL0K08800g,root_009932;179,58.757,99,1.11e-72,216.0
CAGL0I09108g,root_008495;652,50.489,92,0.0,602.0
CAGL0J01870g,root_008718;950,64.807,97,0.0,1192.0
CAGL0L06314g,root_011325;593,68.007,100,0.0,838.0
CAGL0M03619g,root_011006;403,67.662,99,0.0,550.0
CAGL0G06424g,root_008550;162,79.503,98,2.55e-96,275.0
CAGL0I03806g,root_009153;693,54.663,99,0.0,772.0
CAGL0J06204g,root_011311;261,66.16,96,4.0700000000000005e-129,366.0
CAGL0G07645g,root_006020;94,100.0,100,1.3100000000000001e-65,191.0
CAGL0H01023g,root_000734;408,100.0,99,0.0,705.0
CAGL0K05555g,root_003845;352,99.565,99,3.2700000000000002e-164,456.0
CAGL0B04719g,root_010532;443,82.941,63,2.7199999999999997e-91,276.0
CAGL0M05973g,root_009329;417,62.441,100,1.6100000000000001e-164,468.0
CAGL0H02409g,root_010797;153,96.104,100,2.8500000000000002e-105,296.0
CAGL0J04818g,root_009348;651,63.922,99,0.0,849.0
CAGL0J11418g,root_002524;347,98.559,100,0.0,690.0
CAGL0G09119g,root_002261;372,98.828,100,0.0,522.0
CAGL0J09944g,root_007899;543,61.869,89,0.0,665.0
CAGL0F04213g,root_007746;308,84.967,99,0.0,546.0
CAGL0F04213g,root_012338;305,89.145,99,0.0,532.0
CAGL0F04213g,root_007747;310,76.873,99,0.0,501.0
CAGL0D03850g,root_008454;958,99.281,99,0.0,1690.0
CAGL0J02860g,root_010746;511,99.256,99,0.0,835.0
CAGL0J00187g,root_010187;278,51.087,97,1.19e-102,300.0
CAGL0C01859g,root_007052;428,97.897,100,0.0,870.0
CAGL0I03784g,root_011589;283,50.673,82,1.19e-78,239.0
CAGL0G09383g,root_007845;401,100.0,99,0.0,682.0
CAGL0G09383g,root_007844;333,93.051,99,0.0,644.0
CAGL0G09383g,root_011480;329,82.424,99,0.0,569.0
CAGL0G09383g,root_007214;357,62.538,97,5.849999999999999e-150,425.0
CAGL0A03652g,root_010561;796,60.447,99,0.0,862.0
CAGL0L09471g,root_010324;409,74.576,100,0.0,642.0
CAGL0H01551g,root_010757;373,61.944,97,3.85e-143,410.0
CAGL0K07414g,root_009672;172,94.798,98,8.360000000000001e-123,342.0
CAGL0K07414g,root_008083;173,94.798,98,8.360000000000001e-123,342.0
CAGL0E00363g,root_008309;327,100.0,98,1.5500000000000002e-43,141.0
CAGL0E00363g,root_007086;64,100.0,100,2.5200000000000003e-43,133.0
CAGL0E00363g,root_008309;252,70.149,100,3.63e-30,105.0
CAGL0L11660g,root_011627;1457,82.498,99,0.0,2501.0
CAGL0J03608g,root_011243;666,98.905,99,0.0,1103.0
CAGL0K05027g,root_009699;432,83.834,100,0.0,765.0
CAGL0K10384g,root_011328;2278,50.465,91,0.0,1910.0
CAGL0K10384g,root_011328;2624,61.667,54,9.480000000000001e-109,388.0
CAGL0K10384g,root_011328;2624,58.462,54,1.07e-19,96.7
CAGL0M11462g,root_009796;386,96.641,100,0.0,780.0
CAGL0B00220g,root_008309;327,100.0,99,3.91e-52,164.0
CAGL0B00220g,root_007086;64,100.0,83,1.5e-43,134.0
CAGL0B00220g,root_008309;252,72.0,94,6.130000000000001e-35,118.0
CAGL0F05907g,root_009810;467,59.66,100,0.0,558.0
CAGL0I03542g,root_010928;512,63.962,98,0.0,671.0
CAGL0J08679g,root_010778;347,79.937,94,0.0,507.0
CAGL0E00165g,root_006857;3151,99.873,100,0.0,6098.0
CAGL0E00165g,root_006707;5023,78.518,100,0.0,3787.0
CAGL0E00165g,root_006707;5023,63.586,100,0.0,2241.0
CAGL0E00165g,root_006707;5023,61.413,100,0.0,2108.0
CAGL0E00165g,root_006707;5023,60.832,100,0.0,1967.0
CAGL0E00165g,root_006707;5023,54.712,100,0.0,1300.0
CAGL0E00165g,root_002254;5656,68.284,99,0.0,2895.0
CAGL0E00165g,root_002254;5656,55.984,99,0.0,2558.0
CAGL0E00165g,root_002254;5656,61.614,99,0.0,2427.0
CAGL0E00165g,root_002254;5656,61.614,99,0.0,2427.0
CAGL0E00165g,root_002254;5656,61.614,99,0.0,2427.0
CAGL0E00165g,root_002254;5656,61.614,99,0.0,2427.0
CAGL0E00165g,root_002254;5656,61.614,99,0.0,2427.0
CAGL0E00165g,root_006191;8760,65.027,87,0.0,2308.0
CAGL0E00165g,root_006191;8760,56.193,87,0.0,2089.0
CAGL0E00165g,root_006191;8760,52.902,87,0.0,1646.0
CAGL0E00165g,root_006191;8760,53.41,87,0.0,1637.0
CAGL0E00165g,root_006191;8760,52.606,87,0.0,1622.0
CAGL0E00165g,root_006191;8760,52.855,87,0.0,1528.0
CAGL0E00165g,root_006191;8760,52.212,87,0.0,1494.0
CAGL0E00165g,root_006191;8760,51.221,87,0.0,1423.0
CAGL0E00165g,root_006458;4565,55.754,99,0.0,2257.0
CAGL0E00165g,root_006458;4565,63.675,99,0.0,1496.0
CAGL0E00165g,root_006037;2228,73.503,81,0.0,2110.0
CAGL0E00165g,root_006037;2228,71.539,81,0.0,1837.0
CAGL0E00165g,root_006037;2228,52.005,81,0.0,1269.0
CAGL0E00165g,root_003835;2060,61.578,100,0.0,1941.0
CAGL0E00165g,root_003835;2060,72.944,100,0.0,1829.0
CAGL0E00165g,root_001717;2216,60.447,74,0.0,1701.0
CAGL0E00165g,root_001717;2216,59.459,74,3.98e-12,72.4
CAGL0E00165g,root_001717;2216,50.0,74,5.56e-11,68.6
