species1,gene1,species2,gene2,cluster_id
K. lactis,gene:KLLA0_F05918g,C. glabrata,CAGL0M12991g,Cluster10233
K. lactis,gene:KLLA0_C11011g,C. glabrata,CAGL0J00385g,Cluster10235
K. lactis,gene:KLLA0_A07667g,C. glabrata,CAGL0G02343g,Cluster10239
K. lactis,gene:KLLA0_D18392g,C. glabrata,CAGL0F05687g,Cluster10241
K. lactis,gene:KLLA0_A05434g,C. glabrata,CAGL0F08151g,Cluster10242
C. glabrata,CAGL0G09999g,K. lactis,gene:KLLA0_B03432g,Cluster10248
C. glabrata,CAGL0I02508g,K. lactis,gene:KLLA0_A09207g,Cluster10249
C. glabrata,CAGL0H03333g,K. lactis,gene:KLLA0_E19361g,Cluster1025
C. glabrata,CAGL0H05907g,K. lactis,gene:KLLA0_E24465g,Cluster10250
K. lactis,gene:KLLA0_F15224g,C. glabrata,CAGL0D05940g,Cluster10253
C. glabrata,CAGL0M04081g,K. lactis,gene:KLLA0_E07085g,Cluster10299
K. lactis,gene:KLLA0_A05731g,C. glabrata,CAGL0I04356g,Cluster10326
C. glabrata,CAGL0I00682g,K. lactis,gene:KLLA0_F07293g,Cluster10327
C. glabrata,CAGL0I09746g,K. lactis,gene:KLLA0_F08569g,Cluster10328
C. glabrata,CAGL0D01034g,K. lactis,gene:KLLA0_E05435g,Cluster10332
K. lactis,gene:KLLA0_C01672g,C. glabrata,CAGL0K05687g,Cluster10333
C. glabrata,CAGL0J03190g,K. lactis,gene:KLLA0_C07821g,Cluster10334
C. glabrata,CAGL0K05599g,K. lactis,gene:KLLA0_A07579g,Cluster10339
K. lactis,gene:KLLA0_A11044g,C. glabrata,CAGL0B03531g,Cluster10345
C. glabrata,CAGL0H05181g,K. lactis,gene:KLLA0_E23123g,Cluster10355
K. lactis,gene:KLLA0_F03839g,C. glabrata,CAGL0G02827g,Cluster10385
K. lactis,gene:KLLA0_E21297g,C. glabrata,CAGL0I01298g,Cluster10386
C. glabrata,CAGL0H03817g,K. lactis,gene:KLLA0_D04928g,Cluster10387
C. glabrata,CAGL0G01903g,K. lactis,gene:KLLA0_F16170g,Cluster10395
K. lactis,gene:KLLA0_C14927g,C. glabrata,CAGL0K06391g,Cluster10439
K. lactis,gene:KLLA0_B06952g,C. glabrata,CAGL0D04378g,Cluster10452
C. glabrata,CAGL0G09339g,K. lactis,gene:KLLA0_E09769g,Cluster10471
K. lactis,gene:KLLA0_E06073g,C. glabrata,CAGL0M09130g,Cluster10474
C. glabrata,CAGL0L06556g,K. lactis,gene:KLLA0_E15797g,Cluster10475
K. lactis,gene:KLLA0_C11781g,C. glabrata,CAGL0K10054g,Cluster10488
C. glabrata,CAGL0M13673g,K. lactis,gene:KLLA0_A09999g,Cluster10500
C. glabrata,CAGL0M13563g,K. lactis,gene:KLLA0_A09801g,Cluster10528
C. glabrata,CAGL0G09152g,K. lactis,gene:KLLA0_E19449g,Cluster10529
K. lactis,gene:KLLA0_D16280g,C. glabrata,CAGL0L08448g,Cluster10531
K. lactis,gene:KLLA0_F25476g,C. glabrata,CAGL0L01859g,Cluster10540
C. glabrata,CAGL0M12276g,K. lactis,gene:KLLA0_A03465g,Cluster10545
K. lactis,gene:KLLA0_E14301g,C. glabrata,CAGL0L09042g,Cluster10547
K. lactis,gene:KLLA0_C14652g,C. glabrata,CAGL0L10560g,Cluster10552
K. lactis,gene:KLLA0_D07722g,C. glabrata,CAGL0F01991g,Cluster10554
K. lactis,gene:KLLA0_F26114g,C. glabrata,CAGL0L05126g,Cluster10556
C. glabrata,CAGL0A02508g,K. lactis,gene:KLLA0_E21649g,Cluster10572
K. lactis,gene:KLLA0_F16192g,C. glabrata,CAGL0G01925g,Cluster10581
K. lactis,gene:KLLA0_A00594g,C. glabrata,CAGL0G02497g,Cluster10591
K. lactis,gene:KLLA0_A09933g,C. glabrata,CAGL0G00462g,Cluster10604
K. lactis,gene:KLLA0_F26180g,C. glabrata,CAGL0F06589g,Cluster10615
C. glabrata,CAGL0G05005g,K. lactis,gene:KLLA0_B08107g,Cluster10616
K. lactis,gene:KLLA0_F06875g,C. glabrata,CAGL0E00605g,Cluster10620
C. glabrata,CAGL0C01947g,K. lactis,gene:KLLA0_A00682g,Cluster10641
C. glabrata,CAGL0J03278g,K. lactis,gene:KLLA0_C07689g,Cluster10644
K. lactis,gene:KLLA0_B10692g,C. glabrata,CAGL0I08503g,Cluster10647
C. glabrata,CAGL0J10736g,K. lactis,gene:KLLA0_D13046g,Cluster10648
C. glabrata,CAGL0E01567g,K. lactis,gene:KLLA0_E07151g,Cluster10649
K. lactis,gene:KLLA0_D13024g,C. glabrata,CAGL0J10758g,Cluster10652
C. glabrata,CAGL0H05049g,K. lactis,gene:KLLA0_E05325g,Cluster10655
K. lactis,gene:KLLA0_F16533g,C. glabrata,CAGL0L10384g,Cluster10660
C. glabrata,CAGL0C02233g,K. lactis,gene:KLLA0_A01309g,Cluster10682
K. lactis,gene:KLLA0_C18139g,C. glabrata,CAGL0F08723g,Cluster10685
C. glabrata,CAGL0M00880g,K. lactis,gene:KLLA0_B05247g,Cluster10686
K. lactis,gene:KLLA0_F16863g,C. glabrata,CAGL0L01243g,Cluster10689
C. glabrata,CAGL0E02849g,K. lactis,gene:KLLA0_B10538g,Cluster10693
C. glabrata,CAGL0H04785g,K. lactis,gene:KLLA0_B01001g,Cluster10701
K. lactis,gene:KLLA0_C04796g,C. glabrata,CAGL0M09757g,Cluster10711
C. glabrata,CAGL0J05324g,K. lactis,gene:KLLA0_F01947g,Cluster10712
C. glabrata,CAGL0G09735g,K. lactis,gene:KLLA0_C04774g,Cluster10718
C. glabrata,CAGL0C03443g,K. lactis,gene:KLLA0_C18744g,Cluster10724
K. lactis,gene:KLLA0_F10021g,C. glabrata,CAGL0G01254g,Cluster10765
K. lactis,gene:KLLA0_B05489g,C. glabrata,CAGL0L11110g,Cluster1077
K. lactis,gene:KLLA0_E10033g,C. glabrata,CAGL0C04631g,Cluster10778
C. glabrata,CAGL0I04378g,K. lactis,gene:KLLA0_A05775g,Cluster1078
C. glabrata,CAGL0M09999g,K. lactis,gene:KLLA0_E17887g,Cluster10780
C. glabrata,CAGL0I07909g,K. lactis,gene:KLLA0_E17887g,Cluster10780
K. lactis,gene:KLLA0_A05566g,C. glabrata,CAGL0I04328g,Cluster10789
K. lactis,gene:KLLA0_F12892g,C. glabrata,CAGL0D05808g,Cluster10795
K. lactis,gene:KLLA0_F06490g,C. glabrata,CAGL0L10648g,Cluster10797
C. glabrata,CAGL0I03718g,K. lactis,gene:KLLA0_F04884g,Cluster10799
K. lactis,gene:KLLA0_F22880g,C. glabrata,CAGL0K05841g,Cluster108
C. glabrata,CAGL0K05841g,K. lactis,gene:KLLA0_F22990g,Cluster108
C. glabrata,CAGL0M11990g,K. lactis,gene:KLLA0_C13057g,Cluster10803
C. glabrata,CAGL0M00968g,K. lactis,gene:KLLA0_B05533g,Cluster10807
C. glabrata,CAGL0I07403r,K. lactis,gene:KLLA0_D14421g,Cluster10808
C. glabrata,CAGL0L12738g,K. lactis,gene:KLLA0_D11682g,Cluster1081
C. glabrata,CAGL0J08657g,K. lactis,gene:KLLA0_C13706g,Cluster10815
C. glabrata,CAGL0L05874g,K. lactis,gene:KLLA0_F22385g,Cluster10816
C. glabrata,CAGL0K00429g,K. lactis,gene:KLLA0_B14124g,Cluster10818
C. glabrata,CAGL0H02717g,K. lactis,gene:KLLA0_D18172g,Cluster10820
C. glabrata,CAGL0G04851g,K. lactis,gene:KLLA0_B07777g,Cluster10822
C. glabrata,CAGL0F03223g,K. lactis,gene:KLLA0_B01111g,Cluster10823
K. lactis,gene:KLLA0_E21583g,C. glabrata,CAGL0I01188g,Cluster1083
K. lactis,gene:KLLA0_D18711g,C. glabrata,CAGL0F05555g,Cluster10839
C. glabrata,CAGL0H06545g,K. lactis,gene:KLLA0_A00660g,Cluster1084
C. glabrata,CAGL0B01375g,K. lactis,gene:KLLA0_E01915g,Cluster10844
K. lactis,gene:KLLA0_F15972g,C. glabrata,CAGL0L09933g,Cluster1085
C. glabrata,CAGL0D03322g,K. lactis,gene:KLLA0_F15510g,Cluster10857
C. glabrata,CAGL0L07348g,K. lactis,gene:KLLA0_E01607g,Cluster10883
K. lactis,gene:KLLA0_F12540g,C. glabrata,CAGL0K01969g,Cluster10884
C. glabrata,CAGL0I08547g,K. lactis,gene:KLLA0_C11671g,Cluster10895
C. glabrata,CAGL0M13981g,K. lactis,gene:KLLA0_A10175g,Cluster1095
C. glabrata,CAGL0L09823g,K. lactis,gene:KLLA0_E08009g,Cluster1096
C. glabrata,CAGL0J07370g,K. lactis,gene:KLLA0_D19602g,Cluster10965
C. glabrata,CAGL0H01507g,K. lactis,gene:KLLA0_D05038g,Cluster10969
C. glabrata,CAGL0L12562g,K. lactis,gene:KLLA0_E11023g,Cluster10971
K. lactis,gene:KLLA0_D11902g,C. glabrata,CAGL0B02651g,Cluster10974
K. lactis,gene:KLLA0_F22319g,C. glabrata,CAGL0J01595g,Cluster10976
K. lactis,gene:KLLA0_F19426g,C. glabrata,CAGL0B01903g,Cluster10982
C. glabrata,CAGL0E05214g,K. lactis,gene:KLLA0_F19360g,Cluster110
C. glabrata,CAGL0E05236g,K. lactis,gene:KLLA0_F19360g,Cluster110
C. glabrata,CAGL0A01325g,K. lactis,gene:KLLA0_E10627g,Cluster11018
C. glabrata,CAGL0K03333g,K. lactis,gene:KLLA0_B12892g,Cluster11024
C. glabrata,CAGL0L09471g,K. lactis,gene:KLLA0_B11682g,Cluster11029
K. lactis,gene:KLLA0_A02519g,C. glabrata,CAGL0B03113g,Cluster11031
K. lactis,gene:KLLA0_F11792g,C. glabrata,CAGL0H08349g,Cluster11034
C. glabrata,CAGL0H03531g,K. lactis,gene:KLLA0_D03212g,Cluster11036
K. lactis,gene:KLLA0_F06248g,C. glabrata,CAGL0L10758g,Cluster11039
K. lactis,gene:KLLA0_A06556g,C. glabrata,CAGL0M08206g,Cluster11041
K. lactis,gene:KLLA0_F19371g,C. glabrata,CAGL0B01875g,Cluster11060
K. lactis,gene:KLLA0_F19382g,C. glabrata,CAGL0B01875g,Cluster11060
C. glabrata,CAGL0E03916g,K. lactis,gene:KLLA0_E00595g,Cluster11061
K. lactis,gene:KLLA0_F02145g,C. glabrata,CAGL0J04862g,Cluster11077
K. lactis,gene:KLLA0_D08008g,C. glabrata,CAGL0G05874g,Cluster11085
K. lactis,gene:KLLA0_E18635g,C. glabrata,CAGL0L02035g,Cluster11086
K. lactis,gene:KLLA0_A01738g,C. glabrata,CAGL0H04653g,Cluster11088
K. lactis,gene:KLLA0_D10241g,C. glabrata,CAGL0H06919g,Cluster11089
C. glabrata,CAGL0F03597g,K. lactis,gene:KLLA0_C09713g,Cluster11093
C. glabrata,CAGL0H10428g,K. lactis,gene:KLLA0_E09175g,Cluster11113
K. lactis,gene:KLLA0_C11935g,C. glabrata,CAGL0I08635g,Cluster11114
C. glabrata,CAGL0L12452g,K. lactis,gene:KLLA0_D11946g,Cluster11142
K. lactis,gene:KLLA0_D18348g,C. glabrata,CAGL0G08195g,Cluster11143
K. lactis,gene:KLLA0_E03367g,C. glabrata,CAGL0E04444g,Cluster11152
K. lactis,gene:KLLA0_B12419g,C. glabrata,CAGL0D02134g,Cluster11157
C. glabrata,CAGL0L03454g,K. lactis,gene:KLLA0_F14234g,Cluster11166
K. lactis,gene:KLLA0_B13541g,C. glabrata,CAGL0K02695g,Cluster11178
K. lactis,gene:KLLA0_F08283g,C. glabrata,CAGL0G01848g,Cluster11179
K. lactis,gene:KLLA0_D17226g,C. glabrata,CAGL0E00913g,Cluster11192
C. glabrata,CAGL0L02145g,K. lactis,gene:KLLA0_E18789g,Cluster11199
C. glabrata,CAGL0K03223g,K. lactis,gene:KLLA0_F25432g,Cluster11201
K. lactis,gene:KLLA0_F21032g,C. glabrata,CAGL0L06732g,Cluster11203
K. lactis,gene:KLLA0_E12805g,C. glabrata,CAGL0L12826g,Cluster11220
K. lactis,gene:KLLA0_D03652g,C. glabrata,CAGL0K01331g,Cluster11228
K. lactis,gene:KLLA0_D04488g,C. glabrata,CAGL0E06424g,Cluster11236
C. glabrata,CAGL0D01100g,K. lactis,gene:KLLA0_F03773g,Cluster11239
K. lactis,gene:KLLA0_A10087g,C. glabrata,CAGL0M13695g,Cluster11264
K. lactis,gene:KLLA0_C02959g,C. glabrata,CAGL0J07766g,Cluster11268
K. lactis,gene:KLLA0_F26917g,C. glabrata,CAGL0F06017g,Cluster11269
C. glabrata,CAGL0F03575g,K. lactis,gene:KLLA0_C09735g,Cluster11271
K. lactis,gene:KLLA0_A09405g,C. glabrata,CAGL0M13387g,Cluster11272
C. glabrata,CAGL0G06798g,K. lactis,gene:KLLA0_F14916g,Cluster11274
K. lactis,gene:KLLA0_C12639g,C. glabrata,CAGL0M13057g,Cluster11288
K. lactis,gene:KLLA0_E01453g,C. glabrata,CAGL0M09603g,Cluster11290
K. lactis,gene:KLLA0_E23849g,C. glabrata,CAGL0H05555g,Cluster11294
C. glabrata,CAGL0L09273g,K. lactis,gene:KLLA0_E13905g,Cluster11298
K. lactis,gene:KLLA0_E06337g,C. glabrata,CAGL0M09295g,Cluster11302
C. glabrata,CAGL0L06402g,K. lactis,gene:KLLA0_F20075g,Cluster11323
K. lactis,gene:KLLA0_E14851g,C. glabrata,CAGL0I10076r,Cluster11326
K. lactis,gene:KLLA0_D13530g,C. glabrata,CAGL0H09680g,Cluster11331
C. glabrata,CAGL0M09581g,K. lactis,gene:KLLA0_E06667g,Cluster11332
C. glabrata,CAGL0I09944r,K. lactis,gene:KLLA0_C09328g,Cluster11333
C. glabrata,CAGL0H05621g,K. lactis,gene:KLLA0_E24025g,Cluster11334
K. lactis,gene:KLLA0_F22924g,C. glabrata,CAGL0B03465g,Cluster11336
C. glabrata,CAGL0J09152g,K. lactis,gene:KLLA0_F05313g,Cluster11340
K. lactis,gene:KLLA0_A08580g,C. glabrata,CAGL0B04741g,Cluster11358
K. lactis,gene:KLLA0_B04400g,C. glabrata,CAGL0H04191g,Cluster11359
C. glabrata,CAGL0K02827g,K. lactis,gene:KLLA0_B13343g,Cluster11363
K. lactis,gene:KLLA0_E08955g,C. glabrata,CAGL0E05082g,Cluster11371
K. lactis,gene:KLLA0_E14213g,C. glabrata,CAGL0L09108g,Cluster11372
K. lactis,gene:KLLA0_F10131g,C. glabrata,CAGL0E04290g,Cluster11379
C. glabrata,CAGL0J07260g,K. lactis,gene:KLLA0_D06237g,Cluster11380
C. glabrata,CAGL0A03256g,K. lactis,gene:KLLA0_E03015g,Cluster11383
K. lactis,gene:KLLA0_F01903g,C. glabrata,CAGL0C00319g,Cluster11397
K. lactis,gene:KLLA0_C03806g,C. glabrata,CAGL0C05225g,Cluster11416
C. glabrata,CAGL0F01617g,K. lactis,gene:KLLA0_D05335g,Cluster11419
K. lactis,gene:KLLA0_F27863g,C. glabrata,CAGL0G06116g,Cluster11420
C. glabrata,CAGL0I01870g,K. lactis,gene:KLLA0_E15841g,Cluster11421
K. lactis,gene:KLLA0_A00616g,C. glabrata,CAGL0G02475g,Cluster11425
C. glabrata,CAGL0L02255g,K. lactis,gene:KLLA0_A02849g,Cluster11427
C. glabrata,CAGL0J05522g,K. lactis,gene:KLLA0_C11363g,Cluster11440
K. lactis,gene:KLLA0_C03135g,C. glabrata,CAGL0E00341g,Cluster1146
K. lactis,gene:KLLA0_B14553g,C. glabrata,CAGL0E00341g,Cluster1146
C. glabrata,CAGL0I01452r,K. lactis,gene:KLLA0_A02387g,Cluster11464
C. glabrata,CAGL0L01727g,K. lactis,gene:KLLA0_E07723g,Cluster11466
C. glabrata,CAGL0L01331g,K. lactis,gene:KLLA0_E22155g,Cluster1147
C. glabrata,CAGL0I04950g,K. lactis,gene:KLLA0_E20131g,Cluster11470
K. lactis,gene:KLLA0_F18612g,C. glabrata,CAGL0K11990g,Cluster11472
C. glabrata,CAGL0D00748g,K. lactis,gene:KLLA0_B03289g,Cluster11483
C. glabrata,CAGL0C02623g,K. lactis,gene:KLLA0_B03311g,Cluster11484
C. glabrata,CAGL0C02607g,K. lactis,gene:KLLA0_B03311g,Cluster11484
C. glabrata,CAGL0M05467g,K. lactis,gene:KLLA0_E23035g,Cluster11489
K. lactis,gene:KLLA0_C08569g,C. glabrata,CAGL0J03498g,Cluster1149
K. lactis,gene:KLLA0_F23353g,C. glabrata,CAGL0E05566g,Cluster11492
K. lactis,gene:KLLA0_F14685g,C. glabrata,CAGL0C05335g,Cluster11493
C. glabrata,CAGL0B01727g,K. lactis,gene:KLLA0_F11462g,Cluster11495
C. glabrata,CAGL0I02530g,K. lactis,gene:KLLA0_A09229g,Cluster1151
C. glabrata,CAGL0I06468r,K. lactis,gene:KLLA0_C16940g,Cluster11511
C. glabrata,CAGL0L12804g,K. lactis,gene:KLLA0_E12849g,Cluster1152
C. glabrata,CAGL0H01023g,K. lactis,gene:KLLA0_C11077g,Cluster11529
K. lactis,gene:KLLA0_C07601g,C. glabrata,CAGL0M12793g,Cluster11530
K. lactis,gene:KLLA0_C03850g,C. glabrata,CAGL0K01595g,Cluster11536
C. glabrata,CAGL0J04884g,K. lactis,gene:KLLA0_F01298g,Cluster11541
C. glabrata,CAGL0K03949g,K. lactis,gene:KLLA0_F17138g,Cluster11549
K. lactis,gene:KLLA0_F25740g,C. glabrata,CAGL0K02563g,Cluster1155
C. glabrata,CAGL0H08580g,K. lactis,gene:KLLA0_B12155g,Cluster11550
K. lactis,gene:KLLA0_F12980g,C. glabrata,CAGL0D05742g,Cluster11552
K. lactis,gene:KLLA0_C14762g,C. glabrata,CAGL0D03762g,Cluster1156
K. lactis,gene:KLLA0_A07062g,C. glabrata,CAGL0H08195g,Cluster11564
K. lactis,gene:KLLA0_E21957g,C. glabrata,CAGL0I00770g,Cluster11584
C. glabrata,CAGL0I01914g,K. lactis,gene:KLLA0_E15753g,Cluster11597
C. glabrata,CAGL0G05269g,K. lactis,gene:KLLA0_E10253g,Cluster11600
C. glabrata,CAGL0C03553g,K. lactis,gene:KLLA0_E01739g,Cluster11626
C. glabrata,CAGL0G04939g,K. lactis,gene:KLLA0_B07865g,Cluster11632
C. glabrata,CAGL0D02464g,K. lactis,gene:KLLA0_E02113g,Cluster11642
K. lactis,gene:KLLA0_B08712g,C. glabrata,CAGL0H02491g,Cluster11648
K. lactis,gene:KLLA0_D04884g,C. glabrata,CAGL0H03773g,Cluster11649
K. lactis,gene:KLLA0_B14916g,C. glabrata,CAGL0I07293g,Cluster11652
C. glabrata,CAGL0I07293g,K. lactis,gene:KLLA0_A11935g,Cluster11652
C. glabrata,CAGL0J09812g,K. lactis,gene:KLLA0_B08822g,Cluster11656
K. lactis,gene:KLLA0_F26961g,C. glabrata,CAGL0C02519g,Cluster11657
C. glabrata,CAGL0E06314g,K. lactis,gene:KLLA0_E11683g,Cluster1168
K. lactis,gene:KLLA0_D13552g,C. glabrata,CAGL0J01980g,Cluster11685
K. lactis,gene:KLLA0_A10065g,C. glabrata,CAGL0G00374g,Cluster11689
C. glabrata,CAGL0L10934g,K. lactis,gene:KLLA0_C07359g,Cluster11691
K. lactis,gene:KLLA0_D11220g,C. glabrata,CAGL0M07678g,Cluster11692
K. lactis,gene:KLLA0_F17655g,C. glabrata,CAGL0A03366g,Cluster11693
K. lactis,gene:KLLA0_C00374g,C. glabrata,CAGL0B00264g,Cluster11700
K. lactis,gene:KLLA0_C00374g,C. glabrata,CAGL0B01265g,Cluster11700
C. glabrata,CAGL0G08668g,K. lactis,gene:KLLA0_F04433g,Cluster11703
C. glabrata,CAGL0L11704g,K. lactis,gene:KLLA0_F14487g,Cluster11705
K. lactis,gene:KLLA0_E14257g,C. glabrata,CAGL0F02299g,Cluster11708
C. glabrata,CAGL0F08459g,K. lactis,gene:KLLA0_A09647g,Cluster11715
C. glabrata,CAGL0M10593g,K. lactis,gene:KLLA0_C09130g,Cluster11717
K. lactis,gene:KLLA0_F25168g,C. glabrata,CAGL0K07700g,Cluster11719
C. glabrata,CAGL0J05984g,K. lactis,gene:KLLA0_E23167g,Cluster11720
C. glabrata,CAGL0M04829g,K. lactis,gene:KLLA0_B08239g,Cluster11721
K. lactis,gene:KLLA0_B10175g,C. glabrata,CAGL0J10824g,Cluster11722
C. glabrata,CAGL0L07634g,K. lactis,gene:KLLA0_D01133g,Cluster11726
C. glabrata,CAGL0I08965g,K. lactis,gene:KLLA0_A08360g,Cluster11731
C. glabrata,CAGL0K06215g,K. lactis,gene:KLLA0_B01518g,Cluster11733
C. glabrata,CAGL0H03729g,K. lactis,gene:KLLA0_D04840g,Cluster11736
K. lactis,gene:KLLA0_F24464g,C. glabrata,CAGL0K09702g,Cluster1174
C. glabrata,CAGL0F02277g,K. lactis,gene:KLLA0_E14191g,Cluster11740
C. glabrata,CAGL0H08327g,K. lactis,gene:KLLA0_F18832g,Cluster11742
C. glabrata,CAGL0J00275g,K. lactis,gene:KLLA0_C11099g,Cluster11743
K. lactis,gene:KLLA0_F02035g,C. glabrata,CAGL0B03267g,Cluster11745
K. lactis,gene:KLLA0_E07481g,C. glabrata,CAGL0M03861g,Cluster11747
K. lactis,gene:KLLA0_E24553g,C. glabrata,CAGL0M06127g,Cluster11753
C. glabrata,CAGL0B04477g,K. lactis,gene:KLLA0_C13321g,Cluster11779
K. lactis,gene:KLLA0_D01859g,C. glabrata,CAGL0M02937g,Cluster1178
K. lactis,gene:KLLA0_E05347g,C. glabrata,CAGL0H05027g,Cluster11785
K. lactis,gene:KLLA0_A00440g,C. glabrata,CAGL0H06677g,Cluster11787
C. glabrata,CAGL0L11220g,K. lactis,gene:KLLA0_B05082g,Cluster11790
K. lactis,gene:KLLA0_D13750g,C. glabrata,CAGL0J02222g,Cluster11791
C. glabrata,CAGL0B00242g,K. lactis,gene:KLLA0_C00352g,Cluster11792
C. glabrata,CAGL0B01243g,K. lactis,gene:KLLA0_C00352g,Cluster11792
C. glabrata,CAGL0C00341g,K. lactis,gene:KLLA0_A06490g,Cluster11795
K. lactis,gene:KLLA0_A03883g,C. glabrata,CAGL0E05258g,Cluster1180
K. lactis,gene:KLLA0_E21517g,C. glabrata,CAGL0A02596g,Cluster1181
K. lactis,gene:KLLA0_F03575g,C. glabrata,CAGL0G01342g,Cluster11821
C. glabrata,CAGL0L11550g,K. lactis,gene:KLLA0_E21693g,Cluster11826
C. glabrata,CAGL0H01639g,K. lactis,gene:KLLA0_C00979g,Cluster11827
K. lactis,gene:KLLA0_F02838g,C. glabrata,CAGL0G04455g,Cluster11830
K. lactis,gene:KLLA0_B06501g,C. glabrata,CAGL0H01837g,Cluster11831
C. glabrata,CAGL0L09779g,K. lactis,gene:KLLA0_E18041g,Cluster11832
K. lactis,gene:KLLA0_E12409g,C. glabrata,CAGL0F04125g,Cluster11833
K. lactis,gene:KLLA0_F03905g,C. glabrata,CAGL0G01452g,Cluster11838
C. glabrata,CAGL0H09416g,K. lactis,gene:KLLA0_F13706g,Cluster11840
C. glabrata,CAGL0D03278g,K. lactis,gene:KLLA0_F15554g,Cluster11852
C. glabrata,CAGL0M14146r,K. lactis,gene:KLLA0_D17732g,Cluster11863
