species1,gene1,species2,gene2,cluster_id
K. lactis,gene:KLLA0_C18491g,C. glabrata,CAGL0A00781g,Cluster10026
S. cerevisiae,gene-YAL002W,C. glabrata,CAGL0A00781g,Cluster10026
K. lactis,gene:KLLA0_E05853g,S. cerevisiae,gene-YJR110W,Cluster10028
K. lactis,gene:KLLA0_E05853g,C. glabrata,CAGL0C04895g,Cluster10028
K. lactis,gene:KLLA0_E05853g,C. albicans,orf19.4744,Cluster10028
S. cerevisiae,gene-YJR110W,C. glabrata,CAGL0C04895g,Cluster10028
S. cerevisiae,gene-YJR110W,C. albicans,orf19.4744,Cluster10028
C. glabrata,CAGL0C04895g,C. albicans,orf19.4744,Cluster10028
C. albicans,orf19.5530,K. lactis,gene:KLLA0_E19229g,Cluster1003
C. albicans,orf19.5530,C. glabrata,CAGL0H03267g,Cluster1003
C. albicans,orf19.5530,S. cerevisiae,gene-YPL190C,Cluster1003
K. lactis,gene:KLLA0_E19229g,C. glabrata,CAGL0H03267g,Cluster1003
K. lactis,gene:KLLA0_E19229g,S. cerevisiae,gene-YPL190C,Cluster1003
C. glabrata,CAGL0H03267g,S. cerevisiae,gene-YPL190C,Cluster1003
C. albicans,orf19.6790,S. cerevisiae,gene-YBR212W,Cluster1004
C. albicans,orf19.6790,K. lactis,gene:KLLA0_C05522g,Cluster1004
S. cerevisiae,gene-YBR212W,K. lactis,gene:KLLA0_C05522g,Cluster1004
S. cerevisiae,gene-YGL061C,K. lactis,gene:KLLA0_C05742g,Cluster10043
K. lactis,gene:KLLA0_F23804g,S. cerevisiae,gene-YOR114W,Cluster10044
K. lactis,gene:KLLA0_A05797g,C. glabrata,CAGL0I04400g,Cluster10045
K. lactis,gene:KLLA0_A05797g,S. cerevisiae,gene-YJL140W,Cluster10045
K. lactis,gene:KLLA0_A05797g,C. albicans,orf19.145,Cluster10045
C. glabrata,CAGL0I04400g,S. cerevisiae,gene-YJL140W,Cluster10045
C. glabrata,CAGL0I04400g,C. albicans,orf19.145,Cluster10045
S. cerevisiae,gene-YJL140W,C. albicans,orf19.145,Cluster10045
C. albicans,orf19.4120,C. glabrata,CAGL0M05885g,Cluster10046
C. albicans,orf19.4120,S. cerevisiae,gene-YKR063C,Cluster10046
C. albicans,orf19.4120,K. lactis,gene:KLLA0_A06017g,Cluster10046
C. glabrata,CAGL0M05885g,S. cerevisiae,gene-YKR063C,Cluster10046
C. glabrata,CAGL0M05885g,K. lactis,gene:KLLA0_A06017g,Cluster10046
S. cerevisiae,gene-YKR063C,K. lactis,gene:KLLA0_A06017g,Cluster10046
C. albicans,orf19.454,S. cerevisiae,gene-YJR147W,Cluster10047
S. cerevisiae,gene-YBR037C,C. glabrata,CAGL0I04796g,Cluster10048
S. cerevisiae,gene-YBR037C,C. albicans,orf19.7325,Cluster10048
S. cerevisiae,gene-YBR037C,K. lactis,gene:KLLA0_D03630g,Cluster10048
C. glabrata,CAGL0I04796g,C. albicans,orf19.7325,Cluster10048
C. glabrata,CAGL0I04796g,K. lactis,gene:KLLA0_D03630g,Cluster10048
C. glabrata,CAGL0I04796g,S. cerevisiae,gene-YBR024W,Cluster10048
C. albicans,orf19.7325,K. lactis,gene:KLLA0_D03630g,Cluster10048
C. albicans,orf19.7325,S. cerevisiae,gene-YBR024W,Cluster10048
K. lactis,gene:KLLA0_D03630g,S. cerevisiae,gene-YBR024W,Cluster10048
K. lactis,gene:KLLA0_F23650g,S. cerevisiae,gene-YNL110C,Cluster1005
K. lactis,gene:KLLA0_F23650g,C. glabrata,CAGL0L03806g,Cluster1005
K. lactis,gene:KLLA0_F23650g,C. albicans,orf19.7050,Cluster1005
S. cerevisiae,gene-YNL110C,C. glabrata,CAGL0L03806g,Cluster1005
S. cerevisiae,gene-YNL110C,C. albicans,orf19.7050,Cluster1005
C. glabrata,CAGL0L03806g,C. albicans,orf19.7050,Cluster1005
C. albicans,orf19.5376,S. cerevisiae,gene-YGL179C,Cluster10055
K. lactis,gene:KLLA0_D11044g,S. cerevisiae,gene-YHR135C,Cluster10056
K. lactis,gene:KLLA0_D11044g,C. glabrata,CAGL0J05940g,Cluster10056
K. lactis,gene:KLLA0_D11044g,S. cerevisiae,gene-YNL154C,Cluster10056
K. lactis,gene:KLLA0_D11044g,C. glabrata,CAGL0G06138g,Cluster10056
K. lactis,gene:KLLA0_D11044g,C. albicans,orf19.7001,Cluster10056
S. cerevisiae,gene-YHR135C,C. glabrata,CAGL0J05940g,Cluster10056
S. cerevisiae,gene-YHR135C,C. glabrata,CAGL0G06138g,Cluster10056
S. cerevisiae,gene-YHR135C,C. albicans,orf19.7001,Cluster10056
C. glabrata,CAGL0J05940g,S. cerevisiae,gene-YNL154C,Cluster10056
C. glabrata,CAGL0J05940g,C. albicans,orf19.7001,Cluster10056
S. cerevisiae,gene-YNL154C,C. glabrata,CAGL0G06138g,Cluster10056
S. cerevisiae,gene-YNL154C,C. albicans,orf19.7001,Cluster10056
C. glabrata,CAGL0G06138g,C. albicans,orf19.7001,Cluster10056
K. lactis,gene:KLLA0_E13531g,S. cerevisiae,gene-YER123W,Cluster10057
K. lactis,gene:KLLA0_E13531g,C. albicans,orf19.2222,Cluster10057
S. cerevisiae,gene-YER123W,C. albicans,orf19.2222,Cluster10057
C. albicans,orf19.2277,S. cerevisiae,gene-YPL203W,Cluster10058
C. albicans,orf19.2277,K. lactis,gene:KLLA0_D03190g,Cluster10058
S. cerevisiae,gene-YPL203W,K. lactis,gene:KLLA0_D03190g,Cluster10058
S. cerevisiae,gene-YNL175C,K. lactis,gene:KLLA0_D08206g,Cluster1006
S. cerevisiae,gene-YNL175C,C. albicans,orf19.6766,Cluster1006
K. lactis,gene:KLLA0_D08206g,C. albicans,orf19.6766,Cluster1006
K. lactis,gene:KLLA0_C18337g,S. cerevisiae,gene-YLR320W,Cluster10061
K. lactis,gene:KLLA0_C18337g,C. glabrata,CAGL0A00913g,Cluster10061
S. cerevisiae,gene-YLR320W,C. glabrata,CAGL0A00913g,Cluster10061
C. albicans,orf19.3969,S. cerevisiae,gene-YGR249W,Cluster10062
C. albicans,orf19.3969,K. lactis,gene:KLLA0_A05368g,Cluster10062
S. cerevisiae,gene-YGR249W,K. lactis,gene:KLLA0_A05368g,Cluster10062
K. lactis,gene:KLLA0_C17600g,S. cerevisiae,gene-YER165W,Cluster1007
K. lactis,gene:KLLA0_C17600g,C. albicans,orf19.3037,Cluster1007
S. cerevisiae,gene-YER165W,C. albicans,orf19.3037,Cluster1007
S. cerevisiae,gene-YGL075C,C. glabrata,CAGL0H03421g,Cluster10070
S. cerevisiae,gene-YGL075C,K. lactis,gene:KLLA0_D03366g,Cluster10070
C. glabrata,CAGL0H03421g,K. lactis,gene:KLLA0_D03366g,Cluster10070
K. lactis,gene:KLLA0_E19471g,C. albicans,orf19.260,Cluster10080
C. albicans,orf19.4203,S. cerevisiae,gene-YML031W,Cluster10081
C. albicans,orf19.4203,K. lactis,gene:KLLA0_B01760g,Cluster10081
S. cerevisiae,gene-YML031W,K. lactis,gene:KLLA0_B01760g,Cluster10081
S. cerevisiae,gene-YGL005C,C. glabrata,CAGL0A00539g,Cluster10082
S. cerevisiae,gene-YGL005C,K. lactis,gene:KLLA0_A08888g,Cluster10082
S. cerevisiae,gene-YGL005C,C. albicans,orf19.5397,Cluster10082
C. glabrata,CAGL0A00539g,K. lactis,gene:KLLA0_A08888g,Cluster10082
C. glabrata,CAGL0A00539g,C. albicans,orf19.5397,Cluster10082
K. lactis,gene:KLLA0_A08888g,C. albicans,orf19.5397,Cluster10082
C. albicans,orf19.7595,K. lactis,gene:KLLA0_C16687g,Cluster10083
C. albicans,orf19.563,S. cerevisiae,gene-YPR143W,Cluster10084
C. albicans,orf19.563,K. lactis,gene:KLLA0_B10934g,Cluster10084
S. cerevisiae,gene-YPR143W,K. lactis,gene:KLLA0_B10934g,Cluster10084
K. lactis,gene:KLLA0_D09042g,C. albicans,orf19.5595,Cluster10085
C. albicans,orf19.458,K. lactis,gene:KLLA0_E02487g,Cluster10086
C. albicans,orf19.458,S. cerevisiae,gene-YDR375C,Cluster10086
K. lactis,gene:KLLA0_E02487g,S. cerevisiae,gene-YDR375C,Cluster10086
C. albicans,orf19.680,S. cerevisiae,gene-YPL063W,Cluster10087
C. albicans,orf19.680,K. lactis,gene:KLLA0_E23101g,Cluster10087
S. cerevisiae,gene-YPL063W,K. lactis,gene:KLLA0_E23101g,Cluster10087
K. lactis,gene:KLLA0_D05643g,C. glabrata,CAGL0K12826g,Cluster10088
K. lactis,gene:KLLA0_D05643g,S. cerevisiae,gene-YLR075W,Cluster10088
K. lactis,gene:KLLA0_D05643g,C. albicans,orf19.2935,Cluster10088
C. glabrata,CAGL0K12826g,S. cerevisiae,gene-YLR075W,Cluster10088
C. glabrata,CAGL0K12826g,C. albicans,orf19.2935,Cluster10088
S. cerevisiae,gene-YLR075W,C. albicans,orf19.2935,Cluster10088
K. lactis,gene:KLLA0_D19272g,C. glabrata,CAGL0C05489g,Cluster10089
K. lactis,gene:KLLA0_D19272g,S. cerevisiae,gene-YDL234C,Cluster10089
K. lactis,gene:KLLA0_D19272g,C. albicans,orf19.6706,Cluster10089
C. glabrata,CAGL0C05489g,S. cerevisiae,gene-YDL234C,Cluster10089
C. glabrata,CAGL0C05489g,C. albicans,orf19.6706,Cluster10089
S. cerevisiae,gene-YDL234C,C. albicans,orf19.6706,Cluster10089
S. cerevisiae,gene-YER043C,K. lactis,gene:KLLA0_A01199g,Cluster10090
S. cerevisiae,gene-YER043C,C. albicans,orf19.3911,Cluster10090
K. lactis,gene:KLLA0_A01199g,C. albicans,orf19.3911,Cluster10090
S. cerevisiae,gene-YBR153W,K. lactis,gene:KLLA0_F21120g,Cluster10092
S. cerevisiae,gene-YBR153W,C. albicans,orf19.6341,Cluster10092
K. lactis,gene:KLLA0_F21120g,C. albicans,orf19.6341,Cluster10092
C. glabrata,CAGL0K12848g,S. cerevisiae,gene-YFL045C,Cluster10093
C. glabrata,CAGL0K12848g,K. lactis,gene:KLLA0_D05709g,Cluster10093
C. glabrata,CAGL0K12848g,C. albicans,orf19.2937,Cluster10093
S. cerevisiae,gene-YFL045C,K. lactis,gene:KLLA0_D05709g,Cluster10093
S. cerevisiae,gene-YFL045C,C. albicans,orf19.2937,Cluster10093
K. lactis,gene:KLLA0_D05709g,C. albicans,orf19.2937,Cluster10093
C. albicans,orf19.5587,S. cerevisiae,gene-YLR224W,Cluster10094
C. albicans,orf19.5587,C. glabrata,CAGL0C01155g,Cluster10094
S. cerevisiae,gene-YLR224W,C. glabrata,CAGL0C01155g,Cluster10094
C. albicans,orf19.2774,S. cerevisiae,gene-YOR196C,Cluster10096
C. albicans,orf19.2774,C. glabrata,CAGL0I10923g,Cluster10096
C. albicans,orf19.2774,K. lactis,gene:KLLA0_F00836g,Cluster10096
S. cerevisiae,gene-YOR196C,C. glabrata,CAGL0I10923g,Cluster10096
S. cerevisiae,gene-YOR196C,K. lactis,gene:KLLA0_F00836g,Cluster10096
C. glabrata,CAGL0I10923g,K. lactis,gene:KLLA0_F00836g,Cluster10096
C. glabrata,CAGL0J06930g,S. cerevisiae,gene-YPL118W,Cluster10099
C. glabrata,CAGL0J06930g,K. lactis,gene:KLLA0_F00990g,Cluster10099
C. glabrata,CAGL0J06930g,C. albicans,orf19.185,Cluster10099
S. cerevisiae,gene-YPL118W,K. lactis,gene:KLLA0_F00990g,Cluster10099
S. cerevisiae,gene-YPL118W,C. albicans,orf19.185,Cluster10099
K. lactis,gene:KLLA0_F00990g,C. albicans,orf19.185,Cluster10099
C. albicans,orf19.736,K. lactis,gene:KLLA0_F06919g,Cluster1010
C. albicans,orf19.736,S. cerevisiae,gene-YCR081W,Cluster1010
K. lactis,gene:KLLA0_F06919g,S. cerevisiae,gene-YCR081W,Cluster1010
K. lactis,gene:KLLA0_F24509g,C. glabrata,CAGL0D03476r,Cluster10101
C. albicans,orf19.5098,S. cerevisiae,gene-YOL043C,Cluster10102
C. albicans,orf19.5098,S. cerevisiae,gene-YAL015C,Cluster10102
C. albicans,orf19.5098,C. glabrata,CAGL0H06303g,Cluster10102
C. albicans,orf19.5098,K. lactis,gene:KLLA0_F07711g,Cluster10102
S. cerevisiae,gene-YOL043C,C. glabrata,CAGL0H06303g,Cluster10102
S. cerevisiae,gene-YOL043C,K. lactis,gene:KLLA0_F07711g,Cluster10102
S. cerevisiae,gene-YAL015C,C. glabrata,CAGL0H06303g,Cluster10102
S. cerevisiae,gene-YAL015C,K. lactis,gene:KLLA0_F07711g,Cluster10102
C. glabrata,CAGL0H06303g,K. lactis,gene:KLLA0_F07711g,Cluster10102
S. cerevisiae,gene-YNL076W,C. glabrata,CAGL0J10274g,Cluster10104
S. cerevisiae,gene-YNL076W,K. lactis,gene:KLLA0_E07855g,Cluster10104
C. glabrata,CAGL0J10274g,K. lactis,gene:KLLA0_E07855g,Cluster10104
K. lactis,gene:KLLA0_D15829g,S. cerevisiae,gene-YBR255C-A,Cluster10110
C. albicans,orf19.4007,K. lactis,gene:KLLA0_D18755g,Cluster10113
C. albicans,orf19.4007,C. glabrata,CAGL0F05511g,Cluster10113
C. albicans,orf19.4007,S. cerevisiae,gene-YDR198C,Cluster10113
K. lactis,gene:KLLA0_D18755g,C. glabrata,CAGL0F05511g,Cluster10113
K. lactis,gene:KLLA0_D18755g,S. cerevisiae,gene-YDR198C,Cluster10113
C. glabrata,CAGL0F05511g,S. cerevisiae,gene-YDR198C,Cluster10113
S. cerevisiae,gene-YOL123W,K. lactis,gene:KLLA0_C12925g,Cluster10118
S. cerevisiae,gene-YOL123W,C. albicans,orf19.5989,Cluster10118
K. lactis,gene:KLLA0_C12925g,C. albicans,orf19.5989,Cluster10118
K. lactis,gene:KLLA0_B04312g,S. cerevisiae,gene-YHR192W,Cluster1012
K. lactis,gene:KLLA0_B04312g,C. albicans,orf19.5857,Cluster1012
S. cerevisiae,gene-YHR192W,C. albicans,orf19.5857,Cluster1012
C. albicans,orf19.5611,S. cerevisiae,gene-YDR541C,Cluster1013
S. cerevisiae,gene-YDR078C,K. lactis,gene:KLLA0_E00991g,Cluster10130
S. cerevisiae,gene-YNR034W-A,C. glabrata,CAGL0M11000g,Cluster10131
C. albicans,orf19.3281,C. glabrata,CAGL0J02860g,Cluster10134
C. albicans,orf19.3281,S. cerevisiae,gene-YER051W,Cluster10134
C. albicans,orf19.3281,K. lactis,gene:KLLA0_F27643g,Cluster10134
C. glabrata,CAGL0J02860g,S. cerevisiae,gene-YER051W,Cluster10134
C. glabrata,CAGL0J02860g,K. lactis,gene:KLLA0_F27643g,Cluster10134
S. cerevisiae,gene-YER051W,K. lactis,gene:KLLA0_F27643g,Cluster10134
C. albicans,orf19.5441,S. cerevisiae,gene-YIL031W,Cluster10137
C. albicans,orf19.5441,C. glabrata,CAGL0J02464g,Cluster10137
C. albicans,orf19.5441,K. lactis,gene:KLLA0_F27665g,Cluster10137
S. cerevisiae,gene-YIL031W,C. glabrata,CAGL0J02464g,Cluster10137
S. cerevisiae,gene-YIL031W,K. lactis,gene:KLLA0_F27665g,Cluster10137
C. glabrata,CAGL0J02464g,K. lactis,gene:KLLA0_F27665g,Cluster10137
C. albicans,orf19.4223,K. lactis,gene:KLLA0_D10571g,Cluster10138
C. albicans,orf19.4223,C. glabrata,CAGL0I08327g,Cluster10138
C. albicans,orf19.4223,S. cerevisiae,gene-YER025W,Cluster10138
K. lactis,gene:KLLA0_D10571g,C. glabrata,CAGL0I08327g,Cluster10138
K. lactis,gene:KLLA0_D10571g,S. cerevisiae,gene-YER025W,Cluster10138
C. glabrata,CAGL0I08327g,S. cerevisiae,gene-YER025W,Cluster10138
K. lactis,gene:KLLA0_C03608g,S. cerevisiae,gene-YDR486C,Cluster10139
K. lactis,gene:KLLA0_C03608g,C. albicans,orf19.3401,Cluster10139
S. cerevisiae,gene-YDR486C,C. albicans,orf19.3401,Cluster10139
S. cerevisiae,gene-YGL157W,C. albicans,orf19.4309,Cluster1014
S. cerevisiae,gene-YNL294C,K. lactis,gene:KLLA0_A07469g,Cluster10140
S. cerevisiae,gene-YNL294C,C. albicans,orf19.3176,Cluster10140
K. lactis,gene:KLLA0_A07469g,C. albicans,orf19.3176,Cluster10140
C. albicans,orf19.2775,C. glabrata,CAGL0J06952g,Cluster10141
C. albicans,orf19.2775,S. cerevisiae,gene-YPL117C,Cluster10141
C. albicans,orf19.2775,K. lactis,gene:KLLA0_F00924g,Cluster10141
C. glabrata,CAGL0J06952g,S. cerevisiae,gene-YPL117C,Cluster10141
C. glabrata,CAGL0J06952g,K. lactis,gene:KLLA0_F00924g,Cluster10141
S. cerevisiae,gene-YPL117C,K. lactis,gene:KLLA0_F00924g,Cluster10141
K. lactis,gene:KLLA0_C15521g,S. cerevisiae,gene-YGL077C,Cluster10142
K. lactis,gene:KLLA0_C15521g,C. albicans,orf19.2003,Cluster10142
S. cerevisiae,gene-YGL077C,C. albicans,orf19.2003,Cluster10142
C. albicans,orf19.2587,K. lactis,gene:KLLA0_B00385g,Cluster10143
C. albicans,orf19.2587,S. cerevisiae,gene-YNR056C,Cluster10143
K. lactis,gene:KLLA0_B00385g,S. cerevisiae,gene-YNR056C,Cluster10143
K. lactis,gene:KLLA0_D14685g,S. cerevisiae,gene-YGR088W,Cluster10144
K. lactis,gene:KLLA0_D07766g,C. albicans,orf19.5672,Cluster10145
S. cerevisiae,gene-YPR138C,C. glabrata,CAGL0D04928g,Cluster10146
S. cerevisiae,gene-YPR138C,K. lactis,gene:KLLA0_B11033g,Cluster10146
S. cerevisiae,gene-YPR138C,C. albicans,orf19.1614,Cluster10146
S. cerevisiae,gene-YGR121C,C. glabrata,CAGL0D04928g,Cluster10146
S. cerevisiae,gene-YGR121C,K. lactis,gene:KLLA0_B11033g,Cluster10146
S. cerevisiae,gene-YGR121C,C. albicans,orf19.1614,Cluster10146
C. glabrata,CAGL0D04928g,K. lactis,gene:KLLA0_B11033g,Cluster10146
C. glabrata,CAGL0D04928g,C. albicans,orf19.1614,Cluster10146
K. lactis,gene:KLLA0_B11033g,C. albicans,orf19.1614,Cluster10146
S. cerevisiae,gene-YPR134W,K. lactis,gene:KLLA0_B11165g,Cluster10148
K. lactis,gene:KLLA0_D11022g,C. albicans,orf19.2581,Cluster1015
C. albicans,orf19.2996,K. lactis,gene:KLLA0_B05445g,Cluster1016
C. glabrata,CAGL0F03003g,S. cerevisiae,gene-YGR014W,Cluster10163
C. glabrata,CAGL0F03003g,S. cerevisiae,gene-YDR420W,Cluster10163
C. glabrata,CAGL0F03003g,K. lactis,gene:KLLA0_C17985g,Cluster10163
S. cerevisiae,gene-YGR014W,K. lactis,gene:KLLA0_C17985g,Cluster10163
S. cerevisiae,gene-YDR420W,K. lactis,gene:KLLA0_C17985g,Cluster10163
S. cerevisiae,gene-YAL005C,C. albicans,orf19.1065,Cluster10167
S. cerevisiae,gene-YAL005C,K. lactis,gene:KLLA0_D04224g,Cluster10167
C. albicans,orf19.1065,S. cerevisiae,gene-YLL024C,Cluster10167
C. albicans,orf19.1065,K. lactis,gene:KLLA0_D04224g,Cluster10167
S. cerevisiae,gene-YLL024C,K. lactis,gene:KLLA0_D04224g,Cluster10167
S. cerevisiae,gene-YLR019W,C. glabrata,CAGL0D05610g,Cluster10168
S. cerevisiae,gene-YER144C,C. albicans,orf19.7207,Cluster1017
S. cerevisiae,gene-YER144C,K. lactis,gene:KLLA0_E10275g,Cluster1017
C. albicans,orf19.7207,K. lactis,gene:KLLA0_E10275g,Cluster1017
C. albicans,orf19.7207,S. cerevisiae,gene-YDR069C,Cluster1017
K. lactis,gene:KLLA0_E10275g,S. cerevisiae,gene-YDR069C,Cluster1017
S. cerevisiae,gene-YGL225W,C. glabrata,CAGL0H09196g,Cluster10170
S. cerevisiae,gene-YGL225W,K. lactis,gene:KLLA0_A01364g,Cluster10170
S. cerevisiae,gene-YGL225W,C. albicans,orf19.1232,Cluster10170
C. glabrata,CAGL0H09196g,K. lactis,gene:KLLA0_A01364g,Cluster10170
C. glabrata,CAGL0H09196g,C. albicans,orf19.1232,Cluster10170
C. glabrata,CAGL0H09196g,S. cerevisiae,gene-YER039C,Cluster10170
K. lactis,gene:KLLA0_A01364g,C. albicans,orf19.1232,Cluster10170
K. lactis,gene:KLLA0_A01364g,S. cerevisiae,gene-YER039C,Cluster10170
C. albicans,orf19.1232,S. cerevisiae,gene-YER039C,Cluster10170
C. glabrata,CAGL0I01496g,S. cerevisiae,gene-YLR369W,Cluster10171
C. glabrata,CAGL0I01496g,K. lactis,gene:KLLA0_E22309g,Cluster10171
C. glabrata,CAGL0I01496g,C. albicans,orf19.1896,Cluster10171
S. cerevisiae,gene-YLR369W,K. lactis,gene:KLLA0_E22309g,Cluster10171
S. cerevisiae,gene-YLR369W,C. albicans,orf19.1896,Cluster10171
K. lactis,gene:KLLA0_E22309g,C. albicans,orf19.1896,Cluster10171
C. albicans,orf19.3001,K. lactis,gene:KLLA0_B05038g,Cluster10174
C. albicans,orf19.3001,S. cerevisiae,gene-YML064C,Cluster10174
K. lactis,gene:KLLA0_B05038g,S. cerevisiae,gene-YML064C,Cluster10174
C. albicans,orf19.390,S. cerevisiae,gene-YLR229C,Cluster10175
C. albicans,orf19.390,K. lactis,gene:KLLA0_A04213g,Cluster10175
S. cerevisiae,gene-YLR229C,K. lactis,gene:KLLA0_A04213g,Cluster10175
C. albicans,orf19.4632,C. glabrata,CAGL0K07414g,Cluster10176
C. albicans,orf19.4632,S. cerevisiae,gene-YMR242C,Cluster10176
C. albicans,orf19.4632,K. lactis,gene:KLLA0_F08657g,Cluster10176
C. glabrata,CAGL0K07414g,S. cerevisiae,gene-YMR242C,Cluster10176
C. glabrata,CAGL0K07414g,K. lactis,gene:KLLA0_F08657g,Cluster10176
S. cerevisiae,gene-YMR242C,K. lactis,gene:KLLA0_F08657g,Cluster10176
C. albicans,orf19.5009,C. glabrata,CAGL0A01067g,Cluster10177
C. albicans,orf19.5009,S. cerevisiae,gene-YPL263C,Cluster10177
C. albicans,orf19.5009,K. lactis,gene:KLLA0_D00836g,Cluster10177
C. glabrata,CAGL0A01067g,S. cerevisiae,gene-YPL263C,Cluster10177
C. glabrata,CAGL0A01067g,K. lactis,gene:KLLA0_D00836g,Cluster10177
S. cerevisiae,gene-YPL263C,K. lactis,gene:KLLA0_D00836g,Cluster10177
C. glabrata,CAGL0C01375g,S. cerevisiae,gene-YIL108W,Cluster10178
C. glabrata,CAGL0C01375g,K. lactis,gene:KLLA0_F03751g,Cluster10178
C. glabrata,CAGL0C01375g,C. albicans,orf19.246,Cluster10178
S. cerevisiae,gene-YIL108W,K. lactis,gene:KLLA0_F03751g,Cluster10178
S. cerevisiae,gene-YIL108W,C. albicans,orf19.246,Cluster10178
K. lactis,gene:KLLA0_F03751g,C. albicans,orf19.246,Cluster10178
C. albicans,orf19.5796,S. cerevisiae,gene-YDR393W,Cluster10179
C. albicans,orf19.5796,K. lactis,gene:KLLA0_C06512g,Cluster10179
S. cerevisiae,gene-YDR393W,K. lactis,gene:KLLA0_C06512g,Cluster10179
S. cerevisiae,gene-YLL056C,C. albicans,orf19.1682,Cluster1018
C. albicans,orf19.5003,S. cerevisiae,gene-YGL164C,Cluster10180
C. albicans,orf19.501,K. lactis,gene:KLLA0_F03399g,Cluster10181
C. albicans,orf19.501,S. cerevisiae,gene-YNL061W,Cluster10181
K. lactis,gene:KLLA0_F03399g,S. cerevisiae,gene-YNL061W,Cluster10181
C. albicans,orf19.2622,K. lactis,gene:KLLA0_B00671g,Cluster10182
C. albicans,orf19.2622,C. glabrata,CAGL0C02453g,Cluster10182
C. albicans,orf19.2622,S. cerevisiae,gene-YGL210W,Cluster10182
C. albicans,orf19.2622,S. cerevisiae,gene-YER031C,Cluster10182
K. lactis,gene:KLLA0_B00671g,C. glabrata,CAGL0C02453g,Cluster10182
K. lactis,gene:KLLA0_B00671g,S. cerevisiae,gene-YGL210W,Cluster10182
