gene_pair,in_ygob,in_synergy
"('KLLA0E11639g', 'YHR022C')",True,False
"('KLLA0B09372g', 'YPR069C')",True,True
"('KLLA0F15906g', 'YAL020C')",True,True
"('KLLA0F23133g', 'YLR258W')",False,True
"('KLLA0E16369g', 'YGR208W')",True,True
"('KLLA0C02607g', 'YNL261W')",True,True
"('KLLA0A02387g', 'YOR152C')",True,False
"('KLLA0B07271g', 'YNCG0022W')",False,True
"('KLLA0E10275g', 'YER144C')",False,True
"('KLLA0F15664g', 'YLR017W')",True,True
"('KLLA0E20285g', 'YBL064C')",True,True
"('KLLA0B08481g', 'YPR060C')",True,True
"('KLLA0C16467g', 'YJL186W')",True,True
"('Klac_2.trna20N', 'Scer_15.trna4N')",True,False
"('KLLA0B02200g', 'YGL130W')",True,True
"('KLLA0C12793g', 'YMR028W')",True,True
"('KLLA0E04445g', 'YIL040W')",True,False
"('KLLA0B01177g', 'YML018C')",False,True
"('KLLA0D02442g', 'YJL078C')",True,False
"('KLLA0C06765g', 'YDR403W')",True,True
"('KLLA0E08449g', 'YNL035C')",True,True
"('KLLA0D13871g', 'YIL002W-A')",True,False
"('KLLA0F05676g', 'YDL126C')",True,True
"('KLLA0E09065g', 'YGL148W')",True,True
"('KLLA0E12277g', 'YMR116C')",True,True
"('KLLA0D10505g', 'YML126C')",True,True
"('KLLA0C08217g', 'YER062C')",True,False
"('KLLA0E18899g', 'YPL183C')",True,True
"('Klac_CEN1', 'Scer_CEN3')",True,False
"('KLLA0F19943g', 'YDR131C')",True,True
"('KLLA0D11792g', 'YPL043W')",True,True
"('KLLA0E23717g', 'YPL082C')",True,True
"('KLLA0E15379g', 'YJL131C')",True,True
"('KLLA0B12870g', 'YKL119C')",True,True
"('KLLA0F15928g', 'YDR277C')",True,False
"('KLLA0F04840g', 'YMR016C')",False,True
"('KLLA0D02420g', 'YJL079C')",True,False
"('KLLA0F24981g', 'YOR299W')",False,True
"('KLLA0F22066g', 'YHR099W')",True,True
"('KLLA0C18678g', 'YLL055W')",True,True
"('KLLA0A05731g', 'YJL138C')",True,True
"('KLLA0E12497g', 'YBR083W')",True,True
"('KLLA0C05478g', 'YBR210W')",True,True
"('KLLA0E02091g', 'YOL142W')",True,True
"('KLLA0F26499g', 'YMR053C')",False,True
"('KLLA0E06073g', 'YJR089W')",True,True
"('KLLA0B04070g', 'YJR135C')",True,True
"('KLLA0F17215g', 'YMR132C')",True,True
"('KLLA0C16709g', 'YDL160C-A')",True,True
"('KLLA0F13222g', 'YDR223W')",True,False
"('KLLA0E18679g', 'YHR003C')",True,False
"('KLLA0E12409g', 'YBL029W')",True,True
"('KLLA0C02409g', 'YGR046W')",True,True
"('KLLA0A02101g', 'YDR411C')",True,True
"('KLLA0D09020g', 'YPR088C')",True,True
"('KLLA0A06336g', 'YKL180W')",False,True
"('KLLA0D08415g', 'YDL214C')",True,False
"('KLLA0F04345g', 'YDR028C')",True,True
"('KLLA0A07227g', 'YNL301C')",True,True
"('KLLA0B09768g', 'YBR161W')",True,True
"('KLLA0F14146g', 'YJL097W')",True,True
"('KLLA0B00869g', 'YML009C')",True,True
"('KLLA0F26873g', 'YMR039C')",True,True
"('KLLA0F00440g', 'YOR374W')",True,True
"('KLLA0F27445g', 'YCR075C')",True,True
"('Klac_5.trna18S', 'Scer_5.trna2S')",True,False
"('KLLA0F24046g', 'YHR117W')",True,False
"('KLLA0E17227g', 'YDR002W')",True,True
"('KLLA0F10439g', 'YGL106W')",True,True
"('KLLA0C02761g', 'YGR255C')",True,True
"('KLLA0A03289g', 'YJR149W')",False,True
"('KLLA0E08097g', 'YKL025C')",True,True
"('KLLA0F09207g', 'YBL026W')",True,True
"('KLLA0F08393g', 'YBR020W')",True,False
"('KLLA0C12881g', 'YNL304W')",True,True
"('KLLA0D07304g', 'YPL140C')",False,True
"('KLLA0D04037g', 'YLR303W')",False,True
"('KLLA0D09581g', 'YHR050W')",True,True
"('KLLA0D18304g', 'YLR167W')",True,True
"('KLLA0D02288g', 'YJL081C')",True,True
"('KLLA0E07107g', 'YOL136C')",True,True
"('Klac_YGOB_Anc_2.39b', 'YDL230W')",True,False
"('KLLA0A04983g', 'YBL007C')",True,True
"('KLLA0F26477g', 'YMR054W')",True,True
"('KLLA0C15015g', 'YDR231C')",True,True
"('KLLA0D01408g', 'YMR282C')",True,True
"('Klac_4.trna31K', 'Scer_7.trna21K')",True,False
"('KLLA0F18909g', 'YBR072W')",True,True
"('KLLA0E15159g', 'YJL124C')",True,True
"('KLLA0C18447g', 'YLR321C')",True,True
"('KLLA0F17908g', 'YLR118C')",True,True
"('KLLA0E08295g', 'YNL024C')",True,True
"('KLLA0E21011g', 'YOL139C')",True,True
"('KLLA0E22881g', 'YNL147W')",True,True
"('KLLA0C04708g', 'YLR285W')",True,True
"('KLLA0C02871g', 'YNL252C')",True,True
"('KLLA0B06369g', 'YKL095W')",True,True
"('KLLA0E06359g', 'YJR080C')",True,True
"('KLLA0F14080g', 'YJL100W')",True,True
"('KLLA0E13795g', 'YKL146W')",True,True
"('KLLA0F04818g', 'YKL045W')",True,True
"('KLLA0C06490g', 'YOR148C')",True,True
"('KLLA0D03322g', 'YGL073W')",True,True
"('Klac_2.trna21S', 'Scer_16.trna9S')",True,False
"('KLLA0B14080g', 'YJR070C')",True,True
"('KLLA0F25630g', 'YKL038W')",False,True
"('KLLA0D14201g', 'YNL104C')",False,True
"('KLLA0A04015g', 'YAL026C')",True,True
"('KLLA0E11837g', 'YJL044C')",True,True
"('KLLA0D14333g', 'YIL010W')",True,True
"('KLLA0A06930g', 'YKR039W')",True,False
"('KLLA0D09394g', 'YJL029C')",True,True
"('KLLA0E09615g', 'YLR005W')",True,True
"('KLLA0F05379g', 'YDL186W')",True,True
"('KLLA0C01133g', 'YDR517W')",True,True
"('KLLA0B13189g', 'YLR359W')",True,True
"('KLLA0D03718g', 'YGR072W')",True,True
"('KLLA0B04378g', 'YML082W')",False,True
"('KLLA0E16589g', 'YPR200C')",False,True
"('KLLA0F03124g', 'YGR285C')",True,True
"('KLLA0B10978g', 'YPR140W')",True,True
"('KLLA0E13971g', 'YFR007W')",True,True
"('KLLA0A01309g', 'YER042W')",True,True
"('KLLA0F26026g', 'YMR067C')",True,True
"('KLLA0B02068g', 'YPL217C')",True,True
"('KLLA0C18029g', 'YGR012W')",True,True
"('KLLA0B00693g', 'YER032W')",True,True
"('KLLA0A02629g', 'YGR044C')",True,True
"('KLLA0F25982g', 'YKL084W')",True,True
"('KLLA0E23101g', 'YPL063W')",True,True
"('KLLA0A03069g', 'YGL163C')",True,True
"('KLLA0F12188g', 'YLR248W')",False,True
"('Klac_5.trna16T', 'Scer_2.trna6T')",True,False
"('KLLA0B11660g', 'YER012W')",True,True
"('KLLA0F17259g', 'YLR039C')",True,True
"('KLLA0B03652g', 'YHR203C')",True,True
"('KLLA0F17930g', 'YDR141C')",True,True
"('KLLA0F19492g', 'YLR094C')",True,True
"('KLLA0C00935g', 'YDR525W-A')",True,True
"('KLLA0C18612g', 'YCR093W')",True,True
"('KLLA0C14916g', 'YDR461C-A')",True,False
"('KLLA0F18414g', 'YBR061C')",True,True
"('KLLA0E17315g', 'YBL001C')",True,True
"('KLLA0B12694g', 'YMR105C')",False,True
"('KLLA0E16875g', 'YDR259C')",True,False
"('KLLA0B07755g', 'YDR487C')",True,True
"('KLLA0F12782g', 'YCR004C')",True,True
"('KLLA0C18425g', 'YLR315W')",True,False
"('KLLA0F10637g', 'YBR233W-A')",True,True
"('Klac_4.trna25D', 'Scer_9.trna9D')",True,False
"('KLLA0D12254g', 'YLR197W')",True,True
"('KLLA0E01827g', 'YOL149W')",True,True
"('KLLA0C12287g', 'YOL104C')",True,True
"('Klac_2.trna24I', 'Scer_16.trna17I')",True,False
"('KLLA0F08921g', 'YLR058C')",True,True
"('KLLA0C07447g', 'YOR271C')",True,True
"('KLLA0C17237g', 'YLR307C-A')",True,True
"('KLLA0E10539g', 'YBL016W')",True,True
"('KLLA0B05060g', 'YLR441C')",True,True
"('KLLA0B01980g', 'YGL136C')",True,True
"('KLLA0D01265g', 'YML001W')",True,True
"('KLLA0C01540g', 'YCL027W')",True,True
"('Klac_3.trna19S', 'Scer_12.trna14X')",True,False
"('KLLA0E07085g', 'YNL317W')",True,True
"('KLLA0E02729g', 'YOR129C')",True,True
"('KLLA0C01650g', 'YCL024W')",True,True
"('KLLA0C05016g', 'YOR382W')",False,True
"('KLLA0F20944g', 'YNL193W')",True,True
"('KLLA0B11748g', 'YOL027C')",True,True
"('KLLA0F06666g', 'YGL099W')",True,True
"('KLLA0E20571g', 'YER104W')",True,False
"('KLLA0A01386g', 'YER038C')",True,True
"('KLLA0F21604g', 'YHR089C')",True,True
"('KLLA0E07261g', 'YFL050C')",False,True
"('KLLA0C02937g', 'YNL249C')",True,True
"('KLLA0E15225g', 'YJL125C')",True,True
"('KLLA0C14113g', 'YMR307W')",True,True
"('KLLA0D02948g', 'YKL191W')",True,True
"('KLLA0E20505g', 'YBL074C')",True,True
"('KLLA0F03256g', 'YJR096W')",True,True
"('KLLA0E09373g', 'YOR022C')",True,True
"('KLLA0E04621g', 'YPR148C')",True,True
"('KLLA0F23265g', 'YAL035W')",True,True
"('KLLA0E03213g', 'YOR141C')",True,True
"('KLLA0F10703g', 'YBR233W')",True,True
"('KLLA0A01221g', 'YGL227W')",True,True
"('KLLA0C02365g', 'YNL268W')",True,True
"('KLLA0E08273g', 'YIL093C')",True,True
"('KLLA0D18414g', 'YLR245C')",True,True
"('KLLA0C08547g', 'YCR072C')",True,True
"('KLLA0D04510g', 'YKL151C')",True,True
"('KLLA0B07139g', 'YDR012W')",False,True
"('KLLA0A07799g', 'YKR084C')",True,True
"('KLLA0C15081g', 'YDR233C')",False,True
"('KLLA0F20251g', 'YLR268W')",True,True
"('KLLA0C01254g', 'YCL036W')",True,True
"('KLLA0F09449g', 'YLR259C')",True,True
"('KLLA0B04884g', 'YML070W')",True,True
"('KLLA0E07591g', 'YMR026C')",True,True
"('KLLA0F22363g', 'YGL172W')",True,True
"('KLLA0A11814g', 'YJR007W')",True,True
"('KLLA0F07029g', 'YNR035C')",True,True
"('KLLA0D01705g', 'YMR274C')",True,False
"('KLLA0D18238g', 'YDR182W')",True,True
"('KLLA0B12397g', 'YKL134C')",False,True
"('KLLA0A01342g', 'YER040W')",True,False
"('KLLA0D13882g', 'YEL002C')",True,True
"('KLLA0C16137g', 'YMR178W')",True,True
"('KLLA0C16533g', 'YDL156W')",True,True
"('KLLA0F06314g', 'YNR010W')",True,True
"('KLLA0F02431g', 'YOR335C')",True,True
"('KLLA0D00231g', 'YJL221C')",False,True
"('KLLA0D17028g', 'YDR164C')",True,True
"('KLLA0C07887g', 'YER070W')",True,True
"('KLLA0A10395g', 'YNR064C')",False,True
"('KLLA0D01881g', 'YML107C')",True,True
"('KLLA0D08239g', 'YDL211C')",True,True
"('Klac_1.trna21G', 'Scer_15.trna6G')",True,False
"('KLLA0F15576g', 'YLL012W')",True,False
"('KLLA0A11330g', 'YCR027C')",True,True
"('KLLA0B01936g', 'YGL138C')",True,True
"('KLLA0D03256g', 'YGL071W')",True,True
"('KLLA0C15125g', 'YDR234W')",True,True
"('KLLA0D11044g', 'YHR135C')",True,True
"('KLLA0C15895g', 'YPL235W')",True,True
"('KLLA0E17271g', 'YBR001C')",True,True
"('KLLA0F20856g', 'YNL196C')",True,False
"('KLLA0F14916g', 'YGR169C-A')",True,True
"('KLLA0C02343g', 'YNL270C')",True,True
"('KLLA0F23606g', 'YOR110W')",False,True
"('KLLA0F25102g', 'YFL026W')",True,True
"('KLLA0D16632g', 'YDR152W')",True,True
"('KLLA0D02420g', 'YJL078C')",False,True
"('KLLA0F00308g', 'YAL055W')",True,True
"('KLLA0A07194g', 'YOL121C')",False,True
"('KLLA0D07326g', 'YOR232W')",True,True
"('KLLA0C08679g', 'YCR068W')",True,True
"('KLLA0D16027g', 'YFR031C-A')",True,False
"('KLLA0C04081g', 'YDL021W')",True,True
"('KLLA0C06842g', 'YOR287C')",False,True
"('KLLA0F13838g', 'YKL109W')",True,False
"('KLLA0E06161g', 'YPR037C')",True,True
"('KLLA0B00825g', 'YDR427W')",True,True
"('KLLA0E07701g', 'YKL047W')",True,True
"('KLLA0C16621g', 'YLR209C')",True,True
"('KLLA0F02948g', 'YMR098C')",True,True
"('KLLA0C16049g', 'YMR180C')",True,False
"('KLLA0F12628g', 'YBR006W')",False,True
"('KLLA0D19953g', 'YBR298C')",False,True
"('KLLA0C09548g', 'YPL172C')",True,True
"('KLLA0D09130g', 'YBR128C')",True,False
"('KLLA0F24090g', 'YNL123W')",True,True
"('KLLA0E06601g', 'YPR028W')",True,False
"('KLLA0B08107g', 'YLR363C')",True,True
"('KLLA0E21869g', 'YOR039W')",True,True
"('KLLA0D11836g', 'YPL041C')",True,True
"('KLLA0C06952g', 'YOR281C')",True,True
"('KLLA0F09229g', 'YER137C')",True,True
"('KLLA0C07535g', 'YOR267C')",True,True
"('KLLA0C10461g', 'YHR035W')",True,True
"('KLLA0E19823g', 'YER019C-A')",True,True
"('KLLA0D16500g', 'YLR133W')",False,True
"('KLLA0A04301g', 'YDR208W')",True,True
"('KLLA0A08063g', 'YML047C')",False,True
"('KLLA0A01133g', 'YFR041C')",True,True
"('Klac_YGOB_Anc_2.241', 'YIL121W')",True,False
"('KLLA0D10890g', 'YJR105W')",True,True
"('KLLA0E23651g', 'YBR191W')",True,True
"('KLLA0D14905g', 'YPR111W')",False,True
"('KLLA0E23409g', 'YPL074W')",True,True
"('KLLA0B09878g', 'YPL054W')",True,True
"('KLLA0F14751g', 'YDL005C')",True,True
"('KLLA0E12585g', 'YBR081C')",True,True
"('KLLA0E12563g', 'YDR059C')",False,True
"('KLLA0D10912g', 'YJR106W')",True,True
"('KLLA0F25806g', 'YMR076C')",True,True
"('KLLA0F00902g', 'YOR198C')",True,True
"('KLLA0B03003g', 'YDL073W')",True,True
"('KLLA0A09955g', 'YMR296C')",True,True
"('KLLA0E19911g', 'YBL052C')",True,True
"('KLLA0F03773g', 'YIL107C')",True,True
"('KLLA0D00462g', 'YOR386W')",True,True
"('KLLA0A05137g', 'YHR171W')",True,True
"('KLLA0A01023g', 'YGL233W')",True,True
"('KLLA0E05127g', 'YDL061C')",True,True
"('KLLA0E06821g', 'YBL093C')",True,True
"('KLLA0D19426g', 'YNL220W')",True,True
"('KLLA0C13728g', 'YOR089C')",False,True
"('KLLA0F07601g', 'YAL018C')",False,True
"('KLLA0D15268g', 'YGR103W')",True,True
"('KLLA0D09306g', 'Scer_YGOB_SDC25')",True,False
"('KLLA0C00594g', 'YCL056C')",True,False
"('KLLA0E21781g', 'YDR267C')",True,True
"('KLLA0B11297g', 'YPR129W')",True,True
"('KLLA0E08669g', 'YIL085C')",True,True
"('KLLA0B09702g', 'YPL058C')",True,False
"('KLLA0D02244g', 'YJL082W')",True,False
"('KLLA0C09889g', 'YOR252W')",True,True
"('KLLA0E00221g', 'YPR201W')",True,True
"('KLLA0B06776g', 'YLL061W')",False,True
"('KLLA0F16753g', 'YEL047C')",True,True
"('KLLA0A03883g', 'YAL030W')",True,True
"('KLLA0C14894g', 'YML036W')",True,True
"('KLLA0E01607g', 'YDL102W')",True,True
"('KLLA0F02926g', 'YKL110C')",True,True
"('KLLA0A02695g', 'YGR049W')",True,False
"('KLLA0E24421g', 'YGR015C')",False,True
"('KLLA0C12353g', 'YDR495C')",True,True
"('KLLA0F02519g', 'YOR334W')",True,True
"('KLLA0D15719g', 'YBR253W')",True,True
"('KLLA0B04158g', 'YJR133W')",True,True
"('KLLA0E07789g', 'YMR020W')",True,True
"('KLLA0F21406g', 'YJL112W')",True,True
"('KLLA0A06578g', 'YJL170C')",True,True
"('KLLA0F10857g', 'YIL161W')",True,True
"('KLLA0A07425g', 'YNL297C')",True,True
"('KLLA0B14014g', 'YKL204W')",True,True
"('KLLA0E23497g', 'YPL077C')",False,True
"('KLLA0F19756g', 'YLR100W')",True,True
"('KLLA0C09504g', 'YOR262W')",True,True
"('KLLA0F15367g', 'YLR024C')",True,True
"('KLLA0C04411g', 'YDL013W')",True,True
"('KLLA0D02618g', 'YLR425W')",True,True
"('Klac_4.trna29T', 'Scer_7.trna19T')",True,False
"('KLLA0B11319g', 'YPR128C')",True,True
"('KLLA0C06512g', 'YDR393W')",True,True
"('KLLA0E08801g', 'YDL122W')",True,True
"('KLLA0F03949g', 'YIL104C')",True,True
"('KLLA0F24838g', 'YOR304W')",True,True
"('KLLA0A00847g', 'YGL240W')",True,True
"('KLLA0F23529g', 'YNL104C')",True,True
"('KLLA0E16831g', 'YOR030W')",True,True
"('KLLA0A03938g', 'YAL028W')",True,True
"('KLLA0F01903g', 'YJL172W')",False,True
"('KLLA0E05611g', 'YBL040C')",True,True
"('KLLA0C06787g', 'YDR404C')",True,True
"('KLLA0A07469g', 'YNL294C')",True,True
"('KLLA0B09680g', 'YBR163W')",True,True
"('KLLA0C06138g', 'YMR001C')",True,True
"('KLLA0D09482g', 'YJL006C')",True,True
"('KLLA0E05215g', 'YLR385C')",True,True
"('KLLA0E04049g', 'YDR144C')",True,True
"('KLLA0A03740g', 'YOL122C')",True,True
"('KLLA0F09097g', 'YGL192W')",True,True
"('KLLA0C10681g', 'YHR040W')",True,True
"('KLLA0B03828g', 'YJR141W')",True,True
"('KLLA0B07997g', 'YGR063C')",True,True
"('KLLA0C05192g', 'YLR298C')",True,True
"('KLLA0A01364g', 'YER039C')",True,True
"('KLLA0B05555g', 'YLR430W')",True,True
"('KLLA0B04246g', 'YHR194W')",True,False
"('KLLA0F07733g', 'YOL042W')",True,True
"('KLLA0E10209g', 'YER146W')",True,True
"('KLLA0F20031g', 'YAR050W')",False,True
"('KLLA0B13046g', 'YOR294W')",True,True
"('KLLA0B04972g', 'YML066C')",True,True
"('KLLA0C05324g', 'YLR300W')",True,True
"('KLLA0C08723g', 'YCR067C')",True,True
"('KLLA0C11583g', 'YGL021W')",False,True
"('KLLA0D06589g', 'YPL124W')",True,False
"('KLLA0C09669g', 'YOR257W')",True,True
"('KLLA0E14477g', 'YOR381W')",False,True
"('KLLA0A11572g', 'YNL152W')",True,True
"('KLLA0A05115g', 'YGR252W')",True,True
"('KLLA0C05610g', 'YGL057C')",True,False
"('KLLA0E01343g', 'YDL093W')",False,True
"('KLLA0E04115g', 'YLR119W')",True,True
"('KLLA0E14169g', 'YFR003C')",True,True
"('KLLA0F09559g', 'YOR162C')",False,True
"('KLLA0C07909g', 'YIL065C')",True,True
"('KLLA0F04862g', 'YKL042W')",True,True
"('KLLA0D17182g', 'YLR148W')",True,True
"('KLLA0B06094g', 'YGR028W')",True,True
"('KLLA0E24201g', 'YBR177C')",True,True
"('KLLA0E04247g', 'YIL035C')",True,True
"('KLLA0B04312g', 'YHR192W')",True,True
"('KLLA0F02211g', 'YBR257W')",True,True
"('KLLA0E15445g', 'YJL133W')",True,True
"('KLLA0C09240g', 'YKL216W')",False,True
"('KLLA0E07239g', 'YNL313C')",True,True
"('KLLA0F22814g', 'YLR170C')",True,False
"('KLLA0C08888g', 'YMR306W')",False,True
"('KLLA0F10615g', 'YBR234C')",True,True
"('KLLA0F26807g', 'YMR043W')",True,False
"('KLLA0A01925g', 'YEL053C')",True,True
"('KLLA0E13025g', 'YIL143C')",True,True
"('KLLA0A07865g', 'YOR073W')",True,True
"('KLLA0F19624g', 'YDR125C')",True,True
"('KLLA0A06534g', 'YKL178C')",True,True
"('KLLA0F26048g', 'YMR066W')",True,True
"('KLLA0A06512g', 'YJL172W')",True,False
"('KLLA0D01815g', 'YML112W')",True,True
"('KLLA0E09197g', 'YDL112W')",True,True
"('KLLA0D08910g', 'YPL239W')",True,True
"('KLLA0E03983g', 'YPR151C')",True,True
"('KLLA0D01287g', 'YOL001W')",True,True
"('KLLA0A04499g', 'YOR185C')",False,True
"('KLLA0B13343g', 'YKL002W')",True,True
"('KLLA0B07535g', 'YJL154C')",True,True
"('KLLA0E09241g', 'YGL146C')",True,True
"('KLLA0E24553g', 'YBR171W')",True,True
"('KLLA0F22990g', 'YLR256W')",True,True
"('KLLA0C14520g', 'YBR080C')",True,True
"('KLLA0E03169g', 'YOR138C')",True,True
"('KLLA0C07326g', 'YMR212C')",True,True
"('KLLA0B02244g', 'YPL212C')",False,True
"('KLLA0F04499g', 'YGL147C')",False,True
"('KLLA0F25894g', 'YKL087C')",True,True
"('KLLA0E19449g', 'YPL196W')",True,True
"('KLLA0D06677g', 'YPL126W')",True,True
"('KLLA0C12947g', 'YAL042W')",True,True
"('KLLA0B13387g', 'YKL004W')",True,True
"('Klac_YGOB_YGL194C-A', 'YGL194C-A')",True,False
"('KLLA0E05413g', 'YDL056W')",True,True
"('KLLA0F23133g', 'YFR015C')",True,True
"('KLLA0E13091g', 'YOR084W')",True,True
"('KLLA0E14829g', 'YDL109C')",True,False
"('KLLA0A11638g', 'YNL138W')",True,True
"('KLLA0B08822g', 'YBR126C')",True,True
"('KLLA0F05984g', 'YCR046C')",True,True
"('KLLA0E04071g', 'YDR143C')",True,True
"('KLLA0F05511g', 'YDL181W')",True,False
"('KLLA0F18436g', 'YDR041W')",True,True
"('KLLA0F13420g', 'YDL197C')",True,False
"('KLLA0E13289g', 'YNL287W')",True,True
"('KLLA0E11727g', 'YNCG0032W')",False,True
"('KLLA0E21737g', 'YHR101C')",True,True
"('KLLA0F25740g', 'YHL010C')",True,True
"('Klac_YGOB_Anc_8.775', 'YOR302W')",True,False
"('KLLA0F04928g', 'YDL144C')",True,True
"('KLLA0A09933g', 'YMR295C')",False,True
"('KLLA0D16170g', 'YIL021W')",True,True
"('KLLA0C08954g', 'YNR024W')",True,False
"('KLLA0B11473g', 'YBR251W')",True,True
"('KLLA0D04994g', 'YCL014W')",True,True
"('KLLA0D14641g', 'YOR016C')",True,True
"('Klac_2.trna22C', 'Scer_2.trna12C')",True,False
"('Klac_6.trna23D', 'Scer_11.trna14D')",True,False
"('KLLA0B06413g', 'YKL093W')",True,False
