gene_id,synergy_id,synergy_length,gffread_length,synergy_stops,gffread_stops,identity,length_ratio,has_premature_stops,identity_group
CAGL0M02365g,ZYU_005000,279,152,5,0,7.894736842105263,1.8355263157894737,True,Low (<50%)
CAGL0F04741g,ZYU_001487,518,442,64,0,6.334841628959276,1.1719457013574661,True,Low (<50%)
CAGL0L03432g,ZYU_004416,546,486,38,0,5.967078189300412,1.123456790123457,True,Low (<50%)
CAGL0K00583g,ZYU_003689,515,298,16,0,6.7114093959731544,1.7281879194630871,True,Low (<50%)
CAGL0K12650g,ZYU_004250,759,452,21,0,6.415929203539823,1.6792035398230087,True,Low (<50%)
CAGL0L05676g,ZYU_004522,2693,2211,246,0,4.296698326549072,1.2180009045680686,True,Low (<50%)
CAGL0I03564g,ZYU_002786,571,466,44,0,4.506437768240343,1.2253218884120172,True,Low (<50%)
CAGL0F04257g,ZYU_001465,431,349,26,0,4.871060171919771,1.2349570200573066,True,Low (<50%)
CAGL0D02926g,ZYU_000822,685,481,10,0,4.781704781704782,1.4241164241164241,True,Low (<50%)
CAGL0L12518g,ZYU_004840,1104,116,56,0,5.172413793103448,9.517241379310345,True,Low (<50%)
CAGL0G07843g,ZYU_002045,846,598,100,0,5.518394648829431,1.414715719063545,True,Low (<50%)
CAGL0J10076g,ZYU_003582,406,378,29,0,3.968253968253968,1.0740740740740742,True,Low (<50%)
CAGL0E01221g,ZYU_001043,358,260,20,0,4.615384615384616,1.376923076923077,True,Low (<50%)
CAGL0J00297g,ZYU_003139,863,564,68,0,4.432624113475177,1.5301418439716312,True,Low (<50%)
CAGL0I09812g,ZYU_003080,333,281,12,0,5.6939501779359425,1.1850533807829182,True,Low (<50%)
CAGL0G06182g,ZYU_001969,1240,681,35,0,5.580029368575625,1.8208516886930983,True,Low (<50%)
CAGL0H01727g,ZYU_002224,667,533,51,0,5.065666041275797,1.25140712945591,True,Low (<50%)
CAGL0H06765g,ZYU_002460,1348,1300,145,0,4.230769230769231,1.0369230769230768,True,Low (<50%)
CAGL0K10296g,ZYU_004140,270,248,3,0,6.854838709677419,1.0887096774193548,True,Low (<50%)
CAGL0F05137g,ZYU_001505,264,227,8,0,6.167400881057269,1.1629955947136563,True,Low (<50%)
CAGL0L13552g,ZYU_004896,1067,1066,1,0,100.0,1.0009380863039399,False,High (>90%)
CAGL0M04807g,ZYU_005114,1792,1730,195,0,4.682080924855491,1.0358381502890173,True,Low (<50%)
CAGL0H09812g,ZYU_002598,1361,983,127,0,3.560528992878942,1.3845371312309258,True,Low (<50%)
CAGL0G01892g,ZYU_001773,230,162,8,0,3.7037037037037033,1.4197530864197532,True,Low (<50%)
CAGL0B04301g,ZYU_000408,571,542,2,0,5.535055350553505,1.0535055350553506,True,Low (<50%)
CAGL0C03652g,ZYU_000601,519,363,43,0,5.5096418732782375,1.4297520661157024,True,Low (<50%)
CAGL0I09240g,ZYU_003054,257,230,7,0,5.217391304347826,1.117391304347826,True,Low (<50%)
CAGL0D02816g,ZYU_000817,665,630,61,0,5.396825396825397,1.0555555555555556,True,Low (<50%)
CAGL0M02321g,ZYU_004998,577,478,76,0,5.230125523012552,1.207112970711297,True,Low (<50%)
CAGL0K06061g,ZYU_003944,419,67,22,0,5.970149253731343,6.253731343283582,True,Low (<50%)
CAGL0H04961g,ZYU_002375,719,479,33,0,6.6805845511482245,1.501043841336117,True,Low (<50%)
CAGL0E02849g,ZYU_001117,824,715,5,0,6.293706293706294,1.1524475524475524,True,Low (<50%)
CAGL0G03223g,ZYU_001835,1670,1604,136,0,5.673316708229426,1.041147132169576,True,Low (<50%)
CAGL0K04675g,ZYU_003880,145,144,1,0,97.91666666666666,1.0069444444444444,False,High (>90%)
CAGL0H05797g,ZYU_002414,184,113,12,0,3.5398230088495577,1.6283185840707965,True,Low (<50%)
CAGL0H08800g,ZYU_002553,211,148,16,0,7.4324324324324325,1.4256756756756757,True,Low (<50%)
CAGL0G01452g,ZYU_001753,239,176,5,0,5.681818181818182,1.3579545454545454,True,Low (<50%)
CAGL0K12936g,ZYU_004263,624,568,8,0,5.105633802816902,1.0985915492957747,True,Low (<50%)
CAGL0J10186g,ZYU_003587,890,469,57,0,5.330490405117271,1.8976545842217485,True,Low (<50%)
CAGL0H04565g,ZYU_002356,319,150,22,0,4.0,2.1266666666666665,True,Low (<50%)
CAGL0E02189g,ZYU_001087,518,290,5,0,5.862068965517241,1.7862068965517242,True,Low (<50%)
CAGL0E03201g,ZYU_001131,950,853,9,0,6.447831184056271,1.1137162954279016,True,Low (<50%)
CAGL0H09372g,ZYU_002579,462,392,29,0,2.806122448979592,1.1785714285714286,True,Low (<50%)
CAGL0F00407g,ZYU_001300,381,322,34,0,2.7950310559006213,1.1832298136645962,True,Low (<50%)
CAGL0G01166g,ZYU_001740,397,295,3,0,4.745762711864407,1.3457627118644069,True,Low (<50%)
CAGL0J01463g,ZYU_003193,440,251,22,0,5.577689243027888,1.752988047808765,True,Low (<50%)
CAGL0E01089g,ZYU_001037,890,853,64,0,6.3305978898007025,1.0433763188745604,True,Low (<50%)
CAGL0L03377g,ZYU_004413,1279,1209,2,0,7.3614557485525225,1.0578990901571548,True,Low (<50%)
CAGL0I04125g,ZYU_002812,309,88,20,0,3.4090909090909087,3.5113636363636362,True,Low (<50%)
CAGL0H10450g,ZYU_002628,395,311,6,0,6.109324758842444,1.270096463022508,True,Low (<50%)
CAGL0G06820g,ZYU_001997,934,330,58,0,6.0606060606060606,2.83030303030303,True,Low (<50%)
CAGL0I08877g,ZYU_003037,404,344,3,0,6.104651162790697,1.1744186046511629,True,Low (<50%)
CAGL0J10714g,ZYU_003610,453,323,25,0,8.359133126934983,1.4024767801857585,True,Low (<50%)
CAGL0L10714g,ZYU_004756,517,224,14,0,5.803571428571429,2.3080357142857144,True,Low (<50%)
CAGL0G02519g,ZYU_001801,470,378,50,0,6.349206349206349,1.2433862433862435,True,Low (<50%)
CAGL0J08096g,ZYU_003494,747,332,52,0,3.614457831325301,2.25,True,Low (<50%)
CAGL0H09152g,ZYU_002569,928,777,38,0,4.633204633204633,1.1943371943371943,True,Low (<50%)
CAGL0E03498g,ZYU_001145,230,170,4,0,4.705882352941177,1.3529411764705883,True,Low (<50%)
CAGL0E04554g,ZYU_001193,838,240,54,0,7.5,3.4916666666666667,True,Low (<50%)
CAGL0K05313g,ZYU_003909,613,517,56,0,5.802707930367505,1.18568665377176,True,Low (<50%)
CAGL0H02409g,ZYU_002253,236,153,8,0,4.57516339869281,1.542483660130719,True,Low (<50%)
CAGL0I09218g,ZYU_003053,794,724,3,0,7.18232044198895,1.0966850828729282,True,Low (<50%)
CAGL0F00935g,ZYU_001322,458,374,6,0,6.149732620320856,1.2245989304812834,True,Low (<50%)
CAGL0F03289g,ZYU_001426,645,149,50,0,3.3557046979865772,4.328859060402684,True,Low (<50%)
CAGL0G07293g,ZYU_002019,1022,942,91,0,6.050955414012739,1.0849256900212314,True,Low (<50%)
CAGL0K02277g,ZYU_003768,712,567,47,0,3.3509700176366843,1.255731922398589,True,Low (<50%)
CAGL0A02145g,ZYU_000087,426,393,19,0,4.580152671755725,1.083969465648855,True,Low (<50%)
CAGL0G09757g,ZYU_002133,1766,1423,26,0,6.043569922698524,1.2410400562192552,True,Low (<50%)
CAGL0K00231g,ZYU_003672,1629,1280,164,0,6.171875,1.27265625,True,Low (<50%)
CAGL0L05610g,ZYU_004518,845,531,22,0,4.8964218455743875,1.591337099811676,True,Low (<50%)
CAGL0M10329g,ZYU_005379,602,118,38,0,0.847457627118644,5.101694915254237,True,Low (<50%)
CAGL0M09471g,ZYU_005337,109,108,1,0,96.29629629629629,1.0092592592592593,False,High (>90%)
CAGL0K06853g,ZYU_003980,601,537,50,0,3.5381750465549344,1.1191806331471137,True,Low (<50%)
CAGL0G07381g,ZYU_002023,873,505,28,0,7.920792079207921,1.7287128712871287,True,Low (<50%)
CAGL0L12914g,ZYU_004858,1083,885,78,0,5.649717514124294,1.223728813559322,True,Low (<50%)
CAGL0J01331g,ZYU_003187,516,228,34,0,6.578947368421052,2.263157894736842,True,Low (<50%)
CAGL0F00825g,ZYU_001318,531,483,62,0,5.590062111801243,1.0993788819875776,True,Low (<50%)
CAGL0M12771g,ZYU_005490,710,592,73,0,4.054054054054054,1.1993243243243243,True,Low (<50%)
CAGL0I02794g,ZYU_002753,315,252,31,0,4.761904761904762,1.25,True,Low (<50%)
CAGL0G06380g,ZYU_001978,794,639,75,0,5.164319248826291,1.242566510172144,True,Low (<50%)
CAGL0M02079g,ZYU_004987,650,604,3,0,5.4635761589403975,1.076158940397351,True,Low (<50%)
CAGL0A00495g,ZYU_000017,1357,902,65,0,5.099778270509978,1.5044345898004434,True,Low (<50%)
CAGL0J01774g,ZYU_003205,3390,3389,1,0,99.97049277072882,1.0002950722927118,False,High (>90%)
CAGL0H07975g,ZYU_002516,450,275,13,0,9.090909090909092,1.6363636363636365,True,Low (<50%)
CAGL0D00946g,ZYU_000729,683,416,47,0,5.048076923076923,1.6418269230769231,True,Low (<50%)
CAGL0I07667g,ZYU_002981,378,287,23,0,4.878048780487805,1.3170731707317074,True,Low (<50%)
CAGL0D00638g,ZYU_000714,1439,693,129,0,6.637806637806638,2.0764790764790764,True,Low (<50%)
CAGL0H03971g,ZYU_002328,359,262,16,0,2.6717557251908395,1.3702290076335877,True,Low (<50%)
CAGL0G06336g,ZYU_001976,1820,1418,126,0,6.1354019746121295,1.2834978843441467,True,Low (<50%)
CAGL0A02134g,ZYU_000086,519,415,31,0,6.746987951807229,1.2506024096385542,True,Low (<50%)
CAGL0I04906g,ZYU_002851,321,205,12,0,4.390243902439024,1.5658536585365854,True,Low (<50%)
CAGL0L05104g,ZYU_004496,760,677,67,0,6.499261447562777,1.122599704579025,True,Low (<50%)
CAGL0A01284g,ZYU_000051,1445,1401,2,0,7.708779443254818,1.0314061384725197,True,Low (<50%)
CAGL0F01551g,ZYU_001347,325,152,10,0,5.921052631578947,2.138157894736842,True,Low (<50%)
CAGL0B01815g,ZYU_000290,390,290,28,0,3.793103448275862,1.3448275862068966,True,Low (<50%)
CAGL0L03311g,ZYU_004410,933,279,82,0,5.017921146953405,3.3440860215053765,True,Low (<50%)
CAGL0J10164g,ZYU_003585,699,200,22,0,6.5,3.495,True,Low (<50%)
CAGL0M05467g,ZYU_005144,502,354,10,0,6.779661016949152,1.4180790960451977,True,Low (<50%)
CAGL0C00583g,ZYU_000461,507,390,52,0,4.871794871794872,1.3,True,Low (<50%)
CAGL0G04675g,ZYU_001898,368,321,4,0,6.230529595015576,1.146417445482866,True,Low (<50%)
CAGL0M04081g,ZYU_005080,589,455,10,0,5.274725274725275,1.2945054945054946,True,Low (<50%)
CAGL0I01914g,ZYU_002714,551,143,26,0,13.986013986013987,3.8531468531468533,True,Low (<50%)
CAGL0M10703g,ZYU_005395,721,459,11,0,5.664488017429194,1.5708061002178648,True,Low (<50%)
CAGL0L01397g,ZYU_004321,1059,945,60,0,6.031746031746032,1.1206349206349207,True,Low (<50%)
CAGL0D01760g,ZYU_000766,531,250,19,0,5.2,2.124,True,Low (<50%)
CAGL0L10252g,ZYU_004736,1109,845,23,0,6.7455621301775155,1.3124260355029587,True,Low (<50%)
CAGL0L12452g,ZYU_004837,964,893,6,0,6.606942889137738,1.0795072788353863,True,Low (<50%)
CAGL0L04884g,ZYU_004486,317,271,3,0,6.642066420664207,1.169741697416974,True,Low (<50%)
CAGL0L04422g,ZYU_004463,693,176,46,0,4.545454545454546,3.9375,True,Low (<50%)
CAGL0K11968g,ZYU_004218,600,495,62,0,4.444444444444445,1.2121212121212122,True,Low (<50%)
CAGL0H01375g,ZYU_002207,873,340,22,0,6.470588235294119,2.5676470588235296,True,Low (<50%)
CAGL0M09757g,ZYU_005351,565,353,18,0,6.515580736543909,1.6005665722379603,True,Low (<50%)
CAGL0L06556g,ZYU_004562,523,522,1,0,99.42528735632183,1.0019157088122606,False,High (>90%)
CAGL0F05621g,ZYU_001527,484,364,7,0,5.769230769230769,1.3296703296703296,True,Low (<50%)
CAGL0F00693g,ZYU_001313,861,455,51,0,6.593406593406594,1.8923076923076922,True,Low (<50%)
CAGL0G09889g,ZYU_002139,489,336,17,0,5.059523809523809,1.4553571428571428,True,Low (<50%)
CAGL0K02783g,ZYU_003791,358,262,40,0,5.7251908396946565,1.366412213740458,True,Low (<50%)
CAGL0M10043g,ZYU_005364,1229,685,92,0,4.817518248175182,1.794160583941606,True,Low (<50%)
CAGL0G00297g,ZYU_001699,566,88,23,0,3.4090909090909087,6.431818181818182,True,Low (<50%)
CAGL0H10362g,ZYU_002624,301,149,13,0,8.053691275167784,2.0201342281879193,True,Low (<50%)
CAGL0F00715g,ZYU_001314,770,310,46,0,5.161290322580645,2.4838709677419355,True,Low (<50%)
CAGL0G10087g,ZYU_002148,1505,1411,8,0,6.591070163004961,1.066619418851878,True,Low (<50%)
CAGL0J00583g,ZYU_003152,958,817,53,0,4.651162790697675,1.1725826193390454,True,Low (<50%)
CAGL0L12122g,ZYU_004822,298,263,46,0,6.083650190114068,1.1330798479087452,True,Low (<50%)
CAGL0C00539g,ZYU_000459,594,593,1,0,99.83136593591905,1.0016863406408094,False,High (>90%)
CAGL0G03905g,ZYU_001865,311,250,20,0,4.8,1.244,True,Low (<50%)
CAGL0M13431g,ZYU_005521,487,307,34,0,6.514657980456026,1.5863192182410424,True,Low (<50%)
CAGL0J09636g,ZYU_003562,588,530,40,0,6.415094339622642,1.109433962264151,True,Low (<50%)
CAGL0K04301g,ZYU_003861,641,355,24,0,7.605633802816901,1.8056338028169014,True,Low (<50%)
CAGL0B03223g,ZYU_000356,234,100,21,0,9.0,2.34,True,Low (<50%)
CAGL0H03927g,ZYU_002325,527,468,29,0,6.41025641025641,1.126068376068376,True,Low (<50%)
CAGL0H01947g,ZYU_002233,261,204,14,0,6.862745098039216,1.2794117647058822,True,Low (<50%)
CAGL0L00935g,ZYU_004300,321,147,22,0,8.843537414965986,2.183673469387755,True,Low (<50%)
CAGL0M05665g,ZYU_005154,237,76,15,0,2.631578947368421,3.1184210526315788,True,Low (<50%)
CAGL0K03487g,ZYU_003823,1744,1217,150,0,5.5053410024650775,1.4330320460147905,True,Low (<50%)
CAGL0L12848g,ZYU_004855,820,557,62,0,4.66786355475763,1.4721723518850987,True,Low (<50%)
CAGL0I02156g,ZYU_002725,787,711,50,0,5.20393811533052,1.1068917018284108,True,Low (<50%)
CAGL0D04356g,ZYU_000887,428,391,19,0,6.138107416879795,1.0946291560102301,True,Low (<50%)
CAGL0J06710g,ZYU_003429,932,288,70,0,6.944444444444445,3.236111111111111,True,Low (<50%)
CAGL0K10780g,ZYU_004161,580,527,4,0,100.0,1.1005692599620494,True,High (>90%)
CAGL0A02926g,ZYU_000124,709,328,57,0,5.182926829268292,2.1615853658536586,True,Low (<50%)
CAGL0G04631g,ZYU_001896,730,316,51,0,5.063291139240507,2.310126582278481,True,Low (<50%)
CAGL0B04543g,ZYU_000419,755,317,31,0,4.100946372239748,2.3817034700315456,True,Low (<50%)
CAGL0G03685g,ZYU_001856,193,75,14,0,8.0,2.5733333333333333,True,Low (<50%)
CAGL0K01815g,ZYU_003745,800,504,64,0,4.365079365079365,1.5873015873015872,True,Low (<50%)
CAGL0C03135g,ZYU_000575,1314,1157,8,0,5.877268798617114,1.135695764909248,True,Low (<50%)
CAGL0F09251g,ZYU_001690,1571,1570,1,0,100.0,1.0006369426751593,False,High (>90%)
CAGL0F03333g,ZYU_001428,500,416,45,0,3.125,1.2019230769230769,True,Low (<50%)
CAGL0G06842g,ZYU_001998,1084,1039,58,0,5.48604427333975,1.0433108758421559,True,Low (<50%)
CAGL0I03960g,ZYU_002804,1947,1033,150,0,4.84027105517909,1.8848015488867376,True,Low (<50%)
CAGL0H08910g,ZYU_002558,628,346,66,0,5.202312138728324,1.8150289017341041,True,Low (<50%)
CAGL0G07909g,ZYU_002049,379,323,4,0,7.430340557275541,1.173374613003096,True,Low (<50%)
CAGL0I05522g,ZYU_002880,793,724,113,0,3.591160220994475,1.0953038674033149,True,Low (<50%)
CAGL0C04213g,ZYU_000625,232,231,1,0,100.0,1.0043290043290043,False,High (>90%)
CAGL0D00990g,ZYU_000730,400,308,24,0,4.545454545454546,1.2987012987012987,True,Low (<50%)
CAGL0K12408g,ZYU_004239,1492,1011,129,0,6.231454005934718,1.4757665677546983,True,Low (<50%)
CAGL0C02035g,ZYU_000525,542,483,23,0,4.761904761904762,1.1221532091097308,True,Low (<50%)
CAGL0H04213g,ZYU_002339,1444,1321,103,0,5.677517032551098,1.093111279333838,True,Low (<50%)
CAGL0M09020g,ZYU_005318,921,348,51,0,5.459770114942529,2.646551724137931,True,Low (<50%)
CAGL0M09801g,ZYU_005353,320,256,5,0,8.203125,1.25,True,Low (<50%)
CAGL0G07623g,ZYU_002035,720,563,39,0,6.394316163410302,1.2788632326820604,True,Low (<50%)
CAGL0H03487g,ZYU_002305,705,535,6,0,6.915887850467289,1.3177570093457944,True,Low (<50%)
CAGL0F05863g,ZYU_001538,637,163,27,0,4.9079754601226995,3.9079754601226995,True,Low (<50%)
CAGL0K07700g,ZYU_004020,952,915,4,0,8.087431693989071,1.0404371584699454,True,Low (<50%)
CAGL0F07733g,ZYU_001621,1122,723,20,0,5.394190871369295,1.5518672199170125,True,Low (<50%)
CAGL0K11550g,ZYU_004199,984,538,13,0,6.5055762081784385,1.828996282527881,True,Low (<50%)
CAGL0G02893g,ZYU_001820,487,432,29,0,6.018518518518518,1.1273148148148149,True,Low (<50%)
CAGL0B01573g,ZYU_000279,624,223,43,0,5.829596412556054,2.798206278026906,True,Low (<50%)
CAGL0I06028g,ZYU_002904,766,578,58,0,4.325259515570934,1.3252595155709344,True,Low (<50%)
CAGL0G09581g,ZYU_002124,563,432,29,0,5.092592592592593,1.3032407407407407,True,Low (<50%)
CAGL0D02530g,ZYU_000804,1672,676,85,0,6.21301775147929,2.473372781065089,True,Low (<50%)
CAGL0H03597g,ZYU_002310,314,233,7,0,7.296137339055794,1.3476394849785407,True,Low (<50%)
CAGL0M02057g,ZYU_004986,350,289,31,0,5.536332179930796,1.2110726643598615,True,Low (<50%)
CAGL0G09152g,ZYU_002104,571,271,23,0,4.059040590405904,2.107011070110701,True,Low (<50%)
CAGL0I06446g,ZYU_002923,622,525,44,0,4.761904761904762,1.1847619047619047,True,Low (<50%)
CAGL0M07612g,ZYU_005248,1085,581,56,0,4.475043029259897,1.8674698795180722,True,Low (<50%)
CAGL0G00308g,ZYU_001700,2113,374,72,0,6.684491978609626,5.649732620320855,True,Low (<50%)
CAGL0J04598g,ZYU_003333,578,358,43,0,4.748603351955307,1.6145251396648044,True,Low (<50%)
CAGL0M09383g,ZYU_005333,1073,981,119,0,4.994903160040775,1.0937818552497451,True,Low (<50%)
CAGL0G06028g,ZYU_001962,864,537,44,0,4.4692737430167595,1.6089385474860336,True,Low (<50%)
CAGL0I06721g,ZYU_002937,91,90,1,0,98.88888888888889,1.011111111111111,False,High (>90%)
CAGL0I07623g,ZYU_002979,747,711,83,0,5.485232067510549,1.0506329113924051,True,Low (<50%)
CAGL0J07524g,ZYU_003466,1112,973,77,0,4.213771839671121,1.1428571428571428,True,Low (<50%)
CAGL0L06996g,ZYU_004582,799,212,41,0,3.30188679245283,3.768867924528302,True,Low (<50%)
CAGL0H08888g,ZYU_002557,1141,806,18,0,6.575682382133994,1.4156327543424319,True,Low (<50%)
CAGL0D00198g,ZYU_000693,541,383,36,0,3.3942558746736298,1.412532637075718,True,Low (<50%)
CAGL0E03311g,ZYU_001136,340,339,1,0,100.0,1.0029498525073746,False,High (>90%)
CAGL0J11264g,ZYU_003635,476,409,6,0,8.80195599022005,1.1638141809290954,True,Low (<50%)
CAGL0B02651g,ZYU_000330,476,189,25,0,5.291005291005291,2.5185185185185186,True,Low (<50%)
CAGL0F05093g,ZYU_001503,959,265,56,0,5.660377358490567,3.6188679245283017,True,Low (<50%)
CAGL0D04180g,ZYU_000879,750,700,73,0,5.428571428571429,1.0714285714285714,True,Low (<50%)
CAGL0K03509g,ZYU_003824,587,527,51,0,5.1233396584440225,1.113851992409867,True,Low (<50%)
CAGL0H00330g,ZYU_002160,2903,2635,338,0,5.730550284629981,1.101707779886148,True,Low (<50%)
CAGL0J08932g,ZYU_003530,377,355,26,0,3.943661971830986,1.0619718309859154,True,Low (<50%)
CAGL0E03630g,ZYU_001151,1035,903,125,0,5.426356589147287,1.1461794019933556,True,Low (<50%)
