qseqid,sseqid,pident,length,qlen,slen,evalue,bitscore,qcovs
CAGL0A00715g-T,root_005290;97,98.958,96,96,97,4.3999999999999996e-67,195.0,100.0
CAGL0A00737g-T,root_011763;570,77.839,546,549,571,0.0,875.0,99.4535519125683
CAGL0A00781g-T,root_008487;1325,99.287,1262,1262,1326,0.0,2572.0,100.0
CAGL0A00803g-T,root_010016;1160,41.757,1195,1162,1161,0.0,905.0,102.83993115318417
CAGL0A00825g-T,root_009188;426,43.956,273,364,427,5.28e-75,237.0,75.0
CAGL0A00847g-T,root_011165;322,45.373,335,329,323,7.779999999999999e-91,273.0,101.82370820668693
CAGL0A00869g-T,root_012530;861,35.422,830,851,862,9.77e-151,464.0,97.53231492361927
CAGL0A00891g-T,root_009590;697,44.503,755,752,698,0.0,627.0,100.39893617021276
CAGL0A00913g-T,root_001269;1709,99.018,1426,1426,1709,0.0,2890.0,100.0
CAGL0A00935g-T,root_008659;259,58.273,139,226,260,1.4799999999999999e-55,177.0,61.504424778761056
CAGL0A00957g-T,root_009205;523,46.305,406,403,524,1.2300000000000002e-125,372.0,100.74441687344913
CAGL0A00979g-T,root_012101;78,82.051,78,78,79,5.6800000000000005e-43,133.0,100.0
CAGL0A01001g-T,root_009159;362,96.33,218,219,363,1.28e-127,363.0,99.54337899543378
CAGL0A01023g-T,root_008947;401,73.223,422,411,402,0.0,608.0,102.676399026764
CAGL0A01045g-T,root_009117;488,80.652,460,483,489,0.0,779.0,95.23809523809523
CAGL0A01067g-T,root_009673;640,64.262,596,641,641,0.0,747.0,92.97971918876755
CAGL0A01089g-T,root_004985;518,47.593,540,535,518,2.51e-162,471.0,100.93457943925233
CAGL0A01111g-T,root_009024;62,52.542,59,69,63,2.42e-20,75.5,85.5072463768116
CAGL0A01133g-T,root_009741;789,57.476,729,801,790,0.0,845.0,91.01123595505618
CAGL0A01155g-T,root_009638;644,34.837,643,609,645,4.49e-120,369.0,105.58292282430213
CAGL0A01177g-T,root_009168;869,42.964,803,850,870,0.0,647.0,94.47058823529412
CAGL0A01193g-T,root_003507;104,97.087,103,103,104,1.5399999999999998e-68,199.0,100.0
CAGL0A01199g-T,root_012346;605,66.792,533,613,606,0.0,722.0,86.94942903752039
CAGL0A01221g-T,root_009556;273,61.702,235,293,274,3.0599999999999998e-89,266.0,80.2047781569966
CAGL0A01243g-T,root_009846;532,48.771,529,531,533,6.61e-178,511.0,99.62335216572504
CAGL0A01284g-T,root_004820;1445,99.786,1401,1401,1445,0.0,2794.0,100.0
CAGL0A01325g-T,root_000251;1132,99.581,477,477,1132,0.0,962.0,100.0
CAGL0A01366g-T,root_005552;1507,99.795,1462,1462,1507,0.0,2915.0,100.0
CAGL0A01408g-T,root_000251;1132,98.129,481,481,1132,0.0,951.0,100.0
CAGL0A01430g-T,root_011668;707,84.485,709,707,708,0.0,1259.0,100.28288543140029
CAGL0A01452g-T,root_010286;818,44.596,805,814,819,0.0,711.0,98.8943488943489
CAGL0A01474g-T,root_010707;542,68.726,259,592,543,9.09e-132,395.0,43.75
CAGL0A01540g-T,root_010722;645,100.0,105,105,646,2.61e-64,204.0,100.0
CAGL0A01562g-T,root_007783;156,89.032,155,155,156,4.5500000000000003e-85,245.0,100.0
CAGL0A01584g-T,root_003068;86,100.0,85,85,86,2.6300000000000003e-58,172.0,100.0
CAGL0A01606g-T,root_009691;245,99.535,215,215,246,1.61e-151,419.0,100.0
CAGL0A01628g-T,root_009000;504,42.857,413,424,505,5.029999999999999e-68,223.0,97.40566037735849
CAGL0A01650g-T,root_007241;456,26.667,30,118,456,7.3,25.4,25.423728813559322
CAGL0A01672g-T,root_010374;556,47.658,491,694,557,5.38e-102,322.0,70.7492795389049
CAGL0A01694g-T,root_003334;776,28.079,406,641,776,6.44e-34,137.0,63.338533541341654
CAGL0A01716g-T,root_011713;218,51.415,212,211,219,3.6200000000000005e-77,230.0,100.4739336492891
CAGL0A01738g-T,root_008276;453,44.609,473,469,454,2.08e-127,377.0,100.85287846481876
CAGL0A01760g-T,root_008053;608,55.892,594,605,608,0.0,714.0,98.18181818181819
CAGL0A01782g-T,root_011763;570,76.786,560,568,571,0.0,874.0,98.59154929577466
CAGL0A01804g-T,root_007798;1312,78.891,559,563,1312,0.0,894.0,99.28952042628775
CAGL0A01826g-T,root_011762;567,74.595,555,588,568,0.0,841.0,94.38775510204081
CAGL0A01848g-T,root_012067;917,52.142,817,934,918,0.0,892.0,87.47323340471092
CAGL0A01870g-T,root_007321;1185,99.874,794,794,1185,0.0,1593.0,100.0
CAGL0A01892g-T,root_001278;89,98.864,88,88,89,6.34e-60,176.0,100.0
CAGL0A01914g-T,root_008726;3744,69.886,3759,3743,3745,0.0,5417.0,100.42746460058775
CAGL0A01958g-T,root_008774;408,61.692,402,406,409,8.060000000000001e-173,488.0,99.01477832512316
CAGL0A01980g-T,root_008678;676,64.472,653,675,677,0.0,865.0,96.74074074074073
CAGL0A02002g-T,root_002901;196,28.188,149,126,196,8.59e-09,50.8,118.25396825396825
CAGL0A02024g-T,root_006028;661,25.936,721,690,661,7.940000000000001e-37,146.0,104.49275362318842
CAGL0A02046g-T,root_010044;733,38.551,690,776,734,2.7900000000000003e-123,386.0,88.91752577319588
CAGL0A02090g-T,root_009973;672,74.179,670,673,673,0.0,1043.0,99.55423476968797
CAGL0A02112g-T,root_009665;554,80.072,552,548,555,0.0,938.0,100.72992700729928
CAGL0A02134g-T,root_008790;381,37.879,264,415,382,2.72e-45,160.0,63.614457831325296
CAGL0A02145g-T,root_009344;459,69.333,225,393,460,1.28e-85,267.0,57.25190839694656
CAGL0A02189g-T,root_008053;608,84.603,604,605,608,0.0,1089.0,99.83471074380165
CAGL0A02211g-T,root_011763;570,81.488,551,552,571,0.0,915.0,99.81884057971014
CAGL0A02233g-T,root_011763;570,80.403,546,549,571,0.0,895.0,99.4535519125683
CAGL0A02255g-T,root_000363;273,99.632,272,272,273,0.0,562.0,100.0
CAGL0A02277g-T,root_000363;273,99.632,272,272,273,0.0,562.0,100.0
CAGL0A02299g-T,root_000363;273,33.632,223,279,273,6.16e-43,147.0,79.92831541218638
CAGL0A02321g-T,root_007798;1312,100.0,556,556,1312,0.0,1153.0,100.0
CAGL0A02343g-T,root_002554;89,98.864,88,88,89,1.0899999999999999e-61,181.0,100.0
CAGL0A02365g-T,root_012213;918,99.549,443,443,919,0.0,921.0,100.0
CAGL0A02387g-T,root_011919;294,48.013,302,319,295,8.05e-88,264.0,94.67084639498434
CAGL0A02409g-T,root_010029;499,45.753,518,445,500,8.17e-121,360.0,116.40449438202248
CAGL0A02431g-T,root_007445;597,42.697,534,587,597,3.46e-129,390.0,90.9710391822828
CAGL0A02475g-T,root_000412;624,95.986,573,573,624,0.0,1057.0,100.0
CAGL0A02486g-T,root_008093;942,98.614,866,866,942,0.0,1765.0,100.0
CAGL0A02508g-T,root_010681;317,60.063,318,316,318,3.45e-127,365.0,100.63291139240506
CAGL0A02530g-T,root_009035;319,86.52,319,319,320,0.0,595.0,100.0
CAGL0A02552g-T,root_012192;394,64.356,404,396,395,0.0,514.0,102.020202020202
CAGL0A02574g-T,root_009446;362,62.567,374,379,363,6.19e-160,452.0,98.68073878627969
CAGL0A02596g-T,root_007179;912,97.706,872,872,912,0.0,1700.0,100.0
CAGL0A02618g-T,root_006951;125,36.458,96,100,125,3.57e-16,67.8,96.0
CAGL0A02629g-T,root_008252;586,61.176,595,588,586,0.0,678.0,101.19047619047619
CAGL0A02651g-T,root_010313;982,41.69,1089,1049,983,0.0,713.0,103.81315538608197
CAGL0A02673g-T,root_010317;272,65.0,280,276,273,3.63e-130,369.0,101.44927536231884
CAGL0A02695g-T,root_008739;672,37.887,710,691,673,1.3600000000000001e-160,478.0,102.74963820549927
CAGL0A02706g-T,root_008740;369,95.122,369,369,370,0.0,615.0,100.0
CAGL0A02728g-T,root_002614;91,96.667,90,90,91,4.1800000000000003e-57,169.0,100.0
CAGL0A02750g-T,root_010588;432,88.249,434,429,433,0.0,777.0,101.16550116550115
CAGL0A02772g-T,root_010811;455,62.683,410,441,456,0.0,540.0,92.97052154195012
CAGL0A02794g-T,root_008313;221,66.516,221,216,222,4.71e-108,309.0,102.31481481481481
CAGL0A02816g-T,root_008432;312,63.754,309,310,313,6.73e-145,409.0,99.67741935483872
CAGL0A02838g-T,root_001722;855,30.867,392,828,855,6.6499999999999996e-34,139.0,47.34299516908212
CAGL0A02860g-T,root_008271;442,34.897,341,402,443,7.51e-71,228.0,84.82587064676616
CAGL0A02882g-T,root_012388;135,45.098,102,104,136,1.48e-26,94.7,98.07692307692307
CAGL0A02904g-T,root_009591;501,98.603,501,501,502,0.0,1029.0,100.0
CAGL0A02926g-T,root_012487;324,70.336,327,328,325,1.1699999999999999e-172,481.0,99.6951219512195
CAGL0A02948g-T,root_010537;190,84.737,190,190,191,3.0000000000000004e-124,347.0,100.0
CAGL0A02970g-T,root_010226;306,46.226,318,309,307,2.25e-90,271.0,102.9126213592233
CAGL0A02981g-T,root_004476;90,31.395,86,74,90,5.84e-05,37.0,116.21621621621621
CAGL0A02992g-T,root_012145;446,65.548,447,457,447,0.0,617.0,97.81181619256017
CAGL0A03014g-T,root_008826;493,60.721,499,501,494,0.0,602.0,99.60079840319361
CAGL0A03036g-T,root_009326;100,68.687,99,101,101,1.71e-47,146.0,98.01980198019803
CAGL0A03051g-T,root_010577;80,66.216,74,115,81,5.61e-31,104.0,64.34782608695652
CAGL0A03058g-T,root_010005;1045,29.518,498,792,1046,6.22e-54,201.0,62.878787878787875
CAGL0A03080g-T,root_008375;79,68.354,79,79,80,1.07e-38,122.0,100.0
CAGL0A03102g-T,root_010401;635,58.04,653,649,636,0.0,738.0,100.61633281972264
CAGL0A03117g-T,root_011209;226,61.472,231,232,227,1.3700000000000001e-86,255.0,99.56896551724138
CAGL0A03146g-T,root_006104;108,50.435,115,115,108,6.74e-33,110.0,100.0
CAGL0A03168g-T,root_008850;111,65.766,111,109,112,9.45e-29,99.8,101.83486238532109
CAGL0A03190g-T,root_005935;268,96.68,241,241,268,5.3e-171,471.0,100.0
CAGL0A03212g-T,root_010397;266,52.206,272,268,267,1.38e-83,250.0,101.49253731343283
CAGL0A03234g-T,root_011629;842,92.874,842,842,843,0.0,1642.0,100.0
CAGL0A03256g-T,root_008831;632,54.062,640,628,633,0.0,657.0,101.91082802547771
CAGL0A03278g-T,root_010634;189,88.889,189,189,190,3.8600000000000003e-100,286.0,100.0
CAGL0A03300g-T,root_011038;524,47.801,523,519,525,1.04e-158,461.0,100.77071290944124
CAGL0A03322g-T,root_011667;452,81.069,449,450,453,0.0,779.0,99.77777777777777
CAGL0A03344g-T,root_011731;676,28.55,655,625,677,2.88e-62,218.0,104.80000000000001
CAGL0A03366g-T,root_008464;592,86.757,589,590,593,0.0,1086.0,99.83050847457628
CAGL0A03388g-T,root_010097;204,95.098,204,204,205,1.0700000000000001e-144,400.0,100.0
CAGL0A03410g-T,root_009733;1755,25.389,193,247,1756,0.16,32.7,78.13765182186235
CAGL0A03432g-T,root_008653;1114,43.161,1177,1151,1115,0.0,885.0,102.25890529973935
CAGL0A03454g-T,root_012453;502,49.393,494,486,503,2.16e-175,501.0,101.64609053497942
CAGL0A03476g-T,root_011967;476,71.888,466,471,477,0.0,689.0,98.93842887473461
CAGL0A03498g-T,root_007282;696,49.311,363,679,696,5.44e-122,378.0,53.46097201767305
CAGL0A03542g-T,root_011727;83,80.769,78,83,84,1.91e-49,150.0,93.97590361445783
CAGL0A03564g-T,root_010417;1004,33.015,1048,993,1005,1.06e-171,527.0,105.53877139979859
CAGL0A03586g-T,root_000184;190,99.471,189,189,190,3.63e-137,380.0,100.0
CAGL0A03608g-T,root_012271;549,36.585,41,214,550,0.23,31.6,19.158878504672895
CAGL0A03630g-T,root_009357;1025,60.094,1065,1062,1026,0.0,1241.0,100.2824858757062
CAGL0A03652g-T,root_010561;796,60.447,761,733,797,0.0,862.0,103.81991814461118
CAGL0A03674g-T,root_011337;486,95.152,330,330,487,0.0,655.0,100.0
CAGL0A03696g-T,root_010647;417,64.623,424,415,418,8.59e-173,489.0,102.16867469879519
CAGL0A03718g-T,root_012104;1653,85.481,1653,1652,1654,0.0,2932.0,100.06053268765133
CAGL0A03740g-T,root_010714;748,72.897,749,748,749,0.0,1154.0,100.13368983957218
CAGL0A03784g-T,root_011470;192,41.718,163,181,193,1.24e-41,137.0,90.05524861878453
CAGL0A03806g-T,root_010473;479,32.51,486,470,480,7.890000000000001e-79,253.0,103.40425531914894
CAGL0A03828g-T,root_012200;424,43.07,469,476,425,7.49e-127,374.0,98.52941176470588
CAGL0A03872g-T,root_008204;724,98.235,510,510,724,0.0,1011.0,100.0
CAGL0A03883g-T,root_003097;318,26.829,41,138,318,0.37,29.6,29.71014492753623
CAGL0A03905g-T,root_010319;312,52.396,313,312,313,4.45e-116,337.0,100.32051282051282
CAGL0A03927g-T,root_010405;418,70.252,437,437,419,0.0,655.0,100.0
CAGL0A03949g-T,root_009656;260,60.0,245,268,261,2.71e-110,318.0,91.4179104477612
CAGL0A03971g-T,root_009657;115,69.903,103,106,116,1.4200000000000001e-43,137.0,97.16981132075472
CAGL0A03993g-T,root_004739;406,98.897,272,272,406,0.0,555.0,100.0
CAGL0A04015g-T,root_011138;504,91.364,440,508,505,0.0,844.0,86.61417322834646
CAGL0A04037g-T,root_010584;576,72.389,565,583,577,0.0,847.0,96.91252144082333
CAGL0A04059g-T,root_009513;455,72.35,434,451,456,0.0,653.0,96.23059866962306
CAGL0A04081g-T,root_003846;406,100.0,374,374,406,0.0,706.0,100.0
CAGL0A04103g-T,root_010455;175,58.046,174,184,176,4.86e-73,217.0,94.56521739130434
CAGL0A04125g-T,root_010194;277,56.429,280,265,278,3.85e-83,249.0,105.66037735849056
CAGL0A04147g-T,root_010636;386,54.103,390,391,387,4.28e-112,332.0,99.74424552429667
CAGL0A04169g-T,root_006919;492,36.986,584,569,492,9.35e-80,258.0,102.63620386643233
CAGL0A04191g-T,root_009783;88,68.675,83,89,89,1.31e-39,125.0,93.25842696629213
CAGL0A04213g-T,root_008742;668,63.764,356,639,669,4.950000000000001e-125,384.0,55.712050078247266
CAGL0A04235g-T,root_010033;732,44.103,585,719,733,1.01e-154,465.0,81.36300417246176
CAGL0A04257g-T,root_009695;943,79.412,68,644,944,9.850000000000001e-32,131.0,10.559006211180124
CAGL0A04279g-T,root_008977;418,50.129,389,384,419,3.13e-127,372.0,101.30208333333333
CAGL0A04301g-T,root_010717;468,58.333,444,452,469,0.0,518.0,98.23008849557522
CAGL0A04323g-T,root_008701;208,86.822,129,216,209,9.720000000000001e-80,236.0,59.72222222222222
CAGL0A04345g-T,root_010505;400,53.027,413,392,401,1.49e-134,390.0,105.35714285714286
CAGL0A04367g-T,root_012161;193,37.838,111,120,194,9.69e-20,79.3,92.5
CAGL0A04389g-T,root_011452;480,100.0,101,101,481,4.7599999999999994e-67,207.0,100.0
CAGL0A04411g-T,root_009686;696,72.222,450,655,697,0.0,677.0,68.70229007633588
CAGL0A04433g-T,root_007989;262,75.676,222,260,262,9.709999999999999e-126,357.0,85.38461538461539
CAGL0A04455g-T,root_012122;1163,52.701,907,1098,1164,0.0,901.0,82.60473588342441
CAGL0A04477g-T,root_008008;755,54.197,417,770,755,2.19e-149,454.0,54.15584415584416
CAGL0A04499g-T,root_011184;82,74.39,82,82,83,1.01e-41,130.0,100.0
CAGL0A04521g-T,root_010171;201,100.0,201,201,202,5.61e-149,410.0,100.0
CAGL0A04543g-T,root_005440;356,39.564,321,363,356,4.3000000000000005e-73,230.0,88.42975206611571
CAGL0A04565g-T,root_012086;1193,99.712,1041,1041,1194,0.0,2157.0,100.0
CAGL0A04587g-T,root_012402;462,48.14,430,442,463,1.37e-142,415.0,97.28506787330316
CAGL0A04631g-T,root_005436;369,32.704,159,361,369,7.62e-10,59.3,44.04432132963989
CAGL0A04653g-T,root_008364;539,54.63,540,542,540,0.0,578.0,99.63099630996311
CAGL0A04675g-T,root_008389;117,92.241,116,118,118,3.0400000000000003e-79,228.0,98.30508474576271
CAGL0A04697g-T,root_010110;123,54.4,125,124,124,1.21e-43,138.0,100.80645161290323
CAGL0A04719g-T,root_010508;265,71.805,266,265,266,1.2200000000000001e-148,415.0,100.37735849056604
CAGL0A04741g-T,root_009059;546,58.076,551,536,547,0.0,589.0,102.79850746268657
CAGL0A04785g-T,root_004932;1150,99.0,600,600,1150,0.0,1228.0,100.0
CAGL0A04807g-T,root_012394;274,56.41,273,265,275,9.57e-101,294.0,103.01886792452831
CAGL0A04829g-T,root_010434;486,77.572,486,486,487,0.0,781.0,100.0
CAGL0A04851g-T,root_006191;8760,99.989,8759,8759,8760,0.0,16382.0,100.0
CAGL0B00154g-T,root_007905;956,100.0,955,955,956,0.0,1902.0,100.0
CAGL0B00220g-T,root_008309;327,100.0,76,76,328,3.75e-52,164.0,100.0
CAGL0B00242g-T,root_002514;185,98.913,184,184,185,2.19e-137,380.0,100.0
CAGL0B00264g-T,root_007911;187,96.552,174,210,187,2.2700000000000002e-121,341.0,82.85714285714286
CAGL0B00286g-T,root_009157;2158,100.0,360,360,2159,0.0,750.0,100.0
CAGL0B00308g-T,root_001498;1383,98.837,430,430,1383,0.0,867.0,100.0
CAGL0B00330g-T,root_011370;1240,99.208,1136,1136,1241,0.0,2255.0,100.0
CAGL0B00352g-T,root_011176;316,85.714,315,337,317,0.0,555.0,93.47181008902076
CAGL0B00374g-T,root_002957;114,39.823,113,121,114,2.72e-14,63.5,93.38842975206612
CAGL0B00396g-T,root_012235;849,98.864,88,88,850,2.5e-56,184.0,100.0
CAGL0B00418g-T,root_010601;1759,99.865,743,743,1760,0.0,1548.0,100.0
CAGL0B00440g-T,root_008469;435,98.885,269,269,436,0.0,546.0,100.0
CAGL0B00462g-T,root_011850;335,63.88,299,324,336,1.2300000000000001e-154,436.0,92.28395061728395
CAGL0B00484g-T,root_010387;833,77.831,839,837,834,0.0,1288.0,100.23894862604541
CAGL0B00506g-T,root_011872;416,37.232,419,416,417,6.359999999999999e-92,283.0,100.72115384615385
CAGL0B00528g-T,root_004129;584,31.528,720,673,584,1.65e-63,220.0,106.98365527488856
CAGL0B00550g-T,root_008005;322,62.5,320,318,322,3.98e-149,421.0,100.62893081761007
CAGL0B00572g-T,root_004810;203,97.525,202,202,203,8.08e-148,408.0,100.0
CAGL0B00594g-T,root_005377;66,100.0,65,65,66,2.31e-37,118.0,100.0
CAGL0B00616g-T,root_010087;463,52.027,296,416,464,1.06e-97,299.0,71.15384615384616
CAGL0B00638g-T,root_009131;258,40.084,237,275,259,3.54e-52,170.0,86.18181818181819
CAGL0B00660g-T,root_008312;760,38.392,771,746,761,1.03e-167,501.0,103.35120643431634
CAGL0B00682g-T,root_012103;549,98.758,483,483,550,0.0,982.0,100.0
CAGL0B00704g-T,root_008396;527,56.287,501,523,528,0.0,578.0,95.79349904397706
CAGL0B00715g-T,root_008440;975,25.397,63,76,976,0.36,28.1,82.89473684210526
CAGL0B00726g-T,root_007333;417,99.519,416,416,417,0.0,857.0,100.0
CAGL0B00748g-T,root_008941;745,38.861,808,812,746,5.98e-175,521.0,99.50738916256158
CAGL0B00770g-T,root_007149;529,57.435,538,541,529,0.0,593.0,99.44547134935306
CAGL0B00792g-T,root_010467;678,99.551,445,445,679,0.0,900.0,100.0
CAGL0B00814g-T,root_011823;1036,98.619,362,362,1037,0.0,733.0,100.0
CAGL0B00836g-T,root_009237;168,56.643,143,163,169,2.99e-54,168.0,87.73006134969326
CAGL0B00858g-T,root_008776;636,98.447,322,322,637,0.0,651.0,100.0
CAGL0B00880g-T,root_011858;297,66.892,296,305,298,5.6899999999999995e-149,419.0,97.04918032786885
CAGL0B00902g-T,root_012152;799,72.896,808,802,800,0.0,1202.0,100.74812967581049
CAGL0B00924g-T,root_012083;527,97.26,438,438,528,0.0,879.0,100.0
CAGL0B00946g-T,root_005409;406,41.772,158,394,406,3.08e-21,94.0,40.10152284263959
CAGL0B00968g-T,root_008934;412,99.029,412,412,413,0.0,833.0,100.0
CAGL0B00990g-T,root_002964;194,78.756,193,193,194,1.7499999999999999e-115,325.0,100.0
CAGL0B01012g-T,root_012025;881,74.57,582,623,882,0.0,903.0,93.41894060995185
CAGL0B01078g-T,root_009815;742,99.326,742,742,743,0.0,1521.0,100.0
CAGL0B01100g-T,root_011911;471,99.048,210,210,472,6.42e-156,439.0,100.0
CAGL0B01122g-T,root_010919;384,90.716,377,382,385,0.0,692.0,98.69109947643979
CAGL0B01144g-T,root_011270;966,98.721,391,391,967,0.0,780.0,100.0
CAGL0B01166g-T,root_012080;741,49.013,557,808,742,1.24e-174,520.0,68.93564356435643
CAGL0B01188g-T,root_009571;523,37.234,564,528,524,1.75e-94,296.0,106.81818181818181
CAGL0B01203g-T,root_009570;88,93.182,88,88,89,3.35e-57,170.0,100.0
CAGL0B01232g-T,root_008309;252,64.032,253,229,253,3.7299999999999996e-108,311.0,110.48034934497817
CAGL0B01243g-T,root_002514;185,98.601,143,143,185,1.3699999999999999e-104,295.0,100.0
CAGL0B01265g-T,root_007911;187,97.312,186,186,187,6.99e-133,369.0,100.0
CAGL0B01287g-T,root_009776;1360,41.132,1184,1247,1361,0.0,813.0,94.94787489975943
CAGL0B01331g-T,root_009500;188,61.421,197,206,189,1.81e-81,239.0,95.63106796116504
CAGL0B01353g-T,root_008363;604,50.323,310,685,605,3.32e-80,266.0,45.25547445255474
CAGL0B01375g-T,root_011699;1077,56.972,1090,1110,1078,0.0,1185.0,98.1981981981982
CAGL0B01397g-T,root_010514;484,40.596,537,514,485,1.0500000000000001e-123,370.0,104.47470817120623
CAGL0B01419g-T,root_008986;167,81.437,167,168,168,7.66e-101,286.0,99.40476190476191
CAGL0B01441g-T,root_011245;433,92.148,433,433,434,0.0,837.0,100.0
CAGL0B01463g-T,root_012204;240,63.913,230,234,241,4.01e-109,313.0,98.29059829059828
CAGL0B01485g-T,root_008803;695,44.928,690,674,696,0.0,582.0,102.37388724035608
CAGL0B01507g-T,root_008759;423,68.345,417,427,424,0.0,610.0,97.65807962529274
CAGL0B01529g-T,root_009272;372,56.533,375,369,373,3.58e-147,420.0,101.62601626016261
CAGL0B01551g-T,root_008362;1664,41.256,1704,1696,1665,0.0,1191.0,100.47169811320755
CAGL0B01573g-T,root_009491;222,57.589,224,223,223,3.74e-83,246.0,100.44843049327355
CAGL0B01589g-T,root_011011;77,75.325,77,77,78,9.13e-36,115.0,100.0
CAGL0B01595g-T,root_004973;536,30.67,463,732,536,4.23e-58,205.0,63.25136612021858
CAGL0B01617g-T,root_002301;753,35.823,589,708,753,1.21e-107,343.0,83.19209039548022
CAGL0B01639g-T,root_006216;664,36.056,710,677,664,1.5699999999999998e-141,427.0,104.87444608567209
CAGL0B01683g-T,root_009896;667,65.407,688,691,668,0.0,907.0,99.56584659913169
CAGL0B01705g-T,root_012424;647,37.865,684,672,648,3.99e-144,434.0,101.78571428571428
CAGL0B01727g-T,root_010130;715,57.782,514,577,716,0.0,627.0,89.08145580589255
CAGL0B01743g-T,root_009177;1004,100.0,288,288,1005,0.0,604.0,100.0
CAGL0B01771g-T,root_004150;584,98.694,536,536,584,0.0,1102.0,100.0
CAGL0B01793g-T,root_008516;105,76.0,50,124,106,3.6800000000000004e-21,80.9,40.32258064516129
CAGL0B01815g-T,root_011459;266,51.417,247,290,267,2.68e-92,273.0,85.17241379310346
CAGL0B01837g-T,root_011039;570,44.035,570,569,571,5.09e-159,465.0,100.17574692442884
CAGL0B01859g-T,root_000438;653,29.748,437,622,653,2.17e-55,198.0,70.2572347266881
CAGL0B01875g-T,root_000849;167,100.0,74,74,167,2.09e-50,154.0,100.0
CAGL0B01881g-T,root_011353;557,62.105,570,553,558,0.0,692.0,103.0741410488246
CAGL0B01903g-T,root_012309;196,58.108,148,191,197,1.55e-60,186.0,77.4869109947644
CAGL0B01925g-T,root_011289;1064,49.082,980,944,1065,0.0,857.0,103.81355932203388
CAGL0B01947g-T,root_006425;570,99.769,432,432,570,0.0,884.0,100.0
CAGL0B01969g-T,root_009795;409,43.928,387,423,410,7.310000000000001e-110,328.0,91.48936170212765
CAGL0B01991g-T,root_009215;336,42.433,337,330,337,1.25e-88,268.0,102.12121212121212
CAGL0B02013g-T,root_012302;1148,50.0,1156,1120,1149,0.0,1132.0,103.21428571428572
CAGL0B02035g-T,root_008920;642,84.006,644,644,643,0.0,1120.0,100.0
CAGL0B02057g-T,root_000059;292,40.373,161,267,292,7.88e-20,86.3,60.2996254681648
CAGL0B02079g-T,root_011133;613,55.674,564,624,614,0.0,570.0,90.38461538461539
CAGL0B02101g-T,root_009219;448,48.0,475,445,449,6.15e-149,431.0,106.74157303370787
CAGL0B02123g-T,root_004269;294,33.333,252,275,294,8.87e-41,142.0,91.63636363636364
CAGL0B02145g-T,root_008379;734,34.049,699,621,735,5.63e-68,234.0,112.56038647342994
CAGL0B02167g-T,root_011541;269,68.775,253,263,270,5.29e-130,368.0,96.1977186311787
CAGL0B02189g-T,root_010232;1084,88.007,1084,1087,1085,0.0,2016.0,99.72401103955842
CAGL0B02211g-T,root_011185;2039,59.579,1947,2124,2040,0.0,2427.0,91.66666666666666
CAGL0B02233g-T,root_011839;609,44.098,610,607,610,4.97e-158,466.0,100.49423393739703
CAGL0B02255g-T,root_010621;108,63.636,110,107,109,1.3599999999999999e-46,144.0,102.803738317757
