qseqid,sseqid,pident,qcovs,evalue,bitscore
orf19.4057,root_000397;147,98.639,100,2.74e-102,288.0
orf19.7376,root_004161;763,98.296,100,0.0,1539.0
orf19.4403,root_012015;1100,98.728,100,0.0,2187.0
orf19.3374,root_006091;272,99.632,100,0.0,537.0
orf19.4688,root_004840;252,100.0,100,0.0,501.0
orf19.3704,root_010227;606,98.682,100,0.0,1204.0
orf19.3938,root_011918;262,99.24,100,0.0,541.0
orf19.362,root_003053;226,99.115,100,4.98e-162,446.0
orf19.362,root_000562;220,92.92,100,6.800000000000001e-125,352.0
orf19.362,root_002187;253,73.123,100,2.07e-116,332.0
orf19.362,root_005881;251,73.705,100,3.2e-116,331.0
orf19.362,root_004462;274,63.139,100,1.0099999999999999e-89,265.0
orf19.362,root_006704;170,96.522,51,7.62e-77,228.0
orf19.4196,root_004991;111,98.198,100,2.74e-76,219.0
orf19.4332,root_000198;531,97.175,100,0.0,1036.0
orf19.4110,root_000019;1043,98.945,100,0.0,2097.0
orf19.4861.1,root_001636;95,98.947,100,6.780000000000001e-64,187.0
orf19.5860,root_006405;135,97.778,100,3.84e-88,251.0
orf19.3966,root_007096;505,98.614,100,0.0,1023.0
orf19.4283,root_000683;336,99.405,100,0.0,675.0
orf19.2060,root_001841;229,100.0,100,5.57e-168,461.0
orf19.2060,root_001838;233,72.0,76,1.97e-92,270.0
orf19.6820,root_011725;515,99.225,100,0.0,1019.0
orf19.4440,root_012336;839,98.452,100,0.0,1674.0
orf19.2246,root_008693;256,99.222,100,0.0,524.0
orf19.5831,root_003079;439,96.811,100,0.0,861.0
orf19.2451,root_000418;463,99.568,100,0.0,897.0
orf19.928,root_004131;621,97.585,100,0.0,1215.0
orf19.6315,root_002061;190,97.368,100,6.1600000000000005e-133,369.0
orf19.5681,root_005047;245,98.367,100,8.3e-177,484.0
orf19.1258,root_000681;238,97.899,100,6.27e-161,444.0
orf19.6176,root_010794;480,69.52,99,0.0,692.0
orf19.5507,root_009304;483,50.495,99,7.02e-158,456.0
orf19.2697,root_011003;1898,98.526,100,0.0,3873.0
orf19.3108,root_010906;175,97.727,100,1.5e-125,349.0
orf19.5342.1,root_011581;181,97.802,100,2.39e-131,365.0
orf19.5126,root_002389;398,100.0,100,0.0,792.0
orf19.424,root_011642;181,52.147,87,8.590000000000001e-56,173.0
orf19.3277,root_003881;113,97.345,100,5.03e-77,222.0
orf19.6982,root_008884;429,97.674,100,0.0,835.0
orf19.4244,root_002626;159,99.371,100,3.35e-114,319.0
orf19.3812,root_010345;538,53.69,99,0.0,564.0
orf19.4438,root_010182;507,97.638,100,0.0,1023.0
orf19.4504,root_007585;350,99.429,100,0.0,714.0
orf19.4504,root_007583;283,84.099,81,0.0,503.0
orf19.2108,root_001267;317,98.738,100,0.0,644.0
orf19.7335,root_009411;250,68.775,100,7.2e-131,369.0
orf19.1803,root_011685;384,98.961,100,0.0,781.0
orf19.2942,root_012346;605,57.469,97,0.0,636.0
orf19.7446,root_012069;218,65.116,76,3.58e-73,221.0
orf19.5263,root_010660;469,77.088,99,0.0,757.0
orf19.5379,root_012008;465,60.851,100,0.0,567.0
orf19.3846,root_009760;693,70.247,99,0.0,960.0
orf19.4929,root_010806;1174,97.702,100,0.0,2351.0
orf19.6989,root_010511;107,97.222,100,2.34e-73,212.0
orf19.3664,root_011001;342,55.247,96,2.57e-125,362.0
orf19.5162,root_011613;1320,97.956,100,0.0,2635.0
orf19.3639,root_010633;354,97.465,100,0.0,707.0
orf19.3878,root_002812;391,97.698,100,0.0,763.0
orf19.3878,root_004068;693,73.58,90,4.81e-178,511.0
orf19.3878,root_001648;452,58.726,92,5.3700000000000004e-145,418.0
orf19.3878,root_001046;706,59.78,93,8.19e-132,393.0
orf19.3878,root_003850;688,56.022,91,8.36e-130,387.0
orf19.3878,root_000384;585,54.223,94,1.13e-126,376.0
orf19.3878,root_004978;712,54.342,91,1.21e-119,362.0
orf19.3878,root_001162;599,53.409,90,5.1199999999999997e-113,342.0
orf19.3878,root_002826;645,51.226,94,5.9699999999999995e-112,340.0
orf19.3878,root_002014;657,54.19,91,2.92e-111,339.0
orf19.3878,root_003083;693,52.044,94,6.64e-110,336.0
orf19.3878,root_000776;226,66.518,57,1.51e-101,299.0
orf19.3878,root_004713;237,63.404,60,5.87e-99,293.0
orf19.3878,root_002548;272,51.837,63,2.11e-77,239.0
orf19.1035,root_008752;947,98.523,100,0.0,1908.0
orf19.5231,root_005192;412,98.544,100,0.0,830.0
orf19.217,root_009001;379,99.737,100,0.0,756.0
orf19.6966,root_010695;622,99.518,100,0.0,1263.0
orf19.7596,root_007868;328,99.695,100,0.0,674.0
orf19.5616,root_004306;270,98.148,100,0.0,531.0
orf19.787,root_000159;102,98.039,100,6.98e-63,185.0
orf19.5069,root_011838;243,99.18,100,7.070000000000001e-173,474.0
orf19.3877,root_003551;300,98.0,100,0.0,598.0
orf19.3877,root_004068;693,74.832,99,5.029999999999999e-165,474.0
orf19.3877,root_002826;645,50.562,89,1.75e-82,260.0
orf19.3877,root_002014;657,50.943,88,1.56e-81,258.0
orf19.3877,root_003740;242,51.046,80,4.96e-80,242.0
orf19.3877,root_000384;585,57.949,65,1.5099999999999998e-67,220.0
orf19.4726,root_010537;190,56.477,100,1.43e-77,229.0
orf19.2393,root_007055;464,97.845,100,0.0,936.0
orf19.5833,root_010504;345,57.143,100,1.7e-136,392.0
orf19.2020,root_007797;575,55.229,98,0.0,640.0
orf19.2020,root_011763;570,58.835,96,0.0,640.0
orf19.2020,root_011762;567,59.195,94,0.0,616.0
orf19.2020,root_011761;541,56.473,97,0.0,614.0
orf19.2020,root_007798;1312,54.364,98,0.0,611.0
orf19.2020,root_007799;568,54.265,99,0.0,602.0
orf19.2020,root_007661;570,53.016,94,0.0,589.0
orf19.2020,root_007648;547,56.078,93,0.0,575.0
orf19.2020,root_007657;568,51.406,90,0.0,539.0
orf19.2020,root_007658;568,51.004,90,0.0,536.0
orf19.2020,root_007802;1158,56.152,96,8.200000000000001e-164,495.0
orf19.2784,root_002510;315,99.365,100,0.0,629.0
orf19.442,root_006012;205,96.585,100,1.67e-131,367.0
orf19.6853,root_004622;346,99.422,100,0.0,697.0
orf19.2387,root_008666;580,98.623,100,0.0,1177.0
orf19.837.1,root_007109;131,98.473,100,3.9e-90,256.0
orf19.7680,root_004462;274,99.27,100,0.0,534.0
orf19.7680,root_005881;251,79.359,100,7.779999999999999e-104,301.0
orf19.7680,root_002187;253,66.431,100,1.1e-101,296.0
orf19.7680,root_000562;220,64.599,100,6.33e-101,293.0
orf19.7680,root_006226;256,70.629,100,1.13e-92,273.0
orf19.7680,root_000301;332,67.014,100,2.9e-91,273.0
orf19.5180,root_010377;243,99.18,100,0.0,495.0
orf19.5180,root_007989;262,55.556,88,1.85e-86,256.0
orf19.669,root_011684;623,98.397,100,0.0,1234.0
orf19.6703,root_000775;614,98.534,100,0.0,1234.0
orf19.6703,root_005324;607,93.914,99,0.0,1157.0
orf19.3573,root_012366;1157,99.396,100,0.0,2336.0
orf19.4959,root_005016;574,99.477,100,0.0,1162.0
orf19.5486.1,root_010573;110,63.063,98,8.35e-41,130.0
orf19.2433,root_000650;210,99.048,100,9e-146,403.0
orf19.3608,root_012017;1037,98.266,100,0.0,2063.0
orf19.3060,root_011714;275,100.0,100,0.0,551.0
orf19.6862,root_010253;769,99.74,100,0.0,1520.0
orf19.7355,root_011217;434,97.011,100,0.0,852.0
orf19.7355,root_011217;323,52.917,50,1.01e-86,266.0
orf19.1496,root_008441;451,97.566,100,0.0,905.0
orf19.2938,root_012501;673,98.665,100,0.0,1345.0
orf19.6687,root_000546;668,99.401,100,0.0,1318.0
orf19.4495,root_000555;491,99.796,100,0.0,1014.0
orf19.6888,root_008452;442,96.84,100,0.0,882.0
orf19.7112,root_007475;593,98.145,100,0.0,1200.0
orf19.6211,root_007441;552,98.913,100,0.0,1094.0
orf19.1601,root_009262;387,87.339,99,0.0,687.0
orf19.3342,root_009307;616,98.217,100,0.0,1224.0
orf19.3984,root_011293;842,98.932,100,0.0,1667.0
orf19.5155,root_011680;761,97.113,100,0.0,1511.0
orf19.6773,root_012129;1859,98.978,100,0.0,3751.0
orf19.4884,root_009162;785,98.473,100,0.0,1540.0
orf19.4950,root_010953;813,98.894,100,0.0,1663.0
orf19.2724,root_005885;499,100.0,100,0.0,995.0
orf19.6137,root_002599;632,97.152,100,0.0,1247.0
orf19.2936,root_000499;157,98.726,100,2.2899999999999998e-113,317.0
orf19.2237.1,root_001531;202,99.505,100,5.1299999999999996e-142,393.0
orf19.6763,root_006423;1198,99.583,100,0.0,2342.0
orf19.6250,root_010206;347,99.138,100,0.0,702.0
orf19.6271,root_009999;710,98.594,100,0.0,1443.0
orf19.1499,root_007720;1145,98.166,100,0.0,2315.0
orf19.6534,root_004920;157,98.726,100,6.45e-111,311.0
orf19.1674,root_011000;752,98.938,100,0.0,1536.0
orf19.6324,root_012035;745,98.794,100,0.0,1515.0
orf19.4416,root_011848;3083,98.962,100,0.0,6259.0
orf19.6232,root_008544;833,98.441,100,0.0,1683.0
orf19.5982,root_011376;186,86.096,100,1.36e-109,310.0
orf19.3284,root_000349;108,99.074,100,6.160000000000001e-73,211.0
orf19.496,root_009765;923,97.835,100,0.0,1848.0
orf19.4642,root_002736;419,98.807,100,0.0,789.0
orf19.4946,root_006134;254,96.85,100,0.0,502.0
orf19.101,root_009597;346,97.983,100,0.0,689.0
orf19.1592,root_010415;252,98.024,100,1.3300000000000001e-179,493.0
orf19.2404,root_009952;779,98.718,100,0.0,1592.0
orf19.5019,root_000431;695,97.986,100,0.0,1367.0
orf19.7516,root_005573;964,98.755,100,0.0,1962.0
orf19.6119,root_003282;672,98.661,100,0.0,1357.0
orf19.2379,root_010869;576,99.307,100,0.0,1187.0
orf19.1236,root_012484;321,100.0,100,0.0,655.0
orf19.7574,root_012502;1439,98.75,100,0.0,2927.0
orf19.2445,root_012030;548,99.271,100,0.0,1082.0
orf19.2445,root_007575;550,58.059,98,0.0,660.0
orf19.1186,root_001119;231,99.134,100,2.0600000000000002e-164,452.0
orf19.4574,root_009827;556,98.923,100,0.0,1121.0
orf19.2519,root_009542;196,98.477,100,1.93e-138,384.0
orf19.6110,root_006225;116,95.69,100,1.17e-76,221.0
orf19.524,root_009549;448,97.996,100,0.0,911.0
orf19.7187,root_010929;264,100.0,100,0.0,533.0
orf19.1861,root_004504;625,98.24,100,0.0,1243.0
orf19.6272,root_011915;258,99.614,100,0.0,513.0
orf19.501,root_009677;618,71.292,99,0.0,803.0
orf19.3083,root_011735;400,96.509,100,0.0,804.0
orf19.1806,root_002372;359,98.607,100,0.0,691.0
orf19.4816,root_009125;449,98.444,100,0.0,914.0
orf19.6898,root_008543;299,99.667,100,0.0,615.0
orf19.2006,root_009618;296,98.653,100,0.0,602.0
orf19.7195,root_011767;172,82.55,83,2.15e-94,271.0
orf19.5299.1,root_001742;46,97.826,100,7.23e-28,92.8
orf19.4618,root_009144;361,76.602,99,0.0,561.0
orf19.1043,root_011840;305,99.673,100,0.0,589.0
orf19.1332,root_007244;554,98.736,100,0.0,1129.0
orf19.4593,root_010004;1176,98.386,100,0.0,2372.0
orf19.4219,root_010587;837,58.404,97,0.0,968.0
orf19.6807,root_008058;610,96.885,100,0.0,1224.0
orf19.69.2,root_000516;98,98.98,100,3.5e-65,191.0
orf19.1136,root_011239;147,60.811,100,3.49e-60,182.0
orf19.1097,root_007590;2363,99.619,100,0.0,4353.0
orf19.1097,root_007908;2101,87.471,99,0.0,2321.0
orf19.1097,root_007908;2101,90.851,99,0.0,2123.0
orf19.1097,root_007908;2101,89.607,99,0.0,1768.0
orf19.1097,root_007908;2101,54.861,99,1.16e-18,93.2
orf19.1097,root_007907;1891,67.091,77,0.0,1410.0
orf19.1097,root_007907;1891,66.713,77,0.0,897.0
orf19.1097,root_007910;1156,80.44,88,0.0,1202.0
orf19.1097,root_007910;1156,80.0,88,0.0,620.0
orf19.1097,root_007910;1156,80.412,88,0.0,616.0
orf19.1097,root_007910;1156,79.588,88,0.0,612.0
orf19.1097,root_007910;1156,78.969,88,0.0,604.0
orf19.1097,root_007910;1156,78.763,88,0.0,602.0
orf19.1097,root_007910;1156,76.495,88,0.0,589.0
orf19.1097,root_007909;1261,84.848,91,0.0,1173.0
orf19.1097,root_007909;1261,86.683,91,5.750000000000001e-169,555.0
orf19.1097,root_007909;1261,85.714,91,2.9199999999999997e-168,553.0
orf19.1097,root_007909;1261,85.472,91,2.56e-166,548.0
orf19.1097,root_007909;1261,72.781,91,9.14e-165,543.0
orf19.1097,root_007909;1261,84.504,91,7.25e-161,532.0
orf19.1097,root_007909;1261,68.566,91,2.8e-157,522.0
orf19.6872,root_010298;306,99.023,100,0.0,619.0
orf19.7223,root_010600;584,98.632,100,0.0,1164.0
orf19.6934,root_011799;399,99.0,100,0.0,810.0
orf19.3187,root_008230;923,97.725,100,0.0,1838.0
orf19.6520,root_008001;559,99.642,100,0.0,1145.0
orf19.6520,root_008000;554,70.37,97,0.0,806.0
orf19.6520,root_010270;543,58.378,99,0.0,697.0
orf19.3000,root_008274;805,98.263,100,0.0,1617.0
orf19.4932,root_008470;761,72.483,97,0.0,1134.0
orf19.5322,root_009649;252,100.0,100,0.0,517.0
orf19.7382,root_011724;415,58.67,100,7.059999999999999e-165,468.0
orf19.7382,root_011723;412,55.742,100,1.4200000000000002e-157,450.0
orf19.2990,root_010146;448,56.977,95,1.15e-174,496.0
orf19.465,root_011115;941,98.62,100,0.0,1819.0
orf19.465,root_007600;1309,76.957,88,0.0,693.0
orf19.465,root_007600;1309,51.826,88,3.33e-74,266.0
orf19.465,root_007602;1527,75.0,88,0.0,614.0
orf19.465,root_007601;1563,61.273,68,1.2699999999999999e-147,475.0
orf19.465,root_007601;1563,52.941,68,3.03e-12,70.5
orf19.6634,root_010482;517,92.577,95,0.0,938.0
orf19.6166,root_010995;716,98.605,100,0.0,1463.0
orf19.6845,root_001393;480,97.292,100,0.0,957.0
orf19.6074,root_008370;197,57.143,76,7.900000000000001e-73,220.0
orf19.1225,root_002571;208,99.038,100,1.94e-144,400.0
orf19.3932.1,root_006176;90,98.889,100,1.1800000000000001e-59,176.0
orf19.3932.1,root_006174;276,58.427,99,1.86e-28,102.0
orf19.797,root_008978;376,65.676,93,9.59e-178,499.0
orf19.328,root_008541;660,98.941,100,0.0,1348.0
orf19.5425,root_012075;857,99.184,100,0.0,1763.0
orf19.5940,root_008747;716,97.211,100,0.0,1437.0
orf19.5940,root_008197;640,57.377,70,7.13e-16,80.9
orf19.6044,root_011977;271,50.955,98,2.44e-105,308.0
orf19.721,root_011413;686,98.836,100,0.0,1373.0
orf19.335,root_002896;814,98.771,100,0.0,1594.0
orf19.2157,root_005360;414,99.275,100,0.0,851.0
orf19.3174,root_009375;844,98.225,100,0.0,1699.0
orf19.6712,root_009148;658,98.483,100,0.0,1275.0
orf19.4192.1,root_004992;155,98.065,100,7.529999999999999e-106,298.0
orf19.7483,root_010232;1084,64.147,99,0.0,1450.0
orf19.239,root_008657;1344,54.224,96,0.0,1270.0
orf19.239,root_008658;1577,52.15,80,0.0,1015.0
orf19.1573,root_008717;1439,50.107,95,0.0,1300.0
orf19.7479,root_008626;751,56.919,77,0.0,804.0
orf19.4987,root_008411;449,99.778,100,0.0,854.0
orf19.113,root_006737;300,100.0,100,0.0,595.0
orf19.4874,root_007857;607,99.506,100,0.0,1250.0
orf19.6182,root_008439;710,97.468,100,0.0,1430.0
orf19.1402,root_008861;527,79.696,99,0.0,840.0
orf19.1252,root_009497;747,67.138,91,0.0,882.0
orf19.4475,root_010700;480,98.129,100,0.0,972.0
orf19.764,root_011548;885,99.323,100,0.0,1768.0
orf19.3290,root_003611;157,100.0,100,1.29e-118,330.0
orf19.3185,root_009323;782,99.361,100,0.0,1592.0
orf19.5450,root_008089;365,100.0,100,0.0,746.0
orf19.5393,root_000475;495,99.596,100,0.0,1017.0
orf19.4104,root_006829;535,97.57,100,0.0,1075.0
orf19.5973,root_009088;310,82.47,83,3.11e-153,430.0
orf19.5973,root_010073;287,56.303,78,2.53e-96,285.0
orf19.5973,root_008042;284,50.787,83,8.53e-92,273.0
orf19.1482,root_006333;107,99.065,100,4.3799999999999995e-74,214.0
orf19.4668,root_007313;718,97.632,100,0.0,1430.0
orf19.4143,root_012127;142,99.301,100,6.62e-98,277.0
orf19.3534,root_009901;223,74.107,100,6.71e-119,336.0
orf19.5269.1,root_011509;85,63.095,99,1.89e-36,117.0
orf19.4715,root_009639;3826,99.007,100,0.0,7616.0
orf19.1268,root_003587;114,96.491,100,1.49e-78,226.0
orf19.6701,root_009973;672,64.95,100,0.0,929.0
orf19.3494,root_008486;366,98.093,100,0.0,713.0
orf19.857,root_007894;553,99.638,100,0.0,1145.0
orf19.857,root_011231;552,84.991,100,0.0,1013.0
orf19.857,root_007895;553,81.555,100,0.0,956.0
orf19.4826,root_009700;361,70.685,99,0.0,519.0
orf19.3166,root_008362;1669,98.084,100,0.0,3286.0
orf19.4878,root_003717;849,98.822,100,0.0,1647.0
orf19.5110,root_009522;527,98.674,100,0.0,1056.0
orf19.6276,root_000653;874,97.941,100,0.0,1684.0
orf19.2364,root_012209;975,65.079,99,0.0,1235.0
orf19.2364,root_012210;946,63.494,100,0.0,1184.0
orf19.1873,root_000701;111,99.099,100,2.1e-77,223.0
orf19.2959,root_005211;101,100.0,100,8.75e-70,202.0
orf19.5958,root_012393;1501,85.155,99,0.0,2682.0
orf19.5958,root_012392;1525,53.759,98,0.0,1643.0
orf19.5958,root_012391;1529,52.8,98,0.0,1618.0
orf19.5958,root_012390;1564,51.284,99,0.0,1585.0
orf19.5746,root_008864;958,69.295,98,0.0,1344.0
orf19.3838,root_009851;206,66.512,100,4.24e-80,237.0
orf19.3314,root_009493;150,100.0,100,1.84e-107,301.0
orf19.6353,root_003083;693,98.846,100,0.0,1389.0
orf19.6353,root_002557;678,51.868,97,0.0,632.0
orf19.6353,root_002970;494,55.789,69,1.26e-172,502.0
orf19.5547,root_002563;108,99.074,100,6.41e-78,223.0
orf19.2804,root_002722;289,98.616,100,0.0,578.0
orf19.6993,root_007779;589,99.83,100,0.0,1188.0
orf19.6993,root_012025;587,61.824,99,0.0,655.0
orf19.6993,root_012024;568,53.668,88,0.0,542.0
orf19.5724,root_000005;241,97.925,100,3.02e-176,483.0
orf19.4519,root_009841;720,97.781,100,0.0,1436.0
orf19.3996,root_009295;482,99.172,100,0.0,975.0
orf19.2751,root_007294;516,98.062,100,0.0,1004.0
orf19.5029,root_012437;545,98.901,100,0.0,1110.0
orf19.3276,root_009858;923,63.226,99,0.0,1214.0
orf19.3537,root_009135;279,56.667,88,5.75e-48,154.0
orf19.1057,root_006007;190,98.421,100,1.09e-137,381.0
orf19.4459,root_010766;563,99.291,100,0.0,1143.0
orf19.6552,root_010423;254,99.608,100,0.0,529.0
orf19.6552,root_010423;196,53.488,51,1.38e-50,163.0
orf19.588,root_008840;105,100.0,100,9.85e-76,218.0
orf19.6903,root_011211;278,97.849,100,0.0,558.0
orf19.1748,root_003076;682,96.628,100,0.0,1344.0
orf19.5221,root_009494;983,97.967,100,0.0,1958.0
orf19.3267,root_009215;353,97.458,100,0.0,699.0
orf19.382,root_010089;458,100.0,100,0.0,937.0
orf19.382,root_010088;458,91.314,98,0.0,857.0
orf19.5877,root_009719;492,99.594,100,0.0,1007.0
orf19.2547,root_002371;987,98.48,100,0.0,1999.0
orf19.1798,root_012261;1491,98.056,100,0.0,2982.0
orf19.6720,root_010705;283,62.5,87,5.0799999999999996e-95,279.0
orf19.6463,root_012260;385,71.429,89,0.0,555.0
orf19.6595,root_007892;457,98.468,100,0.0,918.0
orf19.6595,root_007893;465,81.153,99,0.0,709.0
orf19.6481,root_007442;702,99.43,100,0.0,1399.0
orf19.3402,root_005844;373,97.855,100,0.0,749.0
orf19.4678,root_011633;333,98.503,100,0.0,679.0
orf19.4649,root_007711;1197,98.496,100,0.0,2393.0
orf19.2201,root_012057;112,100.0,100,2.51e-78,225.0
orf19.1557,root_010549;280,98.932,100,0.0,568.0
orf19.4446,root_007277;581,98.967,100,0.0,1182.0
orf19.1466,root_011042;269,55.605,90,6.19e-76,230.0
orf19.4998,root_008447;991,98.69,100,0.0,2007.0
orf19.6626,root_001041;209,95.694,100,7.069999999999999e-147,406.0
orf19.1325,root_010853;581,52.218,98,0.0,565.0
orf19.265,root_002810;501,98.603,100,0.0,1016.0
orf19.5256,root_001273;452,97.788,100,0.0,881.0
orf19.5078,root_012388;135,99.265,100,2.7900000000000003e-97,275.0
orf19.2488,root_012290;399,67.839,99,0.0,556.0
orf19.2488,root_012289;395,58.612,97,7.06e-158,449.0
orf19.3248,root_005646;334,99.401,100,0.0,650.0
orf19.7256,root_010571;77,98.718,100,1.8e-50,152.0
orf19.2264,root_011498;526,98.102,100,0.0,1078.0
orf19.4536,root_010546;1141,57.988,98,0.0,558.0
orf19.4536,root_010546;507,57.617,99,0.0,550.0
orf19.5171,root_009531;817,51.95,90,0.0,832.0
orf19.787.1,root_000932;72,100.0,100,6.24e-47,142.0
orf19.3646,root_011183;251,99.603,100,0.0,523.0
orf19.5209,root_010479;771,98.964,100,0.0,1521.0
orf19.2515,root_011628;884,99.548,100,0.0,1807.0
orf19.2337,root_007573;544,99.632,100,0.0,1103.0
orf19.4309,root_009397;343,51.17,99,2.33e-118,345.0
orf19.5489,root_002818;399,98.747,100,0.0,799.0
orf19.3204,root_006156;739,98.512,100,0.0,1454.0
orf19.2739,root_009360;572,98.953,100,0.0,1120.0
orf19.5362,root_007062;538,97.955,100,0.0,1092.0
orf19.7227,root_011318;124,98.4,100,6.74e-87,248.0
orf19.7227,root_007880;148,51.613,72,6.23e-17,71.2
orf19.550,root_012411;228,60.965,84,3.41e-98,286.0
orf19.702,root_012518;1105,98.825,100,0.0,2247.0
orf19.4236,root_009059;573,99.303,100,0.0,1160.0
orf19.2654,root_010175;552,98.734,100,0.0,1091.0
orf19.4976,root_005920;119,99.16,100,2.9e-74,215.0
orf19.1155,root_007830;285,98.596,100,0.0,570.0
orf19.1155,root_007829;262,52.29,92,1.94e-87,261.0
orf19.3691,root_009445;268,98.885,100,0.0,538.0
orf19.1461,root_012056;373,56.477,99,1.05e-151,432.0
orf19.666,root_010133;726,97.387,100,0.0,1423.0
orf19.2481,root_003702;249,95.984,100,7.12e-178,488.0
orf19.2980,root_010713;725,97.521,100,0.0,1441.0
orf19.5297,root_012363;630,99.208,100,0.0,1277.0
orf19.2277,root_010363;372,80.263,85,0.0,633.0
orf19.2277,root_007996;398,76.0,73,0.0,546.0
orf19.2277,root_010364;398,73.451,76,0.0,536.0
orf19.6565,root_009337;374,99.467,100,0.0,762.0
orf19.2079,root_010322;114,100.0,100,1.79e-83,238.0
orf19.2336,root_010428;202,98.03,100,1.4899999999999999e-146,405.0
orf19.4549,root_004978;712,98.596,100,0.0,1424.0
orf19.4549,root_004068;693,53.767,95,0.0,676.0
orf19.4549,root_002812;391,54.062,50,4.14e-117,356.0
orf19.4849,root_010900;327,99.39,100,0.0,666.0
orf19.1161,root_011947;1710,98.247,100,0.0,3481.0
orf19.3019,root_008555;678,98.085,100,0.0,1364.0
orf19.4090.1,root_012061;309,67.949,96,8.21e-29,103.0
orf19.4090.1,root_012061;77,64.935,95,1.8400000000000002e-27,94.4
orf19.4913,root_007679;1210,99.174,100,0.0,2415.0
orf19.5217,root_008178;299,99.331,100,0.0,616.0
orf19.3487,root_004277;112,95.536,100,1.04e-71,208.0
orf19.2132,root_006171;234,98.718,100,4.63e-168,462.0
orf19.1428,root_004463;172,100.0,100,2.2600000000000003e-123,343.0
orf19.4229,root_009801;188,50.282,87,9.679999999999999e-54,169.0
orf19.2964,root_009594;795,98.869,100,0.0,1626.0
orf19.1683,root_008908;360,81.215,100,0.0,619.0
orf19.1683,root_008173;370,79.189,100,0.0,619.0
orf19.1683,root_008909;311,56.536,83,3.4900000000000005e-132,379.0
orf19.1683,root_008906;308,50.489,83,4.1099999999999996e-114,333.0
orf19.1683,root_008907;344,50.859,79,4.4499999999999996e-108,319.0
orf19.5049,root_012341;309,99.677,100,0.0,612.0
orf19.5752,root_010922;637,98.746,100,0.0,1303.0
orf19.7568,root_010798;281,99.291,100,0.0,565.0
orf19.4842,root_001880;114,99.123,100,2.49e-80,230.0
orf19.5633,root_004553;467,98.073,100,0.0,926.0
orf19.5814.1,root_003065;88,98.864,100,7.57e-60,176.0
orf19.1435,root_010089;458,100.0,100,0.0,937.0
orf19.1435,root_010088;458,91.314,98,0.0,857.0
